,car_name,car_type,dropoff_date,pickup_city,pickup_date,pickup_location,pickup_time,total_price
1811,Hyundai Elantra,Standard,2019-03-08,New York,2019-03-04,Port Authority Station,11:00,116
1812,Nissan Altima,Standard,2019-03-08,New York,2019-03-04,Port Authority Station,11:00,120
1813,Toyota Camry,Standard,2019-03-08,New York,2019-03-04,JFK International Airport,11:00,140
1814,Toyota Corolla,Standard,2019-03-08,New York,2019-03-04,Grand Central Station,11:00,120
1815,Toyota Prius,Standard,2019-03-08,New York,2019-03-04,Port Authority Station,11:00,112
1816,Chevrolet Equinox,Full-size,2019-03-14,New York,2019-03-12,Port Authority Station,18:00,86
1817,Ford Escape,Full-size,2019-03-14,New York,2019-03-12,JFK International Airport,18:00,94
1818,Hyundai Tucson,Full-size,2019-03-14,New York,2019-03-12,Port Authority Station,18:00,80
1819,Jeep Cherokee,Full-size,2019-03-14,New York,2019-03-12,Grand Central Station,18:00,74
1820,Subaru Forester,Full-size,2019-03-14,New York,2019-03-12,Grand Central Station,18:00,90
1821,Chevrolet Equinox,Full-size,2019-03-13,New York,2019-03-12,Port Authority Station,18:00,40
1822,Ford Escape,Full-size,2019-03-13,New York,2019-03-12,JFK International Airport,18:00,43
1823,Hyundai Tucson,Full-size,2019-03-13,New York,2019-03-12,Port Authority Station,18:00,45
1824,Jeep Cherokee,Full-size,2019-03-13,New York,2019-03-12,Grand Central Station,18:00,35
1825,Subaru Forester,Full-size,2019-03-13,New York,2019-03-12,Grand Central Station,18:00,35
1826,Honda Accord,Standard,2019-03-11,Washington,2019-03-08,Union Station,14:00,102
1827,Honda Civic,Standard,2019-03-11,Washington,2019-03-08,Union Station,14:00,102
1828,Toyota Camry,Standard,2019-03-11,Washington,2019-03-08,Dulles International Airport,14:00,108
1829,Toyota Prius,Standard,2019-03-11,Washington,2019-03-08,Dulles International Airport,14:00,84
1830,Chevrolet Cruze,Standard,2019-03-08,Philadelphia,2019-03-05,PHL International Airport,16:30,87
1831,Ford Fusion,Standard,2019-03-08,Philadelphia,2019-03-05,PHL International Airport,16:30,96
1832,Honda Civic,Standard,2019-03-08,Philadelphia,2019-03-05,PHL International Airport,16:30,99
1833,Hyundai Elantra,Standard,2019-03-08,Philadelphia,2019-03-05,Intercity Terminal,16:30,90
1834,Nissan Altima,Standard,2019-03-08,Philadelphia,2019-03-05,30th Street Station,16:30,102
1835,Nissan Sentra,Standard,2019-03-08,Philadelphia,2019-03-05,30th Street Station,16:30,78
1836,Toyota Corolla,Standard,2019-03-08,Philadelphia,2019-03-05,Intercity Terminal,16:30,78
1837,Toyota Prius,Standard,2019-03-08,Philadelphia,2019-03-05,Intercity Terminal,16:30,93
1838,Honda Fit,Compact,2019-03-08,Philadelphia,2019-03-04,Intercity Terminal,16:30,108
1839,Kia Forte,Compact,2019-03-08,Philadelphia,2019-03-04,PHL International Airport,16:30,124
1840,Mini Cooper,Compact,2019-03-08,Philadelphia,2019-03-04,Intercity Terminal,16:30,92
1841,Nissan Leaf,Compact,2019-03-08,Philadelphia,2019-03-04,30th Street Station,16:30,96
1842,Volkswagen GTI,Compact,2019-03-08,Philadelphia,2019-03-04,PHL International Airport,16:30,108
1843,Volkswagen Golf,Compact,2019-03-08,Philadelphia,2019-03-04,30th Street Station,16:30,108
1844,Honda Civic,Standard,2019-03-09,Seattle,2019-03-03,Seattle-Tacoma International Airport,13:00,186
1845,Nissan Sentra,Standard,2019-03-09,Seattle,2019-03-03,Seattle-Tacoma International Airport,13:00,204
1846,Toyota Prius,Standard,2019-03-09,Seattle,2019-03-03,King Street Station,12:30,216
1847,Hyundai Elantra,Standard,2019-03-09,Philadelphia,2019-03-02,Intercity Terminal,09:00,210
1848,Toyota Corolla,Standard,2019-03-09,Philadelphia,2019-03-02,Intercity Terminal,09:00,168
1849,Chevrolet Cruze,Standard,2019-03-10,Portland,2019-03-07,PDX International Airport,12:00,105
1850,Ford Fusion,Standard,2019-03-10,Portland,2019-03-07,Union Station,12:00,90
1851,Honda Accord,Standard,2019-03-10,Portland,2019-03-07,PDX International Airport,12:00,84
1852,Honda Civic,Standard,2019-03-10,Portland,2019-03-07,PDX International Airport,12:00,111
1853,Nissan Sentra,Standard,2019-03-10,Portland,2019-03-07,Portland Bus Station,12:00,81
1854,Toyota Camry,Standard,2019-03-10,Portland,2019-03-07,Portland Bus Station,12:00,102
1855,Toyota Corolla,Standard,2019-03-10,Portland,2019-03-07,Union Station,12:00,69
1856,Toyota Prius,Standard,2019-03-10,Portland,2019-03-07,PDX International Airport,12:00,87
1857,Ford Fusion,Standard,2019-03-09,Seattle,2019-03-07,King Street Station,16:30,48
1858,Honda Civic,Standard,2019-03-09,Seattle,2019-03-07,Seattle-Tacoma International Airport,16:30,54
1859,Hyundai Elantra,Standard,2019-03-09,Seattle,2019-03-07,King Street Station,16:30,62
1860,Nissan Sentra,Standard,2019-03-09,Seattle,2019-03-07,Seattle-Tacoma International Airport,16:30,62
1861,Toyota Prius,Standard,2019-03-09,Seattle,2019-03-07,Seattle-Tacoma International Airport,16:30,62
1862,Honda Fit,Compact,2019-03-12,Philadelphia,2019-03-10,Intercity Terminal,10:30,48
1863,Mini Cooper,Compact,2019-03-12,Philadelphia,2019-03-10,Intercity Terminal,10:30,50
1864,Nissan Leaf,Compact,2019-03-12,Philadelphia,2019-03-10,30th Street Station,10:30,48
1865,Volkswagen GTI,Compact,2019-03-12,Philadelphia,2019-03-10,30th Street Station,10:30,54
1866,Volkswagen Golf,Compact,2019-03-12,Philadelphia,2019-03-10,30th Street Station,10:30,48
1867,Chevrolet Cruze,Standard,2019-03-10,San Francisco,2019-03-07,SFO International Airport,15:00,114
1868,Ford Fusion,Standard,2019-03-10,San Francisco,2019-03-07,SFO International Airport,15:00,102
1869,Honda Civic,Standard,2019-03-10,San Francisco,2019-03-07,Salesforce Transit Center,15:00,96
1870,Nissan Altima,Standard,2019-03-10,San Francisco,2019-03-07,SFO International Airport,15:00,87
1871,Nissan Sentra,Standard,2019-03-10,San Francisco,2019-03-07,Salesforce Transit Center,15:00,87
1872,Toyota Prius,Standard,2019-03-10,San Francisco,2019-03-07,SFO International Airport,15:00,105
1873,Honda Fit,Compact,2019-03-13,Philadelphia,2019-03-11,Intercity Terminal,15:00,50
1874,Kia Forte,Compact,2019-03-13,Philadelphia,2019-03-11,PHL International Airport,15:00,54
1875,Mini Cooper,Compact,2019-03-13,Philadelphia,2019-03-11,Intercity Terminal,15:00,52
1876,Nissan Leaf,Compact,2019-03-13,Philadelphia,2019-03-11,30th Street Station,15:00,44
1877,Volkswagen GTI,Compact,2019-03-13,Philadelphia,2019-03-11,PHL International Airport,15:00,58
1878,Volkswagen Golf,Compact,2019-03-13,Philadelphia,2019-03-11,30th Street Station,15:00,56
1879,Chevrolet Equinox,Full-size,2019-03-08,San Diego,2019-03-05,Santa Fe Depot,18:30,117
1880,Ford Escape,Full-size,2019-03-08,San Diego,2019-03-05,Santa Fe Depot,18:30,108
1881,Jeep Cherokee,Full-size,2019-03-08,San Diego,2019-03-05,Santa Fe Depot,18:30,144
1882,Chevrolet Equinox,Full-size,2019-03-12,New York,2019-03-08,Port Authority Station,12:30,156
1883,Ford Escape,Full-size,2019-03-12,New York,2019-03-08,JFK International Airport,12:30,172
1884,Hyundai Tucson,Full-size,2019-03-12,New York,2019-03-08,Port Authority Station,12:30,184
1885,Jeep Cherokee,Full-size,2019-03-12,New York,2019-03-08,Grand Central Station,12:30,152
1886,Subaru Forester,Full-size,2019-03-12,New York,2019-03-08,Grand Central Station,12:30,144
1887,Honda Accord,Standard,2019-03-11,Washington,2019-03-06,Union Station,11:00,150
1888,Honda Civic,Standard,2019-03-11,Washington,2019-03-06,Union Station,11:00,160
1889,Toyota Camry,Standard,2019-03-11,Washington,2019-03-06,Dulles International Airport,11:00,165
1890,Toyota Prius,Standard,2019-03-11,Washington,2019-03-06,Dulles International Airport,11:00,165
1891,Chevrolet Equinox,Full-size,2019-03-09,Philadelphia,2019-03-07,30th Street Station,14:00,82
1892,Jeep Cherokee,Full-size,2019-03-09,Philadelphia,2019-03-07,PHL International Airport,14:00,84
1893,Nissan Rogue,Full-size,2019-03-09,Philadelphia,2019-03-07,30th Street Station,14:00,90
1894,Subaru Forester,Full-size,2019-03-09,Philadelphia,2019-03-07,Intercity Terminal,14:00,82
1895,Chevrolet Cruze,Standard,2019-03-09,Mexico City,2019-03-08,Estacion Buenavista,09:30,19
1896,Honda Civic,Standard,2019-03-09,Mexico City,2019-03-08,Estacion Buenavista,09:30,20
1897,Toyota Camry,Standard,2019-03-09,Mexico City,2019-03-08,Estacion Buenavista,09:30,20
1898,Toyota Prius,Standard,2019-03-09,Mexico City,2019-03-08,Estacion Buenavista,09:30,19
1899,Hyundai Elantra,Standard,2019-03-09,Philadelphia,2019-03-08,Intercity Terminal,09:30,31
1900,Toyota Corolla,Standard,2019-03-09,Philadelphia,2019-03-08,Intercity Terminal,09:30,26
1901,Toyota Prius,Standard,2019-03-09,Philadelphia,2019-03-08,Intercity Terminal,09:30,34
1902,Chevrolet Cruze,Standard,2019-03-09,Philadelphia,2019-03-08,30th Street Station,10:00,26
1903,Ford Fusion,Standard,2019-03-09,Philadelphia,2019-03-08,30th Street Station,10:00,33
1904,Nissan Altima,Standard,2019-03-09,Philadelphia,2019-03-08,30th Street Station,10:00,30
1905,Nissan Sentra,Standard,2019-03-09,Philadelphia,2019-03-08,30th Street Station,10:00,31
1906,Chevrolet Cruze,Standard,2019-03-13,Philadelphia,2019-03-12,PHL International Airport,16:30,30
1907,Ford Fusion,Standard,2019-03-13,Philadelphia,2019-03-12,PHL International Airport,16:30,33
1908,Honda Civic,Standard,2019-03-13,Philadelphia,2019-03-12,PHL International Airport,16:30,29
1909,Hyundai Elantra,Standard,2019-03-13,Philadelphia,2019-03-12,Intercity Terminal,16:30,31
1910,Nissan Altima,Standard,2019-03-13,Philadelphia,2019-03-12,30th Street Station,16:30,30
1911,Nissan Sentra,Standard,2019-03-13,Philadelphia,2019-03-12,30th Street Station,16:30,31
1912,Toyota Corolla,Standard,2019-03-13,Philadelphia,2019-03-12,Intercity Terminal,16:30,26
1913,Toyota Prius,Standard,2019-03-13,Philadelphia,2019-03-12,Intercity Terminal,16:30,32
1914,Nissan Altima,Standard,2019-03-12,New York,2019-03-07,Port Authority Station,17:00,130
1915,Toyota Camry,Standard,2019-03-12,New York,2019-03-07,JFK International Airport,17:00,155
1916,Toyota Corolla,Standard,2019-03-12,New York,2019-03-07,Grand Central Station,17:00,140
1917,Toyota Prius,Standard,2019-03-12,New York,2019-03-07,Port Authority Station,17:00,155
1918,Ford Fusion,Standard,2019-03-12,Delhi,2019-03-06,Indira Gandhi International Airport,09:30,210
1919,Honda Accord,Standard,2019-03-12,Delhi,2019-03-06,Indira Gandhi International Airport,09:30,198
1920,Hyundai Elantra,Standard,2019-03-12,Delhi,2019-03-06,Indira Gandhi International Airport,09:30,216
1921,Nissan Leaf,Compact,2019-03-12,Philadelphia,2019-03-06,30th Street Station,10:00,144
1922,Volkswagen Golf,Compact,2019-03-12,Philadelphia,2019-03-06,30th Street Station,10:00,168
1923,Honda Fit,Compact,2019-03-12,Philadelphia,2019-03-06,Intercity Terminal,09:30,138
1924,Mini Cooper,Compact,2019-03-12,Philadelphia,2019-03-06,Intercity Terminal,09:30,180
1925,Volkswagen GTI,Compact,2019-03-12,Philadelphia,2019-03-06,Intercity Terminal,09:30,156
1926,Honda Accord,Standard,2019-03-07,New York,2019-03-05,Grand Central Station,15:00,64
1927,Honda Civic,Standard,2019-03-07,New York,2019-03-05,JFK International Airport,15:00,56
1928,Hyundai Elantra,Standard,2019-03-07,New York,2019-03-05,Port Authority Station,15:00,60
1929,Nissan Altima,Standard,2019-03-07,New York,2019-03-05,Port Authority Station,15:00,64
1930,Toyota Camry,Standard,2019-03-07,New York,2019-03-05,JFK International Airport,15:00,72
1931,Toyota Corolla,Standard,2019-03-07,New York,2019-03-05,Grand Central Station,15:00,64
1932,Toyota Prius,Standard,2019-03-07,New York,2019-03-05,Port Authority Station,15:00,64
1933,Honda Accord,Standard,2019-03-06,New York,2019-03-02,Grand Central Station,15:30,108
1934,Honda Civic,Standard,2019-03-06,New York,2019-03-02,JFK International Airport,15:30,128
1935,Hyundai Elantra,Standard,2019-03-06,New York,2019-03-02,Port Authority Station,15:30,128
1936,Nissan Altima,Standard,2019-03-06,New York,2019-03-02,Port Authority Station,15:30,100
1937,Toyota Camry,Standard,2019-03-06,New York,2019-03-02,JFK International Airport,15:30,140
1938,Toyota Corolla,Standard,2019-03-06,New York,2019-03-02,Grand Central Station,15:30,132
1939,Toyota Prius,Standard,2019-03-06,New York,2019-03-02,Port Authority Station,15:30,148
1940,Honda Accord,Standard,2019-03-06,New York,2019-03-02,Grand Central Station,16:30,108
1941,Honda Civic,Standard,2019-03-06,New York,2019-03-02,JFK International Airport,16:30,128
1942,Hyundai Elantra,Standard,2019-03-06,New York,2019-03-02,Port Authority Station,16:30,128
1943,Nissan Altima,Standard,2019-03-06,New York,2019-03-02,Port Authority Station,16:30,100
1944,Toyota Camry,Standard,2019-03-06,New York,2019-03-02,JFK International Airport,16:30,140
1945,Toyota Corolla,Standard,2019-03-06,New York,2019-03-02,Grand Central Station,16:30,132
1946,Toyota Prius,Standard,2019-03-06,New York,2019-03-02,Port Authority Station,16:30,148
1947,Ford Fusion,Standard,2019-03-13,San Diego,2019-03-10,SAN International Airport,15:30,81
1948,Honda Accord,Standard,2019-03-13,San Diego,2019-03-10,Santa Fe Depot,15:30,87
1949,Honda Civic,Standard,2019-03-13,San Diego,2019-03-10,Santa Fe Depot,15:30,102
1950,Hyundai Elantra,Standard,2019-03-13,San Diego,2019-03-10,SAN International Airport,15:30,105
1951,Nissan Sentra,Standard,2019-03-13,San Diego,2019-03-10,Santa Fe Depot,15:30,99
1952,Toyota Camry,Standard,2019-03-13,San Diego,2019-03-10,SAN International Airport,15:30,84
1953,Hyundai Tucson,Full-size,2019-03-07,San Diego,2019-03-03,SAN International Airport,11:00,180
1954,Toyota Highlander,Full-size,2019-03-07,San Diego,2019-03-03,SAN International Airport,11:00,168
1955,Toyota RAV4,Full-size,2019-03-07,San Diego,2019-03-03,SAN International Airport,11:00,152
1956,Chevrolet Cruze,Standard,2019-03-12,Philadelphia,2019-03-07,30th Street Station,10:00,170
1957,Nissan Altima,Standard,2019-03-12,Philadelphia,2019-03-07,30th Street Station,10:00,125
1958,Hyundai Elantra,Standard,2019-03-12,Philadelphia,2019-03-07,Intercity Terminal,09:30,175
1959,Toyota Corolla,Standard,2019-03-12,Philadelphia,2019-03-07,Intercity Terminal,09:30,155
1960,Toyota Prius,Standard,2019-03-12,Philadelphia,2019-03-07,Intercity Terminal,09:30,155
1961,Honda Accord,Standard,2019-03-12,New York,2019-03-08,Grand Central Station,13:30,120
1962,Honda Civic,Standard,2019-03-12,New York,2019-03-08,JFK International Airport,13:30,120
1963,Hyundai Elantra,Standard,2019-03-12,New York,2019-03-08,Port Authority Station,13:30,116
1964,Nissan Altima,Standard,2019-03-12,New York,2019-03-08,Port Authority Station,13:30,116
1965,Toyota Camry,Standard,2019-03-12,New York,2019-03-08,JFK International Airport,13:30,140
1966,Toyota Corolla,Standard,2019-03-12,New York,2019-03-08,Grand Central Station,13:30,136
1967,Toyota Prius,Standard,2019-03-12,New York,2019-03-08,Port Authority Station,13:30,128
1968,Hyundai Elantra,Standard,2019-03-14,Philadelphia,2019-03-12,Intercity Terminal,12:30,60
1969,Nissan Altima,Standard,2019-03-14,Philadelphia,2019-03-12,30th Street Station,12:30,52
1970,Nissan Sentra,Standard,2019-03-14,Philadelphia,2019-03-12,30th Street Station,12:30,66
1971,Toyota Corolla,Standard,2019-03-14,Philadelphia,2019-03-12,Intercity Terminal,12:30,54
1972,Toyota Prius,Standard,2019-03-14,Philadelphia,2019-03-12,Intercity Terminal,12:30,60
1973,Chevrolet Cruze,Standard,2019-03-14,Philadelphia,2019-03-12,PHL International Airport,13:00,60
1974,Ford Fusion,Standard,2019-03-14,Philadelphia,2019-03-12,PHL International Airport,13:00,62
1975,Honda Civic,Standard,2019-03-14,Philadelphia,2019-03-12,PHL International Airport,13:00,64
1976,Ford Fusion,Standard,2019-03-09,Seattle,2019-03-07,King Street Station,14:30,48
1977,Honda Civic,Standard,2019-03-09,Seattle,2019-03-07,Seattle-Tacoma International Airport,14:30,54
1978,Hyundai Elantra,Standard,2019-03-09,Seattle,2019-03-07,King Street Station,14:30,62
1979,Nissan Sentra,Standard,2019-03-09,Seattle,2019-03-07,Seattle-Tacoma International Airport,14:30,62
1980,Toyota Prius,Standard,2019-03-09,Seattle,2019-03-07,Seattle-Tacoma International Airport,14:30,62
1981,Chevrolet Bolt,Compact,2019-03-09,Seattle,2019-03-07,Seattle-Tacoma International Airport,15:00,52
1982,Ford Fusion,Standard,2019-03-09,Seattle,2019-03-07,King Street Station,15:00,48
1983,Honda Civic,Standard,2019-03-09,Seattle,2019-03-07,Seattle-Tacoma International Airport,15:00,54
1984,Honda Fit,Compact,2019-03-09,Seattle,2019-03-07,King Street Station,15:00,48
1985,Hyundai Elantra,Standard,2019-03-09,Seattle,2019-03-07,King Street Station,15:00,62
1986,Kia Forte,Compact,2019-03-09,Seattle,2019-03-07,Seattle-Tacoma International Airport,15:00,58
1987,Nissan Leaf,Compact,2019-03-09,Seattle,2019-03-07,King Street Station,15:00,48
1988,Nissan Rogue,Full-size,2019-03-09,Seattle,2019-03-07,Seattle-Tacoma International Airport,15:00,76
1989,Nissan Sentra,Standard,2019-03-09,Seattle,2019-03-07,Seattle-Tacoma International Airport,15:00,62
1990,Subaru Forester,Full-size,2019-03-09,Seattle,2019-03-07,Seattle-Tacoma International Airport,15:00,86
1991,Ford Fusion,Standard,2019-03-14,Seattle,2019-03-11,King Street Station,13:30,84
1992,Honda Civic,Standard,2019-03-14,Seattle,2019-03-11,Seattle-Tacoma International Airport,13:30,102
1993,Hyundai Elantra,Standard,2019-03-14,Seattle,2019-03-11,King Street Station,13:30,90
1994,Nissan Sentra,Standard,2019-03-14,Seattle,2019-03-11,Seattle-Tacoma International Airport,13:30,96
1995,Toyota Prius,Standard,2019-03-14,Seattle,2019-03-11,Seattle-Tacoma International Airport,13:30,87
1996,Chevrolet Bolt,Compact,2019-03-14,Seattle,2019-03-07,Seattle-Tacoma International Airport,13:30,224
1997,Kia Forte,Compact,2019-03-14,Seattle,2019-03-07,Seattle-Tacoma International Airport,13:30,210
1998,Nissan Leaf,Compact,2019-03-14,Seattle,2019-03-07,King Street Station,13:30,161
1999,Nissan Altima,Standard,2019-03-10,Philadelphia,2019-03-03,30th Street Station,16:30,210
2000,Honda Accord,Standard,2019-03-11,New York,2019-03-05,Grand Central Station,14:00,204
2001,Hyundai Elantra,Standard,2019-03-11,New York,2019-03-05,Port Authority Station,14:00,156
2002,Nissan Altima,Standard,2019-03-11,New York,2019-03-05,Port Authority Station,14:00,210
2003,Toyota Camry,Standard,2019-03-11,New York,2019-03-05,JFK International Airport,14:00,180
2004,Ford Fusion,Standard,2019-03-14,Portland,2019-03-07,Union Station,13:30,210
2005,Nissan Sentra,Standard,2019-03-14,Portland,2019-03-07,Portland Bus Station,13:30,217
2006,Toyota Camry,Standard,2019-03-14,Portland,2019-03-07,Portland Bus Station,13:30,238
2007,Chevrolet Cruze,Standard,2019-03-05,Portland,2019-03-02,PDX International Airport,11:00,117
2008,Honda Accord,Standard,2019-03-05,Portland,2019-03-02,PDX International Airport,11:00,90
2009,Honda Civic,Standard,2019-03-05,Portland,2019-03-02,PDX International Airport,11:00,90
2010,Nissan Sentra,Standard,2019-03-05,Portland,2019-03-02,Portland Bus Station,11:00,81
2011,Toyota Camry,Standard,2019-03-05,Portland,2019-03-02,Portland Bus Station,11:00,99
2012,Toyota Prius,Standard,2019-03-05,Portland,2019-03-02,PDX International Airport,11:00,105
2013,Nissan Altima,Standard,2019-03-10,New York,2019-03-04,Port Authority Station,11:00,168
2014,Toyota Camry,Standard,2019-03-10,New York,2019-03-04,JFK International Airport,11:00,192
2015,Toyota Prius,Standard,2019-03-10,New York,2019-03-04,Port Authority Station,11:00,186
2016,Ford Escape,Full-size,2019-03-10,New York,2019-03-04,JFK International Airport,10:00,264
2017,Subaru Forester,Full-size,2019-03-10,New York,2019-03-04,JFK International Airport,10:00,312
2018,Hyundai Tucson,Full-size,2019-03-10,New York,2019-03-04,Port Authority Station,09:30,234
2019,Honda Accord,Standard,2019-03-11,New York,2019-03-09,Grand Central Station,13:30,48
2020,Honda Civic,Standard,2019-03-11,New York,2019-03-09,JFK International Airport,13:30,72
2021,Hyundai Elantra,Standard,2019-03-11,New York,2019-03-09,Port Authority Station,13:30,66
2022,Nissan Altima,Standard,2019-03-11,New York,2019-03-09,Port Authority Station,13:30,60
2023,Toyota Camry,Standard,2019-03-11,New York,2019-03-09,JFK International Airport,13:30,82
2024,Toyota Corolla,Standard,2019-03-11,New York,2019-03-09,Grand Central Station,13:30,64
2025,Toyota Prius,Standard,2019-03-11,New York,2019-03-09,Port Authority Station,13:30,64
2026,Ford Fusion,Standard,2019-03-09,Fremont,2019-03-04,Fremont BART Station,15:00,160
2027,Honda Accord,Standard,2019-03-09,Fremont,2019-03-04,Fremont BART Station,15:00,200
2028,Hyundai Elantra,Standard,2019-03-09,Fremont,2019-03-04,Central District,15:00,115
2029,Toyota Camry,Standard,2019-03-09,Fremont,2019-03-04,Central District,15:00,135
2030,Ford Fusion,Standard,2019-03-09,,2019-03-04,Fremont BART Station,15:00,160
2031,Chevrolet Cruze,Standard,2019-03-09,San Jose,2019-03-07,Diridon Station,15:00,50
2032,Ford Fusion,Standard,2019-03-09,San Jose,2019-03-07,SJC International Airport,15:00,54
2033,Honda Civic,Standard,2019-03-09,San Jose,2019-03-07,Diridon Station,15:00,64
2034,Hyundai Elantra,Standard,2019-03-09,San Jose,2019-03-07,SJC International Airport,15:00,54
2035,Toyota Camry,Standard,2019-03-09,San Jose,2019-03-07,SJC International Airport,15:00,60
2036,Toyota Corolla,Standard,2019-03-09,San Jose,2019-03-07,SJC International Airport,15:00,64
2037,Chevrolet Cruze,Standard,2019-03-09,,2019-03-07,Diridon Station,15:00,50
2038,Ford Escape,Full-size,2019-03-12,Fremont,2019-03-09,Fremont BART Station,11:00,120
2039,Hyundai Tucson,Full-size,2019-03-12,Fremont,2019-03-09,Central District,11:00,117
2040,Nissan Rogue,Full-size,2019-03-12,Fremont,2019-03-09,Central District,11:00,126
2041,Subaru Forester,Full-size,2019-03-12,Fremont,2019-03-09,Fremont BART Station,11:00,123
2042,Toyota Highlander,Full-size,2019-03-12,Fremont,2019-03-09,Central District,11:00,123
2043,Ford Escape,Full-size,2019-03-12,,2019-03-09,Fremont BART Station,11:00,120
2044,Chevrolet Cruze,Standard,2019-03-05,Concord,2019-03-01,Canterbury Village,13:30,120
2045,Ford Fusion,Standard,2019-03-05,Concord,2019-03-01,Canterbury Village,13:30,124
2046,Honda Accord,Standard,2019-03-05,Concord,2019-03-01,Canterbury Village,13:30,156
2047,Honda Civic,Standard,2019-03-05,Concord,2019-03-01,Canterbury Village,13:30,136
2048,Nissan Sentra,Standard,2019-03-05,Concord,2019-03-01,Clayton Valley,13:30,128
2049,Toyota Camry,Standard,2019-03-05,Concord,2019-03-01,Clayton Valley,13:30,132
2050,Toyota Corolla,Standard,2019-03-05,Concord,2019-03-01,Canterbury Village,13:30,116
2051,Toyota Prius,Standard,2019-03-05,Concord,2019-03-01,Canterbury Village,13:30,128
2052,Chevrolet Cruze,Standard,2019-03-05,,2019-03-01,Canterbury Village,13:30,120
2053,Chevrolet Cruze,Standard,2019-03-04,Concord,2019-03-02,Canterbury Village,13:30,64
2054,Ford Fusion,Standard,2019-03-04,Concord,2019-03-02,Canterbury Village,13:30,62
2055,Honda Accord,Standard,2019-03-04,Concord,2019-03-02,Canterbury Village,13:30,70
2056,Honda Civic,Standard,2019-03-04,Concord,2019-03-02,Canterbury Village,13:30,68
2057,Nissan Sentra,Standard,2019-03-04,Concord,2019-03-02,Clayton Valley,13:30,46
2058,Toyota Camry,Standard,2019-03-04,Concord,2019-03-02,Clayton Valley,13:30,50
2059,Toyota Corolla,Standard,2019-03-04,Concord,2019-03-02,Canterbury Village,13:30,58
2060,Toyota Prius,Standard,2019-03-04,Concord,2019-03-02,Canterbury Village,13:30,64
2061,Chevrolet Cruze,Standard,2019-03-04,,2019-03-02,Canterbury Village,13:30,64
2062,Chevrolet Cruze,Standard,2019-03-06,San Francisco,2019-03-05,SFO International Airport,13:30,30
2063,Ford Fusion,Standard,2019-03-06,San Francisco,2019-03-05,SFO International Airport,13:30,39
2064,Honda Civic,Standard,2019-03-06,San Francisco,2019-03-05,Salesforce Transit Center,13:30,33
2065,Nissan Altima,Standard,2019-03-06,San Francisco,2019-03-05,SFO International Airport,13:30,32
2066,Nissan Sentra,Standard,2019-03-06,San Francisco,2019-03-05,Salesforce Transit Center,13:30,28
2067,Toyota Prius,Standard,2019-03-06,San Francisco,2019-03-05,SFO International Airport,13:30,28
2068,Chevrolet Cruze,Standard,2019-03-06,San Francisco,2019-03-05,SFO International Airport,10:30,30
2069,Ford Fusion,Standard,2019-03-06,San Francisco,2019-03-05,SFO International Airport,10:30,39
2070,Nissan Altima,Standard,2019-03-06,San Francisco,2019-03-05,SFO International Airport,10:30,32
2071,Nissan Altima,Standard,2019-03-06,,2019-03-05,SFO International Airport,10:30,32
2072,Ford Fusion,Standard,2019-03-10,Walnut Creek,2019-03-09,BART Station,18:00,36
2073,Honda Accord,Standard,2019-03-10,Walnut Creek,2019-03-09,BART Station,18:00,35
2074,Honda Civic,Standard,2019-03-10,Walnut Creek,2019-03-09,BART Station,18:00,26
2075,Toyota Camry,Standard,2019-03-10,Walnut Creek,2019-03-09,BART Station,18:00,33
2076,Honda Accord,Standard,2019-03-10,,2019-03-09,BART Station,18:00,35
2077,Chevrolet Cruze,Standard,2019-03-08,San Jose,2019-03-05,Diridon Station,18:30,90
2078,Honda Civic,Standard,2019-03-08,San Jose,2019-03-05,Diridon Station,18:30,96
2079,Hyundai Elantra,Standard,2019-03-08,San Jose,2019-03-05,Diridon Station,18:30,99
2080,Toyota Corolla,Standard,2019-03-08,San Jose,2019-03-05,Diridon Station,18:30,99
2081,Chevrolet Cruze,Standard,2019-03-08,San Jose,2019-03-05,Diridon Station,10:00,90
2082,Honda Civic,Standard,2019-03-08,San Jose,2019-03-05,Diridon Station,10:00,96
2083,Hyundai Elantra,Standard,2019-03-08,San Jose,2019-03-05,Diridon Station,10:00,99
2084,Honda Civic,Standard,2019-03-08,,2019-03-05,Diridon Station,10:00,96
2085,Chevrolet Cruze,Standard,2019-03-08,San Francisco,2019-03-06,SFO International Airport,13:30,64
2086,Ford Fusion,Standard,2019-03-08,San Francisco,2019-03-06,SFO International Airport,13:30,76
2087,Honda Civic,Standard,2019-03-08,San Francisco,2019-03-06,Salesforce Transit Center,13:30,70
2088,Nissan Altima,Standard,2019-03-08,San Francisco,2019-03-06,SFO International Airport,13:30,62
2089,Nissan Sentra,Standard,2019-03-08,San Francisco,2019-03-06,Salesforce Transit Center,13:30,64
2090,Toyota Prius,Standard,2019-03-08,San Francisco,2019-03-06,SFO International Airport,13:30,72
2091,Ford Fusion,Standard,2019-03-08,,2019-03-06,SFO International Airport,13:30,76
2092,Toyota Camry,Standard,2019-03-09,Walnut Creek,2019-03-04,Downtown,12:00,140
2093,Toyota Corolla,Standard,2019-03-09,Walnut Creek,2019-03-04,Downtown,12:00,165
2094,Toyota Corolla,Standard,2019-03-09,,2019-03-04,Downtown,12:00,165
2095,Chevrolet Bolt,Compact,2019-03-07,Fremont,2019-03-05,Fremont BART Station,14:00,68
