,car_name,dropoff_date,pickup_city,pickup_date,pickup_location,pickup_time,total_price,type
4340,Altima,2019-03-08,Vancouver,2019-03-03,YVR International Airport,15:30,155,Standard
4341,Corolla,2019-03-08,Vancouver,2019-03-03,YVR International Airport,15:30,175,Standard
4342,Elantra,2019-03-08,Vancouver,2019-03-03,YVR International Airport,15:30,155,Standard
4343,Prius,2019-03-08,Vancouver,2019-03-03,Pacific Central Station,15:30,145,Standard
4344,Sentra,2019-03-08,Vancouver,2019-03-03,Pacific Central Station,15:30,140,Standard
4345,Accord,2019-03-08,,2019-03-03,YVR International Airport,15:30,180,Standard
4346,Accord,2019-03-09,Kuala Lumpur,2019-03-05,KLIA International Airport,12:30,100,Standard
4347,Camry,2019-03-09,Kuala Lumpur,2019-03-05,KLIA International Airport,12:30,100,Standard
4348,Civic,2019-03-09,Kuala Lumpur,2019-03-05,KLIA International Airport,12:30,100,Standard
4349,Elantra,2019-03-09,Kuala Lumpur,2019-03-05,KLIA International Airport,12:30,84,Standard
4350,Accord,2019-03-09,,2019-03-05,KLIA International Airport,12:30,100,Standard
4351,Accord,2019-03-10,Phoenix,2019-03-05,Sky Harbor International Airport,16:30,155,Standard
4352,Camry,2019-03-10,Phoenix,2019-03-05,Sky Harbor International Airport,16:30,165,Standard
4353,Prius,2019-03-10,Phoenix,2019-03-05,Sky Harbor International Airport,16:30,155,Standard
4354,Accord,2019-03-10,,2019-03-05,Sky Harbor International Airport,16:30,155,Standard
4355,Altima,2019-03-10,San Francisco,2019-03-06,SFO International Airport,11:00,124,Standard
4356,Civic,2019-03-10,San Francisco,2019-03-06,Salesforce Transit Center,11:00,136,Standard
4357,Cruze,2019-03-10,San Francisco,2019-03-06,SFO International Airport,11:00,152,Standard
4358,Fusion,2019-03-10,San Francisco,2019-03-06,SFO International Airport,11:00,128,Standard
4359,Prius,2019-03-10,San Francisco,2019-03-06,SFO International Airport,11:00,120,Standard
4360,Sentra,2019-03-10,San Francisco,2019-03-06,Salesforce Transit Center,11:00,112,Standard
4361,Bolt,2019-03-07,San Francisco,2019-03-06,Salesforce Transit Center,11:00,28,Compact
4362,Cooper,2019-03-07,San Francisco,2019-03-06,SFO International Airport,11:00,33,Compact
4363,Escape,2019-03-07,San Francisco,2019-03-06,SFO International Airport,11:00,42,Full-size
4364,Forte,2019-03-07,San Francisco,2019-03-06,SFO International Airport,11:00,25,Compact
4365,GTI,2019-03-07,San Francisco,2019-03-06,SFO International Airport,11:00,27,Compact
4366,Highlander,2019-03-07,San Francisco,2019-03-06,Salesforce Transit Center,11:00,38,Full-size
4367,Bolt,2019-03-07,,2019-03-06,Salesforce Transit Center,11:00,28,Compact
4368,Bolt,2019-03-13,Portland,2019-03-11,Union Station,12:30,44,Compact
4369,Cooper,2019-03-13,Portland,2019-03-11,PDX International Airport,12:30,54,Compact
4370,Forte,2019-03-13,Portland,2019-03-11,Union Station,12:30,50,Compact
4371,Golf,2019-03-13,Portland,2019-03-11,PDX International Airport,12:30,54,Compact
4372,Leaf,2019-03-13,Portland,2019-03-11,Portland Bus Station,12:30,54,Compact
4373,Bolt,2019-03-13,,2019-03-11,Union Station,12:30,54,Compact
4374,Cruze,2019-03-09,Toronto,2019-03-04,Toronto Pearson International Airport,17:00,185,Standard
4375,Cruze,2019-03-09,,2019-03-04,Toronto Pearson International Airport,17:00,185,Standard
4376,Altima,2019-03-10,San Francisco,2019-03-07,SFO International Airport,16:30,87,Standard
4377,Civic,2019-03-10,San Francisco,2019-03-07,Salesforce Transit Center,16:30,96,Standard
4378,Cruze,2019-03-10,San Francisco,2019-03-07,SFO International Airport,16:30,114,Standard
4379,Fusion,2019-03-10,San Francisco,2019-03-07,SFO International Airport,16:30,102,Standard
4380,Prius,2019-03-10,San Francisco,2019-03-07,SFO International Airport,16:30,105,Standard
4381,Sentra,2019-03-10,San Francisco,2019-03-07,Salesforce Transit Center,16:30,87,Standard
4382,Bolt,2019-03-08,San Francisco,2019-03-07,Salesforce Transit Center,16:30,26,Compact
4383,Cooper,2019-03-08,San Francisco,2019-03-07,SFO International Airport,16:30,25,Compact
4384,Forte,2019-03-08,San Francisco,2019-03-07,SFO International Airport,16:30,29,Compact
4385,GTI,2019-03-08,San Francisco,2019-03-07,SFO International Airport,16:30,30,Compact
4386,Leaf,2019-03-08,San Francisco,2019-03-07,SFO International Airport,16:30,30,Compact
4387,Cooper,2019-03-08,,2019-03-07,SFO International Airport,16:30,25,Compact
4388,Altima,2019-03-04,San Francisco,2019-03-01,SFO International Airport,18:00,111,Standard
4389,Civic,2019-03-04,San Francisco,2019-03-01,Salesforce Transit Center,18:00,87,Standard
4390,Cruze,2019-03-04,San Francisco,2019-03-01,SFO International Airport,18:00,96,Standard
4391,Fusion,2019-03-04,San Francisco,2019-03-01,SFO International Airport,18:00,105,Standard
4392,Prius,2019-03-04,San Francisco,2019-03-01,SFO International Airport,18:00,93,Standard
4393,Sentra,2019-03-04,San Francisco,2019-03-01,Salesforce Transit Center,18:00,81,Standard
4394,Bolt,2019-03-04,San Francisco,2019-03-01,Salesforce Transit Center,18:00,75,Compact
4395,Cooper,2019-03-04,San Francisco,2019-03-01,SFO International Airport,18:00,84,Compact
4396,Forte,2019-03-04,San Francisco,2019-03-01,SFO International Airport,18:00,81,Compact
4397,GTI,2019-03-04,San Francisco,2019-03-01,SFO International Airport,18:00,99,Compact
4398,Leaf,2019-03-04,San Francisco,2019-03-01,SFO International Airport,18:00,81,Compact
4399,Bolt,2019-03-04,,2019-03-01,Salesforce Transit Center,18:00,75,Compact
4400,Accord,2019-03-09,Anaheim,2019-03-03,John Wayne Airport,11:00,228,Standard
4401,Camry,2019-03-09,Anaheim,2019-03-03,Anaheim Intermodal Center,11:00,210,Standard
4402,Camry,2019-03-09,,2019-03-03,Anaheim Intermodal Center,11:00,210,Standard
4403,Accord,2019-03-11,Phoenix,2019-03-05,Sky Harbor International Airport,19:30,192,Standard
4404,Camry,2019-03-11,Phoenix,2019-03-05,Sky Harbor International Airport,19:30,198,Standard
4405,Prius,2019-03-11,Phoenix,2019-03-05,Sky Harbor International Airport,19:30,192,Standard
4406,Accord,2019-03-11,,2019-03-05,Sky Harbor International Airport,19:30,192,Standard
4407,Civic,2019-03-04,,2019-03-01,Salesforce Transit Center,18:00,87,Standard
4408,Fusion,2019-03-14,Long Beach,2019-03-10,Downtown Station,13:00,96,Standard
4409,Prius,2019-03-14,Long Beach,2019-03-10,Downtown Station,13:00,128,Standard
4410,Accord,2019-03-14,Long Beach,2019-03-10,LGB Airport,12:30,140,Standard
4411,Corolla,2019-03-14,Long Beach,2019-03-10,LGB Airport,12:30,140,Standard
4412,Cruze,2019-03-14,Long Beach,2019-03-10,LGB Airport,12:30,136,Standard
4413,Fusion,2019-03-14,,2019-03-10,Downtown Station,13:00,96,Standard
4414,Accord,2019-03-09,Anaheim,2019-03-06,John Wayne Airport,09:30,102,Standard
4415,Altima,2019-03-09,Anaheim,2019-03-06,John Wayne Airport,09:30,102,Standard
4416,Cruze,2019-03-09,Anaheim,2019-03-06,John Wayne Airport,09:30,99,Standard
4417,Fusion,2019-03-09,Anaheim,2019-03-06,John Wayne Airport,09:30,93,Standard
4418,Camry,2019-03-09,Anaheim,2019-03-06,Anaheim Intermodal Center,10:00,72,Standard
4419,Elantra,2019-03-09,Anaheim,2019-03-06,Anaheim Intermodal Center,10:00,99,Standard
4420,Accord,2019-03-09,,2019-03-06,John Wayne Airport,09:30,102,Standard
4421,Camry,2019-03-12,San Diego,2019-03-10,SAN International Airport,09:00,62,Standard
4422,Elantra,2019-03-12,San Diego,2019-03-10,SAN International Airport,09:00,66,Standard
4423,Fusion,2019-03-12,San Diego,2019-03-10,SAN International Airport,09:00,64,Standard
4424,Camry,2019-03-12,,2019-03-10,SAN International Airport,09:00,62,Standard
4425,Camry,2019-03-11,San Diego,2019-03-09,SAN International Airport,12:00,74,Standard
4426,Elantra,2019-03-11,San Diego,2019-03-09,SAN International Airport,12:00,66,Standard
4427,Fusion,2019-03-11,San Diego,2019-03-09,SAN International Airport,12:00,74,Standard
4428,Camry,2019-03-11,,2019-03-09,SAN International Airport,12:00,74,Standard
4429,Accord,2019-03-06,Chicago,2019-03-03,O'Hare International Airport,12:30,114,Standard
4430,Altima,2019-03-06,Chicago,2019-03-03,O'Hare International Airport,12:30,108,Standard
4431,Prius,2019-03-06,Chicago,2019-03-03,O'Hare International Airport,12:30,99,Standard
4432,Fusion,2019-03-06,Chicago,2019-03-03,Chicago Union Station,13:00,105,Standard
4433,Sentra,2019-03-06,Chicago,2019-03-03,Chicago Union Station,13:00,84,Standard
4434,Accord,2019-03-06,,2019-03-03,O'Hare International Airport,12:30,114,Standard
4435,Altima,2019-03-10,Philadelphia,2019-03-07,Intercity Terminal,19:30,87,Standard
4436,Corolla,2019-03-10,Philadelphia,2019-03-07,Intercity Terminal,19:30,84,Standard
4437,Elantra,2019-03-10,Philadelphia,2019-03-07,Intercity Terminal,19:30,99,Standard
4438,Prius,2019-03-10,Philadelphia,2019-03-07,Intercity Terminal,19:30,96,Standard
4439,Cooper,2019-03-10,Philadelphia,2019-03-04,Intercity Terminal,19:30,150,Compact
4440,Cooper,2019-03-10,Chicago,2019-03-04,O'Hare International Airport,19:30,162,Compact
4441,Forte,2019-03-10,,2019-03-04,O'Hare International Airport,19:30,156,Compact
4442,Accord,2019-03-14,Kuala Lumpur,2019-03-13,KLIA International Airport,15:00,24,Standard
4443,Camry,2019-03-14,Kuala Lumpur,2019-03-13,KLIA International Airport,15:00,21,Standard
4444,Civic,2019-03-14,Kuala Lumpur,2019-03-13,KLIA International Airport,15:00,29,Standard
4445,Elantra,2019-03-14,Kuala Lumpur,2019-03-13,KLIA International Airport,15:00,19,Standard
4446,Civic,2019-03-14,,2019-03-13,KLIA International Airport,15:00,29,Standard
4447,Civic,2019-03-11,Seattle,2019-03-09,Seattle-Tacoma International Airport,15:30,72,Standard
4448,Elantra,2019-03-11,Seattle,2019-03-09,King Street Station,15:30,62,Standard
4449,Fusion,2019-03-11,Seattle,2019-03-09,King Street Station,15:30,78,Standard
4450,Prius,2019-03-11,Seattle,2019-03-09,Seattle-Tacoma International Airport,15:30,64,Standard
4451,Sentra,2019-03-11,Seattle,2019-03-09,Seattle-Tacoma International Airport,15:30,74,Standard
4452,Civic,2019-03-11,,2019-03-09,Seattle-Tacoma International Airport,15:30,72,Standard
4453,Accord,2019-03-09,Delhi,2019-03-05,Indira Gandhi International Airport,14:00,144,Standard
4454,Elantra,2019-03-09,Delhi,2019-03-05,Indira Gandhi International Airport,14:00,148,Standard
4455,Fusion,2019-03-09,Delhi,2019-03-05,Indira Gandhi International Airport,14:00,144,Standard
4456,Accord,2019-03-08,Delhi,2019-03-05,Indira Gandhi International Airport,15:00,96,Standard
4457,Elantra,2019-03-08,Delhi,2019-03-05,Indira Gandhi International Airport,15:00,90,Standard
4458,Elantra,2019-03-08,,2019-03-05,Indira Gandhi International Airport,15:00,90,Standard
4459,Accord,2019-03-10,Paris,2019-03-04,Charles de Gaulle International Airport,14:00,222,Standard
4460,Prius,2019-03-10,Paris,2019-03-04,Orly International Airport,14:00,186,Standard
4461,Prius,2019-03-10,,2019-03-04,Orly International Airport,14:00,186,Standard
4462,Accord,2019-03-03,Portland,2019-03-02,PDX International Airport,12:00,33,Standard
4463,Camry,2019-03-03,Portland,2019-03-02,Portland Bus Station,12:00,34,Standard
4464,Civic,2019-03-03,Portland,2019-03-02,PDX International Airport,12:00,33,Standard
4465,Corolla,2019-03-03,Portland,2019-03-02,Union Station,12:00,28,Standard
4466,Cruze,2019-03-03,Portland,2019-03-02,PDX International Airport,12:00,32,Standard
4467,Fusion,2019-03-03,Portland,2019-03-02,Union Station,12:00,37,Standard
4468,Prius,2019-03-03,Portland,2019-03-02,PDX International Airport,12:00,41,Standard
4469,Sentra,2019-03-03,Portland,2019-03-02,Portland Bus Station,12:00,33,Standard
4470,Accord,2019-03-03,,2019-03-02,PDX International Airport,12:00,33,Standard
4471,Altima,2019-03-04,Philadelphia,2019-03-01,Intercity Terminal,18:30,90,Standard
4472,Civic,2019-03-04,Philadelphia,2019-03-01,PHL International Airport,18:30,87,Standard
4473,Corolla,2019-03-04,Philadelphia,2019-03-01,Intercity Terminal,18:30,84,Standard
4474,Cruze,2019-03-04,Philadelphia,2019-03-01,PHL International Airport,18:30,90,Standard
4475,Elantra,2019-03-04,Philadelphia,2019-03-01,Intercity Terminal,18:30,87,Standard
4476,Fusion,2019-03-04,Philadelphia,2019-03-01,PHL International Airport,18:30,93,Standard
4477,Prius,2019-03-04,Philadelphia,2019-03-01,Intercity Terminal,18:30,84,Standard
4478,Cherokee,2019-03-04,Philadelphia,2019-03-01,PHL International Airport,18:30,135,Full-size
4479,Cooper,2019-03-04,Philadelphia,2019-03-01,Intercity Terminal,18:30,78,Compact
4480,Equinox,2019-03-04,Philadelphia,2019-03-01,Intercity Terminal,18:30,129,Full-size
4481,Cherokee,2019-03-04,,2019-03-01,PHL International Airport,18:30,135,Full-size
4482,Altima,2019-03-08,San Francisco,2019-03-07,SFO International Airport,12:00,37,Standard
4483,Civic,2019-03-08,San Francisco,2019-03-07,Salesforce Transit Center,12:00,31,Standard
4484,Cruze,2019-03-08,San Francisco,2019-03-07,SFO International Airport,12:00,30,Standard
4485,Fusion,2019-03-08,San Francisco,2019-03-07,SFO International Airport,12:00,29,Standard
4486,Prius,2019-03-08,San Francisco,2019-03-07,SFO International Airport,12:00,34,Standard
4487,Sentra,2019-03-08,San Francisco,2019-03-07,Salesforce Transit Center,12:00,28,Standard
4488,Civic,2019-03-08,,2019-03-07,Salesforce Transit Center,12:00,31,Standard
4489,Camry,2019-03-13,Fresno,2019-03-07,Fresno Station,13:30,198,Standard
4490,Cruze,2019-03-13,Fresno,2019-03-07,Fresno Station,13:30,144,Standard
4491,Sentra,2019-03-13,Fresno,2019-03-07,Fresno Yosemite International Airport,13:30,198,Standard
4492,Sentra,2019-03-13,,2019-03-07,Fresno Yosemite International Airport,13:30,198,Standard
4493,Bolt,2019-03-09,New York,2019-03-05,Port Authority Station,16:30,96,Compact
4494,Cooper,2019-03-09,New York,2019-03-05,JFK International Airport,16:30,120,Compact
4495,Fit,2019-03-09,New York,2019-03-05,Grand Central Station,16:30,84,Compact
4496,Forte,2019-03-09,New York,2019-03-05,Port Authority Station,16:30,84,Compact
4497,Golf,2019-03-09,New York,2019-03-05,Port Authority Station,16:30,112,Compact
4498,Leaf,2019-03-09,New York,2019-03-05,Port Authority Station,16:30,100,Compact
4499,Bolt,2019-03-09,,2019-03-05,Port Authority Station,16:30,96,Compact
4500,Accord,2019-03-07,Paris,2019-03-05,Charles de Gaulle International Airport,12:30,68,Standard
4501,Cruze,2019-03-07,Paris,2019-03-05,Charles de Gaulle International Airport,12:30,62,Standard
4502,Prius,2019-03-07,Paris,2019-03-05,Charles de Gaulle International Airport,12:30,58,Standard
4503,Sentra,2019-03-07,Paris,2019-03-05,Charles de Gaulle International Airport,12:30,70,Standard
4504,Accord,2019-03-07,,2019-03-05,Charles de Gaulle International Airport,12:30,68,Standard
4505,Accord,2019-03-13,Portland,2019-03-09,PDX International Airport,17:00,128,Standard
4506,Camry,2019-03-13,Portland,2019-03-09,Portland Bus Station,17:00,116,Standard
4507,Civic,2019-03-13,Portland,2019-03-09,PDX International Airport,17:00,124,Standard
4508,Corolla,2019-03-13,Portland,2019-03-09,Union Station,17:00,120,Standard
4509,Cruze,2019-03-13,Portland,2019-03-09,PDX International Airport,17:00,116,Standard
4510,Fusion,2019-03-13,Portland,2019-03-09,Union Station,17:00,124,Standard
4511,Prius,2019-03-13,Portland,2019-03-09,PDX International Airport,17:00,132,Standard
4512,Sentra,2019-03-13,Portland,2019-03-09,Portland Bus Station,17:00,144,Standard
4513,Accord,2019-03-13,Portland,2019-03-09,PDX International Airport,14:00,128,Standard
4514,Camry,2019-03-13,Portland,2019-03-09,Portland Bus Station,14:00,116,Standard
4515,Civic,2019-03-13,Portland,2019-03-09,PDX International Airport,14:00,124,Standard
4516,Corolla,2019-03-13,Portland,2019-03-09,Union Station,14:00,120,Standard
4517,Cruze,2019-03-13,Portland,2019-03-09,PDX International Airport,14:00,116,Standard
4518,Fusion,2019-03-13,Portland,2019-03-09,Union Station,14:00,124,Standard
4519,Prius,2019-03-13,Portland,2019-03-09,PDX International Airport,14:00,132,Standard
4520,Sentra,2019-03-13,Portland,2019-03-09,Portland Bus Station,14:00,144,Standard
4521,Camry,2019-03-13,,2019-03-09,Portland Bus Station,14:00,116,Standard
4522,Accord,2019-03-11,London,2019-03-08,Gatwick International Airport,17:00,93,Standard
4523,Altima,2019-03-11,London,2019-03-08,Heathrow International Airport,17:00,99,Standard
4524,Cruze,2019-03-11,London,2019-03-08,Heathrow International Airport,17:00,102,Standard
4525,Elantra,2019-03-11,London,2019-03-08,Heathrow International Airport,17:00,87,Standard
4526,Prius,2019-03-11,London,2019-03-08,Heathrow International Airport,17:00,105,Standard
4527,Cruze,2019-03-11,,2019-03-08,Heathrow International Airport,17:00,102,Standard
4528,Civic,2019-03-04,Seattle,2019-03-02,Seattle-Tacoma International Airport,17:00,66,Standard
4529,Elantra,2019-03-04,Seattle,2019-03-02,King Street Station,17:00,66,Standard
4530,Fusion,2019-03-04,Seattle,2019-03-02,King Street Station,17:00,62,Standard
4531,Prius,2019-03-04,Seattle,2019-03-02,Seattle-Tacoma International Airport,17:00,70,Standard
4532,Sentra,2019-03-04,Seattle,2019-03-02,Seattle-Tacoma International Airport,17:00,58,Standard
4533,Civic,2019-03-03,Seattle,2019-03-02,Seattle-Tacoma International Airport,17:00,35,Standard
4534,Elantra,2019-03-03,Seattle,2019-03-02,King Street Station,17:00,26,Standard
4535,Fusion,2019-03-03,Seattle,2019-03-02,King Street Station,17:00,36,Standard
4536,Prius,2019-03-03,Seattle,2019-03-02,Seattle-Tacoma International Airport,17:00,30,Standard
4537,Civic,2019-03-03,Seattle,2019-03-01,Seattle-Tacoma International Airport,17:00,70,Standard
4538,Elantra,2019-03-03,Seattle,2019-03-01,King Street Station,17:00,68,Standard
4539,Fusion,2019-03-03,Seattle,2019-03-01,King Street Station,17:00,62,Standard
4540,Prius,2019-03-03,Seattle,2019-03-01,Seattle-Tacoma International Airport,17:00,72,Standard
4541,Sentra,2019-03-03,Seattle,2019-03-01,Seattle-Tacoma International Airport,17:00,74,Standard
4542,Fusion,2019-03-03,,2019-03-01,King Street Station,17:00,62,Standard
4543,Accord,2019-03-09,Sacramento,2019-03-07,SMF International Airport,17:00,60,Standard
4544,Camry,2019-03-09,Sacramento,2019-03-07,SMF International Airport,17:00,72,Standard
4545,Civic,2019-03-09,Sacramento,2019-03-07,SMF International Airport,17:00,56,Standard
4546,Corolla,2019-03-09,Sacramento,2019-03-07,Sacramento Valley Station,17:00,72,Standard
4547,Fusion,2019-03-09,Sacramento,2019-03-07,SMF International Airport,17:00,70,Standard
4548,Accord,2019-03-09,,2019-03-07,SMF International Airport,17:00,60,Standard
4549,Altima,2019-03-12,New York,2019-03-08,Port Authority Station,09:30,116,Standard
4550,Camry,2019-03-12,New York,2019-03-08,JFK International Airport,10:00,140,Standard
4551,Civic,2019-03-12,New York,2019-03-08,JFK International Airport,10:00,120,Standard
4552,Corolla,2019-03-12,New York,2019-03-08,JFK International Airport,10:00,148,Standard
4553,Elantra,2019-03-12,New York,2019-03-08,Port Authority Station,09:30,116,Standard
4554,Prius,2019-03-12,New York,2019-03-08,Port Authority Station,09:30,128,Standard
4555,Accord,2019-03-12,Anaheim,2019-03-08,John Wayne Airport,12:00,136,Standard
4556,Altima,2019-03-12,Anaheim,2019-03-08,John Wayne Airport,12:00,120,Standard
4557,Camry,2019-03-12,Anaheim,2019-03-08,Anaheim Intermodal Center,12:00,140,Standard
4558,Cruze,2019-03-12,Anaheim,2019-03-08,John Wayne Airport,12:00,140,Standard
4559,Elantra,2019-03-12,Anaheim,2019-03-08,Anaheim Intermodal Center,12:00,104,Standard
4560,Accord,2019-03-12,,2019-03-08,John Wayne Airport,12:00,136,Standard
4561,Accord,2019-03-13,Phoenix,2019-03-11,Sky Harbor International Airport,12:30,62,Standard
4562,Camry,2019-03-13,Phoenix,2019-03-11,Sky Harbor International Airport,12:30,62,Standard
4563,Prius,2019-03-13,Phoenix,2019-03-11,Sky Harbor International Airport,12:30,72,Standard
4564,Accord,2019-03-12,Phoenix,2019-03-11,Sky Harbor International Airport,12:30,33,Standard
4565,Prius,2019-03-12,,2019-03-11,Sky Harbor International Airport,12:30,38,Standard
4566,Accord,2019-03-14,Paris,2019-03-12,Charles de Gaulle International Airport,18:30,66,Standard
4567,Cruze,2019-03-14,Paris,2019-03-12,Charles de Gaulle International Airport,18:30,64,Standard
4568,Prius,2019-03-14,Paris,2019-03-12,Charles de Gaulle International Airport,18:30,68,Standard
4569,Sentra,2019-03-14,Paris,2019-03-12,Charles de Gaulle International Airport,18:30,62,Standard
4570,Accord,2019-03-14,,2019-03-12,Charles de Gaulle International Airport,18:30,66,Standard
4571,Accord,2019-03-09,New York,2019-03-06,Grand Central Station,15:30,90,Standard
4572,Altima,2019-03-09,New York,2019-03-06,Port Authority Station,15:30,96,Standard
4573,Camry,2019-03-09,New York,2019-03-06,JFK International Airport,15:30,108,Standard
4574,Civic,2019-03-09,New York,2019-03-06,JFK International Airport,15:30,93,Standard
4575,Corolla,2019-03-09,New York,2019-03-06,Grand Central Station,15:30,78,Standard
4576,Elantra,2019-03-09,New York,2019-03-06,Port Authority Station,15:30,96,Standard
4577,Prius,2019-03-09,New York,2019-03-06,Port Authority Station,15:30,99,Standard
4578,Accord,2019-03-09,Paris,2019-03-06,Charles de Gaulle International Airport,15:30,114,Standard
4579,Cruze,2019-03-09,Paris,2019-03-06,Charles de Gaulle International Airport,15:30,123,Standard
4580,Prius,2019-03-09,Paris,2019-03-06,Charles de Gaulle International Airport,15:30,108,Standard
4581,Cruze,2019-03-09,,2019-03-06,Charles de Gaulle International Airport,15:30,123,Standard
4582,Camry,2019-03-11,Atlanta,2019-03-07,Hartsfield-Jackson International Airport,14:00,156,Standard
4583,Cruze,2019-03-11,Atlanta,2019-03-07,Hartsfield-Jackson International Airport,14:00,128,Standard
4584,Prius,2019-03-11,Atlanta,2019-03-07,Peachtree Station,14:00,120,Standard
4585,Sentra,2019-03-11,Atlanta,2019-03-07,Hartsfield-Jackson International Airport,14:00,132,Standard
4586,Bolt,2019-03-11,Atlanta,2019-03-07,Hartsfield-Jackson International Airport,14:00,116,Compact
4587,Cooper,2019-03-11,Atlanta,2019-03-07,Peachtree Station,14:00,104,Compact
4588,Fit,2019-03-11,Atlanta,2019-03-07,Hartsfield-Jackson International Airport,14:00,116,Compact
4589,Forte,2019-03-11,Atlanta,2019-03-07,Hartsfield-Jackson International Airport,14:00,124,Compact
4590,GTI,2019-03-11,Atlanta,2019-03-07,Hartsfield-Jackson International Airport,14:00,132,Compact
4591,Golf,2019-03-11,Atlanta,2019-03-07,Peachtree Station,14:00,104,Compact
4592,Cooper,2019-03-11,,2019-03-07,Peachtree Station,14:00,104,Compact
4593,Civic,2019-03-02,Las Vegas,2019-03-01,McCarran International Airport,11:00,34,Standard
4594,Elantra,2019-03-02,Las Vegas,2019-03-01,McCarran International Airport,11:00,36,Standard
4595,Prius,2019-03-02,Las Vegas,2019-03-01,McCarran International Airport,11:00,32,Standard
4596,Sentra,2019-03-02,Las Vegas,2019-03-01,McCarran International Airport,11:00,28,Standard
4597,Civic,2019-03-02,Las Vegas,2019-03-01,McCarran International Airport,17:00,34,Standard
4598,Elantra,2019-03-02,Las Vegas,2019-03-01,McCarran International Airport,17:00,36,Standard
4599,Prius,2019-03-02,Las Vegas,2019-03-01,McCarran International Airport,17:00,32,Standard
4600,Bolt,2019-03-02,Paris,2019-03-01,Charles de Gaulle International Airport,17:00,29,Compact
4601,Cooper,2019-03-02,Paris,2019-03-01,Charles de Gaulle International Airport,17:00,33,Compact
4602,Fit,2019-03-02,Paris,2019-03-01,Charles de Gaulle International Airport,17:00,28,Compact
4603,Leaf,2019-03-02,Paris,2019-03-01,Charles de Gaulle International Airport,17:00,26,Compact
4604,Bolt,2019-03-02,,2019-03-01,Charles de Gaulle International Airport,17:00,29,Compact
4605,Accord,2019-03-08,Fresno,2019-03-07,Fresno Station,16:30,31,Standard
4606,Altima,2019-03-08,Fresno,2019-03-07,Fresno Yosemite International Airport,16:30,35,Standard
4607,Camry,2019-03-08,Fresno,2019-03-07,Fresno Yosemite International Airport,16:30,32,Standard
4608,Corolla,2019-03-08,Fresno,2019-03-07,Fresno Yosemite International Airport,16:30,32,Standard
4609,Cruze,2019-03-08,Fresno,2019-03-07,Fresno Station,16:30,30,Standard
4610,Sentra,2019-03-08,Fresno,2019-03-07,Fresno Yosemite International Airport,16:30,34,Standard
4611,Accord,2019-03-08,,2019-03-07,Fresno Station,16:30,31,Standard
4612,Bolt,2019-03-12,New York,2019-03-10,Port Authority Station,18:00,42,Compact
4613,Cooper,2019-03-12,New York,2019-03-10,JFK International Airport,18:00,62,Compact
4614,Fit,2019-03-12,New York,2019-03-10,Grand Central Station,18:00,56,Compact
4615,Forte,2019-03-12,New York,2019-03-10,Port Authority Station,18:00,44,Compact
4616,Golf,2019-03-12,New York,2019-03-10,Port Authority Station,18:00,46,Compact
4617,Leaf,2019-03-12,New York,2019-03-10,Port Authority Station,18:00,42,Compact
4618,Bolt,2019-03-02,New York,2019-03-01,Port Authority Station,18:00,21,Compact
4619,Cooper,2019-03-02,New York,2019-03-01,JFK International Airport,18:00,32,Compact
4620,Fit,2019-03-02,New York,2019-03-01,Grand Central Station,18:00,24,Compact
4621,Forte,2019-03-02,New York,2019-03-01,Port Authority Station,18:00,27,Compact
4622,Golf,2019-03-02,New York,2019-03-01,Port Authority Station,18:00,29,Compact
4623,Fit,2019-03-02,,2019-03-01,Grand Central Station,18:00,24,Compact
4624,Accord,2019-03-06,Phoenix,2019-03-02,Sky Harbor International Airport,13:30,100,Standard
4625,Camry,2019-03-06,Phoenix,2019-03-02,Sky Harbor International Airport,13:30,144,Standard
4626,Prius,2019-03-06,Phoenix,2019-03-02,Sky Harbor International Airport,13:30,152,Standard
4627,Accord,2019-03-06,,2019-03-02,Sky Harbor International Airport,13:30,100,Standard
4628,Camry,2019-03-12,Mexico City,2019-03-08,Estacion Buenavista,16:30,76,Standard
4629,Civic,2019-03-12,Mexico City,2019-03-08,Estacion Buenavista,16:30,68,Standard
4630,Corolla,2019-03-12,Mexico City,2019-03-08,Benito Juarez International Airport,16:30,100,Standard
4631,Cruze,2019-03-12,Mexico City,2019-03-08,Estacion Buenavista,16:30,68,Standard
4632,Prius,2019-03-12,Mexico City,2019-03-08,Benito Juarez International Airport,16:30,112,Standard
4633,Sentra,2019-03-12,Mexico City,2019-03-08,Benito Juarez International Airport,16:30,104,Standard
4634,Camry,2019-03-12,,2019-03-08,Estacion Buenavista,16:30,76,Standard
4635,Elantra,2019-03-11,Seattle,2019-03-09,King Street Station,12:30,62,Standard
4636,Fusion,2019-03-11,Seattle,2019-03-09,King Street Station,12:30,78,Standard
4637,Civic,2019-03-11,Seattle,2019-03-09,Seattle-Tacoma International Airport,13:00,72,Standard
4638,Prius,2019-03-11,Seattle,2019-03-09,Seattle-Tacoma International Airport,13:00,64,Standard
4639,Sentra,2019-03-11,Seattle,2019-03-09,Seattle-Tacoma International Airport,13:00,74,Standard
4640,Accord,2019-03-11,,2019-03-06,Charles de Gaulle International Airport,12:30,175,Standard
4641,CR-V,2019-03-03,Paris,2019-03-02,Charles de Gaulle International Airport,18:00,45,Full-size
4642,Forester,2019-03-03,Paris,2019-03-02,Charles de Gaulle International Airport,18:00,47,Full-size
