,genre,location,movie_name,price,show_type,street_address,theater_name,show_date,show_time,number_of_tickets
506,Adventure,Newark,Captain Marvel,13,3d,400 Newpark Mall,AMC NewPark 12,2019-03-01,21:30,
507,Adventure,Newark,Captain Marvel,13,3d,400 Newpark Mall,AMC NewPark 12,2019-03-04,22:30,
508,Comedy,Milpitas,Little,15,imax,1010 Great Mall Drive,Century 20 Great Mall & XD,2019-03-02,23:00,
509,Drama,Oakland,Red Joan,10,imax,5133,Landmark's Piedmont Theatre,2019-03-04,21:30,
510,Drama,Palo Alto,The Man Who Knew Too Much,14,regular,221 University Avenue,Stanford Theatre,2019-03-01,19:30,
511,Biographical,San Ramon,Breakthrough,21,imax,6000 Bollinger Canyon Road Suite 2300,THE LOT City Center,2019-03-06,22:00,
512,Fantasy,Martinez,Dumbo,10,regular,555 Center Avenue,Contra Costa Stadium Cinemas,2019-03-06,16:30,
513,Biographical,Antioch,Breakthrough,15,3d,4204 Lone Tree Way,AMC Deer Valley 16,2019-03-01,19:00,
514,Comedy,Antioch,Missing Link,6,3d,4204 Lone Tree Way,AMC Deer Valley 16,2019-03-06,18:30,
515,Fantasy,San Leandro,Dumbo,18,3d,15555 East 14th Street,Century 16,2019-03-02,16:00,
516,Fantasy,San Jose,Dumbo,5,regular,2306 Almaden Road,CineLux Almaden Cinema,2019-03-01,22:00,
517,Fantasy,Vacaville,Hellboy,15,regular,531 Davis Street,Brenden Vacaville 16,2019-03-06,21:30,
518,Comedy,Mountain View,Little,15,regular,1500 North Shoreline Boulevard,Century Cinema 16,2019-03-05,22:30,
519,Drama,San Francisco,The Mustang,10,imax,501 Buckingham Way,United Artists Stonestown Twin,2019-03-08,19:00,
520,Thriller,San Francisco,Hotel Mumbai,10,imax,2340 Chestnut Street,Presidio Theatre,2019-03-02,20:30,
521,Fantasy,San Jose,Dumbo,7,regular,925 Blossom Hill Road Suite 2000,Century 20 Oakridge & XD,2019-03-08,21:30,
522,Adventure,Union City,Captain Marvel,12,imax,32100 Union Landing Boulevard,Century 25 Union Landing & XD,2019-03-05,21:00,
523,Fantasy,Campbell,Dumbo,24,3d,2501 Winchester Boulevard,CineLux Plaza Theatre,2019-03-02,15:30,
524,Drama,San Francisco,Red Joan,18,3d,1 Embarcadero Center,Landmark's Embarcadero Center Cinema,2019-03-06,21:30,
525,Adventure,San Francisco,Shazam!,15,3d,3630 Balboa Street,Balboa Theatre,2019-03-02,16:00,
526,Adventure,San Francisco,Shazam!,21,imax,2149 Chestnut Street,Marina Theatre,2019-03-02,20:00,
527,Fantasy,Cloverdale,Hellboy,19,3d,121 East 1st Street,The Clover Theater,2019-03-01,20:00,
528,Horror,Union City,The Curse of La Llorona,16,imax,32100 Union Landing Boulevard,Century 25 Union Landing & XD,2019-03-08,21:30,
529,Biographical,San Leandro,Breakthrough,7,3d,15555 East 14th Street,Century 16,2019-03-03,22:30,
530,Comedy,Newark,Little,14,imax,400 Newpark Mall,AMC NewPark 12,2019-03-07,22:00,
531,Comedy,Emeryville,Family,21,regular,5614 Bay Street Suite 220,AMC Bay Street 16,2019-03-03,22:00,
532,Drama,Livermore,High Life,23,3d,1722 First Street,Vine Cinema & Alehouse,2019-03-07,18:30,
533,Biographical,San Leandro,Breakthrough,7,3d,15555 East 14th Street,Century 16,2019-03-04,22:30,
534,Comedy,Walnut Creek,Little,23,regular,1201 Locust Street,Century Walnut Creek 14 & XD,2019-03-06,22:00,
535,Comedy,Oakland,Gloria Bell,11,imax,474 24th Street,The New Parkway Theater,2019-03-06,18:30,
536,Drama,Menlo Park,Red Joan,10,3d,949 El Camino Real,Landmark's Guild Theatre,2019-03-06,19:00,
537,Drama,San Rafael,Wild Nights with Emily,12,imax,1118 4th Street,Smith Rafael Film Center,2019-03-03,20:30,
538,Adventure,Petaluma,Shazam!,25,3d,200 C Street,Boulevard 14 Cinema,2019-03-05,20:30,
539,Adventure,Morgan Hill,Captain Marvel,9,regular,750 Tennant Station,CineLux Tennant Station Stadium 11,2019-03-09,20:30,
540,Fantasy,Union City,Hellboy,23,3d,32100 Union Landing Boulevard,Century 25 Union Landing & XD,2019-03-06,21:00,
541,Adventure,Brentwood,Captain Marvel,12,3d,2525 Sand Creek Road,AMC Brentwood 14,2019-03-08,21:00,
542,Biographical,San Jose,Breakthrough,14,3d,2306 Almaden Road,CineLux Almaden Cinema,2019-03-07,21:30,
543,Horror,San Francisco,The Curse of La Llorona,7,3d,135 4th Street Suite 3000,AMC Metreon 16,2019-03-01,22:00,
544,Horror,San Francisco,The Curse of La Llorona,8,3d,835 Market Street,Century San Francisco Centre 9 & XD,2019-03-01,23:00,
545,Comedy,Walnut Creek,Missing Link,17,imax,1201 Locust Street,Century Walnut Creek 14 & XD,2019-03-02,13:30,
546,Drama,Albany,Red Joan,15,regular,1115 Solano Avenue,Landmark's Albany Twin,2019-03-03,21:30,
547,Adventure,Redwood City,Shazam!,10,regular,825 Middlefield Road,Century Redwood City Downtown 20 & XD,2019-03-03,23:00,
548,Documentary,Larkspur,The Invisibles,15,3d,549 Magnolia Avenue,Lark Theater,2019-03-03,18:30,
549,Biographical,Vallejo,Breakthrough,19,3d,109 Plaza Dr. Gateway Plaza Center,Century Vallejo 14,2019-03-05,21:30,
550,Adventure,Livermore,Captain Marvel,10,imax,2490 First Street,Livermore 13 Cinema,2019-03-04,22:00,
551,Comedy,Livermore,Missing Link,24,imax,2490 First Street,Livermore 13 Cinema,2019-03-04,11:30,
552,Horror,Campbell,The Curse of La Llorona,10,imax,1875 South Bascom Avenue,Pruneyard Dine-In Cinemas,2019-03-07,21:30,
553,Fantasy,San Jose,Dumbo,17,regular,2190 Eastridge Loop,AMC Eastridge 15,,,
554,Horror,San Jose,The Curse of La Llorona,20,3d,2190 Eastridge Loop,AMC Eastridge 15,,,
555,Animation,San Jose,How to Train Your Dragon: The Hidden World,15,3d,2190 Eastridge Loop,AMC Eastridge 15,2019-03-02,12:00,
556,Fantasy,San Jose,Dumbo,5,regular,2306 Almaden Road,CineLux Almaden Cinema,2019-03-02,14:00,
557,Adventure,Livermore,Shazam!,24,imax,2490 First Street,Livermore 13 Cinema,2019-03-01,22:00,
558,Horror,Pleasant Hill,The Curse of La Llorona,15,regular,125 Crescent Drive,Century 16 Downtown,2019-03-03,22:30,
559,Horror,Campbell,The Curse of La Llorona,10,imax,1875 South Bascom Avenue,Pruneyard Dine-In Cinemas,2019-03-01,21:30,
560,Biographical,Newark,Breakthrough,24,regular,400 Newpark Mall,AMC NewPark 12,2019-03-03,21:00,
561,Fantasy,Berkeley,Hellboy,17,3d,2274 Shattuck Avenue,United Artists Berkeley 7,2019-03-02,15:30,
562,Fantasy,Alameda,Dumbo,19,imax,2317 Central Avenue,Alameda Theatre & Cineplex,2019-03-08,16:30,
563,Thriller,Richmond,Pet Sematary,14,imax,3200 Klose Way,Century Hilltop 16,,,
564,Thriller,Richmond,Pet Sematary,14,imax,3200 Klose Way,Century Hilltop 16,2019-03-02,15:00,
565,Crime,San Francisco,Ash Is Purest White,14,imax,1 Embarcadero Center,Landmark's Embarcadero Center Cinema,2019-03-01,21:00,
566,Horror,Santa Rosa,The Curse of La Llorona,9,regular,409 Aviation Boulevard,Airport Stadium 12,2019-03-06,21:30,
567,Drama,Sebastopol,High Life,10,imax,6868 McKinley Street,Rialto Cinemas,2019-03-01,21:30,
568,Horror,Pleasant Hill,The Curse of La Llorona,15,regular,125 Crescent Drive,Century 16 Downtown,2019-03-08,22:30,
569,Fantasy,San Ramon,Dumbo,15,3d,6000 Bollinger Canyon Road Suite 2300,THE LOT City Center,2019-03-04,11:00,
570,Comedy,San Rafael,Missing Link,19,imax,7000 Northgate Drive,Century,2019-03-01,21:30,
571,Musical,San Ramon,Teen Spirit,18,3d,6000 Bollinger Canyon Road Suite 2300,THE LOT City Center,2019-03-01,20:30,
572,Romance,Vallejo,After,13,regular,109 Plaza Dr. Gateway Plaza Center,Century Vallejo 14,2019-03-01,21:30,
573,Fantasy,Brentwood,Hellboy,14,3d,2525 Sand Creek Road,AMC Brentwood 14,2019-03-02,14:00,
574,Adventure,Alameda,Captain Marvel,15,3d,2317 Central Avenue,Alameda Theatre & Cineplex,2019-03-07,20:00,
575,Drama,San Rafael,Wild Nights with Emily,12,imax,1118 4th Street,Smith Rafael Film Center,2019-03-02,20:30,
576,Fantasy,San Francisco,Hellboy,24,regular,2149 Chestnut Street,Marina Theatre,2019-03-01,20:00,
577,Crime,San Francisco,Ash Is Purest White,14,imax,1 Embarcadero Center,Landmark's Embarcadero Center Cinema,2019-03-05,21:00,
578,Biographical,Livermore,Breakthrough,9,imax,2490 First Street,Livermore 13 Cinema,2019-03-02,19:00,
579,Romance,Pittsburg,After,8,regular,4085 Century Boulevard,Maya Pittsburg Cinemas,,,
580,Adventure,Pittsburg,Captain Marvel,19,regular,4085 Century Boulevard,Maya Pittsburg Cinemas,,,
581,Comedy,Pittsburg,Little,23,regular,4085 Century Boulevard,Maya Pittsburg Cinemas,,,
582,Thriller,Pittsburg,Pet Sematary,23,imax,4085 Century Boulevard,Maya Pittsburg Cinemas,,,
583,Horror,Pittsburg,The Curse of La Llorona,17,3d,4085 Century Boulevard,Maya Pittsburg Cinemas,,,
584,Adventure,Pittsburg,Captain Marvel,19,regular,4085 Century Boulevard,Maya Pittsburg Cinemas,2019-03-02,21:30,
585,Thriller,Santa Clara,Pet Sematary,11,3d,3111 Mission College Boulevard,AMC Mercado 20,2019-03-03,11:00,
586,Fantasy,Emeryville,Dumbo,25,regular,5614 Bay Street Suite 220,AMC Bay Street 16,2019-03-03,19:00,
587,Romance,Palo Alto,Pillow Talk,10,regular,221 University Avenue,Stanford Theatre,2019-03-07,19:30,
588,Fantasy,San Francisco,Penguin Highway,15,3d,3117 16th St,Roxie Theater,2019-03-02,21:30,
589,Comedy,Santa Clara,Little,24,regular,2855 Stevens Creek Boulevard Suite 2160,ShowPlace ICON Valley Fair,2019-03-01,22:30,
590,Fantasy,San Francisco,Mad Max: Fury Road,11,imax,3630 Balboa Street,Balboa Theatre,2019-03-14,19:30,
591,Fantasy,San Francisco,Dumbo,15,imax,135 4th Street Suite 3000,AMC Metreon 16,2019-03-05,16:00,
592,Adventure,Los Gatos,Shazam!,12,imax,43 North Santa Cruz Avenue,Los Gatos Theatre,,,
593,Drama,Los Gatos,The Mustang,13,imax,43 North Santa Cruz Avenue,Los Gatos Theatre,,,
594,Adventure,Los Gatos,Shazam!,12,imax,43 North Santa Cruz Avenue,Los Gatos Theatre,2019-03-02,20:30,
595,Fantasy,Santa Rosa,Hellboy,17,regular,620 3rd Street,3rd Street Cinema,2019-03-07,20:30,
596,Adventure,Mountain View,Captain Marvel,16,imax,2575 California Street #90,ShowPlace ICON Mountain View,,,
597,Comedy,Mountain View,Little,15,regular,1500 North Shoreline Boulevard,Century Cinema 16,,,
598,Horror,Mountain View,The Curse of La Llorona,23,3d,2575 California Street #90,ShowPlace ICON Mountain View,,,
599,Horror,Mountain View,The Curse of La Llorona,23,3d,2575 California Street #90,ShowPlace ICON Mountain View,2019-03-01,22:00,
600,Fantasy,Cloverdale,Dumbo,24,imax,121 East 1st Street,The Clover Theater,,,
601,Biographical,Oakland,Breakthrough,16,regular,100 Washington Street,Regal Cinemas Jack London 9,2019-03-06,21:30,
602,Fantasy,San Jose,Hellboy,17,imax,2306 Almaden Road,CineLux Almaden Cinema,2019-03-02,16:30,
603,Fantasy,Newark,Dumbo,10,imax,400 Newpark Mall,AMC NewPark 12,2019-03-05,11:00,
604,Fantasy,Newark,Dumbo,10,imax,400 Newpark Mall,AMC NewPark 12,2019-03-08,16:30,
605,Thriller,Berkeley,Hotel Mumbai,6,3d,Shattuck Avenue,Landmark's California Theatre,2019-03-09,19:00,
606,Adventure,Petaluma,Captain Marvel,24,imax,200 C Street,Boulevard 14 Cinema,2019-03-03,20:00,
607,Drama,Albany,Red Joan,15,regular,1115 Solano Avenue,Landmark's Albany Twin,2019-03-08,19:00,
608,Adventure,San Francisco,Shazam!,15,3d,3630 Balboa Street,Balboa Theatre,,,
609,Thriller,Moraga,Hotel Mumbai,14,regular,350 Park Street,Rheem Theatre,2019-03-03,19:30,
610,Adventure,Sonoma,Shazam!,12,3d,4451,Sonoma Cinema,2019-03-06,19:00,
611,Sports,Oakland,Fighting with My Family,16,3d,474 24th Street,The New Parkway Theater,2019-03-01,20:30,
612,Crime,San Francisco,Ash Is Purest White,14,imax,1 Embarcadero Center,Landmark's Embarcadero Center Cinema,2019-03-07,21:00,
613,Adventure,Sonoma,Shazam!,12,3d,4451,Sonoma Cinema,2019-03-02,19:00,
614,Adventure,Petaluma,Captain Marvel,24,imax,200 C Street,Boulevard 14 Cinema,2019-03-08,20:00,
615,Adventure,Alameda,Captain Marvel,15,3d,2317 Central Avenue,Alameda Theatre & Cineplex,2019-03-03,20:00,
616,Drama,Menlo Park,Red Joan,10,3d,949 El Camino Real,Landmark's Guild Theatre,2019-03-08,19:00,
617,Biographical,San Leandro,Breakthrough,7,3d,15555 East 14th Street,Century 16,2019-03-08,22:30,
618,Adventure,Livermore,Captain Marvel,10,imax,2490 First Street,Livermore 13 Cinema,2019-03-08,21:00,
619,Adventure,San Jose,Shazam!,19,3d,2306 Almaden Road,CineLux Almaden Cinema,2019-03-02,23:00,
620,Thriller,Hayward,Pet Sematary,8,regular,1069 B Street,Century at Hayward,2019-03-02,16:30,
621,Comedy,Antioch,Green Book,21,3d,4204 Lone Tree Way,AMC Deer Valley 16,2019-03-01,19:00,
622,Drama,Larkspur,Transit,10,3d,549 Magnolia Avenue,Lark Theater,2019-03-04,10:30,
623,Thriller,Campbell,Pet Sematary,12,regular,1875 South Bascom Avenue,Pruneyard Dine-In Cinemas,2019-03-01,20:30,
624,Animation,Santa Rosa,How to Train Your Dragon: The Hidden World,18,3d,620 3rd Street,3rd Street Cinema,2019-03-05,21:00,
625,Thriller,San Francisco,Pet Sematary,17,3d,135 4th Street Suite 3000,AMC Metreon 16,,,
626,Biographical,San Francisco,Searching for Sugar Man,25,3d,3630 Balboa Street,Balboa Theatre,,,
627,Comedy,San Francisco,Long Shot,8,3d,135 4th Street Suite 3000,AMC Metreon 16,,,
628,Romance,San Francisco,The Visitor,24,3d,2550 Mission Street,Alamo Drafthouse Cinema,,,
629,Horror,San Francisco,The Curse of La Llorona,7,3d,135 4th Street Suite 3000,AMC Metreon 16,,,
630,Adventure,San Francisco,Shazam!,6,3d,135 4th Street Suite 3000,AMC Metreon 16,,,
631,Adventure,Sonoma,Shazam!,12,3d,4451,Sonoma Cinema,2019-03-01,19:00,
632,Adventure,Healdsburg,Shazam!,11,imax,415 Center Street,Raven Film Center,2019-03-02,16:00,
633,Romance,Palo Alto,Pillow Talk,10,regular,221 University Avenue,Stanford Theatre,2019-03-03,19:30,
634,Comedy,San Jose,Little,20,3d,2306 Almaden Road,CineLux Almaden Cinema,2019-03-04,13:30,
635,Drama,Sebastopol,Sunset,19,imax,6868 McKinley Street,Rialto Cinemas,2019-03-01,19:30,
636,Fantasy,Redwood City,Dumbo,18,imax,825 Middlefield Road,Century Redwood City Downtown 20 & XD,2019-03-02,16:00,
637,Thriller,Berkeley,Hotel Mumbai,6,3d,Shattuck Avenue,Landmark's California Theatre,2019-03-08,19:00,
638,Crime,San Francisco,Ash Is Purest White,15,regular,3290 Sacramento Street,Vogue Theatre,2019-03-01,16:00,
639,Fantasy,Campbell,Dumbo,24,3d,2501 Winchester Boulevard,CineLux Plaza Theatre,,,
640,Fantasy,Danville,Dumbo,10,regular,4175 Blackhawk Plaza Circle,Century Blackhawk Plaza,,,
641,Fantasy,Danville,Dumbo,10,regular,4175 Blackhawk Plaza Circle,Century Blackhawk Plaza,2019-03-01,19:00,
642,Horror,Brentwood,The Curse of La Llorona,19,3d,2525 Sand Creek Road,AMC Brentwood 14,2019-03-01,19:30,
643,Thriller,Moraga,Hotel Mumbai,14,regular,350 Park Street,Rheem Theatre,2019-03-04,19:30,
644,Fantasy,Campbell,Dumbo,14,imax,1875 South Bascom Avenue,Pruneyard Dine-In Cinemas,2019-03-04,15:00,
645,Fantasy,Fairfield,Hellboy,12,3d,1549 Gateway Boulevard,Edwards Fairfield 16 & IMAX,2019-03-02,16:00,
646,Horror,San Ramon,The Curse of La Llorona,11,3d,6000 Bollinger Canyon Road Suite 2300,THE LOT City Center,2019-03-09,19:30,
647,Biographical,San Francisco,JT LeRoy,16,regular,3117 16th St,Roxie Theater,2019-03-09,19:00,
648,Thriller,Brentwood,Pet Sematary,13,3d,2525 Sand Creek Road,AMC Brentwood 14,2019-03-01,19:00,
649,Thriller,Berkeley,Hotel Mumbai,6,3d,Shattuck Avenue,Landmark's California Theatre,2019-03-02,19:00,
650,Documentary,Larkspur,The Invisibles,15,3d,549 Magnolia Avenue,Lark Theater,2019-03-05,10:00,
651,Adventure,San Francisco,Captain Marvel,21,regular,835 Market Street,Century San Francisco Centre 9 & XD,2019-03-02,16:00,
652,Fantasy,Vallejo,Dumbo,19,imax,109 Plaza Dr. Gateway Plaza Center,Century Vallejo 14,2019-03-05,14:30,
653,Comedy,Santa Clara,Missing Link,19,3d,3111 Mission College Boulevard,AMC Mercado 20,2019-03-07,15:00,
654,Fantasy,San Ramon,Hellboy,24,regular,1603,Regal Cinemas Crow Canyon 6,2019-03-02,15:30,
655,Animation,Fremont,How to Train Your Dragon: The Hidden World,20,imax,43917 Pacific Commons Boulevard,Century at Pacific Commons & XD,2019-03-01,13:30,
656,Fantasy,Vacaville,Dumbo,22,3d,531 Davis Street,Brenden Vacaville 16,2019-03-08,19:00,
657,Drama,Mill Valley,The Best of Enemies,21,3d,25 Throckmorton Avenue,CineArts at Sequoia,2019-03-02,19:00,
658,Adventure,San Ramon,Captain Marvel,6,imax,6000 Bollinger Canyon Road Suite 2300,THE LOT City Center,2019-03-02,19:00,
659,Fantasy,Novato,Dumbo,21,regular,44 Rowland Way,Century Rowland Plaza,,,
660,Fantasy,Novato,Dumbo,21,regular,44 Rowland Way,Century Rowland Plaza,2019-03-02,16:00,
661,Adventure,Sonoma,Shazam!,12,3d,4451,Sonoma Cinema,2019-03-09,19:00,
662,Fantasy,Union City,Hellboy,23,3d,32100 Union Landing Boulevard,Century 25 Union Landing & XD,2019-03-02,15:00,
663,Thriller,Berkeley,Hotel Mumbai,6,3d,Shattuck Avenue,Landmark's California Theatre,2019-03-01,19:00,
664,Drama,Albany,Red Joan,15,regular,1115 Solano Avenue,Landmark's Albany Twin,2019-03-09,19:00,
665,Fantasy,Campbell,Dumbo,14,imax,1875 South Bascom Avenue,Pruneyard Dine-In Cinemas,2019-03-09,15:00,
666,Drama,San Francisco,Ramen Shop,19,regular,2221,Landmark's Clay Theatre,2019-03-09,19:00,
667,Adventure,Emeryville,Shazam!,7,imax,5614 Bay Street Suite 220,AMC Bay Street 16,2019-03-02,15:30,
668,Fantasy,Antioch,Hellboy,21,3d,4204 Lone Tree Way,AMC Deer Valley 16,2019-03-05,16:00,
669,Drama,Palo Alto,The Man Who Knew Too Much,14,regular,221 University Avenue,Stanford Theatre,2019-03-02,19:30,
670,Drama,San Francisco,Supa Modo,20,imax,3117 16th St,Roxie Theater,2019-03-08,19:00,
671,Drama,Berkeley,Transit,23,3d,2230 Shattuck Avenue,Landmark's Shattuck Cinemas,2019-03-01,13:30,
672,Fantasy,Morgan Hill,Dumbo,13,regular,750 Tennant Station,CineLux Tennant Station Stadium 11,2019-03-02,15:30,
673,Thriller,Moraga,Hotel Mumbai,14,regular,350 Park Street,Rheem Theatre,2019-03-09,19:30,
674,Drama,San Francisco,Dogman,18,3d,601 Van Ness Avenue,Landmark's Opera Plaza Cinema,2019-03-07,19:30,
675,Biographical,Danville,Breakthrough,15,imax,4175 Blackhawk Plaza Circle,Century Blackhawk Plaza,,,
676,Fantasy,Danville,Hellboy,6,3d,4175 Blackhawk Plaza Circle,Century Blackhawk Plaza,,,
677,Adventure,Danville,Shazam!,13,3d,4175 Blackhawk Plaza Circle,Century Blackhawk Plaza,,,
678,Fantasy,Danville,Hellboy,6,3d,4175 Blackhawk Plaza Circle,Century Blackhawk Plaza,2019-03-01,19:30,
679,Comedy,Tiburon,Missing Link,23,imax,2508,Tiburon Playhouse,2019-03-01,19:00,
680,Romance,Palo Alto,Pillow Talk,10,regular,221 University Avenue,Stanford Theatre,2019-03-06,19:30,
681,Fantasy,Milpitas,Hellboy,25,regular,1010 Great Mall Drive,Century 20 Great Mall & XD,,,
682,Comedy,Milpitas,Little,15,imax,1010 Great Mall Drive,Century 20 Great Mall & XD,,,
683,Horror,Milpitas,The Curse of La Llorona,12,imax,1010 Great Mall Drive,Century 20 Great Mall & XD,,,
684,Fantasy,Milpitas,Hellboy,25,regular,1010 Great Mall Drive,Century 20 Great Mall & XD,2019-03-02,15:30,
685,Biographical,Daly City,Breakthrough,16,imax,1901 Junipero Serra Boulevard,Century 20 Daly City & XD,,,
686,Fantasy,Daly City,Dumbo,10,imax,1901 Junipero Serra Boulevard,Century 20 Daly City & XD,,,
687,Thriller,Daly City,Pet Sematary,21,imax,1901 Junipero Serra Boulevard,Century 20 Daly City & XD,,,
688,Horror,Daly City,The Curse of La Llorona,8,imax,1901 Junipero Serra Boulevard,Century 20 Daly City & XD,,,
689,Fantasy,Daly City,Dumbo,10,imax,1901 Junipero Serra Boulevard,Century 20 Daly City & XD,2019-03-09,16:00,
690,Comedy,San Jose,Little,20,3d,2306 Almaden Road,CineLux Almaden Cinema,2019-03-05,13:30,
691,Fantasy,Vacaville,Dumbo,22,3d,531 Davis Street,Brenden Vacaville 16,2019-03-06,19:00,
692,Documentary,Larkspur,The Invisibles,15,3d,549 Magnolia Avenue,Lark Theater,2019-03-04,15:30,
693,Musical,Santa Clara,Teen Spirit,12,3d,3111 Mission College Boulevard,AMC Mercado 20,2019-03-02,13:30,
694,Sports,Oakland,Fighting with My Family,16,3d,474 24th Street,The New Parkway Theater,2019-03-04,16:00,
695,Comedy,Moraga,Missing Link,8,3d,350 Park Street,Rheem Theatre,2019-03-02,19:00,
696,Drama,San Francisco,The Mustang,10,imax,501 Buckingham Way,United Artists Stonestown Twin,2019-03-07,19:00,
697,Thriller,Moraga,Hotel Mumbai,14,regular,350 Park Street,Rheem Theatre,2019-03-08,19:30,
698,Animation,Santa Clara,How to Train Your Dragon: The Hidden World,6,regular,3111 Mission College Boulevard,AMC Mercado 20,2019-03-02,15:00,
699,Drama,Berkeley,Little Woods,21,3d,2230 Shattuck Avenue,Landmark's Shattuck Cinemas,2019-03-07,16:00,
700,Comedy,Concord,Little,11,regular,2035 Diamond Boulevard,Veranda LUXE Cinema & IMAX,2019-03-02,15:00,
701,Drama,San Francisco,Dogman,18,3d,601 Van Ness Avenue,Landmark's Opera Plaza Cinema,2019-03-08,19:30,
702,Thriller,Berkeley,Hotel Mumbai,6,3d,Shattuck Avenue,Landmark's California Theatre,2019-03-07,19:00,
703,Fantasy,San Jose,Dumbo,7,regular,925 Blossom Hill Road Suite 2000,Century 20 Oakridge & XD,2019-03-06,21:30,
704,Drama,Albany,Red Joan,15,regular,1115 Solano Avenue,Landmark's Albany Twin,2019-03-06,19:00,
705,Biographical,San Jose,Breakthrough,14,3d,2306 Almaden Road,CineLux Almaden Cinema,2019-03-01,21:30,
706,Drama,San Francisco,Dogman,18,3d,601 Van Ness Avenue,Landmark's Opera Plaza Cinema,2019-03-05,19:30,
707,Adventure,Walnut Creek,Shazam!,16,imax,1201 Locust Street,Century Walnut Creek 14 & XD,2019-03-05,22:00,
708,Fantasy,Vacaville,Dumbo,22,3d,531 Davis Street,Brenden Vacaville 16,2019-03-07,19:00,
709,Adventure,Concord,Captain Marvel,16,imax,2035 Diamond Boulevard,Veranda LUXE Cinema & IMAX,2019-03-03,20:30,
710,Comedy,Walnut Creek,Little,23,regular,1201 Locust Street,Century Walnut Creek 14 & XD,2019-03-03,22:00,
711,Fantasy,Santa Rosa,Dumbo,9,3d,409 Aviation Boulevard,Airport Stadium 12,2019-03-02,16:30,
712,Drama,San Francisco,Red Joan,18,3d,1 Embarcadero Center,Landmark's Embarcadero Center Cinema,2019-03-03,21:30,
713,Thriller,Santa Rosa,Pet Sematary,18,3d,409 Aviation Boulevard,Airport Stadium 12,2019-03-08,21:30,
714,Crime,San Francisco,Ash Is Purest White,14,imax,1 Embarcadero Center,Landmark's Embarcadero Center Cinema,2019-03-06,21:00,
715,Crime,San Francisco,Ash Is Purest White,14,imax,1 Embarcadero Center,Landmark's Embarcadero Center Cinema,2019-03-03,21:00,
716,Adventure,Brentwood,Captain Marvel,12,3d,2525 Sand Creek Road,AMC Brentwood 14,2019-03-01,20:00,
717,Comedy,San Francisco,Gloria Bell,9,imax,1 Embarcadero Center,Landmark's Embarcadero Center Cinema,2019-03-01,21:30,
718,Comedy,Fremont,Little,7,imax,43917 Pacific Commons Boulevard,Century at Pacific Commons & XD,2019-03-08,22:00,
719,Drama,San Francisco,Red Joan,18,3d,1 Embarcadero Center,Landmark's Embarcadero Center Cinema,2019-03-07,21:30,
720,Crime,San Francisco,Ash Is Purest White,14,imax,1 Embarcadero Center,Landmark's Embarcadero Center Cinema,2019-03-09,21:00,
721,Adventure,Walnut Creek,Shazam!,16,imax,1201 Locust Street,Century Walnut Creek 14 & XD,2019-03-02,22:00,
722,Fantasy,San Ramon,Dumbo,15,3d,6000 Bollinger Canyon Road Suite 2300,THE LOT City Center,2019-03-09,11:00,
723,Drama,San Francisco,Ramen Shop,19,regular,2221,Landmark's Clay Theatre,2019-03-05,19:00,
724,Fantasy,San Jose,Dumbo,17,regular,2190 Eastridge Loop,AMC Eastridge 15,2019-03-02,17:00,
725,Comedy,San Francisco,Gloria Bell,9,imax,1 Embarcadero Center,Landmark's Embarcadero Center Cinema,2019-03-02,21:30,
726,Horror,San Francisco,The Curse of La Llorona,8,3d,835 Market Street,Century San Francisco Centre 9 & XD,2019-03-02,23:00,
727,Horror,Santa Rosa,The Curse of La Llorona,9,regular,409 Aviation Boulevard,Airport Stadium 12,2019-03-03,21:30,
728,Comedy,Walnut Creek,Little,23,regular,1201 Locust Street,Century Walnut Creek 14 & XD,2019-03-04,22:00,
729,Horror,Santa Rosa,The Curse of La Llorona,9,regular,409 Aviation Boulevard,Airport Stadium 12,2019-03-04,21:30,
730,Biographical,Oakland,Breakthrough,16,regular,100 Washington Street,Regal Cinemas Jack London 9,2019-03-07,21:30,
731,Comedy,Petaluma,Missing Link,12,3d,200 C Street,Boulevard 14 Cinema,2019-03-01,18:30,
732,Thriller,San Leandro,Pet Sematary,13,3d,15555 East 14th Street,Century 16,2019-03-07,22:00,
733,Fantasy,Mountain View,Dumbo,22,regular,1500 North Shoreline Boulevard,Century Cinema 16,,,
734,Comedy,Mountain View,Little,15,regular,1500 North Shoreline Boulevard,Century Cinema 16,2019-03-07,22:30,
735,Comedy,San Francisco,Family,12,regular,501 Buckingham Way,United Artists Stonestown Twin,2019-03-03,21:30,
736,Horror,Campbell,The Curse of La Llorona,10,imax,1875 South Bascom Avenue,Pruneyard Dine-In Cinemas,2019-03-05,21:30,
737,Horror,Pleasant Hill,The Curse of La Llorona,15,regular,125 Crescent Drive,Century 16 Downtown,2019-03-04,22:30,
738,Adventure,Los Gatos,Shazam!,12,imax,43 North Santa Cruz Avenue,Los Gatos Theatre,2019-03-01,21:00,
739,Horror,San Jose,The Curse of La Llorona,16,3d,2306 Almaden Road,CineLux Almaden Cinema,2019-03-07,22:30,
740,Thriller,San Leandro,Pet Sematary,13,3d,15555 East 14th Street,Century 16,2019-03-05,22:00,
741,Fantasy,Santa Rosa,Hellboy,17,regular,620 3rd Street,3rd Street Cinema,2019-03-05,20:30,
