,address,category,date,has_seating_outdoors,has_vegetarian_options,location,number_of_seats,phone_number,price_range,rating,restaurant_name,time
1123,489 3rd Street,Italian,2019-03-01,False,False,San Francisco,3,415-512-0300,moderate,4.20,La Briciola,11:30
1124,1500 Webster Street,American,2019-03-13,True,True,Alameda,1,510-523-4500,moderate,4.40,Cafe Jolie,11:30
1125,1800 Fillmore Street,American,2019-03-01,False,True,San Francisco,2,415-775-1800,moderate,3.80,Academy Bar And Kitchen,19:00
1126,499 Dolores Street,American,2019-03-01,False,True,San Francisco,2,415-431-6268,moderate,4.30,Namu Gaji,12:30
1127,8840 Lakewood Drive,Chinese,2019-03-01,False,True,Windsor,1,707-838-2101,moderate,4.60,Yin Keng Restaurant,13:00
1128,941 Kearny Street,Indian,2019-03-13,False,True,San Francisco,2,415-951-0505,moderate,3.40,Tandoori Mahal Indian Restaurant,12:30
1129,2203 Loveridge Road,Sandwich,2019-03-01,False,False,Pittsburg,2,925-439-5289,cheap,3.50,Mcdonald's,12:00
1130,131 Mirada Road,American,2019-03-03,True,False,Half Moon Bay,1,650-726-9053,moderate,4.20,Miramar Beach Restaurant,11:30
1131,425 California Avenue,Thai,2019-03-03,False,True,Palo Alto,2,650-289-0907,moderate,3.90,Lotus Thai Bistro,11:30
1132,2323 Birch Street,Mediterranean,2019-03-01,True,True,Palo Alto,1,650-853-9700,moderate,4.20,Anatolian Kitchen,12:30
1133,240 Front Street,European,2019-03-14,False,False,San Francisco,2,415-421-4778,moderate,4.20,Schroeder's,13:30
1134,71 North San Pedro Street,American,2019-03-05,True,True,San Jose,1,408-971-8523,moderate,4.00,71 Saint Peter,12:00
1135,1339 Pearl Street,Japanese,,False,False,Napa,,707-294-2049,pricey,4.50,Kenzo,
1136,821 Coombs Street,Japanese,,False,True,Napa,,707-254-9464,pricey,4.50,Miminashi,
1137,610 Main Street,Japanese,,True,True,Napa,,707-252-1600,ultra high-end,4.30,Morimoto Napa,
1138,3206 Jefferson Street,Japanese,,True,False,Napa,,707-226-2996,moderate,4.10,Sushi Haku,
1139,610 Main Street,Japanese,2019-03-03,True,True,Napa,2,707-252-1600,ultra high-end,4.30,Morimoto Napa,17:00
1140,1011 Blossom Hill Road,Steakhouse,,False,True,San Jose,,408-266-6602,moderate,4.10,Black Angus Steakhouse,
1141,355 Santana Row,Steakhouse,,False,False,San Jose,,408-423-5400,moderate,4.20,Citrus Restaurant,
1142,402 Toyon Avenue,Steakhouse,,False,False,San Jose,,408-272-1512,moderate,3.80,Drying Shed,
1143,334 Santana Row #1000,Steakhouse,,True,False,San Jose,,408-244-1180,pricey,4.20,Lb Steak,
1144,170 South Market Street,Steakhouse,,True,False,San Jose,,408-283-7200,pricey,3.90,Mccormick & Schmick's Seafood & Steaks,
1145,4130 North 1st Street,Steakhouse,,True,True,San Jose,,669-900-1829,moderate,4.30,Rok Steakhouse & Grill,
1146,2050 Gateway Place,Steakhouse,,False,False,San Jose,,408-437-2170,pricey,4.10,Spencer's For Steaks And Chops,
1147,399 Silicon Valley Boulevard,Steakhouse,,False,False,San Jose,,408-972-1961,moderate,3.30,Summit Steakhouse & Saloon,
1148,172 South Market Street,Steakhouse,,True,True,San Jose,,408-294-2244,moderate,4.30,The Grill On The Alley,
1149,1011 Blossom Hill Road,Steakhouse,2019-03-01,False,True,San Jose,2,408-266-6602,moderate,4.10,Black Angus Steakhouse,17:00
1150,1433 Taraval,Asian,,False,False,San Francisco,,415-731-5515,cheap,4.00,8 Immortals Restaurant,
1151,2436 Clement Street,Asian,,False,True,San Francisco,,415-751-0505,cheap,3.50,India Clay Oven,
1152,1537 Ocean Avenue,Asian,,False,True,San Francisco,,415-452-9618,cheap,4.30,Jo Jo's Cafe,
1153,1700 Laguna Street,Asian,,False,False,San Francisco,,415-474-2866,ultra high-end,4.50,Kiss Seafood,
1154,1433 Taraval,Asian,2019-03-01,False,False,San Francisco,3,415-731-5515,cheap,4.00,8 Immortals Restaurant,13:00
1155,1449 Lombard Street,Korean,,False,True,San Francisco,,415-292-2368,moderate,3.60,Aato,
1156,711 Geary Street,Korean,,False,False,San Francisco,,415-525-4985,moderate,4.60,Barnzu,
1157,1825 Post Street,Korean,,False,False,San Francisco,,415-872-9868,moderate,4.10,Beque Bbq Grill,
1158,4128 Geary Boulevard,Korean,,False,False,San Francisco,,415-387-7991,moderate,4.40,Brothers Restaurant,
1159,662 Commercial Street,Korean,,False,False,San Francisco,,415-398-2838,moderate,4.40,City View Restaurant,
1160,631 O'Farrell Street #94,Korean,,False,False,San Francisco,,415-776-1898,moderate,3.80,Dong Baek,
1161,1802 Balboa Street,Korean,,False,False,San Francisco,,415-752-4447,moderate,4.40,Han Il Kwan,
1162,5322 Geary Boulevard,Korean,,False,False,San Francisco,,415-668-8836,moderate,4.20,Hong Kong Lounge,
1163,4516 Mission Street,Korean,,False,True,San Francisco,,415-859-7111,cheap,4.30,Hwaro,
1164,1705 Buchanan Street,Korean,,False,False,San Francisco,,415-929-1471,moderate,3.90,Playground,
1165,1449 Lombard Street,Korean,2019-03-01,False,True,San Francisco,2,415-292-2368,moderate,3.60,Aato,19:00
1166,80 Senter Road,Chinese,2019-03-01,False,True,San Jose,4,408-225-9101,moderate,4.10,China Station Restaurant,17:00
1167,25 Lusk Street,American,2019-03-01,False,True,San Francisco,4,415-495-5875,pricey,4.40,25 Lusk,19:00
1168,1001 Alameda de las Pulgas,Japanese,,False,True,Belmont,,650-592-1878,moderate,4.20,Sushi Kuu,
1169,550 Masonic Way,Japanese,,False,False,Belmont,,650-593-2291,moderate,4.20,Sushi Lover,
1170,1001 Alameda de las Pulgas,Japanese,2019-03-09,False,True,Belmont,2,650-592-1878,moderate,4.20,Sushi Kuu,17:30
1171,139 Petaluma Boulevard North B,Tapas,,True,True,Petaluma,,707-776-4631,moderate,4.30,Speakeasy,
1172,139 Petaluma Boulevard North B,Tapas,2019-03-01,True,True,Petaluma,2,707-776-4631,moderate,4.30,Speakeasy,18:00
1173,25 Broadway,Thai,,False,True,Fairfax,,415-453-5967,moderate,4.20,Siam Lotus,
1174,25 Lusk Street,American,2019-03-01,False,True,San Francisco,2,415-495-5875,pricey,4.40,25 Lusk,19:30
1175,4485 Stevens Creek Boulevard,Mexican,,False,True,Santa Clara,,408-248-3113,cheap,4.30,El Amigo Burrito,
1176,2280 El Camino Real,Mexican,,False,False,Santa Clara,,408-247-0990,moderate,4.00,La Paloma,
1177,3149 Mission College Boulevard,Mexican,,False,False,Santa Clara,,408-588-9865,moderate,3.80,Mexicali Grill,
1178,3935 Freedom Circle,Mexican,,True,False,Santa Clara,,408-496-6597,moderate,4.10,Pedro's,
1179,2752 Augustine Drive #110,Mexican,,True,True,Santa Clara,,408-333-9750,moderate,4.20,Puesto Santa Clara,
1180,4485 Stevens Creek Boulevard,Mexican,2019-03-01,False,True,Santa Clara,2,408-248-3113,cheap,4.30,El Amigo Burrito,17:00
1181,3540 Blackhawk Plaza Circle,American,,True,True,Danville,,925-736-4295,pricey,4.10,Blackhawk Grille,
1182,416 Sycamore Valley Road,American,,True,False,Danville,,925-838-7611,moderate,4.30,Dana's,
1183,750 Camino Ramon,American,,False,True,Danville,,925-314-0974,pricey,4.60,Esin Restaurant & Bar,
1184,331 Hartz Avenue,American,,True,False,Danville,,925-208-1758,moderate,4.50,Revel Kitchen & Bar,
1185,416 Sycamore Valley Road,American,2019-03-14,True,False,Danville,3,925-838-7611,moderate,4.30,Dana's,17:30
1186,10088 North Wolfe Road #120,Neapolitan,,True,True,Cupertino,,408-863-0308,moderate,4.30,Doppio Zero,
1187,10088 North Wolfe Road #120,Neapolitan,2019-03-01,True,True,Cupertino,3,408-863-0308,moderate,4.30,Doppio Zero,11:00
1188,550 Stanford Shopping Center,American,,False,True,Palo Alto,,650-688-2614,moderate,4.10,Bazille,
1189,420 Ramona Street,American,,False,False,Palo Alto,,650-656-8180,moderate,4.50,Bird Dog,
1190,2363 Birch Street,American,,True,False,Palo Alto,,650-327-0284,moderate,4.30,Bistro Elan,
1191,445 California Avenue,American,,True,True,Palo Alto,,650-326-8640,moderate,4.10,Cafe Brioche,
1192,3398 El Camino Real,American,,False,False,Palo Alto,,650-493-6787,moderate,4.20,Cibo Restaurant & Bar,
1193,271 University Avenue,American,,True,True,Palo Alto,,650-322-7509,moderate,4.20,Local Union 271,
1194,140 University Avenue,American,,False,False,Palo Alto,,650-321-3514,moderate,4.20,Palo Alto Grill,
1195,565 Bryant Street,American,,True,False,Palo Alto,,650-521-0651,moderate,4.50,Zola Restaurant,
1196,550 Stanford Shopping Center,American,2019-03-01,False,True,Palo Alto,1,650-688-2614,moderate,4.10,Bazille,12:30
1197,1200 El Paseo de Saratoga,Take-out,2019-03-01,True,True,San Jose,2,408-378-0778,moderate,3.80,Mimi's Cafe,11:30
1198,301 East 4th Avenue,Asian,,False,False,San Mateo,,925-408-4891,moderate,4.40,Izakaya Ginji,
1199,168 East 4th Avenue,Asian,,False,True,San Mateo,,650-345-9168,moderate,4.00,Little Sichuan Restaurant,
1200,112 South B Street,Asian,,False,False,San Mateo,,650-558-8969,moderate,4.20,Old Town Sushi,
1201,120 West 25th Avenue,Asian,,False,True,San Mateo,,650-487-8414,moderate,4.30,Tannourine,
1202,173 East 4th Avenue,Asian,,True,True,San Mateo,,650-342-6451,moderate,3.90,Thonglor Thai Bistro,
1203,301 East 4th Avenue,Asian,2019-03-01,False,False,San Mateo,2,925-408-4891,moderate,4.40,Izakaya Ginji,13:30
1204,420 Market Place,Pakistani,,False,True,San Ramon,,925-244-1559,moderate,3.80,Cafe Tandoor,
1205,420 Market Place,Pakistani,2019-03-01,False,True,San Ramon,2,925-244-1559,moderate,3.80,Cafe Tandoor,13:30
1206,725 South Fair Oaks Avenue,Indian,2019-03-14,False,True,Sunnyvale,2,408-774-1540,moderate,3.80,Arka Indian Restaurant,12:00
1207,20 South Santa Cruz Avenue,Chinese,2019-03-05,False,True,Los Gatos,2,408-395-2373,moderate,3.70,Jasmine Chinese Cuisine,11:30
1208,1848 Portola Avenue,Steakhouse,,True,True,Livermore,,925-456-7100,moderate,3.70,Castle Rock Restaurant,
1209,1848 Portola Avenue,Steakhouse,2019-03-01,True,True,Livermore,3,925-456-7100,moderate,3.70,Castle Rock Restaurant,13:30
1210,504 Center Street,Take-out,,False,True,Moraga,,925-377-6453,moderate,3.90,Mountain Mike's Pizza,
1211,504 Center Street,Take-out,2019-03-12,False,True,Moraga,1,925-377-6453,moderate,3.90,Mountain Mike's Pizza,17:00
1212,46 Wharf Road,Vegetarian,,True,False,Bolinas,,415-868-2298,moderate,4.20,Coast Cafe,
1213,46 Wharf Road,Vegetarian,2019-03-14,True,False,Bolinas,2,415-868-2298,moderate,4.20,Coast Cafe,18:30
1214,1532 North Main Street,Greek,,False,True,Walnut Creek,,925-891-4700,moderate,4.20,Opa Authentic Greek Cuisine Walnut Creek,
1215,1532 North Main Street,Greek,2019-03-03,False,True,Walnut Creek,2,925-891-4700,moderate,4.20,Opa Authentic Greek Cuisine Walnut Creek,19:00
1216,700 Welch Road,Italian,2019-03-01,True,True,Palo Alto,2,650-646-3477,pricey,4.40,Vina Enoteca,13:00
1217,601 Old County Road,Indian,,True,True,San Carlos,,650-401-6564,moderate,4.00,Kamakshi's Kitchen Restaurant,
1218,1143 San Carlos Avenue,Indian,,False,True,San Carlos,,650-593-4269,moderate,4.20,Saffron Indian Bistro,
1219,601 Old County Road,Indian,2019-03-13,True,True,San Carlos,3,650-401-6564,moderate,4.00,Kamakshi's Kitchen Restaurant,11:00
1220,1890 West San Carlos Street,Asian,,False,False,San Jose,,408-239-3149,cheap,3.60,China Garden Restaurant,
1221,1001 Story Road,Asian,,False,False,San Jose,,408-286-6668,moderate,3.80,Dynasty,
1222,6471-10 Almaden Expressway,Asian,,False,True,San Jose,,408-927-8773,moderate,4.60,Elements Restaurant,
1223,1705 Branham Lane b3,Asian,,False,True,San Jose,,408-978-3536,cheap,3.90,Golden Rice Bowl,
1224,1080 Saratoga Avenue,Asian,,False,False,San Jose,,408-246-9550,moderate,4.30,May Flower Restaurant,
1225,211 South 1st Street,Asian,,True,False,San Jose,,408-282-8850,moderate,4.20,Mosaic Inside The Four Points By Sheraton Hotel,
1226,170 South Market Street,Asian,,False,True,San Jose,,408-287-1648,moderate,0.00,Pagoda Lounge,
1227,3082 Story Road,Asian,,False,False,San Jose,,408-251-9590,moderate,4.00,Phu Lam Chinese Restaurant,
1228,3695 Union Avenue,Asian,,False,True,San Jose,,408-377-2222,moderate,3.90,Rangoli,
1229,377 Santana Row #1000,Asian,,True,True,San Jose,,408-247-8880,moderate,4.00,Sino,
1230,310 Baldwin Avenue,Italian,,False,True,San Mateo,,650-342-3100,moderate,4.20,Capellini Restaurant,
1231,180 West 25th Avenue,Italian,,False,False,San Mateo,,650-341-8877,moderate,4.40,La Lanterna,
1232,109 West 25th Avenue,Italian,,False,False,San Mateo,,650-574-1256,moderate,4.10,Luceti's,
1233,139 South B Street,Italian,,False,True,San Mateo,,650-579-6021,moderate,3.90,Osteria Coppa - Permanently Closed,
1234,223 East 4th Avenue,Italian,,True,True,San Mateo,,650-375-0818,pricey,4.50,Pausa Bar & Cookery,
1235,147 East 3rd Avenue,Italian,,False,False,San Mateo,,650-685-6151,moderate,4.60,Vespucci,
1236,1700 Coyote Point Drive,American,,True,False,San Mateo,,650-522-7526,pricey,4.30,Poplar Creek Grill,
1237,60 East 3rd Avenue,American,,False,False,San Mateo,,650-579-5911,pricey,4.50,Porterhouse,
1238,181 East 4th Avenue,American,2019-03-01,True,False,San Mateo,2,650-558-8401,moderate,4.30,Central Park Bistro,19:30
1239,601 Van Ness Avenue,Japanese,2019-03-01,False,True,San Francisco,2,415-292-9997,moderate,3.50,2g Japanese Brasserie,19:30
1240,1830 Fourth Street,Japanese,2019-03-11,True,True,Berkeley,4,510-845-8100,pricey,4.50,Iyasare,19:30
1241,325 Main Street,Greek,,True,True,Los Altos,,650-209-5340,moderate,4.10,Opa! Los Altos,
1242,1000 6th Avenue,Italian,,False,False,Belmont,,650-591-4156,moderate,3.20,Caprinos,
1243,968 Ralston Avenue,Italian,,False,False,Belmont,,650-620-9103,moderate,4.40,Divino Ristorante,
1244,1910 Ralston Avenue,Italian,,False,False,Belmont,,650-637-0611,moderate,4.50,Vivace Ristorante,
1245,1000 6th Avenue,Italian,2019-03-14,False,False,Belmont,2,650-591-4156,moderate,3.20,Caprinos,11:30
1246,1433 Taraval,Asian,2019-03-05,False,False,San Francisco,2,415-731-5515,cheap,4.00,8 Immortals Restaurant,12:30
1247,776 Arguello Boulevard,Japanese,,False,False,San Francisco,,415-387-8882,cheap,4.70,Okina Sushi,
1248,393 Bay Street,Japanese,,False,True,San Francisco,,415-829-7668,cheap,4.20,There Sushi Bar & Restaurant,
1249,850 Holloway Avenue,Japanese,,False,True,San Francisco,,415-333-2889,cheap,3.60,Yama Sushi,
1250,1234 Noriega Street,Japanese,2019-03-01,False,False,San Francisco,2,415-665-1772,cheap,4.40,Fujiyama-ya,18:30
1251,5800 Hollis Street,American,,True,True,Emeryville,,510-595-1000,moderate,4.30,The Bureau 510,
1252,5800 Hollis Street,American,2019-03-10,True,True,Emeryville,1,510-595-1000,moderate,4.30,The Bureau 510,12:00
1253,600 Ralston Avenue,Seafood,,False,False,Belmont,,650-593-1832,moderate,4.10,China Village Seafood Restaurant,
1254,600 Ralston Avenue,Seafood,2019-03-01,False,False,Belmont,2,650-593-1832,moderate,4.10,China Village Seafood Restaurant,12:30
1255,938 Villa Street,French,,False,False,Mountain View,,650-964-7466,ultra high-end,4.50,Chez Tj,
1256,186 Castro Street,French,,True,False,Mountain View,,650-968-2300,moderate,4.20,La Fontaine,
1257,938 Villa Street,French,2019-03-01,False,False,Mountain View,4,650-964-7466,ultra high-end,4.50,Chez Tj,12:00
1258,21021 Geyserville Avenue,Italian,,True,False,Geyserville,,707-814-0111,moderate,4.60,Diavola Pizzeria & Salumeria,
1259,21021 Geyserville Avenue,Italian,2019-03-01,True,False,Geyserville,2,707-814-0111,moderate,4.60,Diavola Pizzeria & Salumeria,13:00
1260,542 A Mason Street,Seafood,2019-03-02,False,False,San Francisco,2,415-989-8218,pricey,4.30,Akiko's Sushi Bar,12:30
1261,156 Castro Street,Japanese,2019-03-04,False,True,Mountain View,1,650-386-6821,moderate,4.10,Bushido,11:00
1262,534 Irving Street,Thai,2019-03-01,False,True,San Francisco,2,415-379-4505,moderate,4.30,Baan Thai House & Wine Bar,11:30
1263,345 Healdsburg Avenue,American,,True,False,Healdsburg,,707-433-2337,moderate,4.40,Bear Republic Brewing Co,
1264,29 North Street,American,,True,False,Healdsburg,,707-473-8030,pricey,4.50,Chalkboard,
1265,131 North Street,American,,True,False,Healdsburg,,707-723-4646,ultra high-end,4.70,Singlethread Farm - Restaurant - Inn,
1266,109 Plaza Street,American,,False,False,Healdsburg,,707-473-8580,pricey,4.70,The Brass Rabbit,
1267,344 Center Street,American,,False,False,Healdsburg,,707-473-0946,ultra high-end,4.80,Valette,
1268,345 Healdsburg Avenue,American,2019-03-01,True,False,Healdsburg,2,707-433-2337,moderate,4.40,Bear Republic Brewing Co,18:30
1269,87 East San Fernando Street,Mexican,2019-03-01,True,False,San Jose,2,408-293-4321,moderate,4.00,Chacho's,11:00
1270,3284 El Camino Real,Tapas,2019-03-02,False,False,Santa Clara,1,408-249-9999,moderate,4.10,Dae Bak,18:30
1271,716 Magnolia Avenue,Seafood,,False,False,Millbrae,,650-697-4004,moderate,4.10,Little Whale Seafood,
1272,108 Park Place,Seafood,,False,False,Millbrae,,650-636-4105,cheap,4.40,One Piece Sushi,
1273,420 Broadway,Seafood,,False,True,Millbrae,,650-697-9988,moderate,4.00,Zen Sushi Bistro,
1274,716 Magnolia Avenue,Seafood,2019-03-01,False,False,Millbrae,2,650-697-4004,moderate,4.10,Little Whale Seafood,19:00
1275,601 Van Ness Avenue,Japanese,2019-03-12,False,True,San Francisco,2,415-292-9997,moderate,3.50,2g Japanese Brasserie,12:00
1276,331 West Hacienda Avenue,American,,True,False,Campbell,,408-374-3400,moderate,4.10,Effie's Restaurant & Bar,
1277,368 East Campbell Avenue,American,,True,False,Campbell,,408-364-1564,moderate,3.90,Flights Restaurant Campbell,
1278,1700 West Campbell Avenue,American,,True,True,Campbell,,408-628-0683,moderate,4.50,Forthright Oyster Bar & Kitchen,
1279,331 West Hacienda Avenue,American,2019-03-01,True,False,Campbell,2,408-374-3400,moderate,4.10,Effie's Restaurant & Bar,19:00
1280,316 North Santa Cruz Avenue,Mexican,,False,False,Los Gatos,,408-395-8578,moderate,4.00,Pedro's,
1281,81 West Main Street,Mexican,,False,False,Los Gatos,,408-884-8268,moderate,4.40,Zona Rosa Los Gatos,
1282,316 North Santa Cruz Avenue,Mexican,2019-03-01,False,False,Los Gatos,2,408-395-8578,moderate,4.00,Pedro's,18:30
1283,1441 Polk Street,Chinese,2019-03-01,False,True,San Francisco,2,415-775-3679,cheap,3.60,Bamboo Restaurant,11:00
1284,2377 Shattuck Avenue,Bistro,,True,True,Berkeley,,510-843-1525,moderate,4.40,La Note,
1285,2377 Shattuck Avenue,Bistro,2019-03-01,True,True,Berkeley,2,510-843-1525,moderate,4.40,La Note,13:00
1286,3782 Bohemian Highway,French,,False,False,Occidental,,707-874-2703,moderate,4.50,Bistro Des Copains,
1287,3782 Bohemian Highway,French,2019-03-01,False,False,Occidental,3,707-874-2703,moderate,4.50,Bistro Des Copains,11:00
1288,1560 Fillmore Street,Izakaya,,False,False,San Francisco,,415-441-9294,cheap,4.40,Izakaya Kou,
1289,1560 Fillmore Street,Izakaya,2019-03-12,False,False,San Francisco,1,415-441-9294,cheap,4.40,Izakaya Kou,13:00
1290,1316 El Camino Real,Thai,,False,True,Belmont,,650-591-9888,moderate,4.10,Thai Tamarind Restaurant,
1291,1316 El Camino Real,Thai,2019-03-01,False,True,Belmont,2,650-591-9888,moderate,4.10,Thai Tamarind Restaurant,13:00
1292,3268 Grand Avenue,Greek,,True,True,Oakland,,510-899-4400,moderate,4.30,Ikaros Greek Restaurant,
1293,3268 Grand Avenue,Greek,2019-03-01,True,True,Oakland,2,510-899-4400,moderate,4.30,Ikaros Greek Restaurant,18:00
1294,24 Sunnyside Avenue,Indian,,True,True,Mill Valley,,415-384-1717,moderate,4.40,Prabh Indian Kitchen,
1295,24 Sunnyside Avenue,Indian,2019-03-10,True,True,Mill Valley,4,415-384-1717,moderate,4.40,Prabh Indian Kitchen,13:00
1296,4869 Telegraph Avenue,Barbecue,,False,False,Oakland,,510-654-2000,moderate,4.50,Bowl'd Bbq,
1297,126 Broadway,Barbecue,,True,False,Oakland,,510-663-2350,moderate,4.10,Everett & Jones Barbeque,
1298,4869 Telegraph Avenue,Barbecue,2019-03-09,False,False,Oakland,3,510-654-2000,moderate,4.50,Bowl'd Bbq,18:00
1299,2327 Shattuck Avenue,Breakfast,,False,True,Berkeley,,510-540-5950,moderate,4.30,Venus Restaurant,
1300,2327 Shattuck Avenue,Breakfast,2019-03-01,False,True,Berkeley,2,510-540-5950,moderate,4.30,Venus Restaurant,17:00
1301,199 Seawall Drive,European,,True,True,Berkeley,,510-843-2733,moderate,4.10,Hs Lordships Restaurant,
1302,2057 San Pablo Avenue,European,,False,True,Berkeley,,510-649-9718,moderate,4.20,Luca Cucina Italiana,
1303,199 Seawall Drive,European,2019-03-09,True,True,Berkeley,3,510-843-2733,moderate,4.10,Hs Lordships Restaurant,18:00
1304,211 San Mateo Road,Seafood,,False,False,Half Moon Bay,,650-712-1125,moderate,4.30,Flying Fish Bar & Grill,
1305,459 Prospect Way,Seafood,,False,True,Half Moon Bay,,650-728-8108,moderate,4.40,Mezza Luna Restaurant,
1306,4210 Cabrillo Highway,Seafood,,True,False,Half Moon Bay,,650-712-0245,moderate,4.40,Sam's Chowder House,
1307,211 San Mateo Road,Seafood,2019-03-01,False,False,Half Moon Bay,2,650-712-1125,moderate,4.30,Flying Fish Bar & Grill,13:00
1308,194 Castro Street,Mexican,,False,True,Mountain View,,650-969-6767,moderate,4.00,Agave Mexican Bistro,
1309,459 Castro Street,Mexican,,True,False,Mountain View,,650-965-2944,moderate,4.30,Casa Lupe,
1310,2560 West El Camino Real,Mexican,,False,False,Mountain View,,650-941-2227,moderate,4.00,Chili's Grill & Bar,
1311,89 West El Camino Real,Mexican,,False,False,Mountain View,,650-625-8374,moderate,3.80,La Espuela,
1312,240 Villa Street,Mexican,,False,True,Mountain View,,650-968-1364,moderate,4.30,La Fiesta,
1313,660 North San Antonio Road # A,Mexican,,True,False,Mountain View,,650-917-8290,cheap,4.00,La Salsa,
1314,430 Moffett Boulevard,Mexican,,False,False,Mountain View,,650-968-0493,moderate,4.40,Los Portales,
1315,2082 West El Camino Real,Mexican,,False,False,Mountain View,,650-669-2435,cheap,4.60,Super Tacos El Conrro,
1316,2020 West El Camino Real,Mexican,,True,True,Mountain View,,650-938-2020,moderate,4.30,Vive Sol,
1317,194 Castro Street,Mexican,2019-03-14,False,True,Mountain View,2,650-969-6767,moderate,4.00,Agave Mexican Bistro,11:00
1318,475 East Strawberry Drive,American,,True,False,Mill Valley,,415-381-4400,moderate,4.20,Lighthouse Bar & Grill,
1319,600 Redwood Highway,American,,False,False,Mill Valley,,415-383-0184,cheap,3.40,Mcdonald's,
1320,810 Panoramic Highway,American,,True,False,Mill Valley,,415-381-9000,moderate,4.30,Mountain Home Inn,
1321,600 Redwood Highway,American,2019-03-11,False,False,Mill Valley,3,415-383-0184,cheap,3.40,Mcdonald's,13:30
1322,88 4th Street,American,,False,False,San Francisco,,415-908-7522,cheap,4.80,Educated Palate Restaurant,
1323,433 Powell Street,American,,False,False,San Francisco,,415-248-2475,cheap,3.80,Luques Restaurant & Bar,
1324,1100 Fillmore Street,American,,False,True,San Francisco,,415-923-1138,cheap,3.20,Mcdonald's,
1325,1096 South Van Ness Avenue,American,,False,False,San Francisco,,415-341-1080,cheap,4.60,Urban Putt,
1326,471 Haight Street,American,2019-03-06,False,True,San Francisco,3,415-793-9016,cheap,5.00,Chaparral,11:00
1327,2116 Shattuck Avenue,American,2019-03-13,True,True,Berkeley,4,510-647-9329,moderate,4.20,B&b Kitchen & Wine Bar,19:00
1328,808 Geary Street,Vietnamese,,False,False,San Francisco,,415-885-5180,moderate,4.40,Anh Hong,
1329,2327 Polk Street,Vietnamese,,False,True,San Francisco,,415-928-4977,moderate,4.10,Aux Delices,
1330,1653 Polk Street,Vietnamese,,False,True,San Francisco,,415-292-6161,moderate,4.30,Co Nam,
1331,655 Townsend Street,Vietnamese,,False,False,San Francisco,,415-724-2325,pricey,4.70,Khai,
1332,5830 Geary Boulevard,Vietnamese,,False,False,San Francisco,,415-668-8080,cheap,4.00,La Vie,
1333,1416 Powell Street,Vietnamese,,False,False,San Francisco,,415-397-2290,cheap,4.20,Lai Hong Lounge,
1334,3216 Mission Street,Vietnamese,,False,True,San Francisco,,415-282-9088,cheap,3.90,Lotus Garden Vietnamese Cuisine,
1335,4101 Judah Street,Vietnamese,,False,False,San Francisco,,415-665-1146,pricey,4.50,Thanh Long Restaurant,
1336,One Ferry Building #3,Vietnamese,,True,False,San Francisco,,415-861-8032,pricey,4.30,The Slanted Door,
1337,191 Pine Street,Vietnamese,,False,False,San Francisco,,415-982-9828,moderate,3.80,Unicorn Pan-asian Cuisine,
1338,808 Geary Street,Vietnamese,2019-03-01,False,False,San Francisco,2,415-885-5180,moderate,4.40,Anh Hong,19:30
1339,3119 Clement Street,Moroccan,2019-03-01,False,False,San Francisco,2,415-751-2312,moderate,4.50,El Mansour,11:30
1340,134 Castro Street,Asian,2019-03-01,False,True,Mountain View,2,650-964-8881,moderate,3.80,Hangen Szechuan,12:00
1341,15475 Los Gatos Boulevard,Sandwich,2019-03-01,False,True,Los Gatos,2,408-356-3095,cheap,3.90,Mcdonald's,11:30
1342,60 East 3rd Avenue,American,2019-03-01,False,False,San Mateo,3,650-579-5911,pricey,4.50,Porterhouse,19:00
1343,4 Embarcadero Center,Korean,,True,True,San Francisco,,415-839-4070,moderate,3.80,Stone Korean Kitchen,
1344,505 Beach Street,Korean,,True,False,San Francisco,,415-771-8449,moderate,4.50,Surisan,
1345,49 Stevenson Street,Korean,,True,False,San Francisco,,415-541-4949,pricey,4.30,Yank Sing,
1346,4 Embarcadero Center,Korean,2019-03-12,True,True,San Francisco,3,415-839-4070,moderate,3.80,Stone Korean Kitchen,13:30
1347,1062 Kiely Boulevard,Asian,2019-03-13,False,False,Santa Clara,2,408-985-8808,moderate,4.20,Korean Spring,11:00
1348,5000 Roberts Lake Road,American,,True,False,Rohnert Park,,707-585-2722,moderate,4.30,Bear Republic Brewing Co.,
1349,630 Park Court,American,,False,True,Rohnert Park,,707-585-7505,moderate,4.00,Daily Grill,
1350,630 Park Court,American,2019-03-01,False,True,Rohnert Park,1,707-585-7505,moderate,4.00,Daily Grill,12:00
1351,1825 Sutter Street #C,European,,False,False,Concord,,925-825-3277,moderate,4.60,D J's Bistro,
1352,1825 Sutter Street #C,European,2019-03-03,False,False,Concord,4,925-825-3277,moderate,4.60,D J's Bistro,19:30
1353,4239 Park Boulevard,Coffeehouse,2019-03-01,True,True,Oakland,2,510-866-2133,moderate,4.40,Paulista Brazilian Kitchen And Taproom,18:30
1354,55 River Oaks Place,American,,True,True,San Jose,,408-618-8072,moderate,4.10,Lalla Grill,
1355,2083 Camden Avenue,Italian,2019-03-01,False,False,San Jose,2,408-369-9820,moderate,4.40,Al Castello Ristorante,12:30
1356,2142 Chestnut Street,Chinese,,False,True,San Francisco,,415-474-6888,moderate,4.40,Dragon Well,
1357,660 Howard Street,Chinese,,False,True,San Francisco,,415-777-8568,moderate,4.10,Fang,
