,city,cuisine,has_live_music,phone_number,price_range,restaurant_name,serves_alcohol,street_address,date,party_size,time
1969,Walnut Creek,Italian,False,925-930-9999,moderate,Tomatina,True,1325 North Main Street,,,
1970,Walnut Creek,Italian,False,510-943-1094,moderate,Caffe Delle Stelle Restaurant,True,1532 North Main Street,2019-03-12,2,11:00
1971,San Francisco,Seafood,False,415-440-2828,moderate,Alamo Square Seafood Grill,False,803 Fillmore Street,2019-03-06,1,12:00
1972,San Jose,Chinese,False,408-377-8310,moderate,Chef Li,False,2033 Camden Avenue # F3,2019-03-05,2,11:30
1973,San Jose,Take-out,False,408-286-7500,moderate,4th St Pizza Co,True,150 East Santa Clara Street,2019-03-12,4,17:30
1974,Fremont,Chinese,False,510-770-8818,moderate,B K's Bistro,False,3113 Stevenson Boulevard,2019-03-03,2,19:00
1975,Castro Valley,Thai,False,510-538-4400,moderate,Top Thai Cuisine,False,3837 Castro Valley Boulevard,,,
1976,Castro Valley,Thai,False,510-538-4400,moderate,Top Thai Cuisine,False,3837 Castro Valley Boulevard,2019-03-10,2,13:30
1977,San Jose,Thai,False,408-268-3235,moderate,Erawan Thai Cuisine,True,5945 Almaden Expressway #150,,,
1978,San Jose,Thai,False,408-260-8224,moderate,Krungthai,False,642 South Winchester Boulevard,,,
1979,San Jose,Thai,False,408-626-7718,moderate,Lanna Thai Restaurant,False,2043 Camden Avenue,,,
1980,San Jose,Thai,False,408-248-3435,moderate,New Krungthai,False,580 North Winchester Boulevard,,,
1981,San Jose,Thai,False,408-809-7878,moderate,Oros Thai Restaurant,True,6177 Santa Teresa Boulevard,,,
1982,San Jose,Thai,False,408-366-1080,moderate,Siam Thai Cuisine,False,1080 South De Anza Boulevard A,,,
1983,San Jose,Thai,False,408-947-7927,moderate,Tee Nee Thai Cuisine,False,1423 The Alameda,,,
1984,San Jose,Thai,False,408-224-8600,moderate,Thai Grata Restaurant,False,846 Blossom Hill Road,,,
1985,San Jose,Thai,False,408-452-1326,moderate,Thai Recipe Cuisine,False,1715 Lundy Avenue #180,,,
1986,San Jose,Thai,False,408-277-7500,moderate,Thai Spice,False,1102 Bird Avenue #10,,,
1987,San Jose,Thai,False,408-626-7718,moderate,Lanna Thai Restaurant,False,2043 Camden Avenue,2019-03-01,2,18:30
1988,South San Francisco,Italian,False,650-588-1625,moderate,Bertolucci's,True,421 Cypress Avenue,,,
1989,South San Francisco,Italian,False,650-742-9777,moderate,Ristorante Buon Gusto,False,224 Grand Avenue,,,
1990,South San Francisco,Italian,False,650-742-9777,moderate,Ristorante Buon Gusto,False,224 Grand Avenue,2019-03-14,3,19:00
1991,Milpitas,Mediterranean,False,408-262-6949,moderate,Dishdash Grill,False,181 Ranch Drive,,,
1992,Milpitas,Mediterranean,False,408-262-6949,moderate,Dishdash Grill,False,181 Ranch Drive,2019-03-09,2,13:30
1993,Mountain View,Indian,False,650-960-1000,moderate,Mantra India,True,288 Castro Street,2019-03-05,4,19:30
1994,Oakland,California,False,510-652-3676,moderate,Dopo,False,4293 Piedmont Avenue,2019-03-07,2,12:30
1995,Belmont,Gastropub,False,650-622-4642,moderate,Waterdog Tavern,True,1015 Alameda de las Pulgas,,,
1996,Belmont,Gastropub,False,650-622-4642,moderate,Waterdog Tavern,True,1015 Alameda de las Pulgas,2019-03-05,2,17:00
1997,Santa Clara,Chinese,False,408-244-1684,moderate,China Stix,False,2110 El Camino Real,2019-03-09,2,19:30
1998,Oakland,Laotian,False,510-361-6498,moderate,The Saap Avenue,False,4395 Piedmont Avenue,2019-03-06,2,18:00
1999,San Francisco,Coffeehouse,False,415-824-4224,moderate,Piccino,False,1001 Minnesota Street,,,
2000,San Francisco,Coffeehouse,True,415-392-3505,moderate,Cafe Claude,True,7 Claude Lane,2019-03-03,4,18:30
2001,San Jose,Japanese,False,408-931-6875,moderate,Bluefin,False,754 The Alameda #10,2019-03-08,2,13:30
2002,Newark,Indian,False,510-744-6945,moderate,Bombay Garden Restaurant,False,5995 Mowry Avenue,2019-03-12,2,19:00
2003,Napa,American,True,707-258-2337,moderate,Downtown Joe's,True,902 Main Street,2019-03-07,2,12:00
2004,Benicia,Japanese,False,707-747-1084,moderate,Kaigan Sushi,False,560 1st Street A103,,,
2005,Benicia,Japanese,False,707-747-1585,moderate,Matsuri Sushi,False,920 1st Street #102,,,
2006,Benicia,Japanese,False,707-747-1084,moderate,Kaigan Sushi,False,560 1st Street A103,2019-03-06,2,12:00
2007,Fremont,Steakhouse,False,510-445-1850,moderate,Claim Jumper Restaurants,True,43330 Pacific Commons Boulevard,,,
2008,Fremont,Steakhouse,False,510-656-9141,moderate,Spin A Yarn,False,45915 Warm Springs Boulevard,,,
2009,Fremont,Steakhouse,False,510-445-1850,moderate,Claim Jumper Restaurants,True,43330 Pacific Commons Boulevard,2019-03-05,4,11:00
2010,Los Gatos,Italian,False,408-374-1808,moderate,Aldo's Ristorante & Bar,False,14109 South Winchester Boulevard,,,
2011,Los Gatos,Italian,False,408-395-7650,moderate,Campo Di Bocce Of Los Gatos,False,565 University Avenue,,,
2012,Los Gatos,Italian,False,408-384-4007,moderate,Centonove,False,109 West Main Street,,,
2013,Los Gatos,Italian,False,408-358-3661,moderate,Gallo's,True,14180 Blossom Hill Road,,,
2014,Los Gatos,Italian,False,408-354-8788,moderate,Gardino's Ristorante Italiano,False,51 North Santa Cruz Avenue,,,
2015,Los Gatos,Italian,False,408-399-5180,moderate,I Gatti Restaurant,False,25 East Main Street,,,
2016,Los Gatos,Italian,False,408-399-3477,moderate,The Pastaria & Market,True,49 East Main Street,,,
2017,Los Gatos,Italian,False,408-399-1914,moderate,Wine Cellar Restaurant,False,50 University Avenue,,,
2018,Los Gatos,Italian,False,408-395-7650,moderate,Campo Di Bocce Of Los Gatos,False,565 University Avenue,2019-03-04,3,12:00
2019,Los Gatos,Italian,False,408-395-7650,moderate,Campo Di Bocce Of Los Gatos,False,565 University Avenue,2019-03-04,1,12:00
2020,Redwood City,Brunch,False,650-482-2850,moderate,Stacks - Redwood City,False,314 El Camino Real,2019-03-14,3,11:30
2021,Livermore,Afghan,False,925-447-0576,moderate,Roya Afghan Cuisine,False,2020 First Street,,,
2022,Livermore,Afghan,False,925-447-0576,moderate,Roya Afghan Cuisine,False,2020 First Street,2019-03-07,2,11:30
2023,Palo Alto,Italian,False,650-329-0665,moderate,Buca Di Beppo Italian Restaurant,True,643 Emerson Street,2019-03-07,2,13:00
2024,San Francisco,Brunch,True,415-928-3728,moderate,Scopo Divino,True,2800 California Street #101,,,
2025,San Francisco,Brunch,False,415-622-6137,moderate,Sparrow Bar And Kitchen,True,1640 Haight Street,,,
2026,San Francisco,Brunch,False,415-814-2276,moderate,The Tradesman,True,753 Alabama Street,,,
2027,San Francisco,Brunch,False,415-703-0557,moderate,Triptych,True,1155 Folsom Street,,,
2028,San Francisco,Brunch,False,415-252-1036,moderate,Aperto,True,1434 18th Street,2019-03-01,1,12:30
2029,San Carlos,Sushi,False,650-593-2275,moderate,Shiki Bistro,False,825 Laurel Street,,,
2030,San Carlos,Sushi,False,650-593-2275,moderate,Shiki Bistro,False,825 Laurel Street,2019-03-11,1,12:30
2031,Santa Clara,Tapas,False,408-249-9999,moderate,Dae Bak,False,3284 El Camino Real,,,
2032,Santa Clara,Tapas,False,408-216-9805,moderate,Tapas Tokki,False,1998 Homestead Road #113,,,
2033,Santa Clara,Tapas,False,408-216-9805,moderate,Tapas Tokki,False,1998 Homestead Road #113,2019-03-04,1,13:30
2034,Cupertino,Chinese,True,408-606-8976,inexpensive,A Plus Cafe,True,21267 Stevens Creek Boulevard #200,2019-03-11,2,13:00
2035,San Jose,Salvadoran,False,408-292-3838,moderate,Pupuseria Y Restaurant El Aguila,False,1536 West San Carlos Street,,,
2036,San Jose,Salvadoran,True,408-684-4416,moderate,Tanchito's Restaurant,False,2148 Story Road #3,,,
2037,San Jose,Salvadoran,False,408-292-3838,moderate,Pupuseria Y Restaurant El Aguila,False,1536 West San Carlos Street,2019-03-06,4,18:30
2038,Corte Madera,Chinese,True,415-413-9890,moderate,P.f. Chang's,True,301 Corte Madera Town Center Spc A,,,
2039,Corte Madera,Chinese,True,415-413-9890,moderate,P.f. Chang's,True,301 Corte Madera Town Center Spc A,2019-03-13,4,19:30
2040,Lafayette,Bistro,False,925-962-0882,expensive,Artisan Bistro,True,1005 Brown Avenue,,,
2041,Lafayette,Bistro,False,925-283-7108,expensive,The Park Bistro & Bar,True,3287 Mount Diablo Boulevard,,,
2042,Walnut Creek,Italian,False,925-939-9060,moderate,Il Pavone,False,2291 Olympic Boulevard,,,
2043,Walnut Creek,Italian,False,925-930-7774,moderate,Pasta Primavera,False,2997 North Main Street,,,
2044,Walnut Creek,Italian,False,925-943-6608,moderate,Montecatini Ristorante,True,1528 Civic Drive,2019-03-01,2,13:00
2045,San Jose,Vietnamese,False,408-246-5251,moderate,Bowl & Plate At White Shallot,True,3143 Stevens Creek Boulevard,,,
2046,San Jose,Vietnamese,False,408-254-2927,moderate,Dong Que Restaurant,False,2852 Alum Rock Avenue,,,
2047,San Jose,Vietnamese,False,408-899-6921,moderate,Elevenfifty,False,1150 Murphy Avenue d,,,
2048,San Jose,Vietnamese,False,408-270-8350,moderate,Golden Bamboo Vegetarian House,False,3245 South White Road,,,
2049,San Jose,Vietnamese,False,408-288-9055,moderate,Vung Tau,False,535 East Santa Clara Street,,,
2050,San Jose,Vietnamese,False,408-246-5251,moderate,Bowl & Plate At White Shallot,True,3143 Stevens Creek Boulevard,2019-03-03,2,13:00
2051,Belmont,Take-out,False,650-486-1897,moderate,Ryoshin Sushi,False,1602 El Camino Real suite c,,,
2052,Belmont,Take-out,False,650-486-1897,moderate,Ryoshin Sushi,False,1602 El Camino Real suite c,2019-03-01,2,19:30
2053,San Francisco,American,False,415-872-9409,moderate,Alba Ray's,True,2293 Mission Street,2019-03-09,2,11:00
2054,Alameda,Japanese,False,510-749-0460,moderate,Angel Fish,False,883 Island Drive C-2,2019-03-09,2,19:00
2055,Orinda,Sushi,False,925-253-8399,moderate,Sushi Island,True,19 Moraga Way,,,
2056,Orinda,Sushi,False,925-253-8399,moderate,Sushi Island,True,19 Moraga Way,2019-03-05,2,11:30
2057,Martinez,Asian,False,925-313-9185,moderate,Royal Thai Restaurant,False,414 Ferry Street,,,
2058,Martinez,Asian,False,925-372-0842,moderate,Sunflower Garden,False,436 Ferry Street,,,
2059,Martinez,Asian,False,925-229-0455,inexpensive,Little Hunan,False,Martinez,,,
2060,Martinez,Asian,False,925-229-0455,inexpensive,Little Hunan,False,Martinez,2019-03-08,2,19:30
2061,Fremont,Chinese,False,510-770-8818,moderate,B K's Bistro,False,3113 Stevenson Boulevard,2019-03-09,1,18:30
2062,Santa Clara,Japanese,False,408-988-2555,moderate,Amakai Japanese Cuisine,False,4300 Great America Parkway #156,2019-03-14,2,13:00
2063,Palo Alto,Georgian,False,650-384-6500,moderate,Bevri,True,530 Bryant Street,,,
2064,Palo Alto,American,False,650-688-2614,moderate,Bazille,True,550 Stanford Shopping Center,2019-03-08,2,18:30
2065,Santa Clara,Korean,False,408-899-2956,moderate,Chimek,True,3597 Homestead Road,,,
2066,Santa Clara,Korean,False,408-246-8773,moderate,Gaboja,False,2333 El Camino Real,,,
2067,Santa Clara,Korean,False,408-615-9292,moderate,Gooyi Gooyi,False,2331 El Camino Real,,,
2068,Santa Clara,Korean,False,408-296-6030,moderate,Jang Mo Jip,False,3148 El Camino Real,,,
2069,Santa Clara,Korean,False,408-246-1484,moderate,Moo Bong Ri Korean Restaurant,False,1484 Halford Avenue,,,
2070,Santa Clara,Korean,False,408-247-0507,moderate,Musa,False,3216 El Camino Real,,,
2071,Santa Clara,Korean,False,408-557-0650,moderate,Obok Restaurant,False,3072 El Camino Real,,,
2072,Santa Clara,Korean,False,408-243-8282,moderate,Omee J Fusion Sushi Bar & Grill,False,4477 Stevens Creek Boulevard,,,
2073,Santa Clara,Korean,False,408-615-0370,moderate,Seoul Gom Tang,False,3028 El Camino Real,,,
2074,Santa Clara,Korean,False,408-899-2956,moderate,Chimek,True,3597 Homestead Road,2019-03-14,2,19:00
2075,Sonoma,Steakhouse,False,707-933-3191,expensive,Saddles Steakhouse,True,29 East Macarthur Street,,,
2076,Sonoma,Steakhouse,False,707-933-3191,expensive,Saddles Steakhouse,True,29 East Macarthur Street,2019-03-13,3,12:00
2077,San Francisco,Japanese,False,415-292-9997,moderate,2g Japanese Brasserie,True,601 Van Ness Avenue,2019-03-09,4,13:00
2078,Palo Alto,Coffeehouse,False,650-324-1355,moderate,Pastis,False,447 California Avenue,,,
2079,Palo Alto,Coffeehouse,False,650-262-1830,expensive,Terrain Cafe,True,Stanford Shopping Center,,,
2080,Palo Alto,Coffeehouse,False,650-324-1355,moderate,Pastis,False,447 California Avenue,2019-03-05,2,18:00
2081,San Francisco,Vietnamese,False,415-665-1146,expensive,Thanh Long Restaurant,False,4101 Judah Street,2019-03-08,2,12:00
2082,Pleasant Hill,Seafood,False,925-671-6888,moderate,Three Brothers From China,False,2001 Contra Costa Boulevard #50,,,
2083,Pleasant Hill,Seafood,False,925-671-6888,moderate,Three Brothers From China,False,2001 Contra Costa Boulevard #50,2019-03-07,2,19:00
2084,San Ramon,Breakfast,True,925-404-0094,inexpensive,Taco Bell,True,21001 San Ramon Valley Boulevard,2019-03-11,2,12:30
2085,Corte Madera,Seafood,False,415-927-3474,moderate,Pacific Catch,True,133 Corte Madera Town Center,,,
2086,Corte Madera,Seafood,False,415-927-3474,moderate,Pacific Catch,True,133 Corte Madera Town Center,2019-03-05,2,11:00
2087,Cupertino,Japanese,False,408-996-8815,moderate,Amami Shima Sushi,False,19068 Stevens Creek Boulevard,,,
2088,Cupertino,Japanese,False,408-257-4057,moderate,Azuma Japanese Cuisine,False,Portal Plaza,,,
2089,Cupertino,Japanese,False,408-320-0836,moderate,Pokeworks,False,10815 North Wolfe Road #104,,,
2090,Cupertino,Japanese,False,408-564-8852,moderate,Yayoi Cupertino,True,20682 Homestead Road,,,
2091,Cupertino,Japanese,False,408-564-8852,moderate,Yayoi Cupertino,True,20682 Homestead Road,2019-03-09,4,17:00
2092,Fremont,Thai,False,510-739-1698,moderate,Banh Thai Restaurant,False,39060 Fremont Boulevard,,,
2093,Fremont,Thai,False,510-792-0770,moderate,Sala Thai Restaurant,False,3241 Walnut Avenue,,,
2094,Fremont,Thai,False,510-739-1698,moderate,Banh Thai Restaurant,False,39060 Fremont Boulevard,2019-03-13,2,12:30
2095,Mill Valley,Seafood,False,415-289-5777,moderate,Frantoio Ristorante,True,152 Shoreline Highway,,,
2096,Mill Valley,Italian,False,415-388-2126,moderate,Piazza D'angelo,True,22 Miller Avenue,2019-03-01,2,12:30
2097,San Carlos,Asian,False,650-453-3055,moderate,Red Hot Chilli Pepper,False,1125 San Carlos Avenue,,,
2098,San Carlos,Asian,False,650-453-3055,moderate,Red Hot Chilli Pepper,False,1125 San Carlos Avenue,2019-03-14,2,18:30
2099,San Francisco,Italian,False,415-292-3699,expensive,Ala Romana,True,1098 Jackson Street,2019-03-12,2,11:00
2100,Oakland,Buffet,False,510-891-1496,moderate,Bacheesos,False,246 Grand Avenue,2019-03-03,2,17:00
2101,San Francisco,Seafood,False,415-440-2828,moderate,Alamo Square Seafood Grill,False,803 Fillmore Street,2019-03-07,3,13:00
2102,Berkeley,Mediterranean,False,510-848-8877,moderate,Alborz Restaurant,True,2142 Center Street,2019-03-06,2,11:00
2103,Burlingame,Italian,False,650-347-7672,moderate,Cafe La Scala Italian Rest.,True,1219 Burlingame Avenue,,,
2104,Burlingame,Italian,False,650-342-4922,moderate,Fattoria E Mare,False,1095 Rollins Road,,,
2105,Burlingame,Italian,False,650-288-1041,moderate,Pizzeria Delfina,True,1444 Burlingame Avenue,,,
2106,Burlingame,Italian,False,650-235-9715,moderate,Rise Pizzeria,True,1451 Burlingame Avenue,,,
2107,Burlingame,Italian,False,650-348-3277,moderate,Sapore Italiano Ristorante,False,1447 Burlingame Avenue,,,
2108,Burlingame,Italian,False,650-342-4922,moderate,Fattoria E Mare,False,1095 Rollins Road,2019-03-07,3,11:30
2109,Sebastopol,Nepalese,False,707-824-1800,moderate,Himalayan Tandoori And Curry House,False,969 Gravenstein Highway South,,,
2110,Sebastopol,Nepalese,False,707-824-1800,moderate,Himalayan Tandoori And Curry House,False,969 Gravenstein Highway South,2019-03-06,3,19:30
2111,Fremont,Halal,False,510-320-5099,moderate,Li Zhou Chinese Restaurant,False,36456 Fremont Boulevard,,,
2112,Fremont,Halal,False,510-795-9009,moderate,Salang Pass Restaurant,False,37462 Fremont Boulevard,,,
2113,Fremont,Halal,False,510-795-9009,moderate,Salang Pass Restaurant,False,37462 Fremont Boulevard,2019-03-12,1,13:00
2114,Menlo Park,Italian,False,650-323-3665,moderate,Angelo Mio,False,820 Santa Cruz Avenue,,,
2115,Menlo Park,Italian,False,650-326-1314,moderate,Piccolo Ristorante Italiano,False,651 Oak Grove Avenue Suite H,,,
2116,Menlo Park,Italian,False,650-322-1211,moderate,Ristorante Carpaccio,True,1120 Crane Street,,,
2117,Menlo Park,Italian,False,650-325-7900,moderate,Ristorante Mataro,True,827 Santa Cruz Avenue,,,
2118,Menlo Park,Italian,False,650-326-9028,moderate,Trellis Restaurant,True,1077 El Camino Real,,,
2119,Menlo Park,Greek,False,650-322-4343,moderate,Sultana Mediterranean,True,1149 El Camino Real,,,
2120,San Francisco,European,False,415-348-0808,inexpensive,Ayola,False,118 New Montgomery Street,2019-03-01,2,12:30
2121,Pleasanton,Mexican,False,925-462-2316,moderate,Alberto's Cantina,True,435 Main Street,,,
2122,Pleasanton,Mexican,False,925-462-2316,moderate,Alberto's Cantina,True,435 Main Street,2019-03-14,2,19:00
2123,Livermore,Afghan,False,925-447-0576,moderate,Roya Afghan Cuisine,False,2020 First Street,2019-03-03,2,11:30
2124,San Francisco,European,False,415-802-1700,expensive,Bon Marche Brasserie & Bar,True,1355 Market Street #120,2019-03-03,1,11:30
2125,Mountain View,Italian,False,650-961-9749,moderate,Don Giovanni,True,235 Castro Street,,,
2126,Mountain View,Italian,False,650-967-5384,moderate,"Frankie, Johnnie & Luigi Too!",True,939 West El Camino Real,,,
2127,Mountain View,Italian,False,650-940-1717,moderate,Vaso Azzurro,True,108 Castro Street,,,
2128,Mountain View,Italian,False,650-961-9749,moderate,Don Giovanni,True,235 Castro Street,2019-03-08,2,11:30
2129,San Francisco,Asian,False,415-731-5515,inexpensive,8 Immortals Restaurant,False,1433 Taraval,2019-03-06,2,17:30
2130,San Jose,Sandwich,True,408-436-0760,inexpensive,Mcdonald's,False,2040 North 1st Street,,,
2131,San Jose,Sandwich,True,408-264-3223,inexpensive,Mcdonald's,False,1365 Blossom Hill Road,2019-03-14,2,12:30
2132,Oakland,Asian,False,510-835-8322,moderate,Lin Jia Asian Kitchen,False,3437 Lakeshore Avenue,2019-03-07,2,11:30
2133,Palo Alto,Japanese,False,650-494-4437,moderate,Yayoi Palo Alto,True,403 University Avenue,,,
2134,Palo Alto,Japanese,False,650-494-4437,moderate,Yayoi Palo Alto,True,403 University Avenue,2019-03-09,2,13:00
2135,Vacaville,Steakhouse,False,707-452-1167,moderate,Applebee's Grill + Bar,True,160 Nut Tree Parkway,,,
2136,Vacaville,Steakhouse,False,707-452-1167,moderate,Applebee's Grill + Bar,True,160 Nut Tree Parkway,2019-03-12,2,12:30
2137,Milpitas,Chinese,False,408-432-8833,moderate,Koi Palace - Milpitas,True,768 Barber Lane,,,
2138,Milpitas,Chinese,False,408-946-8020,moderate,Koong's,False,103 North Milpitas Boulevard,,,
2139,Milpitas,Chinese,False,408-262-9439,moderate,Taste Good Beijing Cuisine,False,76 South Abel Street,,,
2140,Milpitas,Chinese,False,408-432-8833,moderate,Koi Palace - Milpitas,True,768 Barber Lane,2019-03-09,2,12:30
2141,Burlingame,Chinese,False,650-348-8848,moderate,Yangon,False,1136 Broadway,,,
2142,Burlingame,Chinese,False,650-348-8848,moderate,Yangon,False,1136 Broadway,2019-03-02,2,13:00
2143,San Francisco,Brunch,False,415-923-8498,moderate,Me & Tasty,False,3970 17th Street,,,
2144,San Francisco,Brunch,False,415-742-5505,moderate,Padrecito,False,901 Cole Street,,,
2145,San Francisco,Brunch,True,415-771-7100,moderate,1300 On Fillmore,False,1300 Fillmore Street,2019-03-07,2,19:00
2146,San Francisco,Italian,False,415-771-2216,moderate,A16,True,2355 Chestnut Street,2019-03-01,1,18:00
2147,San Jose,Italian,False,408-369-9820,moderate,Al Castello Ristorante,False,2083 Camden Avenue,2019-03-13,2,13:00
2148,Livermore,Italian,False,925-371-4499,moderate,Melo's Pizza & Pasta Livermore,True,4433 First Street,2019-03-09,2,12:00
2149,Castro Valley,Seafood,False,510-537-1454,moderate,Dino's Restaurant,False,20390 Lake Chabot Road,2019-03-04,2,13:30
2150,San Francisco,Japanese,False,415-292-9997,moderate,2g Japanese Brasserie,True,601 Van Ness Avenue,2019-03-01,1,12:00
2151,Petaluma,American,False,707-981-8228,moderate,Bistro 100,True,140 2nd Street #100,2019-03-14,2,18:00
2152,Los Gatos,Barbecue,True,408-354-4020,moderate,The Cats,False,17533 Santa Cruz Highway,,,
2153,Los Gatos,Barbecue,True,408-354-4020,moderate,The Cats,False,17533 Santa Cruz Highway,2019-03-12,2,18:00
2154,Corte Madera,Italian,False,415-927-2316,moderate,Benissimo Restaurant & Bar,False,18 Tamalpais Drive,,,
2155,Corte Madera,Italian,False,415-924-2081,moderate,Marin Joe's,False,1585 Casa Buena Drive,,,
2156,Corte Madera,Italian,False,415-927-2316,moderate,Benissimo Restaurant & Bar,False,18 Tamalpais Drive,2019-03-14,2,11:00
2157,San Francisco,Japanese,False,415-567-4903,moderate,Ace Wasabi Rock-n-roll Sushi,False,3339 Steiner Street,2019-03-12,2,11:30
2158,Burlingame,Korean,False,650-347-3717,moderate,Sesame,False,1355 Broadway,,,
2159,Burlingame,Korean,False,650-347-3717,moderate,Sesame,False,1355 Broadway,2019-03-02,3,13:00
2160,San Leandro,Mexican,False,510-317-0323,moderate,Chili's Grill & Bar,True,15555 East 14th Street suite 366,,,
2161,San Leandro,Mexican,False,510-351-8825,moderate,El Torito,True,5 Monarch Bay Drive,,,
2162,San Leandro,Mexican,False,510-352-9095,inexpensive,La Salsa Fresh Mexican Grill,False,Marina Square Shopping Center,,,
2163,San Leandro,Mexican,True,510-856-0301,inexpensive,Taco Bell,True,15099-A Hesperian Boulevard,,,
2164,San Leandro,Mexican,False,510-895-5351,moderate,Tequila Grill,False,1350 East 14th Street,,,
2165,San Leandro,Mexican,False,510-276-1793,moderate,Tito's,False,15508 East 14th Street,,,
2166,San Leandro,Mexican,False,510-352-7340,moderate,Vallarta,False,14366 East 14th Street,,,
2167,San Leandro,Mexican,False,510-317-0323,moderate,Chili's Grill & Bar,True,15555 East 14th Street suite 366,2019-03-01,2,18:30
2168,Palo Alto,Brunch,False,650-493-2844,moderate,Dinah's Poolside Restaurant,False,4261 El Camino Real,,,
2169,Palo Alto,Brunch,False,650-493-2844,moderate,Dinah's Poolside Restaurant,False,4261 El Camino Real,2019-03-01,2,19:30
2170,San Jose,Japanese,False,408-249-6020,moderate,Dan Izakaya Restaurant,True,1306 Saratoga Avenue,2019-03-13,4,13:30
2171,San Francisco,Chinese,False,415-282-8999,inexpensive,Alice's,False,1599 Sanchez Street,2019-03-11,3,19:30
2172,Pleasanton,Italian,False,925-484-3878,moderate,De La Torre's Trattoria,False,6025 West Las Positas Boulevard,2019-03-03,1,17:30
2173,San Jose,Indian,False,408-270-2578,moderate,8elements,True,1781 Capitol Expressway,2019-03-11,2,13:00
2174,Oakland,Mexican,False,510-288-3668,moderate,Agave Uptown,False,2135 Franklin Street,2019-03-08,2,12:00
2175,San Francisco,Chinese,False,415-788-8788,very expensive,Eight Tables By George Chen,True,8 Kenneth Rexroth Place,,,
2176,San Francisco,Chinese,False,415-829-8148,expensive,Hakkasan,True,1 Kearny Street,,,
2177,San Francisco,Chinese,False,415-986-8832,moderate,Little Szechuan,True,501 Broadway,,,
2178,San Francisco,Chinese,False,415-753-2900,inexpensive,Nan King Road Bistro,True,1360 9th Avenue,,,
2179,Oakland,Italian,False,510-768-8003,expensive,A16,True,5356 College Avenue,2019-03-07,3,13:00
2180,Rohnert Park,American,False,707-585-2722,moderate,Bear Republic Brewing Co.,True,5000 Roberts Lake Road,2019-03-02,2,11:00
2181,Santa Rosa,Italian,False,707-539-0260,moderate,Basilico,False,4776 Sonoma Highway,2019-03-02,2,11:30
2182,San Francisco,French,False,415-292-6916,moderate,Amelie San Francisco,True,1754 Polk Street,2019-03-14,1,12:30
2183,San Leandro,Take-out,False,510-562-3246,moderate,Imperial Garden Restaurant,False,310 MacArthur Boulevard,,,
2184,San Leandro,Take-out,False,510-562-3246,moderate,Imperial Garden Restaurant,False,310 MacArthur Boulevard,2019-03-01,2,18:30
2185,Pinole,American,False,510-964-7546,moderate,Tina's Place,False,2300 San Pablo Avenue,,,
2186,Pinole,American,False,510-964-7546,moderate,Tina's Place,False,2300 San Pablo Avenue,2019-03-14,2,18:30
2187,Albany,Chinese,False,510-525-2285,moderate,China Village Restaurant,False,1335 Solano Avenue,2019-03-06,4,13:30
2188,Concord,European,False,925-825-3277,moderate,D J's Bistro,False,1825 Sutter Street #C,,,
2189,Concord,European,False,925-825-3277,moderate,D J's Bistro,False,1825 Sutter Street #C,2019-03-02,4,13:00
2190,Hayward,Chinese,False,510-538-2868,moderate,Chef's Experience China Bistro,False,22436 Foothill Boulevard,2019-03-09,2,13:30
2191,Sunnyvale,Indian,False,408-736-2837,inexpensive,Amaravathi Vegetarian Restaurant,False,673 Grape Avenue,,,
2192,Sunnyvale,Indian,False,408-774-1540,moderate,Arka Indian Restaurant,True,725 South Fair Oaks Avenue,,,
2193,Sunnyvale,Indian,False,408-735-7448,moderate,Madhuban Indian Cuisine,False,544 Lawrence Expressway,,,
2194,Sunnyvale,Indian,False,408-481-0700,inexpensive,Marigold Indian Cuisine & Banquets,False,1214 Apollo Way Suite 404 B,,,
2195,Sunnyvale,Indian,False,408-310-3111,moderate,Ulavacharu,False,685 East El Camino Real,,,
2196,Sunnyvale,Indian,False,408-774-1540,moderate,Arka Indian Restaurant,True,725 South Fair Oaks Avenue,2019-03-07,3,13:30
2197,Berkeley,Korean,False,510-900-5858,moderate,Berkeley Social Club,False,2050 University Avenue,,,
2198,Berkeley,Korean,False,510-900-5858,moderate,Berkeley Social Club,False,2050 University Avenue,2019-03-10,2,13:30
2199,Berkeley,Asian,False,510-883-1883,moderate,Da Lian Restaurant,False,1674 Shattuck Avenue,2019-03-04,2,12:30
2200,Fremont,Steakhouse,False,510-445-1850,moderate,Claim Jumper Restaurants,True,43330 Pacific Commons Boulevard,2019-03-07,2,19:00
2201,Oakland,Mediterranean,False,510-250-9491,moderate,Dyafa,False,44 Webster Street,2019-03-09,1,13:30
2202,Pinole,Japanese,False,510-758-8881,moderate,Happy Sashimi,False,2714 Pinole Valley Road,,,
2203,Pinole,Japanese,False,510-964-0478,moderate,Tachikawa,False,632 San Pablo Avenue,,,
2204,Pinole,Japanese,False,510-758-8881,moderate,Happy Sashimi,False,2714 Pinole Valley Road,2019-03-08,2,11:30
2205,Daly City,Breakfast,True,415-349-8370,inexpensive,Nick's Kitchen,True,2449 Geneva Avenue,,,
2206,Daly City,Steakhouse,False,650-755-3448,moderate,Val's,False,2468 Junipero Serra Boulevard,,,
2207,Daly City,Steakhouse,False,650-755-3448,moderate,Val's,False,2468 Junipero Serra Boulevard,2019-03-03,2,18:00
2208,Berkeley,Seafood,False,510-524-1286,moderate,Akemi Japanese Restaurant,True,1695 Solano Avenue,2019-03-04,2,13:00
