,attraction_name,category,free_entry,good_for_kids,location,phone_number
785,Homme Museum,Museum,True,True,Paris,1 44 05 72 92
786,Acuario Inbursa,Nature Preserve,True,False,Mexico City,55 5395 4586
787,Casa Lamm Cultural Center,Performing Arts Venue,False,True,Mexico City,55 5525 3938
788,Central de Abastos Iztapalapa,Shopping Area,True,True,Mexico City,55 5600 6248
789,Centro Deportivo Chapultepec,Sports Venue,False,True,Mexico City,55 5254 3232
790,Diana the Huntress Fountain,Historical Landmark,False,False,Mexico City,800 008 9090
791,Maritime Museum of San Diego,Museum,True,True,San Diego,619-234-9153
792,San Diego Air & Space Museum,Museum,True,True,San Diego,619-234-8291
793,San Diego Natural History Museum,Museum,True,True,San Diego,877-946-7797
794,The San Diego Museum of Art,Museum,True,True,San Diego,619-232-7931
795,Design Museum,Museum,True,True,London,20 7403 6933
796,Geffrye Museum of the Home,Museum,True,True,London,20 7739 8543
797,Horniman Museum and Gardens,Museum,True,True,London,20 8699 1872
798,House of Illustration,Museum,True,True,London,20 3696 2020
799,Le Village Royal,Shopping Area,True,True,Paris,1 53 43 30 30
800,Angels Flight Railway,Historical Landmark,True,True,Los Angeles,213-626-1901
801,Autry Museum of the American West,Museum,False,True,Los Angeles,323-667-2000
802,Battleship USS Iowa Museum,Museum,True,True,Los Angeles,877-446-9261
803,Bradbury Building,Historical Landmark,False,True,Los Angeles,213-626-1893
804,California African American Museum,Museum,True,False,Los Angeles,213-744-7432
805,Cathedral of Our Lady of the Angels,Place of Worship,True,False,Los Angeles,213-680-5200
806,Alki Beach Park,Park,False,True,Seattle,206-684-4075
807,Bill Speidel's Underground Tour,Tourist Attraction,True,True,Seattle,206-682-4646
808,Burke Museum of Natural History and Culture,Museum,True,True,Seattle,206-685-3861
809,Carkeek Park,Park,True,True,Seattle,206-684-0877
810,Discovery Park,Park,False,True,Seattle,206-386-4236
811,Frye Art Museum,Museum,False,True,Seattle,206-223-1707
812,Gum Wall,Tourist Attraction,True,True,Seattle,206-587-2414
813,Kubota Garden,Park,False,True,Seattle,206-725-5060
814,Aquaria KLCC,Nature Preserve,True,True,Kuala Lumpur,3-2333 1888
815,Central Market Kuala Lumpur,Shopping Area,False,True,Kuala Lumpur,1-300-22-8688
816,Federal Territory Mosque,Place of Worship,False,True,Kuala Lumpur,3-6201 8791
817,ICC Pudu,Shopping Area,False,True,Kuala Lumpur,3-2111 1111
818,Jamek Mosque,Place of Worship,True,False,Kuala Lumpur,3-2691 2829
819,Kuala Lumpur Butterfly Park,Park,True,True,Kuala Lumpur,3-2693 4799
820,Menara Kuala Lumpur,Tourist Attraction,True,True,Kuala Lumpur,3-2034 2609
821,National Museum of Malaysia,Museum,False,True,Kuala Lumpur,3-2282 6255
822,Air And Space Museum,Museum,False,True,Rio de Janeiro,21 2157-2895
823,Aquario Marinho do Rio de Janeiro,Nature Preserve,True,True,Rio de Janeiro,21 2042-5312
824,Catedral Metropolitana de Sao Sebastiao do Rio de Janeiro,Place of Worship,False,True,Rio de Janeiro,21 2240-2669
825,Catete Palace,Museum,True,True,Rio de Janeiro,21 2127-0324
826,Cidade das Artes,Performing Arts Venue,False,True,Rio de Janeiro,21 3325-0102
827,Flamengo Park,Park,False,True,Rio de Janeiro,21 96967-9339
828,Fundicao Progresso,Performing Arts Venue,False,True,Rio de Janeiro,21 3212-0800
829,Maracana,Sports Venue,False,True,Rio de Janeiro,800 062 7222
830,Modern Art Museum,Museum,True,True,Rio de Janeiro,21 3883-5600
831,Municipal Theater of Rio de Janeiro,Performing Arts Venue,True,True,Rio de Janeiro,21 2332-9009
832,Akshardham,Place of Worship,False,True,Delhi,11 4344 2344
833,Adventure Island,Theme Park,True,True,Delhi,83770 02902
834,Kashmiri Gate,Historical Landmark,True,True,Delhi,11 2397 9261
835,Khan Market,Shopping Area,True,True,Delhi,85275 33160
836,National Gallery of Modern Art,Museum,True,True,Delhi,11 2338 2835
837,National War Memorial,Nature Preserve,True,True,Delhi,11 2338 8553
838,Raj Ghat,Historical Landmark,True,True,Delhi,11 2567 5609
839,Fun N Food Village,Theme Park,False,True,Delhi,99900 06518
840,Humayun's Tomb,Historical Landmark,False,True,Delhi,11 2435 5275
841,India Gate,Historical Landmark,False,True,Delhi,11 2336 5358
842,Jama Masjid,Place of Worship,False,False,Delhi,11 2326 8344
843,Jhandewalan Temple,Place of Worship,False,False,Delhi,11 2353 9977
844,Just Chill Water Park,Theme Park,False,True,Delhi,99104 99774
845,Balboa Park,Park,False,False,San Diego,619-239-0512
846,Belmont Park,Theme Park,True,True,San Diego,858-228-9283
847,Fiesta Island Park,Park,False,True,San Diego,619-525-8213
848,Japanese Friendship Garden,Park,True,True,San Diego,619-232-2721
849,Journey to Atlantis,Theme Park,False,True,San Diego,619-222-4732
850,La Jolla Shores Park,Park,False,False,San Diego,619-221-8899
851,Korean Friendship Bell,Historical Landmark,True,True,Los Angeles,310-548-7705
852,360 CHICAGO,Tourist Attraction,False,True,Chicago,888-875-8439
853,Big Bus Tours Chicago (Tours begin at 98 E. Upper Wacker Dr.),Tourist Attraction,True,True,Chicago,877-285-4796
854,Chicago History Museum,Museum,False,True,Chicago,800-526-0857
855,Chicago Riverwalk,Park,False,True,Chicago,877-300-6746
856,Chicago Water Tower,Tourist Attraction,False,True,Chicago,312-742-0808
857,DuSable Museum of African American History,Museum,True,True,Chicago,773-947-0600
858,Frederick C. Robie House,Museum,True,True,Chicago,312-994-4000
859,Fenton House,Historical Landmark,True,True,London,20 7435 3471
860,Guildhall,Historical Landmark,False,True,London,20 7606 3030
861,London Wall,Historical Landmark,False,True,London,370 333 1181
862,Millennium Bridge,Historical Landmark,True,True,London,20 7606 3030
863,Old Royal Naval College,Historical Landmark,True,True,London,20 8269 4799
864,The London Dungeon,Historical Landmark,True,True,London,20 7654 0809
865,The Shard,Historical Landmark,False,True,London,844 499 7111
866,Cambridge Theatre,Performing Arts Venue,True,True,London,20 7087 7745
867,Dominion Theatre,Performing Arts Venue,True,True,London,845 200 7982
868,ExCeL London,Performing Arts Venue,False,True,London,20 7055 1920
869,Leicester Square,Performing Arts Venue,False,True,London,20 7734 4507
870,Royal Albert Hall,Performing Arts Venue,False,True,London,20 7589 8212
871,Royal Opera House,Performing Arts Venue,False,True,London,20 7212 9254
872,Battersea Park,Park,False,True,London,20 8871 7530
873,Brockwell Park,Park,True,False,London,20 7926 9000
874,Burgess Park,Park,False,True,London,20 7525 2000
875,Chelsea Physic Garden,Park,False,True,London,20 7352 5646
876,Crystal Palace Park,Park,False,False,London,300 303 8658
877,Dukes Meadows,Park,False,True,London,20 8994 3314
878,Finsbury Park,Park,False,True,London,20 8489 1000
879,Garden at Buckingham Palace,Park,False,True,London,20 7930 4832
880,Art Gallery of Ontario,Museum,False,True,Toronto,877-225-4246
881,BAPS Shri Swaminarayan Mandir,Place of Worship,False,True,Toronto,416-798-2277
882,Brookfield Place,Shopping Area,False,True,Toronto,416-777-6480
883,Centennial Park,Park,False,True,Toronto,416-394-8750
884,California Academy of Sciences,Museum,False,True,San Francisco,415-379-8000
885,Cartoon Art Museum,Museum,True,True,San Francisco,415-227-8666
886,Children's Creativity Museum,Museum,True,True,San Francisco,415-820-3320
887,Exploratorium,Museum,False,True,San Francisco,415-528-4444
888,Madame Tussauds,Museum,True,True,San Francisco,415-757-2707
889,Museum of the African Diaspora,Museum,True,True,San Francisco,415-358-7252
890,USS Pampanito,Museum,True,True,San Francisco,415-775-1943
891,Long Beach Museum of Art,Museum,False,False,Long Beach,800-708-2538
892,Museum of Latin American Art (MOLAA),Museum,True,False,Long Beach,562-437-1689
893,Lincoln Memorial,Historical Landmark,True,True,Washington D.C.,202-426-6841
894,National Academy of Sciences,Historical Landmark,True,True,Washington D.C.,202-334-2000
895,Thomas Jefferson Memorial,Historical Landmark,True,True,Washington D.C.,202-426-6841
896,"Gladstone Park, London",Park,True,True,London,20 8937 1234
897,Green Park,Park,True,True,London,20 7839 7639
898,Highbury Fields,Park,True,True,London,20 7527 2000
899,Holland Park,Park,True,True,London,20 7602 2226
900,Hyde Park,Park,True,True,London,300 061 2000
901,Saint Dunstan in the East Church Garden,Park,True,True,London,20 7374 4127
902,Bo-Kaap,Museum,True,True,Cape Town,21 481 3938
903,Cape Town Stadium,Sports Venue,False,True,Cape Town,21 417 0120
904,Cape of Good Hope,Nature Preserve,False,True,Cape Town,21 780 9526
905,District Six Museum,Museum,True,True,Cape Town,21 466 7200
906,Kirstenbosch National Botanical Garden,Park,True,True,Cape Town,21 799 8783
907,Oranjezicht City Farm - Market,Shopping Area,True,True,Cape Town,83 628 3426
908,Rush Trampoline Park,Sports Venue,True,True,Cape Town,21 683 3841
909,Two Oceans Aquarium,Nature Preserve,True,True,Cape Town,21 418 3823
910,Zeitz Museum of Contemporary Art Africa,Museum,False,True,Cape Town,87 350 4777
911,9/11 Tribute Museum,Museum,False,True,New York,866-737-1184
912,American Folk Art Museum,Museum,False,True,New York,212-595-9533
913,American Museum of Natural History,Museum,False,True,New York,212-769-5100
914,Brooklyn Museum,Museum,False,True,New York,718-638-5000
915,David Zwirner,Museum,True,True,New York,212-727-2070
916,El Museo del Barrio,Museum,False,True,New York,917-634-0340
917,Gavin Brown's enterprise,Museum,False,True,New York,212-627-5258
918,ANZ Stadium,Sports Venue,True,True,Sydney,2 8765 2000
919,Art Gallery of New South Wales,Museum,False,True,Sydney,2 9225 1700
920,Australian National Maritime Museum,Museum,True,True,Sydney,2 9298 3777
921,"Bicentennial Park, Homebush Bay",Park,True,True,Sydney,2 9714 7888
922,Bondi to Bronte Coastal Walk,Tourist Attraction,False,True,Sydney,406 333 665
923,Bondi to Coogee Walk,Tourist Attraction,True,True,Sydney,481 865 553
924,BridgeClimb Sydney,Tourist Attraction,False,True,Sydney,2 8274 7777
925,Capitol Theatre,Performing Arts Venue,False,True,Sydney,2 9320 5000
926,Arizona Capitol Museum,Museum,False,True,Phoenix,602-926-3620
927,Arizona Science Center,Museum,True,True,Phoenix,602-716-2000
928,Castles N' Coasters,Theme Park,False,True,Phoenix,602-997-7575
929,Desert Botanical Garden,Park,False,True,Phoenix,480-941-1225
930,Dream City Church * Phoenix,Place of Worship,True,True,Phoenix,602-867-7117
931,Encanto Park,Park,True,False,Phoenix,602-261-8991
932,Enchanted Island Amusement Park,Theme Park,False,True,Phoenix,602-254-1200
933,Heard Museum,Museum,True,False,Phoenix,602-252-8840
934,Hole in the Rock,Historical Landmark,False,True,Phoenix,602-495-5458
935,Exposition Park,Park,False,True,Los Angeles,213-744-7458
936,Grand Park,Park,True,True,Los Angeles,213-972-8080
937,Lake Hollywood Park,Park,False,True,Los Angeles,818-243-1145
938,Runyon Canyon Park,Park,True,True,Los Angeles,818-243-1145
939,Grammy Museum L.A. Live,Museum,False,True,Los Angeles,213-765-6800
940,Los Angeles County Museum of Art,Museum,True,True,Los Angeles,323-857-6000
941,Museum of Death,Museum,False,True,Los Angeles,323-466-8011
942,Natural History Museum of Los Angeles County (NHM),Museum,True,True,Los Angeles,213-763-3499
943,92nd Street Y,Performing Arts Venue,False,True,New York,212-415-5500
944,Alley Pond Park,Park,True,True,New York,212-639-9675
945,Astoria Park,Park,True,True,New York,212-639-9675
946,Balto Statue,Tourist Attraction,False,False,New York,212-310-6600
947,Bayonne Bridge,Historical Landmark,False,True,New York,212-435-7000
948,Bethesda Terrace,Tourist Attraction,False,True,New York,212-310-6600
949,Bank of England Museum,Museum,False,False,London,20 3461 5545
950,Camden Arts Centre,Museum,False,False,London,20 7472 5500
951,Hoyt Arboretum,Park,True,True,Portland,503-865-8733
952,International Rose Test Garden,Park,False,True,Portland,503-823-3636
953,Laurelhurst Park,Park,True,True,Portland,503-823-2525
954,Mt Tabor Park,Park,True,True,Portland,503-823-7529
955,Oaks Amusement Park,Theme Park,True,True,Portland,503-233-5777
956,Oregon Zoo,Nature Preserve,False,True,Portland,503-226-1561
957,Pioneer Courthouse Square,Park,True,True,Portland,503-223-1613
958,Portland Art Museum,Museum,False,True,Portland,503-276-4249
959,Museum of Contemporary Art Australia,Museum,False,True,Sydney,2 9245 2400
960,Museum of Sydney,Museum,True,True,Sydney,2 9251 5988
961,Powerhouse Museum,Museum,True,True,Sydney,2 9217 0111
962,Sydney Jewish Museum,Museum,False,True,Sydney,2 9360 7999
963,White Rabbit Gallery,Museum,True,False,Sydney,2 8399 2867
964,One Liberty Observation Deck,Tourist Attraction,True,False,Philadelphia,215-561-3325
965,Rocky Steps,Tourist Attraction,True,True,Philadelphia,215-763-8100
966,Angel Stadium of Anaheim,Sports Venue,True,True,Anaheim,714-940-2000
967,Cars Land,Tourist Attraction,True,True,Anaheim,714-781-4565
968,Disney California Adventure Park,Theme Park,False,True,Anaheim,714-781-7290
969,Disneyland Park,Theme Park,True,True,Anaheim,714-781-4636
970,Downtown Disney District,Tourist Attraction,True,True,Anaheim,714-781-4565
971,Honda Center,Sports Venue,True,True,Anaheim,714-704-2400
972,Matterhorn Bobsleds,Theme Park,True,True,Anaheim,714-781-4565
973,Mickey's Toontown,Tourist Attraction,False,True,Anaheim,714-781-4636
974,Pixar Pier,Tourist Attraction,True,False,Anaheim,714-781-4636
975,Alcatraz,Historical Landmark,True,True,San Francisco,415-561-4900
976,Coit Tower,Historical Landmark,False,True,San Francisco,415-249-0995
977,Ferry Plaza Farmers Market,Shopping Area,False,True,San Francisco,415-291-3276
978,Bloedel Conservatory,Park,False,False,Vancouver,604-257-8584
979,FlyOver Canada,Theme Park,False,True,Vancouver,855-463-4822
980,Jericho Beach,Park,False,True,Vancouver,604-873-7000
981,John Hendry Park,Park,True,True,Vancouver,604-873-7000
982,Museum of Vancouver,Museum,True,True,Vancouver,604-736-4431
983,Playland / PNE Events,Theme Park,True,True,Vancouver,604-253-2311
984,"Queen Elizabeth Park, British Columbia",Park,True,True,Vancouver,604-873-7000
985,Science World at TELUS World of Science,Museum,True,False,Vancouver,604-443-7440
986,Aquarium of the Pacific,Nature Preserve,False,False,Long Beach,562-590-3100
987,Earl Burns Miller Japanese Garden,Park,True,True,Long Beach,562-985-8885
988,El Dorado Nature Center,Park,False,True,Long Beach,562-570-3100
989,Harry Bridges Memorial Park,Park,True,True,Long Beach,562-570-5333
990,Rosie's Dog Beach,Park,True,True,Long Beach,562-570-3100
991,The Queen Mary,Historical Landmark,True,True,Long Beach,877-342-0738
992,Museo Jumex,Museum,False,True,Mexico City,55 5395 2615
993,Sydney Harbour Bridge,Historical Landmark,False,False,Sydney,2 8274 7777
994,Lan Su Chinese Garden,Park,False,False,Portland,503-228-8131
995,OMSI,Museum,True,False,Portland,503-797-4000
996,Bruce Lee and Brandon Lee Grave Sites,Tourist Attraction,True,False,Seattle,206-322-1582
997,Chihuly Garden and Glass,Museum,True,False,Seattle,206-753-4940
998,Fremont Troll,Historical Landmark,True,False,Seattle,206-684-2489
999,Blackbeard's Family Entertainment,Theme Park,True,False,Fresno,559-292-9000
1000,Christmas Tree Lane,Tourist Attraction,False,True,Fresno,559-348-9200
1001,Forestiere Underground Gardens,Historical Landmark,False,False,Fresno,559-271-0734
1002,Koala Park Sanctuary Sydney,Nature Preserve,True,False,Sydney,2 9484 3141
1003,Madame Tussauds Sydney,Tourist Attraction,True,True,Sydney,1800 205 851
1004,Mrs Macquarie's Chair,Tourist Attraction,True,True,Sydney,2 9231 8111
1005,Sunset Beach,Park,True,True,Vancouver,604-873-7000
1006,The Orpheum,Performing Arts Venue,True,True,Vancouver,604-665-3035
1007,VanDusen Botanical Garden,Park,True,True,Vancouver,604-257-8335
1008,Vancouver Aquarium,Nature Preserve,True,False,Vancouver,604-659-3502
1009,Al-Farooq Masjid,Place of Worship,True,True,Atlanta,678-886-3457
1010,Atlanta Botanical Garden,Park,True,True,Atlanta,404-876-5859
1011,CNN Studio Tours,Tourist Attraction,True,True,Atlanta,877-426-6868
1012,Chick-fil-A College Football Hall of Fame,Museum,True,False,Atlanta,404-880-4800
1013,Children's Museum of Atlanta,Museum,False,False,Atlanta,404-659-5437
1014,Fox Theatre,Performing Arts Venue,True,True,Atlanta,800-651-2316
1015,Chicago Cultural Center,Performing Arts Venue,False,False,Chicago,312-744-6630
1016,Philadelphia Museum of Art,Museum,True,True,Philadelphia,215-763-8100
1017,Simeone Foundation Automotive Museum,Museum,True,True,Philadelphia,215-365-7233
1018,Parque El Batan,Park,False,True,Mexico City,55 5595 6337
1019,Parque Hundido,Park,True,True,Mexico City,55 5605 4327
1020,Parque Tezozomoc,Park,False,True,Mexico City,55 5382 7209
1021,Korean War Veterans Memorial,Nature Preserve,False,True,Washington D.C.,202-426-6841
1022,Madame Tussauds Washington DC,Tourist Attraction,False,True,Washington D.C.,202-942-7300
1023,Tom McCall Waterfront Park,Park,False,False,Portland,503-823-7529
1024,California State Capitol Museum,Museum,True,False,Sacramento,916-445-2841
1025,California State Railroad Museum,Museum,True,False,Sacramento,916-323-9280
1026,Crocker Art Museum,Museum,True,True,Sacramento,916-808-7000
1027,Fairytale Town,Theme Park,False,True,Sacramento,916-808-5233
1028,Old Sacramento Waterfront District,Historical Landmark,True,True,Sacramento,916-970-5226
1029,Raging Waters Sacramento,Theme Park,True,True,Sacramento,916-924-3747
1030,Sacramento Zoo,Nature Preserve,False,True,Sacramento,916-808-5888
1031,Sutter's Fort State Historic Park,Nature Preserve,False,True,Sacramento,916-445-4422
1032,Hurricane Harbor Phoenix,Theme Park,False,True,Phoenix,623-201-2000
1033,Bronx Zoo,Nature Preserve,False,False,New York,718-367-1010
1034,Castle Clinton National Monument,Nature Preserve,False,True,New York,212-344-7220
1035,Central Park Zoo,Nature Preserve,True,True,New York,212-439-6500
1036,Fort Tilden,Nature Preserve,False,True,New York,718-338-3799
1037,New York Aquarium,Nature Preserve,False,True,New York,718-220-5100
1038,Prospect Park Zoo,Nature Preserve,False,True,New York,718-399-7339
1039,Queens Zoo,Nature Preserve,True,True,New York,718-271-1500
1040,Riverbank State Park,Nature Preserve,True,False,New York,212-694-3600
1041,Staten Island Zoo,Nature Preserve,True,True,New York,718-442-3101
1042,Mission Beach,Park,True,True,San Diego,858-488-1549
1043,Old Town San Diego State Historic Park,Nature Preserve,True,True,San Diego,619-220-5422
1044,Lavatory,Museum,True,False,Phoenix,480-968-7895
1045,Oasis Water Park,Theme Park,True,True,Phoenix,602-438-9000
1046,Phoenix Zoo,Nature Preserve,True,True,Phoenix,602-286-3800
1047,Brooklyn Botanic Garden,Park,True,True,New York,718-623-7200
1048,Brooklyn Heights Promenade,Park,True,True,New York,212-639-9675
1049,Carnegie Hall,Performing Arts Venue,True,False,New York,212-903-9765
1050,Central Park Carousel,Theme Park,True,True,New York,212-439-6900
1051,Circle Line Sightseeing Cruises,Tourist Attraction,True,True,New York,212-563-3200
1052,Alte Nationalgalerie,Museum,False,True,Berlin,30 266424242
1053,Altes Museum,Museum,False,True,Berlin,30 266424242
1054,Berggruen Museum,Museum,True,True,Berlin,30 266424242
1055,Berlin Museum of Medical History of the Charite,Museum,True,True,Berlin,30 450536156
1056,Berlin Story Bunker,Museum,False,True,Berlin,30 26555546
1057,Berlin-Hohenschonhausen Memorial,Museum,False,True,Berlin,30 98608230
1058,Berlinische Galerie,Museum,True,True,Berlin,30 78902600
1059,Bode Museum,Museum,True,False,Berlin,30 266424242
1060,Brohan Museum,Museum,True,True,Berlin,30 32690600
1061,Brucke Museum,Museum,False,True,Berlin,30 83900860
1062,Bartram's Garden,Park,False,True,Philadelphia,215-729-5281
1063,Benjamin Franklin Museum,Museum,False,True,Philadelphia,267-514-1522
1064,Betsy Ross House,Historical Landmark,False,False,Philadelphia,215-686-1252
1065,Blue Cross RiverRink,Sports Venue,True,False,Philadelphia,215-925-7465
1066,Cira Green,Park,True,True,Philadelphia,267-295-9565
1067,Eastern State Penitentiary,Museum,True,False,Philadelphia,215-236-5111
1068,Elfreth's Alley,Historical Landmark,False,True,Philadelphia,215-574-0560
1069,National Archives Museum,Museum,False,True,Washington D.C.,202-357-5000
1070,National Gallery of Art,Museum,True,True,Washington D.C.,202-737-4215
1071,National Geographic Museum,Museum,False,True,Washington D.C.,202-857-7700
1072,National Museum of African American History and Culture,Museum,False,True,Washington D.C.,844-750-3012
1073,Independence Park,Park,True,False,Chicago,773-478-3538
1074,International Museum of Surgical Science,Museum,True,True,Chicago,312-642-6502
1075,Lincoln Park Zoo,Nature Preserve,True,True,Chicago,312-742-2000
1076,Millennium Park,Park,True,True,Chicago,312-742-1168
1077,Ogrod Botaniczny Uniwersytetu Warszawskiego,Park,True,False,Warsaw,22 553 05 11
1078,Lazienki Park,Park,True,True,Warsaw,504 243 783
1079,Botanical Garden and Botanical Museum,Park,False,False,Berlin,30 83850100
1080,Britzer Garten,Park,False,True,Berlin,30 700906730
1081,Gardens of the World,Park,True,True,Berlin,30 700906720
1082,Grosser Tiergarten,Park,False,True,Berlin,30 901833101
1083,Humboldthain,Park,True,True,Berlin,30 90250
1084,Treptower Park,Park,True,True,Berlin,30 25002333
1085,Volkspark Friedrichshain,Park,True,True,Berlin,30 3339509
1086,La Feria Chapultepec Magico,Theme Park,True,False,Mexico City,55 5230 2121
1087,Museum of Contemporary Photography,Museum,True,True,Chicago,312-663-5554
1088,"Museum of Science and Industry, Chicago",Museum,False,True,Chicago,773-684-1414
1089,The House of Tiles,Historical Landmark,False,True,Mexico City,55 5512 1331
1090,DISCOVERY Children's Museum,Museum,False,False,Las Vegas,702-382-5437
1091,Floyd Lamb Park,Park,False,True,Las Vegas,702-229-8100
1092,Fremont Street Experience,Shopping Area,False,True,Las Vegas,702-678-5600
1093,Las Vegas Natural History Museum,Museum,True,True,Las Vegas,702-384-3466
1094,Old Las Vegas Mormon Fort State Historic Park,Nature Preserve,False,False,Las Vegas,702-486-3511
1095,Springs Preserve,Nature Preserve,True,True,Las Vegas,702-822-7700
1096,The Neon Museum,Museum,False,True,Las Vegas,702-387-6366
1097,Madinah Masjid,Place of Worship,True,True,Toronto,416-465-7833
1098,Parc Georges-Brassens,Park,True,True,Paris,1 55 76 75 15
1099,Parc floral de Paris,Park,True,True,Paris,1 49 57 25 50
1100,Museum of King Jan III's Palace at Wilanow,Museum,True,True,Warsaw,22 544 27 00
1101,Museum of Modern Art,Museum,True,True,Warsaw,22 596 40 10
1102,Museum of Warsaw,Museum,True,True,Warsaw,22 277 44 02
1103,Maggie Daley Park,Park,False,False,Chicago,312-552-3000
1104,Pulaski Park,Park,True,True,Chicago,312-742-7559
1105,The 606,Park,False,True,Chicago,312-742-4622
1106,Union Park,Park,False,True,Chicago,312-746-5494
1107,Borough Market,Shopping Area,True,True,London,20 7407 1002
1108,Crystal Palace National Sports Centre,Sports Venue,True,True,London,20 8778 0131
1109,Columbus Park,Park,True,True,New York,212-639-9675
1110,Coney Island Beach & Boardwalk,Park,True,True,New York,718-946-1350
1111,Crotona Park,Park,True,True,New York,212-639-9675
1112,Foley Square,Park,True,True,New York,212-639-9675
1113,Fort Greene Park,Park,True,True,New York,212-639-9675
1114,Sutro Baths,Historical Landmark,True,True,San Francisco,415-426-5240
1115,Kerry Park,Park,True,False,Seattle,206-684-4075
1116,Magnuson Park,Park,False,True,Seattle,206-684-4075
1117,High Museum of Art,Museum,True,False,Atlanta,404-733-4200
1118,Krog Street Tunnel,Tourist Attraction,True,True,Atlanta,404-492-0847
1119,Georgia Aquarium,Nature Preserve,False,True,Atlanta,404-581-4000
1120,Zoo Atlanta,Nature Preserve,False,True,Atlanta,404-624-5936
1121,Alcatraz Island,Historical Landmark,False,False,San Francisco,415-561-4900
1122,The Painted Ladies,Historical Landmark,False,True,San Francisco,415-831-2700
1123,The San Francisco Mint,Historical Landmark,True,False,San Francisco,415-890-2357
1124,Contemporary Jewish Museum,Museum,True,False,San Francisco,415-655-7800
1125,Museum of Pop Culture,Museum,True,True,Seattle,206-770-2702
1126,Griffith Park,Park,True,False,Los Angeles,323-913-4688
1127,Hollywood Walk of Fame,Tourist Attraction,False,True,Los Angeles,323-469-8311
1128,Hollywood Wax Museum(r),Tourist Attraction,False,True,Los Angeles,323-462-5991
1129,OUE Skyspace LA,Tourist Attraction,False,True,Los Angeles,213-894-9000
1130,"Public Art ""Urban Light""",Tourist Attraction,True,True,Los Angeles,323-857-6010
1131,The Venice Beach Boardwalk,Tourist Attraction,True,True,Los Angeles,310-396-6764
1132,AquaDom & SEA LIFE Berlin,Nature Preserve,False,True,Berlin,180 6 66690101
1133,Aquarium Berlin,Nature Preserve,False,False,Berlin,30 254010
1134,BeachMitte,Sports Venue,False,True,Berlin,177 2806861
1135,Berlin Cathedral Church,Place of Worship,True,False,Berlin,30 20269122
1136,Berlin Dungeon,Tourist Attraction,True,True,Berlin,180 6 255544
1137,Berlin Palace,Performing Arts Venue,False,False,Berlin,30 265950521
1138,Berlin State Opera,Performing Arts Venue,True,True,Berlin,30 20354555
1139,SeaWorld San Diego,Theme Park,False,False,San Diego,619-222-4732
1140,Fort Funston,Park,True,False,San Francisco,415-561-4700
1141,Deno's Wonder Wheel Amusement Park,Theme Park,False,True,New York,718-372-2592
1142,Jane's Carousel,Theme Park,False,True,New York,718-222-2502
1143,Luna Park,Theme Park,True,True,New York,718-373-5862
1144,The Cyclone Roller Coaster Coney Island NY,Theme Park,False,True,New York,718-373-5862
1145,Victorian Gardens Amusement Park,Theme Park,False,True,New York,212-982-2229
1146,Randall Museum,Museum,True,False,San Francisco,415-554-9600
1147,The Walt Disney Family Museum,Museum,True,False,San Francisco,415-345-6800
1148,Carl Schurz Park,Park,False,True,New York,212-459-4455
1149,"Martin Luther King, Jr. National Historical Park",Historical Landmark,True,True,Atlanta,404-331-5190
1150,Swan House at Atlanta History Center,Historical Landmark,True,True,Atlanta,404-814-4000
1151,Museum of Arts and Design,Museum,True,True,New York,212-299-7777
1152,Museum of the City of New York,Museum,True,True,New York,212-534-1672
1153,Neue Galerie,Museum,True,True,New York,212-994-9493
1154,New York Transit Museum,Museum,True,True,New York,718-694-1600
1155,Solomon R. Guggenheim Museum,Museum,True,True,New York,212-423-3500
1156,Staten Island Children's Museum,Museum,True,True,New York,718-273-2060
1157,Sunset Cliffs Natural Park,Park,False,False,San Diego,619-525-8213
1158,National Center for Civil and Human Rights,Museum,False,True,Atlanta,678-999-8990
1159,World of Coca-Cola,Museum,True,True,Atlanta,404-676-5151
1160,Seward Park,Park,False,True,Seattle,206-684-4396
1161,Children's Museum Of Manhattan,Museum,False,False,New York,212-721-1223
1162,Ellis Island National Museum of Immigration,Museum,True,False,New York,832-960-0009
1163,Hollyhock House,Historical Landmark,False,True,Los Angeles,323-988-0516
1164,Stahl House,Historical Landmark,False,True,Los Angeles,208-429-1058
1165,Lafayette Anticipations - Galeries Lafayette Corporate Foundation,Museum,True,True,Paris,1 57 40 64 17
1166,Museum of the Art and History of Judaism,Museum,True,True,Paris,1 53 01 86 53
1167,Musee Cernuschi,Museum,True,True,Paris,1 53 96 21 50
1168,Musee National Picasso-Paris,Museum,True,True,Paris,1 85 56 00 36
1169,Yerba Buena Gardens,Nature Preserve,True,False,San Francisco,415-820-3550
1170,War Memorial Opera House,Performing Arts Venue,False,False,San Francisco,415-865-2000
1171,Museum Of 3D Illusions,Museum,False,False,San Francisco,888-386-5585
1172,Japanese Tea Garden,Park,False,True,San Francisco,415-752-1171
1173,Lafayette Park,Park,False,True,San Francisco,415-601-7277
1174,Lake Merced Park,Park,False,False,San Francisco,415-831-5500
1175,Mission Dolores Park,Park,False,True,San Francisco,415-554-9521
1176,Salesforce Park,Park,False,True,San Francisco,415-597-5000
1177,Sigmund Stern Recreation Grove,Park,False,True,San Francisco,415-242-5649
1178,Pantheon,Historical Landmark,True,False,Paris,1 44 32 18 00
1179,San Diego Zoo,Nature Preserve,False,False,San Diego,619-231-1515
