,airlines,departure_date,destination_airport,is_nonstop,number_of_tickets,origin_airport,outbound_arrival_time,outbound_departure_time,price,seating_class,inbound_arrival_time,inbound_departure_time,return_date
547,United Airlines,2019-03-05,Portland,True,4,Seattle,21:53,20:55,117,Premium Economy,,,
548,American Airlines,2019-03-02,Washington,True,3,New York,18:10,17:00,84,Economy,,,
549,Southwest Airlines,2019-03-02,Washington,True,3,New York,14:20,13:10,73,Economy,,,
550,United Airlines,2019-03-02,Washington,True,3,New York,21:05,19:55,72,Economy,,,
551,American Airlines,2019-03-03,Vancouver,False,3,Portland,22:44,11:20,275,Economy,,,
552,Delta Airlines,2019-03-03,Vancouver,False,3,Portland,10:47,04:35,229,Economy,,,
553,United Airlines,2019-03-03,Vancouver,False,3,Portland,17:32,08:40,228,Economy,,,
554,Alaska Airlines,2019-03-02,San Diego,True,1,Los Angeles,10:59,10:05,65,Economy,,,
555,American Airlines,2019-03-02,San Diego,True,1,Los Angeles,21:39,20:45,66,Economy,,,
556,Delta Airlines,2019-03-02,San Diego,True,1,Los Angeles,14:14,13:20,55,Economy,,,
557,Southwest Airlines,2019-03-02,San Diego,True,1,Los Angeles,16:44,15:50,69,Economy,,,
558,American Airlines,2019-03-02,Portland,False,4,Vancouver,17:48,11:20,251,Economy,,,
559,Delta Airlines,2019-03-02,Portland,False,4,Vancouver,16:23,06:35,220,Economy,,,
560,American Airlines,2019-03-09,Washington,False,1,Philadelphia,23:33,17:45,220,Economy,,,
561,Delta Airlines,2019-03-09,Washington,False,1,Philadelphia,21:43,16:15,230,Economy,,,
562,United Airlines,2019-03-09,Washington,False,1,Philadelphia,18:48,13:55,202,Economy,,,
563,American Airlines,2019-03-02,Washington,True,1,New York,18:10,17:00,84,Economy,,,
564,Southwest Airlines,2019-03-02,Washington,True,1,New York,14:20,13:10,73,Economy,,,
565,United Airlines,2019-03-02,Washington,True,1,New York,21:05,19:55,72,Economy,,,
566,American Airlines,2019-03-02,Philadelphia,True,2,New York,14:26,13:35,94,Premium Economy,,,
567,Delta Airlines,2019-03-02,Philadelphia,True,2,New York,13:11,12:20,96,Premium Economy,,,
568,Southwest Airlines,2019-03-02,Philadelphia,True,2,New York,11:41,10:50,103,Premium Economy,,,
569,United Airlines,2019-03-02,Philadelphia,True,2,New York,06:26,05:35,100,Premium Economy,,,
570,American Airlines,2019-03-03,New York,True,1,Washington,22:35,21:25,146,Premium Economy,,,
571,Delta Airlines,2019-03-03,New York,True,1,Washington,21:40,20:30,135,Premium Economy,,,
572,Southwest Airlines,2019-03-03,New York,True,1,Washington,22:00,20:50,120,Premium Economy,,,
573,United Airlines,2019-03-03,New York,True,1,Washington,17:45,16:35,152,Premium Economy,,,
574,Alaska Airlines,2019-03-01,Los Angeles,True,1,San Diego,00:49,23:55,64,Economy,,,
575,Southwest Airlines,2019-03-01,Los Angeles,True,1,San Diego,14:49,13:55,74,Economy,,,
576,United Airlines,2019-03-01,Los Angeles,True,1,San Diego,10:09,09:15,62,Economy,,,
577,American Airlines,2019-03-05,San Francisco,True,2,Las Vegas,09:55,08:20,105,Economy,,,
578,Delta Airlines,2019-03-05,San Francisco,True,2,Las Vegas,22:10,20:35,112,Economy,,,
579,Southwest Airlines,2019-03-05,San Francisco,True,2,Las Vegas,14:10,12:35,103,Economy,,,
580,United Airlines,2019-03-05,San Francisco,True,2,Las Vegas,06:20,04:45,108,Economy,,,
581,American Airlines,2019-03-07,Washington,False,1,Philadelphia,11:25,07:25,238,Premium Economy,,,
582,American Airlines,2019-03-01,Philadelphia,True,1,New York,15:56,15:05,49,Economy,,,
583,Southwest Airlines,2019-03-01,Philadelphia,True,1,New York,11:41,10:50,56,Economy,,,
584,United Airlines,2019-03-01,Philadelphia,True,1,New York,06:26,05:35,56,Economy,,,
585,United Airlines,2019-03-05,Portland,True,1,Seattle,21:53,20:55,117,Premium Economy,,,
586,American Airlines,2019-03-02,Washington,False,3,Philadelphia,23:33,17:45,236,Economy,,,
587,Delta Airlines,2019-03-02,Washington,False,3,Philadelphia,21:43,16:15,222,Economy,,,
588,Southwest Airlines,2019-03-02,Washington,False,3,Philadelphia,18:10,14:45,126,Economy,,,
589,United Airlines,2019-03-02,Washington,False,3,Philadelphia,18:48,13:55,249,Economy,,,
590,American Airlines,2019-03-08,Vancouver,False,2,Seattle,22:44,14:20,272,Economy,,,
591,Delta Airlines,2019-03-08,Vancouver,False,2,Seattle,17:32,08:10,265,Economy,,,
592,Southwest Airlines,2019-03-08,Vancouver,False,2,Seattle,17:32,12:45,258,Economy,,,
593,United Airlines,2019-03-08,Vancouver,False,2,Seattle,21:56,10:35,355,Economy,,,
594,American Airlines,2019-03-03,New York,True,4,Washington,22:35,21:25,231,Premium Economy,07:30,06:20,2019-03-08
595,Southwest Airlines,2019-03-03,New York,True,4,Washington,17:10,16:00,205,Premium Economy,14:20,13:10,2019-03-08
596,United Airlines,2019-03-03,New York,True,4,Washington,17:45,16:35,223,Premium Economy,05:50,04:40,2019-03-08
597,American Airlines,2019-03-01,New York,True,1,Philadelphia,14:11,13:20,97,Economy,12:11,11:20,2019-03-10
598,Delta Airlines,2019-03-01,New York,True,1,Philadelphia,15:51,15:00,101,Economy,13:11,12:20,2019-03-10
599,Southwest Airlines,2019-03-01,New York,True,1,Philadelphia,15:36,14:45,99,Economy,11:41,10:50,2019-03-10
600,United Airlines,2019-03-01,New York,True,1,Philadelphia,12:21,11:30,96,Economy,06:26,05:35,2019-03-10
601,American Airlines,2019-03-01,Philadelphia,True,1,New York,09:26,08:35,97,Economy,14:11,13:20,2019-03-07
602,Southwest Airlines,2019-03-01,Philadelphia,True,1,New York,11:41,10:50,94,Economy,15:36,14:45,2019-03-07
603,United Airlines,2019-03-01,Philadelphia,True,1,New York,06:26,05:35,93,Economy,12:21,11:30,2019-03-07
604,American Airlines,2019-03-04,New York,True,1,Washington,22:35,21:25,135,Economy,18:10,17:00,2019-03-11
605,Southwest Airlines,2019-03-04,New York,True,1,Washington,17:10,16:00,133,Economy,18:20,17:10,2019-03-11
606,United Airlines,2019-03-04,New York,True,1,Washington,17:45,16:35,133,Economy,23:05,21:55,2019-03-11
607,American Airlines,2019-03-05,Seattle,False,1,Vancouver,20:01,11:20,390,Economy,22:44,14:20,2019-03-12
608,Delta Airlines,2019-03-05,Seattle,False,1,Vancouver,12:16,06:35,379,Economy,10:47,04:10,2019-03-12
609,United Airlines,2019-03-05,Seattle,False,1,Vancouver,17:47,09:25,481,Economy,21:56,10:35,2019-03-12
610,American Airlines,2019-03-01,Philadelphia,True,1,New York,12:11,11:20,148,Premium Economy,14:11,13:20,2019-03-14
611,Southwest Airlines,2019-03-01,Philadelphia,True,1,New York,11:41,10:50,149,Premium Economy,15:36,14:45,2019-03-14
612,United Airlines,2019-03-01,Philadelphia,True,1,New York,06:26,05:35,147,Premium Economy,12:21,11:30,2019-03-14
613,United Airlines,2019-03-04,San Francisco,True,2,San Diego,21:15,19:35,165,Economy,10:00,08:20,2019-03-11
614,Southwest Airlines,2019-03-02,New York,True,4,Washington,17:10,16:00,122,Economy,18:20,17:10,2019-03-14
615,Alaska Airlines,2019-03-02,Los Angeles,True,1,San Francisco,13:50,12:25,152,Economy,13:20,11:55,2019-03-12
616,American Airlines,2019-03-02,Los Angeles,True,1,San Francisco,20:35,19:10,148,Economy,10:55,09:30,2019-03-12
617,Delta Airlines,2019-03-02,Los Angeles,True,1,San Francisco,11:10,09:45,162,Economy,22:30,21:05,2019-03-12
618,Southwest Airlines,2019-03-02,Los Angeles,True,1,San Francisco,15:50,14:25,144,Economy,09:00,07:35,2019-03-12
619,United Airlines,2019-03-02,Los Angeles,True,1,San Francisco,23:15,21:50,149,Economy,16:25,15:00,2019-03-12
620,American Airlines,2019-03-03,Philadelphia,False,1,Washington,00:41,19:10,344,Economy,23:33,17:45,2019-03-09
621,Delta Airlines,2019-03-03,Philadelphia,False,1,Washington,16:11,10:30,350,Economy,21:43,16:15,2019-03-09
622,United Airlines,2019-03-03,Philadelphia,False,1,Washington,16:11,11:45,330,Economy,18:48,13:55,2019-03-09
623,American Airlines,2019-03-01,New York,True,3,Philadelphia,14:11,13:20,97,Economy,12:11,11:20,2019-03-12
624,Delta Airlines,2019-03-01,New York,True,3,Philadelphia,15:51,15:00,101,Economy,13:11,12:20,2019-03-12
625,Southwest Airlines,2019-03-01,New York,True,3,Philadelphia,15:36,14:45,96,Economy,18:56,18:05,2019-03-12
626,United Airlines,2019-03-01,New York,True,3,Philadelphia,12:21,11:30,106,Economy,08:01,07:10,2019-03-12
627,Delta Airlines,2019-03-05,Vancouver,False,1,Seattle,10:47,04:10,354,Economy,13:01,06:35,2019-03-14
628,United Airlines,2019-03-05,Vancouver,False,1,Seattle,21:56,10:35,464,Economy,17:47,09:25,2019-03-14
629,Alaska Airlines,2019-03-09,Los Angeles,True,1,San Francisco,13:50,12:25,159,Economy,13:20,11:55,2019-03-11
630,American Airlines,2019-03-09,Los Angeles,True,1,San Francisco,05:25,04:00,153,Economy,08:05,06:40,2019-03-11
631,Delta Airlines,2019-03-09,Los Angeles,True,1,San Francisco,11:10,09:45,149,Economy,06:40,05:15,2019-03-11
632,Southwest Airlines,2019-03-09,Los Angeles,True,1,San Francisco,13:50,12:25,155,Economy,09:00,07:35,2019-03-11
633,United Airlines,2019-03-09,Los Angeles,True,1,San Francisco,23:15,21:50,151,Economy,16:25,15:00,2019-03-11
634,American Airlines,2019-03-09,Los Angeles,True,1,San Francisco,20:35,19:10,254,Premium Economy,10:55,09:30,2019-03-11
635,Southwest Airlines,2019-03-09,Los Angeles,True,1,San Francisco,15:50,14:25,243,Premium Economy,14:30,13:05,2019-03-11
636,American Airlines,2019-03-05,New York,True,1,Philadelphia,08:16,07:25,97,Economy,12:11,11:20,2019-03-14
637,American Airlines,2019-03-07,Philadelphia,True,3,New York,12:11,11:20,92,Economy,16:11,15:20,2019-03-12
638,Delta Airlines,2019-03-07,Philadelphia,True,3,New York,13:11,12:20,97,Economy,15:51,15:00,2019-03-12
639,Southwest Airlines,2019-03-07,Philadelphia,True,3,New York,11:41,10:50,93,Economy,15:36,14:45,2019-03-12
640,United Airlines,2019-03-07,Philadelphia,True,3,New York,06:26,05:35,94,Economy,10:36,09:45,2019-03-12
641,American Airlines,2019-03-10,Philadelphia,True,1,New York,12:11,11:20,97,Economy,14:11,13:20,2019-03-13
642,Delta Airlines,2019-03-10,Philadelphia,True,1,New York,13:11,12:20,96,Economy,09:31,08:40,2019-03-13
643,Southwest Airlines,2019-03-10,Philadelphia,True,1,New York,11:41,10:50,97,Economy,15:36,14:45,2019-03-13
644,United Airlines,2019-03-10,Philadelphia,True,1,New York,06:26,05:35,86,Economy,12:21,11:30,2019-03-13
645,Alaska Airlines,2019-03-05,Los Angeles,True,4,San Diego,13:59,13:05,108,Economy,10:59,10:05,2019-03-13
646,Alaska Airlines,2019-03-04,San Diego,True,2,Los Angeles,10:59,10:05,153,Premium Economy,13:59,13:05,2019-03-12
647,Delta Airlines,2019-03-03,Vancouver,False,1,Seattle,10:47,04:10,379,Economy,13:01,06:35,2019-03-14
648,Southwest Airlines,2019-03-04,San Francisco,True,2,Las Vegas,14:10,12:35,157,Economy,08:50,07:15,2019-03-10
649,United Airlines,2019-03-04,New York,True,1,Philadelphia,12:21,11:30,92,Economy,06:26,05:35,2019-03-11
650,Delta Airlines,2019-03-01,Philadelphia,False,3,Washington,16:11,10:30,336,Economy,21:43,16:15,2019-03-13
651,Delta Airlines,2019-03-07,San Francisco,False,2,San Diego,18:50,17:10,213,Economy,13:09,09:45,2019-03-14
652,American Airlines,2019-03-03,Vancouver,False,1,Portland,22:44,11:20,383,Economy,17:48,11:10,2019-03-11
653,Delta Airlines,2019-03-03,Vancouver,False,1,Portland,10:47,04:35,357,Economy,16:23,06:35,2019-03-11
654,American Airlines,2019-03-07,Philadelphia,False,1,Washington,00:41,19:10,286,Economy,11:25,07:25,2019-03-14
655,Delta Airlines,2019-03-07,Philadelphia,False,1,Washington,16:11,10:30,365,Economy,21:43,16:15,2019-03-14
656,Southwest Airlines,2019-03-07,Philadelphia,False,1,Washington,13:51,08:40,276,Economy,18:10,14:45,2019-03-14
657,United Airlines,2019-03-07,Philadelphia,False,1,Washington,16:11,11:45,294,Economy,14:20,11:30,2019-03-14
658,American Airlines,2019-03-05,New York,True,1,Washington,22:35,21:25,127,Economy,18:10,17:00,2019-03-13
659,Southwest Airlines,2019-03-05,New York,True,1,Washington,17:10,16:00,123,Economy,18:20,17:10,2019-03-13
660,United Airlines,2019-03-05,New York,True,1,Washington,17:45,16:35,137,Economy,11:25,10:15,2019-03-13
661,Alaska Airlines,2019-03-01,Los Angeles,True,4,San Francisco,13:50,12:25,138,Economy,13:20,11:55,2019-03-11
662,American Airlines,2019-03-01,Los Angeles,True,4,San Francisco,20:35,19:10,150,Economy,10:55,09:30,2019-03-11
663,Delta Airlines,2019-03-01,Los Angeles,True,4,San Francisco,11:10,09:45,151,Economy,06:40,05:15,2019-03-11
664,Southwest Airlines,2019-03-01,Los Angeles,True,4,San Francisco,15:50,14:25,150,Economy,09:00,07:35,2019-03-11
665,United Airlines,2019-03-01,Los Angeles,True,4,San Francisco,23:15,21:50,152,Economy,16:25,15:00,2019-03-11
666,Delta Airlines,2019-03-11,Vancouver,False,1,Seattle,10:47,04:10,534,Premium Economy,13:01,06:35,2019-03-14
667,American Airlines,2019-03-12,Vancouver,False,1,Seattle,22:44,14:20,383,Economy,20:01,11:20,2019-03-14
668,Delta Airlines,2019-03-12,Vancouver,False,1,Seattle,10:47,04:10,376,Economy,13:01,06:35,2019-03-14
669,United Airlines,2019-03-12,Vancouver,False,1,Seattle,21:56,10:35,471,Economy,17:47,09:25,2019-03-14
670,Delta Airlines,2019-03-04,Los Angeles,True,4,Las Vegas,20:55,19:45,140,Economy,17:45,16:35,2019-03-10
671,Southwest Airlines,2019-03-04,Los Angeles,True,4,Las Vegas,20:30,19:20,117,Economy,07:35,06:25,2019-03-10
672,United Airlines,2019-03-04,Los Angeles,True,4,Las Vegas,09:35,08:25,120,Economy,09:20,08:10,2019-03-10
673,American Airlines,2019-03-11,New York,True,1,Philadelphia,14:11,13:20,94,Economy,12:11,11:20,2019-03-14
674,Southwest Airlines,2019-03-11,New York,True,1,Philadelphia,15:36,14:45,105,Economy,11:41,10:50,2019-03-14
675,United Airlines,2019-03-11,New York,True,1,Philadelphia,12:21,11:30,97,Economy,06:26,05:35,2019-03-14
676,American Airlines,2019-03-02,New York,True,2,Philadelphia,14:11,13:20,106,Economy,12:11,11:20,2019-03-04
677,Delta Airlines,2019-03-02,New York,True,2,Philadelphia,15:51,15:00,69,Economy,13:11,12:20,2019-03-04
678,Southwest Airlines,2019-03-02,New York,True,2,Philadelphia,15:36,14:45,92,Economy,11:41,10:50,2019-03-04
679,United Airlines,2019-03-02,New York,True,2,Philadelphia,12:21,11:30,99,Economy,06:26,05:35,2019-03-04
680,United Airlines,2019-03-04,New York,True,4,Washington,17:45,16:35,127,Economy,11:25,10:15,2019-03-06
681,American Airlines,2019-03-02,San Francisco,False,4,Los Angeles,23:45,20:45,202,Economy,05:25,04:00,2019-03-13
682,American Airlines,2019-03-03,Seattle,False,4,Vancouver,20:01,11:20,395,Economy,22:44,14:20,2019-03-12
683,Delta Airlines,2019-03-03,Seattle,False,4,Vancouver,13:01,06:35,361,Economy,10:47,04:10,2019-03-12
684,United Airlines,2019-03-03,Seattle,False,4,Vancouver,19:57,09:25,465,Economy,21:56,10:35,2019-03-12
685,American Airlines,2019-03-03,Philadelphia,False,1,Washington,00:41,19:10,280,Economy,11:25,07:25,2019-03-13
686,Delta Airlines,2019-03-03,Philadelphia,False,1,Washington,16:11,10:30,343,Economy,21:43,16:15,2019-03-13
687,Southwest Airlines,2019-03-03,Philadelphia,False,1,Washington,13:51,08:40,299,Economy,18:10,14:45,2019-03-13
688,United Airlines,2019-03-03,Philadelphia,False,1,Washington,16:11,11:45,334,Economy,18:48,13:55,2019-03-13
689,American Airlines,2019-03-08,Philadelphia,True,1,New York,14:26,13:35,95,Economy,14:11,13:20,2019-03-14
690,Southwest Airlines,2019-03-08,Philadelphia,True,1,New York,11:41,10:50,84,Economy,15:36,14:45,2019-03-14
691,United Airlines,2019-03-08,Philadelphia,True,1,New York,06:26,05:35,86,Economy,12:21,11:30,2019-03-14
692,American Airlines,2019-03-05,New York,True,2,Philadelphia,08:16,07:25,97,Economy,12:11,11:20,2019-03-14
693,Southwest Airlines,2019-03-05,New York,True,2,Philadelphia,15:36,14:45,100,Economy,11:41,10:50,2019-03-14
694,United Airlines,2019-03-05,New York,True,2,Philadelphia,10:36,09:45,97,Economy,06:26,05:35,2019-03-14
695,United Airlines,2019-03-02,New York,True,4,Washington,17:45,16:35,133,Economy,11:25,10:15,2019-03-07
696,American Airlines,2019-03-05,New York,True,1,Philadelphia,08:16,07:25,100,Economy,12:11,11:20,2019-03-13
697,Delta Airlines,2019-03-05,New York,True,1,Philadelphia,15:51,15:00,97,Economy,13:11,12:20,2019-03-13
698,Southwest Airlines,2019-03-05,New York,True,1,Philadelphia,15:36,14:45,93,Economy,11:41,10:50,2019-03-13
699,United Airlines,2019-03-05,New York,True,1,Philadelphia,10:36,09:45,100,Economy,14:16,13:25,2019-03-13
700,American Airlines,2019-03-04,New York,True,1,Washington,22:35,21:25,112,Economy,07:30,06:20,2019-03-10
701,Southwest Airlines,2019-03-04,New York,True,1,Washington,17:10,16:00,130,Economy,18:20,17:10,2019-03-10
702,United Airlines,2019-03-04,New York,True,1,Washington,17:45,16:35,126,Economy,11:25,10:15,2019-03-10
703,Delta Airlines,2019-03-02,New York,True,1,Philadelphia,15:51,15:00,83,Economy,13:11,12:20,2019-03-12
704,American Airlines,2019-03-06,New York,True,1,Washington,22:35,21:25,137,Economy,18:10,17:00,2019-03-14
705,United Airlines,2019-03-06,New York,True,1,Washington,13:55,12:45,131,Economy,11:25,10:15,2019-03-14
706,Southwest Airlines,2019-03-04,New York,True,1,Washington,17:10,16:00,218,Premium Economy,14:20,13:10,2019-03-14
707,United Airlines,2019-03-04,New York,True,1,Washington,13:55,12:45,220,Premium Economy,11:25,10:15,2019-03-14
708,American Airlines,2019-03-01,New York,True,1,Philadelphia,14:11,13:20,162,Premium Economy,14:26,13:35,2019-03-10
709,Delta Airlines,2019-03-01,New York,True,1,Philadelphia,15:51,15:00,150,Premium Economy,13:11,12:20,2019-03-10
710,Southwest Airlines,2019-03-01,New York,True,1,Philadelphia,15:36,14:45,151,Premium Economy,18:56,18:05,2019-03-10
711,United Airlines,2019-03-01,New York,True,1,Philadelphia,12:21,11:30,163,Premium Economy,06:26,05:35,2019-03-10
712,Delta Airlines,2019-03-08,Philadelphia,False,1,Washington,16:11,10:30,359,Economy,21:43,16:15,2019-03-12
713,Southwest Airlines,2019-03-08,Philadelphia,False,1,Washington,14:36,10:05,285,Economy,18:10,14:45,2019-03-12
714,United Airlines,2019-03-08,Philadelphia,False,1,Washington,16:11,11:45,366,Economy,18:48,13:55,2019-03-12
715,United Airlines,2019-03-03,New York,True,4,Washington,17:45,16:35,131,Economy,11:25,10:15,2019-03-14
716,United Airlines,2019-03-03,New York,True,2,Philadelphia,12:21,11:30,99,Economy,06:26,05:35,2019-03-06
717,American Airlines,2019-03-06,Vancouver,False,2,Portland,22:44,11:20,383,Economy,17:48,11:10,2019-03-11
718,Delta Airlines,2019-03-06,Vancouver,False,2,Portland,10:47,04:35,373,Economy,16:23,06:35,2019-03-11
719,Delta Airlines,2019-03-03,Portland,False,3,Vancouver,16:23,06:35,315,Economy,10:47,04:35,2019-03-09
720,American Airlines,2019-03-01,Philadelphia,False,1,Washington,00:41,19:10,281,Economy,11:25,07:25,2019-03-13
721,Delta Airlines,2019-03-01,Philadelphia,False,1,Washington,16:11,10:30,336,Economy,21:43,16:15,2019-03-13
722,Southwest Airlines,2019-03-01,Philadelphia,False,1,Washington,14:36,10:05,291,Economy,18:10,14:45,2019-03-13
723,United Airlines,2019-03-01,Philadelphia,False,1,Washington,16:11,11:45,321,Economy,18:48,13:55,2019-03-13
724,Alaska Airlines,2019-03-02,Los Angeles,True,1,San Diego,13:59,13:05,101,Economy,10:59,10:05,2019-03-11
725,Southwest Airlines,2019-03-02,Los Angeles,True,1,San Diego,13:14,12:20,95,Economy,16:44,15:50,2019-03-11
726,American Airlines,2019-03-03,Las Vegas,False,1,Los Angeles,22:54,20:45,160,Economy,11:35,10:25,2019-03-10
727,Delta Airlines,2019-03-03,Las Vegas,True,1,Los Angeles,17:45,16:35,118,Economy,21:10,20:00,2019-03-10
728,Southwest Airlines,2019-03-03,Las Vegas,True,1,Los Angeles,07:35,06:25,118,Economy,20:30,19:20,2019-03-10
729,United Airlines,2019-03-03,Las Vegas,True,1,Los Angeles,09:20,08:10,144,Economy,09:35,08:25,2019-03-10
730,Delta Airlines,2019-03-01,Seattle,True,4,Portland,13:18,12:20,112,Economy,18:33,17:35,2019-03-07
731,United Airlines,2019-03-01,Seattle,True,4,Portland,05:38,04:40,121,Economy,17:33,16:35,2019-03-07
732,Southwest Airlines,2019-03-01,Seattle,True,4,Portland,15:08,14:10,187,Premium Economy,06:13,05:15,2019-03-07
733,American Airlines,2019-03-07,New York,True,1,Philadelphia,14:11,13:20,91,Economy,12:11,11:20,2019-03-13
734,Delta Airlines,2019-03-07,New York,True,1,Philadelphia,09:31,08:40,94,Economy,13:11,12:20,2019-03-13
735,Southwest Airlines,2019-03-07,New York,True,1,Philadelphia,15:36,14:45,97,Economy,11:41,10:50,2019-03-13
736,United Airlines,2019-03-07,New York,True,1,Philadelphia,12:21,11:30,98,Economy,14:16,13:25,2019-03-13
737,Alaska Airlines,2019-03-03,San Francisco,True,1,Los Angeles,01:05,23:40,140,Economy,22:05,20:40,2019-03-13
738,American Airlines,2019-03-03,San Francisco,True,1,Los Angeles,08:05,06:40,155,Economy,05:25,04:00,2019-03-13
739,Delta Airlines,2019-03-03,San Francisco,True,1,Los Angeles,22:30,21:05,160,Economy,11:10,09:45,2019-03-13
740,Southwest Airlines,2019-03-03,San Francisco,True,1,Los Angeles,23:25,22:00,159,Economy,15:50,14:25,2019-03-13
741,United Airlines,2019-03-03,San Francisco,True,1,Los Angeles,10:50,09:25,151,Economy,01:00,23:35,2019-03-13
742,American Airlines,2019-03-03,New York,True,1,Philadelphia,14:11,13:20,100,Economy,12:11,11:20,2019-03-13
743,Delta Airlines,2019-03-03,New York,True,1,Philadelphia,15:51,15:00,89,Economy,13:11,12:20,2019-03-13
744,Southwest Airlines,2019-03-03,New York,True,1,Philadelphia,15:36,14:45,92,Economy,11:41,10:50,2019-03-13
745,United Airlines,2019-03-03,New York,True,1,Philadelphia,12:21,11:30,99,Economy,14:16,13:25,2019-03-13
746,American Airlines,2019-03-03,New York,True,2,Philadelphia,14:11,13:20,100,Economy,12:11,11:20,2019-03-13
747,Delta Airlines,2019-03-03,New York,True,2,Philadelphia,15:51,15:00,89,Economy,13:11,12:20,2019-03-13
748,Southwest Airlines,2019-03-03,New York,True,2,Philadelphia,15:36,14:45,92,Economy,11:41,10:50,2019-03-13
749,United Airlines,2019-03-03,New York,True,2,Philadelphia,12:21,11:30,99,Economy,14:16,13:25,2019-03-13
750,Delta Airlines,2019-03-03,Philadelphia,True,3,New York,13:11,12:20,90,Economy,15:51,15:00,2019-03-12
751,American Airlines,2019-03-02,Philadelphia,True,1,New York,12:11,11:20,89,Economy,14:11,13:20,2019-03-09
752,Delta Airlines,2019-03-02,Philadelphia,True,1,New York,13:11,12:20,83,Economy,15:51,15:00,2019-03-09
753,United Airlines,2019-03-02,Philadelphia,True,1,New York,06:26,05:35,96,Economy,12:21,11:30,2019-03-09
754,Alaska Airlines,2019-03-05,Los Angeles,True,4,San Diego,13:59,13:05,115,Economy,10:59,10:05,2019-03-14
755,Southwest Airlines,2019-03-05,Los Angeles,True,4,San Diego,13:14,12:20,100,Economy,16:44,15:50,2019-03-14
756,American Airlines,2019-03-07,Philadelphia,True,1,New York,12:11,11:20,95,Economy,14:11,13:20,2019-03-14
757,Delta Airlines,2019-03-07,Philadelphia,True,1,New York,13:11,12:20,101,Economy,15:51,15:00,2019-03-14
758,Southwest Airlines,2019-03-07,Philadelphia,True,1,New York,11:41,10:50,90,Economy,15:36,14:45,2019-03-14
759,United Airlines,2019-03-07,Philadelphia,True,1,New York,06:26,05:35,90,Economy,12:21,11:30,2019-03-14
760,American Airlines,2019-03-11,New York,True,2,Washington,22:35,21:25,136,Economy,18:10,17:00,2019-03-14
761,Southwest Airlines,2019-03-11,New York,True,2,Washington,17:10,16:00,123,Economy,18:20,17:10,2019-03-14
762,United Airlines,2019-03-11,New York,True,2,Washington,17:45,16:35,134,Economy,11:25,10:15,2019-03-14
763,American Airlines,2019-03-01,New York,True,2,Washington,22:35,21:25,122,Economy,07:30,06:20,2019-03-10
764,Southwest Airlines,2019-03-01,New York,True,2,Washington,17:10,16:00,126,Economy,18:20,17:10,2019-03-10
765,United Airlines,2019-03-01,New York,True,2,Washington,17:45,16:35,125,Economy,11:25,10:15,2019-03-10
766,American Airlines,2019-03-05,New York,True,2,Washington,22:35,21:25,121,Economy,07:30,06:20,2019-03-10
767,Southwest Airlines,2019-03-05,New York,True,2,Washington,17:10,16:00,124,Economy,18:20,17:10,2019-03-10
768,United Airlines,2019-03-05,New York,True,2,Washington,17:45,16:35,130,Economy,11:25,10:15,2019-03-10
769,Southwest Airlines,2019-03-06,Philadelphia,True,3,New York,11:41,10:50,98,Economy,15:36,14:45,2019-03-11
770,American Airlines,2019-03-06,Los Angeles,True,1,San Francisco,20:35,19:10,147,Economy,10:55,09:30,2019-03-10
771,Delta Airlines,2019-03-06,Los Angeles,True,1,San Francisco,11:10,09:45,136,Economy,22:30,21:05,2019-03-10
772,Southwest Airlines,2019-03-06,Los Angeles,True,1,San Francisco,15:50,14:25,156,Economy,09:00,07:35,2019-03-10
773,United Airlines,2019-03-06,Los Angeles,True,1,San Francisco,23:15,21:50,138,Economy,16:25,15:00,2019-03-10
774,American Airlines,2019-03-02,New York,True,2,Philadelphia,14:11,13:20,103,Economy,12:11,11:20,2019-03-09
775,Delta Airlines,2019-03-08,Seattle,True,1,Portland,13:18,12:20,113,Economy,18:33,17:35,2019-03-13
776,Southwest Airlines,2019-03-08,Seattle,True,1,Portland,15:08,14:10,110,Economy,06:13,05:15,2019-03-13
777,United Airlines,2019-03-08,Seattle,True,1,Portland,05:38,04:40,111,Economy,06:23,05:25,2019-03-13
778,Delta Airlines,2019-03-08,Seattle,True,3,Portland,13:18,12:20,113,Economy,18:33,17:35,2019-03-13
779,Southwest Airlines,2019-03-08,Seattle,True,3,Portland,15:08,14:10,110,Economy,06:13,05:15,2019-03-13
780,United Airlines,2019-03-08,Seattle,True,3,Portland,05:38,04:40,111,Economy,06:23,05:25,2019-03-13
781,American Airlines,2019-03-02,Los Angeles,True,4,San Francisco,20:35,19:10,165,Economy,10:55,09:30,2019-03-11
782,American Airlines,2019-03-01,New York,True,4,Philadelphia,14:11,13:20,103,Economy,12:11,11:20,2019-03-03
783,Alaska Airlines,2019-03-02,Los Angeles,True,1,San Francisco,13:50,12:25,151,Economy,13:20,11:55,2019-03-05
784,American Airlines,2019-03-02,Los Angeles,True,1,San Francisco,20:35,19:10,156,Economy,10:55,09:30,2019-03-05
785,Delta Airlines,2019-03-02,Los Angeles,True,1,San Francisco,11:10,09:45,148,Economy,22:30,21:05,2019-03-05
786,Southwest Airlines,2019-03-02,Los Angeles,True,1,San Francisco,15:50,14:25,142,Economy,09:00,07:35,2019-03-05
787,United Airlines,2019-03-02,Los Angeles,True,1,San Francisco,23:15,21:50,135,Economy,16:25,15:00,2019-03-05
