,city,date,event_name,event_type,price_per_ticket,time,venue,venue_address,number_of_tickets
938,London,2019-03-10,Methyl Ethel,Music,35,16:30,Electric Brixton,Town Hall Parade,
939,London,2019-03-11,Onblackheath Festival,Music,50,18:00,Blackheath Common,7-8 Vanbrugh Terrace,
940,Chicago,2019-03-09,Ada And The Engine,Theater,50,19:30,The Artistic Home,1376 West Grand Avenue #7761,
941,Chicago,2019-03-09,Casa Valentina,Theater,45,18:30,PRIDE ARTS CENTER,4139 North Broadway,
942,Chicago,2019-03-09,Comedysportz,Theater,25,19:30,CSz Theater Chicago,929 West Belmont Avenue,
943,Chicago,2019-03-09,Drunk Shakespeare,Theater,25,16:00,The Lion Theatre,182 North Wabash Avenue,
944,Chicago,2019-03-09,Ebonyessencejet At Steppenwolf Theatre,Theater,60,16:00,Front Bar,1700 North Halsted Street,
945,Chicago,2019-03-09,Every Brilliant Thing,Theater,30,17:00,Windy City Playhouse South,2229 South Michigan Avenue,
946,Chicago,2019-03-09,Fine,Theater,35,18:30,The Mission Theater,1501 North Kingsbury Street,
947,Chicago,2019-03-09,Helvetica,Theater,45,17:00,Nox Arca Theatre,4001 North Ravenswood Avenue #405,
948,Chicago,2019-03-09,King Lear,Theater,55,18:30,Redtwist Theatre,1044 West Bryn Mawr Avenue,
949,Chicago,2019-03-09,Kiss,Theater,25,16:00,The Den Theatre,1331 North Milwaukee Avenue,
950,Seattle,2019-03-14,Beatleconcert,Theater,25,17:00,12th Avenue Arts,1620 12th Avenue,
951,Seattle,2019-03-14,Blood Water Paint,Theater,20,17:00,12th Avenue Arts,1620 12th Avenue,
952,Seattle,2019-03-14,Digi Boi The Musical,Theater,35,18:00,The Pocket Theater,8312 Greenwood Avenue North,
953,Seattle,2019-03-14,Improv Camp For Teens,Theater,40,17:30,Unexpected Productions Improv,1428 Post Alley,
954,Seattle,2019-03-14,Improv For Content Creators,Theater,50,19:00,The Atlas Theatre,3509 Fremont Avenue North,
955,Seattle,2019-03-14,Maritess Zurbano Hypnotist,Theater,35,19:00,Copious,2220 Northwest Market Street,
956,Seattle,2019-03-14,Read The Tempest,Theater,60,19:00,Douglass-Truth Branch - The Seattle Public Library,2300 East Yesler Way,
957,Seattle,2019-03-14,Seattle Theatresports,Theater,45,16:30,Unexpected Productions Improv,1428 Post Alley,
958,Seattle,2019-03-14,Seattle Theatresports Improv Comedy,Theater,20,17:00,Unexpected Productions Improv,1428 Post Alley,
959,Berkeley,2019-03-09,Fidlar,Music,45,18:00,Cornerstone Craft Beer & Live Music,2367 Shattuck Avenue,
960,Berkeley,2019-03-09,Gaelic Storm,Music,40,18:00,Cornerstone Craft Beer & Live Music,2367 Shattuck Avenue,
961,Berkeley,2019-03-09,Phutureprimitive,Music,45,18:00,Cornerstone Craft Beer & Live Music,2367 Shattuck Avenue,
962,Berkeley,2019-03-09,Reckless Kelly,Music,55,18:00,Cornerstone Craft Beer & Live Music,2367 Shattuck Avenue,
963,Berkeley,2019-03-09,The Melvins,Music,45,18:30,Cornerstone Craft Beer & Live Music,2367 Shattuck Avenue,
964,Berkeley,2019-03-09,Trapt,Music,40,19:00,Cornerstone Craft Beer & Live Music,2367 Shattuck Avenue,
965,Berkeley,2019-03-09,Ziggy Alberts,Music,35,18:30,Cornerstone Craft Beer & Live Music,2367 Shattuck Avenue,
966,Toronto,2019-03-14,Anne Of Green Gables,Theater,20,16:00,Lower Ossington Theatre,100 Ossington Avenue,
967,Toronto,2019-03-14,Improv And Storytelling Intensive,Theater,20,19:00,The Social Capital,154 Danforth Avenue,
968,Toronto,2019-03-14,Knives In Hens,Theater,30,17:30,The Coal Mine Theatre,1454 Danforth Avenue,
969,Toronto,2019-03-14,Puffs,Theater,30,19:00,Lower Ossington Theatre,100 Ossington Avenue,
970,Philadelphia,2019-03-07,Anthony Green,Music,55,19:30,The Foundry,29 East Allen Street 2nd Floor,
971,Philadelphia,2019-03-07,Babymetal,Music,40,18:30,The Fillmore Philadelphia,29 East Allen Street,
972,Philadelphia,2019-03-07,Bars And Melody,Music,55,16:00,The Foundry,29 East Allen Street 2nd Floor,
973,Philadelphia,2019-03-07,Charlotte Lawrence,Music,25,19:00,The Fillmore Philadelphia,29 East Allen Street,
974,Philadelphia,2019-03-07,Conan Gray,Music,30,17:00,The Fillmore Philadelphia,29 East Allen Street,
975,Philadelphia,2019-03-07,Drax Project,Music,60,18:30,Voltage Lounge,421 North 7th Street,
976,Philadelphia,2019-03-07,Dwele,Music,35,18:00,City Winery,990 Filbert Street,
977,Philadelphia,2019-03-07,Girl In Red,Music,25,18:00,The Foundry,29 East Allen Street 2nd Floor,
978,Philadelphia,2019-03-07,Icon For Hire,Music,35,16:30,Voltage Lounge,421 North 7th Street,
979,Los Angeles,2019-03-06,Asssscat,Theater,35,18:30,Ucb Franklin,5919 Franklin Avenue,
980,Los Angeles,2019-03-06,At The Table,Theater,60,18:30,Lankershim Arts Center,5108 Lankershim Boulevard,
981,Los Angeles,2019-03-06,Characters Welcome,Theater,50,16:30,Upright Citizens Brigade Sunset,5419 Sunset Boulevard,
982,Los Angeles,2019-03-06,Crabbe And Goyle,Theater,30,16:00,studio/stage,520 North Western Avenue,
983,Los Angeles,2019-03-06,Extraordinary,Theater,40,16:00,Studio C Artists,6448 California 2,
984,Los Angeles,2019-03-06,Famous Adjacent,Theater,20,16:30,Rockwell Table & Stage,1714 North Vermont Avenue,
985,Los Angeles,2019-03-06,Good Mourning,Theater,25,17:30,The Hudson Theatres,6539 Santa Monica Boulevard,
986,Los Angeles,2019-03-06,Improv Nerds,Theater,20,19:00,Upright Citizens Brigade Sunset,5419 Sunset Boulevard,
987,Los Angeles,2019-03-06,Lavender Men,Theater,30,18:00,Skylight Theatre Company,1816 1/2 North Vermont Avenue,
988,Las Vegas,2019-03-05,Marriage Can Be Murder,Theater,50,19:30,Showroom at the D Las Vegas,301 Fremont Street,
989,Las Vegas,2019-03-05,Young Frankenstein,Theater,50,19:00,Summerlin Library,1771 Inner Circle Drive,
990,Toronto,2019-03-13,Anne Of Green Gables,Theater,30,18:00,Lower Ossington Theatre,100 Ossington Avenue,
991,Toronto,2019-03-13,Gymnologize,Theater,45,17:30,Red Sandcastle Theatre,922 Queen Street East,
992,Toronto,2019-03-13,Laughter Theatre,Theater,45,17:00,WeWork 240 Richmond St W,240 Richmond Street West,
993,Toronto,2019-03-13,Puffs,Theater,50,18:30,Lower Ossington Theatre,100 Ossington Avenue,
994,Toronto,2019-03-13,Taj Express,Theater,20,19:00,Bluma Appel Theatre,"Centre for the Arts, 27 Front Street East",
995,Toronto,2019-03-13,Ten Minute Theatre,Theater,55,19:00,Super Wonder Gallery,584 College Street,
996,Atlanta,2019-03-02,Babyshower For The Antichrist,Theater,25,19:00,Fulton County West End Performing Arts Center,945 Ralph David Abernathy Boulevard,
997,Atlanta,2019-03-02,Grounded,Theater,55,17:00,7 Stages Theatre,1105 Euclid Avenue Northeast,
998,Atlanta,2019-03-02,Much Ado About Nothing,Theater,40,19:00,Active Sol Yoga,200 Bennett Street Northwest,
999,Atlanta,2019-03-02,One Act Spectacular,Theater,60,18:00,PULP Books Atlanta,668 11th Street Northwest,
1000,San Diego,2019-03-12,American Idiot The Musical,Theater,25,18:00,OB Playhouse & Theatre Company,4944 Newport Avenue D,
1001,San Diego,2019-03-12,King Lear,Theater,45,17:00,Westminster Presbyterian Church,3598 Talbot Street,
1002,San Diego,2019-03-12,The Fantasticks,Theater,50,18:30,Point Loma Playhouse,3035 Talbot Street,
1003,Philadelphia,2019-03-05,Anthony Green,Music,40,19:30,The Foundry,29 East Allen Street 2nd Floor,
1004,Philadelphia,2019-03-05,Ayokay,Music,30,18:30,The Foundry,29 East Allen Street 2nd Floor,
1005,Philadelphia,2019-03-05,Babymetal,Music,50,17:30,The Fillmore Philadelphia,29 East Allen Street,
1006,Philadelphia,2019-03-05,Bars And Melody,Music,50,16:30,The Foundry,29 East Allen Street 2nd Floor,
1007,Philadelphia,2019-03-05,Brockhampton,Music,45,17:30,The Fillmore Philadelphia,29 East Allen Street,
1008,Philadelphia,2019-03-05,Charlotte Lawrence,Music,25,19:30,The Fillmore Philadelphia,29 East Allen Street,
1009,Philadelphia,2019-03-05,Conan Gray,Music,55,18:30,The Fillmore Philadelphia,29 East Allen Street,
1010,Philadelphia,2019-03-05,Counterparts,Music,50,18:00,The Foundry,29 East Allen Street 2nd Floor,
1011,Philadelphia,2019-03-05,Girl In Red,Music,55,19:00,The Foundry,29 East Allen Street 2nd Floor,
1012,Philadelphia,2019-03-05,Jordan Rakei,Music,60,17:00,The Foundry,29 East Allen Street 2nd Floor,
1013,Vancouver,2019-03-05,Cavetown,Music,60,16:00,Venue Nightclub,881 Granville Street,
1014,Vancouver,2019-03-12,Collective Soul,Music,45,16:00,PNE Amphitheatre,2901 East Hastings Street,
1015,Vancouver,2019-03-01,Comethazine,Music,20,16:30,Venue Nightclub,881 Granville Street,
1016,Vancouver,2019-03-08,Cuco,Music,45,18:30,Venue Nightclub,881 Granville Street,
1017,Vancouver,2019-03-01,Kishi Bashi,Music,25,16:00,Imperial Vancouver,319 Main Street,
1018,Vancouver,2019-03-12,Smokey Robinson,Music,30,18:00,PNE Amphitheatre,2901 East Hastings Street,
1019,San Francisco,2019-03-10,Alex Cameron,Music,30,17:00,August Hall,420 Mason Street,
1020,San Francisco,2019-03-10,Carmina Burana,Music,25,19:30,San Francisco Symphony,201 Van Ness Avenue,
1021,San Francisco,2019-03-10,Finneas,Music,55,16:30,August Hall,420 Mason Street,
1022,San Francisco,2019-03-10,Lucy Dacus,Music,25,19:30,August Hall,420 Mason Street,
1023,San Francisco,2019-03-10,Matty Matheson,Music,40,17:30,August Hall,420 Mason Street,
1024,San Francisco,2019-03-10,Patti Lupone,Music,60,18:30,San Francisco Symphony,201 Van Ness Avenue,
1025,San Francisco,2019-03-10,Remo Drive,Music,50,19:30,The Chapel,777 Valencia Street,
1026,Chicago,2019-03-02,Ashe,Music,50,18:30,Chop Shop,2033 West North Avenue,
1027,Chicago,2019-03-02,Lil Tjay,Music,20,16:00,Concord Music Hall,2051 North Milwaukee Avenue,
1028,Chicago,2019-03-02,Loud Luxury,Music,55,18:00,Concord Music Hall,2051 North Milwaukee Avenue,
1029,Chicago,2019-03-02,Mozzy,Music,50,16:00,Avondale Music Hall,3336 North Milwaukee Avenue,
1030,Chicago,2019-03-02,My House Music Festival,Music,40,19:00,Harrison Park,1824 South Wood Street,
1031,Chicago,2019-03-02,Wale,Music,25,17:00,Concord Music Hall,2051 North Milwaukee Avenue,
1032,Philadelphia,2019-03-07,Jordan Rakei,Music,60,19:00,The Foundry,29 East Allen Street 2nd Floor,
1033,New York,2019-03-03,Advanced Acting Scene Study,Theater,50,18:00,TGW Acting Studio,358 West 44th Street,
1034,New York,2019-03-03,Big Apple Circus,Theater,25,17:30,Big Apple Circus,60 Lincoln Center Plaza,
1035,New York,2019-03-03,Calliope Musicals At Alphaville,Theater,30,18:30,Alphaville,"140 Wilson Avenue, Brooklyn",
1036,New York,2019-03-03,Chaos Theory,Theater,35,16:00,Caveat,21 A Clinton Street,
1037,New York,2019-03-03,Dead End Comedy Show,Theater,45,16:30,Erv's,"2122 Beekman Place, Brooklyn",
1038,New York,2019-03-03,Drama Group,Theater,60,19:00,Marlene Meyerson JCC Manhattan,334 Amsterdam Avenue,
1039,New York,2019-03-03,Drunk Shakespeare,Theater,30,16:00,The Lounge,777 8th Avenue,
1040,New York,2019-03-03,Drunken Shakespeare,Theater,25,18:30,Bar Nine,807 9th Avenue,
1041,New York,2019-03-03,Frances Ruffelle,Theater,60,16:00,The Green Room 42,570 10th Avenue,
1042,Phoenix,2019-03-09,Dodie,Music,55,17:00,The Van Buren,401 West Van Buren Street,
1043,Phoenix,2019-03-09,Dreamers,Music,45,16:30,The Van Buren,401 West Van Buren Street,
1044,Phoenix,2019-03-09,Gus Dapperton,Music,25,16:00,The Van Buren,401 West Van Buren Street,
1045,Phoenix,2019-03-09,Motion City Soundtrack,Music,60,17:00,The Van Buren,401 West Van Buren Street,
1046,Phoenix,2019-03-09,Oliver Tree,Music,20,16:00,The Van Buren,401 West Van Buren Street,
1047,Phoenix,2019-03-09,Steve Hackett,Music,50,16:30,The Van Buren,401 West Van Buren Street,
1048,Phoenix,2019-03-09,Tash Sultana,Music,20,19:30,The Van Buren,401 West Van Buren Street,
1049,London,2019-03-09,A Right Royale Tea,Theater,50,19:00,Amba Hotel Charing Cross,Strand,
1050,London,2019-03-09,Becoming The Invisible Woman,Theater,35,18:30,Drayton Arms Theatre,153 Old Brompton Road,
1051,London,2019-03-09,Beyond The Blue,Theater,35,19:30,Poplar Union,2 Cotall Street,
1052,London,2019-03-09,Boat Show Comedy Club,Theater,35,19:30,The Boat Show Comedy Club,"Salsa! Temple, Ps Tattershall Castle, Temple Station, Victoria Embankment",
1053,London,2019-03-09,Boris Rex,Theater,30,19:30,Tristan Bates Theatre,1A Tower Street,
1054,London,2019-03-09,Caspa Arts Collaborative Theatre,Theater,30,17:00,Drayton Arms Theatre,153 Old Brompton Road,
1055,London,2019-03-09,Club Briefs,Theater,20,17:00,Wonderground,337-338 Belvedere Road,
1056,London,2019-03-09,Daniel Kitson,Theater,40,16:00,Dulwich Hamlet Football Club,"Champion Hill Stadium, Edgar Kail Way",
1057,London,2019-03-09,Drama,Theater,35,18:00,Oslo Hackney,1A Amhurst Road,
1058,New York,2019-03-03,Black Uhuru,Music,45,16:00,Sony Hall,235 West 46th Street,
1059,New York,2019-03-03,Blackbear,Music,35,18:00,Pier 17,89 South Street,
1060,New York,2019-03-03,Buddy Guy,Music,50,16:00,Sony Hall,235 West 46th Street,
1061,New York,2019-03-03,Crystal Method,Music,60,16:00,Warsaw,"261 Driggs Avenue, Brooklyn",
1062,New York,2019-03-03,Emanuel Ax,Music,50,19:30,Stern Auditorium / Perelman Stage,881 7th Avenue,
1063,New York,2019-03-03,Finneas,Music,40,18:30,Warsaw,"261 Driggs Avenue, Brooklyn",
1064,New York,2019-03-03,France Rocks Festival,Music,20,17:00,Bruno Walter Auditorium,111 Amsterdam Avenue,
1065,New York,2019-03-03,Governors Ball Music Festival,Music,25,17:00,Randall's Island Park,20 Randalls Island Park,
1066,New York,2019-03-03,Greyson Chance,Music,55,17:30,Sony Hall,235 West 46th Street,
1067,New York,2019-03-02,Acting For Teens,Theater,35,17:00,520 8th Ave. - Personal Valet Parking,520 8th Ave. - Personal Valet,
1068,New York,2019-03-02,Advanced Acting Scene Study,Theater,20,18:00,TGW Acting Studio,358 West 44th Street,
1069,New York,2019-03-02,Broadway Brunch,Theater,40,18:30,Engine Room New York,707 8th Avenue,
1070,New York,2019-03-02,Chaos Theory,Theater,20,19:00,Caveat,21 A Clinton Street,
1071,New York,2019-03-02,Comedysportz,Theater,60,16:00,ComedySportz New York City,318 West 53rd Street,
1072,New York,2019-03-02,Dear Brutus,Theater,55,17:00,Shetler Studios & Theatres,244 West 54th Street,
1073,New York,2019-03-02,Drunk Shakespeare,Theater,40,16:30,Drunk Shakespeare,711 7th Avenue Floor 2,
1074,New York,2019-03-02,Drunken Shakespeare,Theater,25,18:30,Bar Nine,807 9th Avenue,
1075,New York,2019-03-02,Fairview,Theater,45,16:00,Theatre For A New Audience Administrative Offices,154 Christopher Street #3D,
1076,San Francisco,2019-03-10,Above Ground,Theater,60,18:30,Mojo Theatre,2940 16th Street #217,
1077,San Francisco,2019-03-10,Above Ground Festival,Theater,35,18:00,Mojo Theatre,2940 16th Street #217,
1078,San Francisco,2019-03-10,Heathers The Musical,Theater,40,16:00,Cowell Theater,2 Marina Boulevard,
1079,San Francisco,2019-03-10,Into The Woods,Theater,35,16:30,The Strand Theater,1127 Market Street,
1080,San Francisco,2019-03-10,Other,Theater,55,18:00,Monarch,101 6th Street,
1081,San Francisco,2019-03-10,Superscene Prime Time,Theater,55,19:30,BATS Improv Theatre,Landmark Building B,
1082,Toronto,2019-03-04,Gymnologize,Theater,45,19:00,Red Sandcastle Theatre,922 Queen Street East,
1083,Toronto,2019-03-04,Improv And Storytelling Intensive,Theater,40,18:00,The Social Capital,154 Danforth Avenue,
1084,Toronto,2019-03-04,Knives In Hens,Theater,60,17:00,The Coal Mine Theatre,1454 Danforth Avenue,
1085,Toronto,2019-03-04,Puffs,Theater,40,19:30,Lower Ossington Theatre,100 Ossington Avenue,
1086,Toronto,2019-03-04,Stratford Festival Bus Tour,Theater,55,18:00,The Spa Intercontinental Toronto Centre,225 Front Street West,
1087,Toronto,2019-03-04,Taj Express,Theater,45,19:30,Bluma Appel Theatre,"Centre for the Arts, 27 Front Street East",
1088,Phoenix,2019-03-10,Boondocks Improv,Theater,50,18:30,Dearing Acting Studio,10806 North 32nd Street,
1089,Phoenix,2019-03-07,Chaos Comedy Improv Show,Theater,20,17:00,Dearing Acting Studio,10806 North 32nd Street,
1090,Phoenix,2019-03-03,Jack And The Beanstalk,Theater,20,18:00,Great Arizona Puppet Theater,302 West Latham Street,
1091,Phoenix,2019-03-13,Boondocks Improv,Theater,35,19:00,Dearing Acting Studio,10806 North 32nd Street,
1092,Phoenix,2019-03-13,Jack And The Beanstalk,Theater,60,18:00,Great Arizona Puppet Theater,302 West Latham Street,
1093,New York,2019-03-07,Abbi Jacobson,Music,35,16:30,Kaufmann Concert Hall,1395 Lexington Avenue,
1094,New York,2019-03-07,Alpha Blondy,Music,60,18:00,Sony Hall,235 West 46th Street,
1095,New York,2019-03-07,Blackbear,Music,50,17:30,Pier 17,89 South Street,
1096,New York,2019-03-07,Buddy Guy,Music,30,16:00,Sony Hall,235 West 46th Street,
1097,New York,2019-03-07,Carbon Leaf,Music,50,16:30,Sony Hall,235 West 46th Street,
1098,New York,2019-03-07,Denis Matsuev,Music,40,18:00,Stern Auditorium / Perelman Stage,881 7th Avenue,
1099,New York,2019-03-07,Governors Ball Music Festival,Music,25,19:00,Randall's Island Park,20 Randalls Island Park,
1100,New York,2019-03-07,Greyson Chance,Music,20,17:30,Sony Hall,235 West 46th Street,
1101,New York,2019-03-07,Harlem Gospel Choir,Music,45,18:00,Sony Hall,235 West 46th Street,
1102,New York,2019-03-07,Igor Levit,Music,20,19:00,Stern Auditorium / Perelman Stage,881 7th Avenue,
1103,Los Angeles,2019-03-05,A Year In Dragonfly,Theater,30,19:30,Studio C Artists,6448 California 2,
1104,Los Angeles,2019-03-05,Adieu Monsieur Haffmann,Theater,55,18:00,Theatre Raymond Kabbaz,10361 West Pico Boulevard,
1105,Los Angeles,2019-03-05,Asssscat,Theater,20,19:00,Upright Citizens Brigade Sunset,5419 Sunset Boulevard,
1106,Los Angeles,2019-03-05,At The Table,Theater,60,16:00,Lankershim Arts Center,5108 Lankershim Boulevard,
1107,Los Angeles,2019-03-05,Crabbe And Goyle,Theater,50,18:00,studio/stage,520 North Western Avenue,
1108,Los Angeles,2019-03-05,Famous Adjacent,Theater,60,19:30,Rockwell Table & Stage,1714 North Vermont Avenue,
1109,Los Angeles,2019-03-05,Funeral Bouquet,Theater,40,19:30,Lyric Hyperion Theatre & Cafe,2106 Hyperion Avenue,
1110,Los Angeles,2019-03-05,Good Mourning,Theater,60,18:00,The Hudson Theatres,6539 Santa Monica Boulevard,
1111,Los Angeles,2019-03-05,Mamma Mia,Theater,50,17:00,East West Players,120 Judge John Aiso Street,
1112,San Diego,2019-03-01,Alejandro Sanz,Music,40,18:30,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
1113,San Diego,2019-03-01,Bastille,Music,20,17:30,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
1114,San Diego,2019-03-01,Devendra Banhart,Music,25,16:00,The Observatory North Park,2891 University Avenue,
1115,San Diego,2019-03-01,Greta Van Fleet,Music,45,17:30,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
1116,San Diego,2019-03-01,Hozier,Music,45,17:30,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
1117,San Diego,2019-03-01,Ingrid Michaelson,Music,55,18:30,The Observatory North Park,2891 University Avenue,
1118,San Diego,2019-03-01,Jon Bellion,Music,55,19:30,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
1119,San Diego,2019-03-01,Lizzo,Music,25,17:30,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
1120,San Diego,2019-03-01,Mandolin Orange,Music,40,18:30,The Observatory North Park,2891 University Avenue,
1121,Portland,2019-03-04,Red By John Logan,Theater,50,19:30,Shaking the Tree Theatre,823 Southeast Grant Street,
1122,Portland,2019-03-04,Troilus And Cressida,Theater,30,17:00,Shaking the Tree Theatre,823 Southeast Grant Street,
1123,Los Angeles,2019-03-03,A Year In Dragonfly,Theater,55,17:30,Studio C Artists,6448 California 2,
1124,Los Angeles,2019-03-03,Adieu Monsieur Haffmann,Theater,60,19:30,Theatre Raymond Kabbaz,10361 West Pico Boulevard,
1125,Los Angeles,2019-03-03,Anything Goes,Theater,45,18:30,Upright Citizens Brigade Sunset,5419 Sunset Boulevard,
1126,Los Angeles,2019-03-03,At The Table,Theater,50,18:30,Lankershim Arts Center,5108 Lankershim Boulevard,
1127,Los Angeles,2019-03-03,Benji Hughes,Theater,55,16:00,The Teragram Ballroom,1234 West 7th Street,
1128,Los Angeles,2019-03-03,Crabbe And Goyle,Theater,30,18:00,studio/stage,520 North Western Avenue,
1129,Los Angeles,2019-03-03,Extraordinary,Theater,45,18:00,Studio C Artists,6448 California 2,
1130,Los Angeles,2019-03-03,Funeral Bouquet,Theater,40,19:00,Lyric Hyperion Theatre & Cafe,2106 Hyperion Avenue,
1131,Los Angeles,2019-03-03,Lavender Men,Theater,50,18:00,Skylight Theatre Company,1816 1/2 North Vermont Avenue,
1132,Vancouver,2019-03-06,Comethazine,Music,45,19:30,Venue Nightclub,881 Granville Street,
1133,Vancouver,2019-03-06,Cuco,Music,30,17:00,Venue Nightclub,881 Granville Street,
1134,Vancouver,2019-03-06,Smokey Robinson,Music,25,18:30,PNE Amphitheatre,2901 East Hastings Street,
1135,Vancouver,2019-03-06,Tlc,Music,35,16:30,PNE Amphitheatre,2901 East Hastings Street,
1136,New York,2019-03-04,Advanced Acting Scene Study,Theater,50,16:30,TGW Acting Studio,358 West 44th Street,
1137,New York,2019-03-04,Blks,Theater,20,16:00,The Robert W. Wilson MCC Theater Space,511 West 52nd Street,
1138,New York,2019-03-04,Broadway Brunch,Theater,25,16:00,Engine Room New York,707 8th Avenue,
1139,New York,2019-03-04,Broadway Buddy Mentorship Cabaret,Theater,40,18:30,Leonard Nimoy Thalia at Symphony Space,"Lower, 2537 Broadway",
1140,New York,2019-03-04,Calliope Musicals At Alphaville,Theater,25,16:00,Alphaville,"140 Wilson Avenue, Brooklyn",
1141,New York,2019-03-04,Dead End Comedy Show,Theater,40,19:00,Erv's,"2122 Beekman Place, Brooklyn",
1142,New York,2019-03-04,Dear Brutus,Theater,20,16:00,Shetler Studios & Theatres,244 West 54th Street,
1143,New York,2019-03-04,Drama Group,Theater,20,16:30,Marlene Meyerson JCC Manhattan,334 Amsterdam Avenue,
1144,London,2019-03-08,Efg,Music,60,19:30,Purcell Room,Belvedere Road,
1145,London,2019-03-08,Methyl Ethel,Music,20,18:30,Electric Brixton,Town Hall Parade,
1146,London,2019-03-08,Onblackheath Festival,Music,35,18:30,Blackheath Common,7-8 Vanbrugh Terrace,
1147,London,2019-03-08,Shakey Graves,Music,35,18:00,The Dome,2A Dartmouth Park Hill,
1148,London,2019-03-08,Wallows,Music,45,16:30,Electric Brixton,Town Hall Parade,
1149,Seattle,2019-03-10,Cody Johnson,Music,30,16:30,Flamingo Lot,5500 Phinney Avenue North,
1150,Belvedere,2019-03-05,Chanticleer Concert,,30,19:30,St. Stephen's Episcopal Church,3 Bayview Avenue,3
1151,Chicago,2019-03-06,The Armando Diaz Experience,,35,16:30,The Mission Theater,1501 North Kingsbury Street,2
1152,Los Angeles,2019-03-09,Third Annual Diversity Festival,,55,19:00,The Groundlings Theatre & School,7307 Melrose Avenue,3
1153,London,2019-03-01,The Good Soldier Schwejk,,40,17:30,Sands Films Studio,82 Saint Marychurch Street,4
1154,London,2019-03-01,Newton Faulkner,,50,18:00,University of London Union,"University of London Union, Malet Street",3
1155,Los Angeles,2019-03-09,Third Annual Diversity Festival,,55,19:00,The Groundlings Theatre & School,7307 Melrose Avenue,1
1156,London,2019-03-10,Ghosts,,50,18:30,The Chapel Cafe Bar,308 - 312 Grays Inn Road,3
1157,Seattle,2019-03-11,Twelfth Night,,35,19:30,Fisher Pavilion,305 Harrison Street,2
1158,London,2019-03-04,Good People,,45,18:00,The Blues Kitchen Brixton,40 Acre Lane,1
1159,New York,2019-03-09,Mxmtoon,,20,18:30,Rockwood Music Hall Stage 3,185 Orchard Street,4
1160,Philadelphia,2019-03-14,Anthony Green,,35,19:00,The Foundry,29 East Allen Street 2nd Floor,1
1161,New York,2019-03-02,Frances Ruffelle,,45,16:30,The Green Room 42,570 10th Avenue,4
1162,London,2019-03-02,Good People,,60,17:00,The Blues Kitchen Brixton,40 Acre Lane,3
1163,New York,2019-03-02,Improv And Acting,,45,17:30,Vimbly,349 5th Avenue,3
1164,London,2019-03-11,Dimension,,35,18:00,Electric Brixton,Town Hall Parade,1
1165,Seattle,2019-03-07,Blood Water Paint,,30,16:30,12th Avenue Arts,1620 12th Avenue,1
1166,London,2019-03-14,The Lion King,,55,17:30,Christopher's,18 Wellington Street,1
1167,Sacramento,2019-03-14,Aftershock Festival,,25,17:00,Discovery Park,1600 Garden Highway,4
1168,San Diego,2019-03-10,Jon Pardi,,30,18:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,4
1169,Seattle,2019-03-13,Maritess Zurbano Hypnotist,,40,19:00,Copious,2220 Northwest Market Street,3
1170,Vancouver,2019-03-02,Alice In Glitterland,,30,16:30,The Wise,1882 Adanac Street,1
1171,Chicago,2019-03-04,Every Brilliant Thing,,45,18:00,Windy City Playhouse,3014 West Irving Park Road,2
1172,Toronto,2019-03-11,Funtcase,,60,17:00,NEST,423 College Street,3
1173,Los Angeles,2019-03-12,Angel Olsen,,55,19:30,Palace Theatre,630 South Broadway,3
1174,London,2019-03-12,Twin Peaks,,50,18:30,The Dome,2A Dartmouth Park Hill,3
1175,Portland,2019-03-10,Annual School Performance,,55,18:00,Newmark Theatre,1111 Southwest Broadway,1
1176,Philadelphia,2019-03-04,Louis The Child,,30,18:30,The Fillmore Philadelphia,29 East Allen Street,2
1177,Philadelphia,2019-03-06,Mxmtoon,,55,17:30,The Foundry,29 East Allen Street 2nd Floor,2
1178,Chicago,2019-03-12,Murder In The Cathedral,,55,18:30,Poetry Foundation,61 West Superior Street,1
1179,New York,2019-03-04,Boston Symphony Orchestra,,30,18:00,Stern Auditorium / Perelman Stage,881 7th Avenue,3
1180,New York,2019-03-14,Raphael,,35,17:00,Stern Auditorium / Perelman Stage,881 7th Avenue,2
1181,Mexico City,2019-03-02,Ohtli,,50,18:00,TEATRO Sergio Magana,"Calle Sor Juana Ines de la Cruz 114, Santa Maria la Ribera, 06400 Cuauhtemoc, Ciudad de Mexico, Mexico",4
1182,Sydney,2019-03-09,West Side Story,,45,19:30,Joan Sutherland Theatre,Macquarie Street,1
1183,London,2019-03-03,Broken English,,45,18:00,The Honor Oak Pub,1 Saint German's Road,2
1184,Long Beach,2019-03-07,La Cage Aux Folles,,20,18:30,Mainstage & Studio Theatre,5021 East Anaheim Street,4
1185,New York,2019-03-12,Philadelphia Orchestra,,60,17:30,Stern Auditorium / Perelman Stage,881 7th Avenue,3
1186,New York,2019-03-14,Dead End Comedy Show,,30,16:00,Erv's,"2122 Beekman Place, Brooklyn",2
1187,Vancouver,2019-03-06,Cinderella Kids,,30,19:30,SFU Gallery,149 West Hastings Street,2
