,average_rating,city,is_unisex,phone_number,street_address,stylist_name,appointment_date,appointment_time
581,4.70,,True,510-623-1635,"4175, 42151 Blacow Road",Alex'S Classic Barber Shop,2019-03-03,17:00
582,4.40,,True,510-881-9555,3372 Village Drive,Village Barber Shop,2019-03-10,11:00
583,4.20,South San Francisco,True,650-873-5887,1027 Airport Boulevard,Philgood Cuts,,
584,3.80,South San Francisco,True,650-589-6612,945 El Camino Real,Supercuts,,
585,3.80,,True,707-257-3744,1806 Soscol Avenue B,Supercuts,2019-03-14,16:00
586,4.10,,True,408-644-5852,1216 South Abel Street,Apple Salon Hair & Nails,2019-03-02,17:30
587,4.10,,True,408-644-5852,1216 South Abel Street,Apple Salon Hair & Nails,2019-03-09,11:30
588,4.50,,True,650-964-5437,1734 El Camino Real,Cubby Cuts For Kids,2019-03-05,17:30
589,4.70,,True,510-653-1059,4801 Telegraph Avenue,17 Jewels Salon,2019-03-07,11:00
590,4.40,Belmont,True,650-591-9677,1098 Alameda de las Pulgas,Belmont Hair Studio,,
591,4.50,Belmont,True,650-592-9772,1024 6th Avenue,Bushwacker Barbers,,
592,3.30,Belmont,True,650-595-5855,2040 Ralston Avenue Ste B,Great Clips,,
593,3.10,Belmont,True,650-592-2887,1250 El Camino Real b,Supercuts,,
594,4.40,,True,650-591-9677,1098 Alameda de las Pulgas,Belmont Hair Studio,2019-03-05,14:30
595,4.20,,True,408-663-0137,2803 El Camino Real,Jimmy Hair Team,2019-03-09,17:00
596,5.00,,True,510-227-4268,408 14th Street,Benny Adem Grooming Parlor,2019-03-06,16:30
597,4.30,,True,408-293-3494,1047 Lincoln Highway suite 101,Atelier Salon Willow Glen,2019-03-08,11:30
598,4.40,Newark,False,510-795-7852,36935 Sycamore Street,Kim P Beauty Care,,
599,3.70,Newark,True,510-793-7901,5777 Jarvis Avenue,Supercuts,,
600,4.90,Newark,False,510-894-2885,6449 Thornton Avenue A,The Madhouse Salon,,
601,3.70,,True,925-606-8811,4489 First Street,Supercuts,2019-03-12,16:30
602,4.90,,True,707-266-1108,1637 Lincoln Avenue,Stags Barbershop,2019-03-07,10:00
603,4.10,,True,707-751-1775,808 Southampton Road,Sport Clips Haircuts Of Benicia,2019-03-06,15:00
604,4.70,,True,510-623-1635,"4175, 42151 Blacow Road",Alex'S Classic Barber Shop,2019-03-05,13:30
605,3.40,,True,510-243-0808,1386 Fitzgerald Drive,Great Clips,2019-03-04,14:30
606,5.00,,True,650-679-0457,704 Winslow Street,August Barbershop,2019-03-14,14:30
607,4.20,,True,707-562-2555,6040 Main Street Ste 144,Great Clips,2019-03-07,13:30
608,3.90,,True,650-460-8290,855 El Camino Real Building #1 Suite #3,18/8 Fine Men'S Salons - Palo Alto,2019-03-07,11:00
609,4.50,,True,415-824-1335,2737 20th Street,20Th Salon And Barber,2019-03-01,11:30
610,4.90,San Carlos,True,650-394-8080,58 El Camino Real,Sasha Salon,,
611,4.10,San Carlos,True,650-592-6075,1321 Laurel Street A,Today'S Haircuts,,
612,4.10,,True,650-592-6075,1321 Laurel Street A,Today'S Haircuts,2019-03-11,11:00
613,4.20,,False,408-244-3888,1274 Benton Street,Hunny Hair & Nail Spa,2019-03-04,11:00
614,4.30,,True,925-454-0292,1416 First Street,Great Clips,2019-03-11,10:00
615,4.30,,True,408-293-3494,1047 Lincoln Highway suite 101,Atelier Salon Willow Glen,2019-03-06,16:00
616,4.00,,True,415-891-3571,208 Redwood Avenue,Colour Bar,2019-03-13,17:00
617,4.30,Lafayette,True,925-297-5127,15 Fiesta Lane,18|8 Fine Men'S Salons - Lafayette,,
618,4.70,Lafayette,False,925-284-7930,3629 Mount Diablo Boulevard,California Haircuts,,
619,4.50,Lafayette,False,925-284-1474,57 Lafayette Circle,Caroline'S Salon,,
620,5.00,Lafayette,True,925-385-7200,999 Oak Hill Road,Citizen Salon,,
621,4.90,Lafayette,True,925-351-5556,"3805, 1001 Oak Hill Road",Sharp Barber Shop,,
622,4.30,Lafayette,True,925-299-6750,3586 Mount Diablo Boulevard,Supercuts,,
623,4.30,,True,925-297-5127,15 Fiesta Lane,18|8 Fine Men'S Salons - Lafayette,2019-03-04,14:30
624,4.50,,True,925-939-1639,301 Hartz Avenue #105,Blow Dry Bar,2019-03-01,10:30
625,4.30,,True,408-293-3494,1047 Lincoln Highway suite 101,Atelier Salon Willow Glen,2019-03-03,10:30
626,4.50,,True,650-592-9772,1024 6th Avenue,Bushwacker Barbers,2019-03-01,17:00
627,5.00,,True,510-473-7869,1502 1/2 Webster St,Al'S Barber Shop,2019-03-09,16:00
628,4.10,Orinda,True,925-254-7474,1 Camino Sobrante Ste 5,Great Clips,,
629,4.20,,True,408-842-0237,791 1st Street,Great Clips,2019-03-05,14:00
630,4.60,,True,925-228-2010,620 Main Street,Citrus Salon,2019-03-08,16:30
631,4.70,,True,510-623-1635,"4175, 42151 Blacow Road",Alex'S Classic Barber Shop,2019-03-09,16:30
632,4.20,,True,408-663-0137,2803 El Camino Real,Jimmy Hair Team,2019-03-14,11:00
633,3.90,,True,650-460-8290,855 El Camino Real Building #1 Suite #3,18/8 Fine Men'S Salons - Palo Alto,2019-03-08,16:30
634,4.80,,True,408-727-2200,2485 De La Cruz Boulevard,About Time Barber Shop,2019-03-14,17:00
635,3.90,,True,650-460-8290,855 El Camino Real Building #1 Suite #3,18/8 Fine Men'S Salons - Palo Alto,2019-03-05,16:30
636,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-08,15:00
637,4.10,,True,925-798-5214,2255 Contra Costa Boulevard,Cool Tops,2019-03-07,17:00
638,5.00,,True,925-577-1415,3211 Crow Canyon Place Suite J,Hair By Jane Joo In San Ramon,2019-03-11,11:30
639,5.00,,True,510-227-4268,408 14th Street,Benny Adem Grooming Parlor,2019-03-12,11:30
640,4.00,,True,415-891-3571,208 Redwood Avenue,Colour Bar,2019-03-05,14:00
641,3.90,,True,707-935-0100,19217 Sonoma Highway,Great Clips,2019-03-09,14:30
642,4.70,,False,510-574-0881,5154 Mowry Avenue,3Sixty Salon And Boutique,2019-03-13,15:30
643,4.40,Mill Valley,True,415-987-5893,40 Millwood Street,Ap Luxe Salon,,
644,4.40,Mill Valley,True,415-389-8000,800 Redwood Highway #220,D&O Salon,,
645,4.40,Mill Valley,False,415-381-1950,655 Redwood Highway #140,Edward'S Salon,,
646,5.00,Mill Valley,True,415-569-5000,45 Camino Alto #106,Miller And Mane,,
647,4.60,Mill Valley,False,415-388-0988,3 East Blithedale Avenue,Milvali Salon & Cosmetics,,
648,4.90,Mill Valley,True,415-384-8102,142 East Blithedale Avenue,Shavery Barbershop,,
649,3.70,Mill Valley,True,415-384-8440,383 Miller Avenue,Showroom 383 Salon,,
650,4.40,,True,415-389-8000,800 Redwood Highway #220,D&O Salon,2019-03-01,15:00
651,4.90,,True,650-394-8080,58 El Camino Real,Sasha Salon,2019-03-14,17:00
652,4.50,,True,415-824-1335,2737 20th Street,20Th Salon And Barber,2019-03-12,13:30
653,4.70,,True,510-653-1059,4801 Telegraph Avenue,17 Jewels Salon,2019-03-03,15:00
654,4.30,,False,510-527-3100,1880 Solano Avenue,Aya Salon & Spa,2019-03-06,14:00
655,4.80,Fairfax,True,415-258-0178,67 Broadway,Fairfax Barber Shop,,
656,4.60,,True,650-344-3010,1221 Donnelly Avenue,Didi Salon,2019-03-07,14:00
657,4.60,,True,707-861-3476,6790 McKinley Street #180,Reframe Hair Gallery,2019-03-06,17:00
658,4.70,,False,510-574-0881,5154 Mowry Avenue,3Sixty Salon And Boutique,2019-03-12,16:00
659,4.60,,True,650-391-9008,2100 Avy Avenue,Menlo Park Barber Shop,2019-03-05,10:30
660,4.80,,False,925-447-1776,1776 First Street,Fusion 3 Salon Livermore,2019-03-03,14:00
661,4.40,,True,650-966-8588,2425 California Street # C,Christine'S Salon,2019-03-08,13:30
662,4.30,,True,408-293-3494,1047 Lincoln Highway suite 101,Atelier Salon Willow Glen,2019-03-14,10:30
663,4.70,,True,510-653-1059,4801 Telegraph Avenue,17 Jewels Salon,2019-03-14,15:00
664,4.70,,True,510-653-1059,4801 Telegraph Avenue,17 Jewels Salon,2019-03-07,13:30
665,3.90,,True,650-460-8290,855 El Camino Real Building #1 Suite #3,18/8 Fine Men'S Salons - Palo Alto,2019-03-09,10:00
666,4.70,Vacaville,False,707-447-3197,819 Davis Street # E,Kings Cuts,,
667,4.70,,False,707-447-3197,819 Davis Street # E,Kings Cuts,2019-03-12,11:00
668,4.30,,True,408-618-8988,308 South Abel Street,Galaxy Barber Shop,2019-03-09,10:30
669,4.70,,True,650-342-1602,1012 Oak Grove Avenue,Burlingame Barber Shop,2019-03-02,16:00
670,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-07,16:30
671,5.00,,True,669-258-9601,1775 Park Avenue,Barba & Co. San Jose,2019-03-13,15:30
672,3.90,,True,650-522-8433,929 East Hillsdale Boulevard,Great Clips,2019-03-04,11:00
673,5.00,,True,707-364-6469,410 Petaluma Boulevard South,Modern Classics Barber Shop,2019-03-14,16:00
674,4.30,,True,925-454-0292,1416 First Street,Great Clips,2019-03-12,15:00
675,4.00,,True,415-891-3571,208 Redwood Avenue,Colour Bar,2019-03-07,16:30
676,4.00,,True,415-891-3571,208 Redwood Avenue,Colour Bar,2019-03-14,14:00
677,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-12,15:00
678,4.60,,True,650-344-3010,1221 Donnelly Avenue,Didi Salon,2019-03-02,11:00
679,3.90,,True,510-415-3420,15208 East 14th Street,Sofia African Hair Braiding,2019-03-01,16:30
680,3.90,,True,650-460-8290,855 El Camino Real Building #1 Suite #3,18/8 Fine Men'S Salons - Palo Alto,2019-03-01,17:00
681,4.30,,True,408-293-3494,1047 Lincoln Highway suite 101,Atelier Salon Willow Glen,2019-03-13,16:30
682,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-11,16:30
683,4.30,,True,925-462-2695,4275 First Street,Cosmo'S Barber Shop,2019-03-03,15:30
684,5.00,,True,669-258-9601,1775 Park Avenue,Barba & Co. San Jose,2019-03-11,10:00
685,4.70,,True,510-653-1059,4801 Telegraph Avenue,17 Jewels Salon,2019-03-08,10:30
686,4.70,,True,510-653-1059,4801 Telegraph Avenue,17 Jewels Salon,2019-03-07,16:30
687,4.50,Rohnert Park,True,707-843-3921,6469 Redwood Drive,Barber'S Garage,,
688,3.70,Rohnert Park,True,707-585-6390,360 Rohnert Park Expressway W,Great Clips,,
689,4.50,Rohnert Park,True,707-293-8407,6590 Commerce Boulevard,Razor Mike'S Barber Shop,,
690,4.40,Rohnert Park,True,707-664-5259,15 Raley's Towne Centre,Supercuts,,
691,4.50,,True,707-843-3921,6469 Redwood Drive,Barber'S Garage,2019-03-02,13:30
692,4.80,,True,707-575-1474,205 5th Street D,Elle Lui Hair Salon,2019-03-02,15:00
693,4.00,,True,925-210-0613,1833 Ygnacio Valley Road,Great Clips,2019-03-14,16:00
694,3.50,,True,707-747-0659,868 Southampton Road,Supercuts,2019-03-06,11:30
695,3.70,,True,925-446-4144,4330 Clayton Road suite j,Breds Barbershop,2019-03-02,16:30
696,4.60,,True,510-247-9087,27659 Mission Boulevard,King Of Kutz Barbershop,2019-03-09,10:30
697,3.80,,True,408-738-8389,472 North Mathilda Avenue,Alpha Barbershop,2019-03-07,16:00
698,4.30,,False,510-527-3100,1880 Solano Avenue,Aya Salon & Spa,2019-03-10,10:30
699,4.30,,False,510-527-3100,1880 Solano Avenue,Aya Salon & Spa,2019-03-04,15:30
700,4.90,,True,510-656-1955,40645 Fremont Boulevard,Fremont Barber Shop,2019-03-07,17:00
701,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-01,10:30
702,4.60,,True,510-223-2900,1406 Pinole Valley Road,Jovance Salon & Barbering,2019-03-08,15:00
703,4.60,Daly City,True,650-550-4180,6755 Mission Street,Black & Gold Barber Lounge,,
704,3.80,Daly City,True,650-992-3747,215 Westlake Center,Supercuts,,
705,3.40,,True,415-566-3929,59 West Portal Avenue,Supercuts,2019-03-03,12:00
706,4.30,,True,925-299-6750,3586 Mount Diablo Boulevard,Supercuts,2019-03-03,14:30
707,4.30,,False,510-527-3100,1880 Solano Avenue,Aya Salon & Spa,2019-03-04,10:00
708,4.30,,False,510-527-3100,1880 Solano Avenue,Aya Salon & Spa,2019-03-10,10:00
709,4.30,,True,925-297-5127,15 Fiesta Lane,18|8 Fine Men'S Salons - Lafayette,2019-03-06,10:30
710,4.30,,True,408-293-3494,1047 Lincoln Highway suite 101,Atelier Salon Willow Glen,2019-03-05,13:30
711,3.90,,True,510-849-1188,2646 Ashby Avenue,Supercuts,2019-03-02,10:30
712,3.80,,True,925-679-0279,2589 Main Street,Great Clips,2019-03-13,10:30
713,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-04,17:00
714,4.30,,True,408-293-3494,1047 Lincoln Highway suite 101,Atelier Salon Willow Glen,2019-03-13,17:00
715,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-11,15:00
716,4.80,,True,510-540-1261,2556 Telegraph Avenue #4,Berkeley Hair Studio,2019-03-11,15:00
717,5.00,,True,669-258-9601,1775 Park Avenue,Barba & Co. San Jose,2019-03-01,15:00
718,4.90,,True,707-266-1108,1637 Lincoln Avenue,Stags Barbershop,2019-03-05,11:30
719,4.70,,True,510-653-1059,4801 Telegraph Avenue,17 Jewels Salon,2019-03-12,14:30
720,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-04,16:00
721,4.40,,True,415-987-5893,40 Millwood Street,Ap Luxe Salon,2019-03-04,10:30
722,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-12,10:00
723,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-07,14:30
724,4.60,,True,650-550-4180,6755 Mission Street,Black & Gold Barber Lounge,2019-03-03,17:00
725,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-09,13:30
726,4.50,,False,510-477-4782,34624 Alvarado-Niles Road,Precision Cutz,2019-03-02,15:30
727,4.70,Half Moon Bay,True,650-995-4040,765 MAIN STREET HALF,Main Barber,,
728,4.70,,True,650-995-4040,765 MAIN STREET HALF,Main Barber,2019-03-02,16:00
729,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-06,16:00
730,4.80,,True,707-575-1474,205 5th Street D,Elle Lui Hair Salon,2019-03-11,17:30
731,4.70,,True,650-342-1602,1012 Oak Grove Avenue,Burlingame Barber Shop,2019-03-10,16:00
732,4.50,,False,510-477-4782,34624 Alvarado-Niles Road,Precision Cutz,2019-03-01,17:30
733,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-14,17:30
734,4.70,,True,510-653-1059,4801 Telegraph Avenue,17 Jewels Salon,2019-03-01,15:30
735,4.30,,False,650-938-2400,820 East El Camino Real,Bollywood Beauty Salon,2019-03-01,17:00
736,4.30,Richmond,False,510-236-9062,12221 San Pablo Avenue,Tommy Cuts,,
737,4.30,,False,510-236-9062,12221 San Pablo Avenue,Tommy Cuts,2019-03-01,17:00
738,4.70,,True,408-371-2051,2160 South Bascom Avenue,Bella Capelli Salon,2019-03-13,15:00
739,3.90,,True,510-415-3420,15208 East 14th Street,Sofia African Hair Braiding,2019-03-12,16:30
740,4.30,,True,510-582-6310,4045 East Castro Valley Boulevard,Great Clips,2019-03-14,15:00
741,4.30,,False,650-938-2400,820 East El Camino Real,Bollywood Beauty Salon,2019-03-04,15:30
742,4.70,,False,510-649-7843,6493 Portola Drive,Chop Salon & Spa,2019-03-11,17:30
743,4.70,,True,707-575-5551,1235 North Dutton Avenue Suite B,Leading Edge Salon,2019-03-04,16:00
744,4.10,,True,408-644-5852,1216 South Abel Street,Apple Salon Hair & Nails,2019-03-08,15:00
745,4.30,,True,408-293-3494,1047 Lincoln Highway suite 101,Atelier Salon Willow Glen,2019-03-06,14:30
746,5.00,,True,650-679-0457,704 Winslow Street,August Barbershop,2019-03-02,15:00
747,4.50,,True,415-824-1335,2737 20th Street,20Th Salon And Barber,2019-03-10,15:30
748,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-03,15:30
749,4.30,,True,408-293-3494,1047 Lincoln Highway suite 101,Atelier Salon Willow Glen,2019-03-04,16:00
750,4.70,,True,650-342-1602,1012 Oak Grove Avenue,Burlingame Barber Shop,2019-03-09,15:00
751,4.90,,True,650-394-8080,58 El Camino Real,Sasha Salon,2019-03-06,15:00
752,3.70,,True,925-446-4144,4330 Clayton Road suite j,Breds Barbershop,2019-03-03,17:00
753,4.30,,True,408-293-3494,1047 Lincoln Highway suite 101,Atelier Salon Willow Glen,2019-03-05,16:30
754,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-11,17:30
755,4.30,,True,408-293-3494,1047 Lincoln Highway suite 101,Atelier Salon Willow Glen,2019-03-11,16:30
756,4.10,,True,707-751-1775,808 Southampton Road,Sport Clips Haircuts Of Benicia,2019-03-10,17:30
757,4.30,,True,925-297-5127,15 Fiesta Lane,18|8 Fine Men'S Salons - Lafayette,2019-03-11,15:00
758,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-06,15:30
759,4.90,,True,650-394-8080,58 El Camino Real,Sasha Salon,2019-03-02,16:00
760,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-12,16:00
761,4.50,,True,415-824-1335,2737 20th Street,20Th Salon And Barber,2019-03-13,17:00
762,4.30,,True,408-293-3494,1047 Lincoln Highway suite 101,Atelier Salon Willow Glen,2019-03-04,17:00
763,4.80,Woodside,True,650-851-1150,2920 Woodside Road,Olive Hill Salon,,
764,4.80,,True,650-851-1150,2920 Woodside Road,Olive Hill Salon,2019-03-11,14:30
765,5.00,,True,415-250-4370,294 North San Pedro Road,Best Coast Cuts,2019-03-07,16:30
766,4.30,,True,925-462-2695,4275 First Street,Cosmo'S Barber Shop,2019-03-10,17:30
767,4.80,,True,707-575-1474,205 5th Street D,Elle Lui Hair Salon,2019-03-02,16:00
768,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-11,15:30
769,4.20,Dublin,False,925-560-8569,6046 Dougherty Road,Anu'S Beautique,,
770,3.70,Dublin,True,925-556-1775,4550 Tassajara Road,Great Clips,,
771,4.20,,False,925-560-8569,6046 Dougherty Road,Anu'S Beautique,2019-03-04,16:30
772,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-12,14:30
773,4.20,,True,408-663-0137,2803 El Camino Real,Jimmy Hair Team,2019-03-13,17:30
774,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-12,17:30
775,4.50,,True,415-824-1335,2737 20th Street,20Th Salon And Barber,2019-03-04,14:30
776,4.20,,True,510-522-2881,1500 Encinal Avenue,Salon 1500,2019-03-12,17:00
777,4.90,,True,650-394-8080,58 El Camino Real,Sasha Salon,2019-03-10,17:00
778,4.30,,True,408-293-3494,1047 Lincoln Highway suite 101,Atelier Salon Willow Glen,2019-03-08,15:00
779,3.90,,True,650-552-9316,979 Broadway Ave Ste 108,Great Clips,2019-03-11,16:30
780,4.50,,True,415-824-1335,2737 20th Street,20Th Salon And Barber,2019-03-03,14:30
781,4.40,,True,925-798-3000,114 Sun Valley Mall,Empire Barbershop,2019-03-10,15:30
782,3.70,,True,925-446-4144,4330 Clayton Road suite j,Breds Barbershop,2019-03-05,14:00
783,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-06,17:00
784,5.00,,True,650-679-0457,704 Winslow Street,August Barbershop,2019-03-07,16:00
785,4.00,,True,925-210-0613,1833 Ygnacio Valley Road,Great Clips,2019-03-14,17:00
786,4.20,,True,408-465-0180,820 East Dunne Avenue Ste 170,Great Clips,2019-03-08,15:30
787,4.10,,True,408-743-5780,450 East El Camino Real,A+ Haircuts For Men,2019-03-10,17:00
788,5.00,,True,415-250-4370,294 North San Pedro Road,Best Coast Cuts,2019-03-08,17:30
789,4.50,,True,925-349-6036,1585 Clayton Road,First Class Barber Shop,2019-03-02,15:00
790,4.50,Foster City,False,650-349-2414,939 Edgewater Boulevard E,Barberia Salon,,
791,4.50,,False,650-349-2414,939 Edgewater Boulevard E,Barberia Salon,2019-03-14,15:30
792,5.00,,True,650-345-9882,2260 Palm Avenue,Elite Hair Design,2019-03-12,16:00
793,5.00,,True,650-345-9882,2260 Palm Avenue,Elite Hair Design,2019-03-13,16:30
794,3.90,,True,415-788-4936,44 Montgomery Street #30,A Businessman'S Haircut,2019-03-05,14:30
795,4.80,,True,925-600-0080,722 Main Street,Fusion 3 Salon Pleasanton,2019-03-14,16:30
796,4.30,,False,510-527-3100,1880 Solano Avenue,Aya Salon & Spa,2019-03-13,15:30
797,3.40,,True,650-685-1888,207 East 4th Avenue,Great Clips,2019-03-03,15:00
798,4.40,,True,408-763-6990,7520 Eigleberry Street,Garlic City Barbers,2019-03-10,16:30
799,4.20,,False,925-560-8569,6046 Dougherty Road,Anu'S Beautique,2019-03-05,16:00
800,4.80,,True,408-727-2200,2485 De La Cruz Boulevard,About Time Barber Shop,2019-03-06,17:30
801,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-09,16:00
802,3.90,,True,650-460-8290,855 El Camino Real Building #1 Suite #3,18/8 Fine Men'S Salons - Palo Alto,2019-03-10,15:00
803,4.10,,True,650-493-2100,3902 Middlefield Road,Great Clips,2019-03-10,16:30
804,3.90,,True,415-788-4936,44 Montgomery Street #30,A Businessman'S Haircut,2019-03-08,15:30
805,3.70,,True,707-585-6390,360 Rohnert Park Expressway W,Great Clips,2019-03-09,15:30
806,5.00,,True,510-227-4268,408 14th Street,Benny Adem Grooming Parlor,2019-03-03,17:00
807,4.70,,False,510-574-0881,5154 Mowry Avenue,3Sixty Salon And Boutique,2019-03-13,14:00
808,4.70,,True,408-866-4247,565 East Campbell Avenue,Rage Salon,2019-03-12,15:30
809,3.90,,True,650-460-8290,855 El Camino Real Building #1 Suite #3,18/8 Fine Men'S Salons - Palo Alto,2019-03-05,15:30
810,4.40,,True,925-837-2990,1639 North California Boulevard,Blow Dry Bar,2019-03-08,15:30
811,4.80,,True,925-600-0080,722 Main Street,Fusion 3 Salon Pleasanton,2019-03-03,16:00
812,3.70,,True,925-446-4144,4330 Clayton Road suite j,Breds Barbershop,2019-03-01,15:00
813,4.70,,True,510-653-1059,4801 Telegraph Avenue,17 Jewels Salon,2019-03-08,16:30
814,4.70,,False,510-574-0881,5154 Mowry Avenue,3Sixty Salon And Boutique,2019-03-01,16:30
815,4.80,,True,408-727-2200,2485 De La Cruz Boulevard,About Time Barber Shop,2019-03-14,16:00
816,4.30,,True,925-462-2695,4275 First Street,Cosmo'S Barber Shop,2019-03-09,16:30
817,4.70,,True,510-653-1059,4801 Telegraph Avenue,17 Jewels Salon,2019-03-08,16:00
818,4.10,,True,408-644-5852,1216 South Abel Street,Apple Salon Hair & Nails,2019-03-06,15:30
819,4.40,,True,925-837-2990,1639 North California Boulevard,Blow Dry Bar,2019-03-03,17:00
820,4.70,,True,650-342-1602,1012 Oak Grove Avenue,Burlingame Barber Shop,2019-03-03,16:00
821,4.20,,True,707-421-1107,1359 Oliver Road,Crowns Barber Shop & Hair Salon,2019-03-03,16:30
822,4.50,,True,415-824-1335,2737 20th Street,20Th Salon And Barber,2019-03-03,17:00
823,4.70,,True,925-938-3648,1919 Mount Diablo Boulevard,Dipietro Todd Salon,2019-03-07,16:00
824,4.70,,True,510-653-1059,4801 Telegraph Avenue,17 Jewels Salon,2019-03-12,17:00
825,4.30,,True,925-454-0292,1416 First Street,Great Clips,2019-03-01,16:00
826,4.80,,False,925-447-1776,1776 First Street,Fusion 3 Salon Livermore,2019-03-04,14:30
827,4.90,,True,707-266-1108,1637 Lincoln Avenue,Stags Barbershop,2019-03-09,16:00
828,4.60,,True,510-247-9087,27659 Mission Boulevard,King Of Kutz Barbershop,2019-03-07,17:00
829,3.70,,True,707-585-6390,360 Rohnert Park Expressway W,Great Clips,2019-03-09,17:00
830,5.00,,True,510-473-7869,1502 1/2 Webster St,Al'S Barber Shop,2019-03-07,17:30
831,4.70,,True,650-995-4040,765 MAIN STREET HALF,Main Barber,2019-03-09,16:00
832,4.90,,True,707-266-1108,1637 Lincoln Avenue,Stags Barbershop,2019-03-03,14:30
833,4.20,Novato,False,415-883-7053,475 Entrada Drive,Best Hair,,
834,4.20,,False,415-883-7053,475 Entrada Drive,Best Hair,2019-03-13,15:30
835,5.00,,True,650-345-9882,2260 Palm Avenue,Elite Hair Design,2019-03-09,17:30
836,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-02,14:30
837,4.30,,False,707-643-3358,930 Admiral Callaghan Lane,Eyebrow Hub - Vallejo,2019-03-05,15:30
838,4.80,,True,707-575-1474,205 5th Street D,Elle Lui Hair Salon,2019-03-07,14:30
839,4.40,,True,510-780-9735,24891 Santa Clara Street,Santa Clara Sports Barber Shop,2019-03-01,11:30
840,4.50,,True,415-824-1335,2737 20th Street,20Th Salon And Barber,2019-03-04,15:00
841,4.80,,True,408-727-2200,2485 De La Cruz Boulevard,About Time Barber Shop,2019-03-01,15:30
842,4.10,,True,408-644-5852,1216 South Abel Street,Apple Salon Hair & Nails,2019-03-12,12:30
843,4.20,,False,510-794-4526,5371 Mowry Avenue,Beauology,2019-03-08,18:00
844,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-13,18:00
845,4.30,,True,925-462-2695,4275 First Street,Cosmo'S Barber Shop,2019-03-10,16:30
846,4.70,,True,510-526-9874,1483 Solano Avenue,Grove Salon,2019-03-09,16:30
847,4.30,,True,408-293-3494,1047 Lincoln Highway suite 101,Atelier Salon Willow Glen,2019-03-01,15:00
848,3.70,,True,925-446-4144,4330 Clayton Road suite j,Breds Barbershop,2019-03-07,14:30
849,4.30,,True,510-843-4919,2492 Channing Way,Edge Hair Salon,2019-03-02,15:00
850,4.40,,True,408-569-9654,10095 Saich Way #2,Parlour 17,2019-03-12,13:30
851,4.30,,True,408-293-3494,1047 Lincoln Highway suite 101,Atelier Salon Willow Glen,2019-03-08,10:30
852,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-14,11:30
853,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-01,11:00
854,4.30,,True,408-293-3494,1047 Lincoln Highway suite 101,Atelier Salon Willow Glen,2019-03-06,12:00
855,5.00,,True,669-258-9601,1775 Park Avenue,Barba & Co. San Jose,2019-03-13,18:00
856,4.70,,True,650-995-4040,765 MAIN STREET HALF,Main Barber,2019-03-07,15:30
857,4.50,,True,415-824-1335,2737 20th Street,20Th Salon And Barber,2019-03-13,16:00
858,4.40,,True,925-837-2990,1639 North California Boulevard,Blow Dry Bar,2019-03-13,13:30
859,4.20,,False,415-883-7053,475 Entrada Drive,Best Hair,2019-03-11,14:00
860,4.00,,True,925-238-0059,3136 Contra Loma Boulevard,Himc Barber Studio,2019-03-08,11:00
861,4.40,,True,650-966-8588,2425 California Street # C,Christine'S Salon,2019-03-14,18:00
862,4.80,,False,925-447-1776,1776 First Street,Fusion 3 Salon Livermore,2019-03-04,14:00
863,4.00,,True,925-238-0059,3136 Contra Loma Boulevard,Himc Barber Studio,2019-03-11,12:30
864,4.50,,True,707-843-3921,6469 Redwood Drive,Barber'S Garage,2019-03-11,16:00
865,5.00,,True,650-345-9882,2260 Palm Avenue,Elite Hair Design,2019-03-14,14:30
866,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-14,12:30
867,4.30,,True,925-462-2695,4275 First Street,Cosmo'S Barber Shop,2019-03-07,11:00
