,class,date_of_journey,from,from_station,journey_start_time,number_of_adults,to,to_station,total,trip_protection
1363,Value,2019-03-13,New York,Grand Central Station,16:40,1,Philadelphia,30th Street Station,55,True
1364,Value,2019-03-13,New York,Grand Central Station,18:20,1,Philadelphia,30th Street Station,50,True
1365,Value,2019-03-13,New York,Grand Central Station,19:00,1,Philadelphia,30th Street Station,49,True
1366,Flexible,2019-03-04,Phoenix,Phoenix Union Station,07:00,2,Los Angeles,Union Station,214,True
1367,Flexible,2019-03-04,Phoenix,Phoenix Union Station,07:20,2,Los Angeles,Union Station,190,True
1368,Flexible,2019-03-04,Phoenix,Phoenix Union Station,08:40,2,Los Angeles,Union Station,205,True
1369,Flexible,2019-03-04,Phoenix,Phoenix Union Station,16:00,2,Los Angeles,Union Station,198,True
1370,Flexible,2019-03-04,Phoenix,Phoenix Union Station,18:20,2,Los Angeles,Union Station,211,True
1371,Value,2019-03-07,San Francisco,Salesforce Transit Center,06:10,1,Sacramento,Sacramento Valley Station,47,True
1372,Value,2019-03-07,San Francisco,Salesforce Transit Center,06:20,1,Sacramento,Sacramento Valley Station,47,True
1373,Value,2019-03-07,San Francisco,Salesforce Transit Center,06:50,1,Sacramento,Sacramento Valley Station,49,True
1374,Value,2019-03-07,San Francisco,Salesforce Transit Center,10:20,1,Sacramento,Sacramento Valley Station,47,True
1375,Value,2019-03-07,San Francisco,Salesforce Transit Center,10:50,1,Sacramento,Sacramento Valley Station,48,True
1376,Value,2019-03-07,San Francisco,Salesforce Transit Center,12:30,1,Sacramento,Sacramento Valley Station,53,True
1377,Value,2019-03-07,San Francisco,Salesforce Transit Center,12:40,1,Sacramento,Sacramento Valley Station,45,True
1378,Value,2019-03-07,San Francisco,Salesforce Transit Center,16:50,1,Sacramento,Sacramento Valley Station,51,True
1379,Value,2019-03-07,San Francisco,Salesforce Transit Center,18:50,1,Sacramento,Sacramento Valley Station,47,True
1380,Flexible,2019-03-07,San Francisco,Salesforce Transit Center,06:10,1,Sacramento,Sacramento Valley Station,63,True
1381,Flexible,2019-03-11,New York,Grand Central Station,07:20,1,Atlanta,Peachtree Station,202,True
1382,Flexible,2019-03-11,New York,Grand Central Station,08:20,1,Atlanta,Peachtree Station,225,True
1383,Flexible,2019-03-11,New York,Grand Central Station,11:30,1,Atlanta,Peachtree Station,205,True
1384,Flexible,2019-03-11,New York,Grand Central Station,13:00,1,Atlanta,Peachtree Station,204,True
1385,Flexible,2019-03-11,New York,Grand Central Station,13:40,1,Atlanta,Peachtree Station,202,True
1386,Flexible,2019-03-11,New York,Grand Central Station,13:50,1,Atlanta,Peachtree Station,205,True
1387,Flexible,2019-03-11,New York,Grand Central Station,15:00,1,Atlanta,Peachtree Station,205,True
1388,Flexible,2019-03-11,Vancouver,Pacific Central Station,06:50,2,Portland,Union Station,182,True
1389,Flexible,2019-03-11,Vancouver,Pacific Central Station,08:10,2,Portland,Union Station,177,True
1390,Flexible,2019-03-11,Vancouver,Pacific Central Station,08:20,2,Portland,Union Station,182,True
1391,Flexible,2019-03-11,Vancouver,Pacific Central Station,08:40,2,Portland,Union Station,172,True
1392,Flexible,2019-03-11,Vancouver,Pacific Central Station,12:00,2,Portland,Union Station,180,True
1393,Flexible,2019-03-11,Vancouver,Pacific Central Station,14:10,2,Portland,Union Station,154,True
1394,Flexible,2019-03-11,Vancouver,Pacific Central Station,16:10,2,Portland,Union Station,179,True
1395,Flexible,2019-03-11,Vancouver,Pacific Central Station,16:20,2,Portland,Union Station,185,True
1396,Value,2019-03-05,Fresno,Fresno Station,07:20,1,Los Angeles,Union Station,66,True
1397,Value,2019-03-05,Fresno,Fresno Station,07:40,1,Los Angeles,Union Station,69,True
1398,Value,2019-03-05,Fresno,Fresno Station,08:30,1,Los Angeles,Union Station,75,True
1399,Value,2019-03-05,Fresno,Fresno Station,09:00,1,Los Angeles,Union Station,75,True
1400,Value,2019-03-05,Fresno,Fresno Station,12:10,1,Los Angeles,Union Station,74,True
1401,Value,2019-03-05,Fresno,Fresno Station,13:00,1,Los Angeles,Union Station,67,True
1402,Value,2019-03-05,Fresno,Fresno Station,15:40,1,Los Angeles,Union Station,66,True
1403,Value,2019-03-05,Fresno,Fresno Station,15:50,1,Los Angeles,Union Station,69,True
1404,Value,2019-03-05,Fresno,Fresno Station,16:30,1,Los Angeles,Union Station,74,True
1405,Value,2019-03-13,Los Angeles,Union Station,06:50,1,San Diego,Santa Fe Depot,51,True
1406,Value,2019-03-13,Los Angeles,Union Station,08:10,1,San Diego,Santa Fe Depot,49,True
1407,Value,2019-03-13,Los Angeles,Union Station,09:50,1,San Diego,Santa Fe Depot,57,True
1408,Value,2019-03-13,Los Angeles,Union Station,10:40,1,San Diego,Santa Fe Depot,54,True
1409,Value,2019-03-13,Los Angeles,Union Station,12:00,1,San Diego,Santa Fe Depot,53,True
1410,Value,2019-03-13,Los Angeles,Union Station,12:40,1,San Diego,Santa Fe Depot,51,True
1411,Value,2019-03-13,Los Angeles,Union Station,13:40,1,San Diego,Santa Fe Depot,61,True
1412,Value,2019-03-13,Los Angeles,Union Station,14:10,1,San Diego,Santa Fe Depot,43,True
1413,Value,2019-03-13,Los Angeles,Union Station,17:40,1,San Diego,Santa Fe Depot,57,True
1414,Value,2019-03-13,Los Angeles,Union Station,18:30,1,San Diego,Santa Fe Depot,60,True
1415,Value,2019-03-13,Los Angeles,Union Station,06:50,2,San Diego,Santa Fe Depot,86,True
1416,Value,2019-03-06,Fresno,Fresno Station,06:00,1,Phoenix,Phoenix Union Station,179,True
1417,Value,2019-03-06,Fresno,Fresno Station,07:50,1,Phoenix,Phoenix Union Station,197,True
1418,Value,2019-03-06,Fresno,Fresno Station,09:10,1,Phoenix,Phoenix Union Station,167,True
1419,Value,2019-03-06,Fresno,Fresno Station,12:50,1,Phoenix,Phoenix Union Station,190,True
1420,Value,2019-03-08,Los Angeles,Union Station,07:50,1,San Francisco,Salesforce Transit Center,88,True
1421,Value,2019-03-08,Los Angeles,Union Station,09:20,1,San Francisco,Salesforce Transit Center,91,True
1422,Value,2019-03-08,Los Angeles,Union Station,11:00,1,San Francisco,Salesforce Transit Center,95,True
1423,Value,2019-03-08,Los Angeles,Union Station,13:00,1,San Francisco,Salesforce Transit Center,101,True
1424,Value,2019-03-08,Los Angeles,Union Station,17:30,1,San Francisco,Salesforce Transit Center,87,True
1425,Value,2019-03-08,Los Angeles,Union Station,17:50,1,San Francisco,Salesforce Transit Center,91,True
1426,Value,2019-03-08,Los Angeles,Union Station,18:40,1,San Francisco,Salesforce Transit Center,87,True
1427,Value,2019-03-08,Los Angeles,Union Station,19:00,1,San Francisco,Salesforce Transit Center,100,True
1428,Flexible,2019-03-01,Anaheim,Anaheim Intermodal Center,07:20,3,San Francisco,Salesforce Transit Center,268,True
1429,Flexible,2019-03-01,Anaheim,Anaheim Intermodal Center,11:00,3,San Francisco,Salesforce Transit Center,323,True
1430,Flexible,2019-03-01,Anaheim,Anaheim Intermodal Center,13:30,3,San Francisco,Salesforce Transit Center,325,True
1431,Flexible,2019-03-01,Anaheim,Anaheim Intermodal Center,14:50,3,San Francisco,Salesforce Transit Center,293,True
1432,Flexible,2019-03-01,Anaheim,Anaheim Intermodal Center,15:10,3,San Francisco,Salesforce Transit Center,270,True
1433,Flexible,2019-03-01,Anaheim,Anaheim Intermodal Center,18:20,3,San Francisco,Salesforce Transit Center,292,True
1434,Flexible,2019-03-01,Anaheim,Anaheim Intermodal Center,06:40,2,San Francisco,Salesforce Transit Center,196,True
1435,Flexible,2019-03-01,Anaheim,Anaheim Intermodal Center,07:20,2,San Francisco,Salesforce Transit Center,183,True
1436,Flexible,2019-03-01,Anaheim,Anaheim Intermodal Center,11:00,2,San Francisco,Salesforce Transit Center,219,True
1437,Flexible,2019-03-01,Anaheim,Anaheim Intermodal Center,13:30,2,San Francisco,Salesforce Transit Center,221,True
1438,Flexible,2019-03-01,Anaheim,Anaheim Intermodal Center,14:50,2,San Francisco,Salesforce Transit Center,197,True
1439,Flexible,2019-03-01,Anaheim,Anaheim Intermodal Center,15:10,2,San Francisco,Salesforce Transit Center,187,True
1440,Flexible,2019-03-01,Anaheim,Anaheim Intermodal Center,18:20,2,San Francisco,Salesforce Transit Center,200,True
1441,Value,2019-03-01,Fresno,Fresno Station,07:00,2,Anaheim,Anaheim Intermodal Center,133,True
1442,Value,2019-03-01,Fresno,Fresno Station,09:30,2,Anaheim,Anaheim Intermodal Center,126,True
1443,Value,2019-03-01,Fresno,Fresno Station,10:50,2,Anaheim,Anaheim Intermodal Center,120,True
1444,Value,2019-03-01,Fresno,Fresno Station,16:50,2,Anaheim,Anaheim Intermodal Center,123,True
1445,Value,2019-03-01,Fresno,Fresno Station,18:00,2,Anaheim,Anaheim Intermodal Center,137,True
1446,Value,2019-03-12,Sacramento,Sacramento Valley Station,06:30,4,Anaheim,Anaheim Intermodal Center,462,True
1447,Value,2019-03-12,Sacramento,Sacramento Valley Station,07:20,4,Anaheim,Anaheim Intermodal Center,419,True
1448,Value,2019-03-12,Sacramento,Sacramento Valley Station,08:10,4,Anaheim,Anaheim Intermodal Center,563,True
1449,Value,2019-03-12,Sacramento,Sacramento Valley Station,11:30,4,Anaheim,Anaheim Intermodal Center,489,True
1450,Value,2019-03-12,Sacramento,Sacramento Valley Station,12:20,4,Anaheim,Anaheim Intermodal Center,500,True
1451,Business,2019-03-11,Fresno,Fresno Station,07:20,1,Los Angeles,Union Station,108,True
1452,Business,2019-03-11,Fresno,Fresno Station,07:40,1,Los Angeles,Union Station,114,True
1453,Business,2019-03-11,Fresno,Fresno Station,08:30,1,Los Angeles,Union Station,103,True
1454,Business,2019-03-11,Fresno,Fresno Station,09:00,1,Los Angeles,Union Station,114,True
1455,Business,2019-03-11,Fresno,Fresno Station,12:10,1,Los Angeles,Union Station,108,True
1456,Business,2019-03-11,Fresno,Fresno Station,13:00,1,Los Angeles,Union Station,107,True
1457,Business,2019-03-11,Fresno,Fresno Station,15:40,1,Los Angeles,Union Station,106,True
1458,Business,2019-03-11,Fresno,Fresno Station,15:50,1,Los Angeles,Union Station,107,True
1459,Business,2019-03-11,Fresno,Fresno Station,16:30,1,Los Angeles,Union Station,119,True
1460,Value,2019-03-05,Philadelphia,30th Street Station,10:40,2,New York,Grand Central Station,95,True
1461,Value,2019-03-05,Philadelphia,30th Street Station,10:50,2,New York,Grand Central Station,84,True
1462,Value,2019-03-05,Philadelphia,30th Street Station,12:20,2,New York,Grand Central Station,83,True
1463,Value,2019-03-05,Philadelphia,30th Street Station,13:30,2,New York,Grand Central Station,84,True
1464,Value,2019-03-05,Philadelphia,30th Street Station,13:40,2,New York,Grand Central Station,85,True
1465,Value,2019-03-05,Philadelphia,30th Street Station,14:10,2,New York,Grand Central Station,87,True
1466,Value,2019-03-05,Philadelphia,30th Street Station,15:40,2,New York,Grand Central Station,86,True
1467,Value,2019-03-05,Philadelphia,30th Street Station,19:50,2,New York,Grand Central Station,87,True
1468,Value,2019-03-05,Washington,Union Station,06:20,2,New York,Grand Central Station,128,True
1469,Value,2019-03-05,Washington,Union Station,06:40,2,New York,Grand Central Station,141,True
1470,Value,2019-03-05,Washington,Union Station,10:40,2,New York,Grand Central Station,120,True
1471,Value,2019-03-05,Washington,Union Station,13:40,2,New York,Grand Central Station,135,True
1472,Value,2019-03-05,Washington,Union Station,13:50,2,New York,Grand Central Station,127,True
1473,Value,2019-03-05,Washington,Union Station,14:10,2,New York,Grand Central Station,119,True
1474,Value,2019-03-05,Washington,Union Station,17:20,2,New York,Grand Central Station,124,True
1475,Value,2019-03-05,Washington,Union Station,19:30,2,New York,Grand Central Station,128,True
1476,Value,2019-03-05,Washington,Union Station,19:50,2,New York,Grand Central Station,117,True
1477,Value,2019-03-08,Los Angeles,Union Station,06:50,1,San Diego,Santa Fe Depot,56,True
1478,Value,2019-03-08,Los Angeles,Union Station,08:10,1,San Diego,Santa Fe Depot,53,True
1479,Value,2019-03-08,Los Angeles,Union Station,09:50,1,San Diego,Santa Fe Depot,52,True
1480,Value,2019-03-08,Los Angeles,Union Station,10:40,1,San Diego,Santa Fe Depot,50,True
1481,Value,2019-03-08,Los Angeles,Union Station,12:00,1,San Diego,Santa Fe Depot,55,True
1482,Value,2019-03-08,Los Angeles,Union Station,12:40,1,San Diego,Santa Fe Depot,57,True
1483,Value,2019-03-08,Los Angeles,Union Station,13:40,1,San Diego,Santa Fe Depot,55,True
1484,Value,2019-03-08,Los Angeles,Union Station,14:10,1,San Diego,Santa Fe Depot,53,True
1485,Value,2019-03-08,Los Angeles,Union Station,17:40,1,San Diego,Santa Fe Depot,51,True
1486,Value,2019-03-08,Los Angeles,Union Station,18:30,1,San Diego,Santa Fe Depot,53,True
1487,Value,2019-03-08,Los Angeles,Union Station,09:50,2,San Diego,Santa Fe Depot,88,True
1488,Flexible,2019-03-05,Vancouver,Pacific Central Station,06:20,4,Seattle,King Street Station,261,True
1489,Flexible,2019-03-05,Vancouver,Pacific Central Station,06:40,4,Seattle,King Street Station,246,True
1490,Flexible,2019-03-05,Vancouver,Pacific Central Station,15:10,4,Seattle,King Street Station,263,True
1491,Value,2019-03-03,San Diego,Santa Fe Depot,06:10,1,Sacramento,Sacramento Valley Station,149,True
1492,Value,2019-03-03,San Diego,Santa Fe Depot,06:40,1,Sacramento,Sacramento Valley Station,154,True
1493,Value,2019-03-03,San Diego,Santa Fe Depot,07:30,1,Sacramento,Sacramento Valley Station,160,True
1494,Value,2019-03-03,San Diego,Santa Fe Depot,08:00,1,Sacramento,Sacramento Valley Station,161,True
1495,Value,2019-03-03,San Diego,Santa Fe Depot,08:10,1,Sacramento,Sacramento Valley Station,158,True
1496,Value,2019-03-03,San Diego,Santa Fe Depot,10:20,1,Sacramento,Sacramento Valley Station,163,True
1497,Value,2019-03-03,San Diego,Santa Fe Depot,10:40,1,Sacramento,Sacramento Valley Station,156,True
1498,Value,2019-03-03,San Diego,Santa Fe Depot,16:00,1,Sacramento,Sacramento Valley Station,148,True
1499,Value,2019-03-03,San Diego,Santa Fe Depot,19:40,1,Sacramento,Sacramento Valley Station,149,True
1500,Value,2019-03-01,Fresno,Fresno Station,07:10,1,Sacramento,Sacramento Valley Station,57,True
1501,Value,2019-03-01,Fresno,Fresno Station,09:10,1,Sacramento,Sacramento Valley Station,67,True
1502,Value,2019-03-01,Fresno,Fresno Station,11:00,1,Sacramento,Sacramento Valley Station,68,True
1503,Value,2019-03-01,Fresno,Fresno Station,11:40,1,Sacramento,Sacramento Valley Station,66,True
1504,Value,2019-03-01,Fresno,Fresno Station,14:50,1,Sacramento,Sacramento Valley Station,64,True
1505,Value,2019-03-01,Fresno,Fresno Station,17:20,1,Sacramento,Sacramento Valley Station,63,True
1506,Value,2019-03-01,Fresno,Fresno Station,18:00,1,Sacramento,Sacramento Valley Station,64,True
1507,Value,2019-03-01,Portland,Union Station,09:10,1,Seattle,King Street Station,61,True
1508,Value,2019-03-01,Portland,Union Station,10:10,1,Seattle,King Street Station,62,True
1509,Value,2019-03-01,Portland,Union Station,12:30,1,Seattle,King Street Station,61,True
1510,Value,2019-03-01,Portland,Union Station,13:40,1,Seattle,King Street Station,64,True
1511,Value,2019-03-01,Portland,Union Station,14:00,1,Seattle,King Street Station,65,True
1512,Value,2019-03-01,Portland,Union Station,15:00,1,Seattle,King Street Station,61,True
1513,Value,2019-03-01,Portland,Union Station,16:00,1,Seattle,King Street Station,58,True
1514,Value,2019-03-01,Portland,Union Station,17:00,1,Seattle,King Street Station,64,True
1515,Value,2019-03-01,Portland,Union Station,17:30,1,Seattle,King Street Station,67,True
1516,Value,2019-03-07,Sacramento,Sacramento Valley Station,06:30,1,San Diego,Santa Fe Depot,144,True
1517,Value,2019-03-07,Sacramento,Sacramento Valley Station,07:20,1,San Diego,Santa Fe Depot,150,True
1518,Value,2019-03-07,Sacramento,Sacramento Valley Station,07:30,1,San Diego,Santa Fe Depot,163,True
1519,Value,2019-03-07,Sacramento,Sacramento Valley Station,08:00,1,San Diego,Santa Fe Depot,149,True
1520,Value,2019-03-07,Sacramento,Sacramento Valley Station,08:10,1,San Diego,Santa Fe Depot,167,True
1521,Value,2019-03-07,Sacramento,Sacramento Valley Station,08:30,1,San Diego,Santa Fe Depot,148,True
1522,Value,2019-03-07,Sacramento,Sacramento Valley Station,08:40,1,San Diego,Santa Fe Depot,144,True
1523,Value,2019-03-07,Sacramento,Sacramento Valley Station,09:30,1,San Diego,Santa Fe Depot,150,True
1524,Value,2019-03-07,Sacramento,Sacramento Valley Station,09:50,1,San Diego,Santa Fe Depot,150,True
1525,Value,2019-03-07,Sacramento,Sacramento Valley Station,10:10,1,San Diego,Santa Fe Depot,148,True
1526,Value,2019-03-09,Fresno,Fresno Station,06:00,1,San Diego,Santa Fe Depot,84,True
1527,Value,2019-03-09,Fresno,Fresno Station,07:50,1,San Diego,Santa Fe Depot,85,True
1528,Value,2019-03-09,Fresno,Fresno Station,09:10,1,San Diego,Santa Fe Depot,88,True
1529,Value,2019-03-09,Fresno,Fresno Station,11:30,1,San Diego,Santa Fe Depot,87,True
1530,Value,2019-03-09,Fresno,Fresno Station,12:40,1,San Diego,Santa Fe Depot,84,True
1531,Value,2019-03-09,Fresno,Fresno Station,12:50,1,San Diego,Santa Fe Depot,82,True
1532,Value,2019-03-09,Fresno,Fresno Station,14:40,1,San Diego,Santa Fe Depot,70,True
1533,Value,2019-03-13,Sacramento,Sacramento Valley Station,08:00,1,Fresno,Fresno Station,70,True
1534,Value,2019-03-13,Sacramento,Sacramento Valley Station,08:40,1,Fresno,Fresno Station,67,True
1535,Value,2019-03-13,Sacramento,Sacramento Valley Station,10:10,1,Fresno,Fresno Station,60,True
1536,Value,2019-03-13,Sacramento,Sacramento Valley Station,14:40,1,Fresno,Fresno Station,58,True
1537,Value,2019-03-13,Sacramento,Sacramento Valley Station,15:20,1,Fresno,Fresno Station,71,True
1538,Value,2019-03-13,Sacramento,Sacramento Valley Station,16:10,1,Fresno,Fresno Station,67,True
1539,Value,2019-03-13,Sacramento,Sacramento Valley Station,17:40,1,Fresno,Fresno Station,66,True
1540,Value,2019-03-14,Anaheim,Anaheim Intermodal Center,06:30,1,Phoenix,Phoenix Union Station,112,True
1541,Value,2019-03-14,Anaheim,Anaheim Intermodal Center,06:40,1,Phoenix,Phoenix Union Station,115,True
1542,Value,2019-03-14,Anaheim,Anaheim Intermodal Center,12:00,1,Phoenix,Phoenix Union Station,135,True
1543,Value,2019-03-14,Anaheim,Anaheim Intermodal Center,14:50,1,Phoenix,Phoenix Union Station,146,True
1544,Value,2019-03-13,Phoenix,Phoenix Union Station,07:00,1,San Francisco,Salesforce Transit Center,190,True
1545,Value,2019-03-13,Phoenix,Phoenix Union Station,07:20,1,San Francisco,Salesforce Transit Center,194,True
1546,Value,2019-03-13,Phoenix,Phoenix Union Station,08:30,1,San Francisco,Salesforce Transit Center,187,True
1547,Value,2019-03-13,Phoenix,Phoenix Union Station,08:40,1,San Francisco,Salesforce Transit Center,198,True
1548,Value,2019-03-13,Phoenix,Phoenix Union Station,09:40,1,San Francisco,Salesforce Transit Center,195,True
1549,Flexible,2019-03-13,Phoenix,Phoenix Union Station,08:30,1,San Francisco,Salesforce Transit Center,204,True
1550,Value,2019-03-06,San Francisco,Salesforce Transit Center,06:20,1,Fresno,Fresno Station,56,True
1551,Value,2019-03-06,San Francisco,Salesforce Transit Center,16:00,1,Fresno,Fresno Station,65,True
1552,Value,2019-03-06,San Francisco,Salesforce Transit Center,16:10,1,Fresno,Fresno Station,54,True
1553,Value,2019-03-06,San Francisco,Salesforce Transit Center,16:30,1,Fresno,Fresno Station,63,True
1554,Value,2019-03-06,San Francisco,Salesforce Transit Center,17:10,1,Fresno,Fresno Station,69,True
1555,Value,2019-03-06,San Francisco,Salesforce Transit Center,17:40,1,Fresno,Fresno Station,66,True
1556,Value,2019-03-06,San Francisco,Salesforce Transit Center,18:10,1,Fresno,Fresno Station,63,True
1557,Value,2019-03-06,San Francisco,Salesforce Transit Center,18:50,1,Fresno,Fresno Station,64,True
1558,Value,2019-03-10,Portland,Union Station,09:10,1,Seattle,King Street Station,64,True
1559,Value,2019-03-10,Portland,Union Station,10:10,1,Seattle,King Street Station,61,True
1560,Value,2019-03-10,Portland,Union Station,12:30,1,Seattle,King Street Station,71,True
1561,Value,2019-03-10,Portland,Union Station,13:40,1,Seattle,King Street Station,50,True
1562,Value,2019-03-10,Portland,Union Station,14:00,1,Seattle,King Street Station,57,True
1563,Value,2019-03-10,Portland,Union Station,15:00,1,Seattle,King Street Station,59,True
1564,Value,2019-03-10,Portland,Union Station,16:00,1,Seattle,King Street Station,59,True
1565,Value,2019-03-10,Portland,Union Station,17:00,1,Seattle,King Street Station,59,True
1566,Value,2019-03-10,Portland,Union Station,17:30,1,Seattle,King Street Station,66,True
1567,Value,2019-03-07,Phoenix,Phoenix Union Station,07:00,1,San Francisco,Salesforce Transit Center,174,True
1568,Value,2019-03-07,Phoenix,Phoenix Union Station,07:20,1,San Francisco,Salesforce Transit Center,181,True
1569,Value,2019-03-07,Phoenix,Phoenix Union Station,08:30,1,San Francisco,Salesforce Transit Center,178,True
1570,Value,2019-03-07,Phoenix,Phoenix Union Station,08:40,1,San Francisco,Salesforce Transit Center,194,True
1571,Value,2019-03-07,Phoenix,Phoenix Union Station,09:40,1,San Francisco,Salesforce Transit Center,209,True
1572,Value,2019-03-06,Los Angeles,Union Station,06:50,1,San Diego,Santa Fe Depot,52,True
1573,Value,2019-03-06,Los Angeles,Union Station,08:10,1,San Diego,Santa Fe Depot,51,True
1574,Value,2019-03-06,Los Angeles,Union Station,09:50,1,San Diego,Santa Fe Depot,50,True
1575,Value,2019-03-06,Los Angeles,Union Station,10:40,1,San Diego,Santa Fe Depot,57,True
1576,Value,2019-03-06,Los Angeles,Union Station,12:00,1,San Diego,Santa Fe Depot,53,True
1577,Value,2019-03-06,Los Angeles,Union Station,12:40,1,San Diego,Santa Fe Depot,49,True
1578,Value,2019-03-06,Los Angeles,Union Station,13:40,1,San Diego,Santa Fe Depot,48,True
1579,Value,2019-03-06,Los Angeles,Union Station,14:10,1,San Diego,Santa Fe Depot,52,True
1580,Value,2019-03-06,Los Angeles,Union Station,17:40,1,San Diego,Santa Fe Depot,55,True
1581,Value,2019-03-06,Los Angeles,Union Station,18:30,1,San Diego,Santa Fe Depot,52,True
1582,Value,2019-03-14,Sacramento,Sacramento Valley Station,06:30,1,Anaheim,Anaheim Intermodal Center,125,True
1583,Value,2019-03-14,Sacramento,Sacramento Valley Station,07:20,1,Anaheim,Anaheim Intermodal Center,132,True
1584,Value,2019-03-14,Sacramento,Sacramento Valley Station,08:10,1,Anaheim,Anaheim Intermodal Center,144,True
1585,Value,2019-03-14,Sacramento,Sacramento Valley Station,08:30,1,Anaheim,Anaheim Intermodal Center,149,True
1586,Value,2019-03-14,Sacramento,Sacramento Valley Station,11:30,1,Anaheim,Anaheim Intermodal Center,149,True
1587,Value,2019-03-14,Sacramento,Sacramento Valley Station,12:20,1,Anaheim,Anaheim Intermodal Center,151,True
1588,Value,2019-03-14,Sacramento,Sacramento Valley Station,06:30,2,Anaheim,Anaheim Intermodal Center,237,True
1589,Value,2019-03-08,Anaheim,Anaheim Intermodal Center,06:40,1,San Francisco,Salesforce Transit Center,92,True
1590,Value,2019-03-08,Anaheim,Anaheim Intermodal Center,07:20,1,San Francisco,Salesforce Transit Center,88,True
1591,Value,2019-03-08,Anaheim,Anaheim Intermodal Center,11:00,1,San Francisco,Salesforce Transit Center,91,True
1592,Value,2019-03-08,Anaheim,Anaheim Intermodal Center,13:30,1,San Francisco,Salesforce Transit Center,88,True
1593,Value,2019-03-08,Anaheim,Anaheim Intermodal Center,14:50,1,San Francisco,Salesforce Transit Center,86,True
1594,Value,2019-03-08,Anaheim,Anaheim Intermodal Center,15:10,1,San Francisco,Salesforce Transit Center,76,True
1595,Value,2019-03-08,Anaheim,Anaheim Intermodal Center,18:20,1,San Francisco,Salesforce Transit Center,86,True
1596,Value,2019-03-03,Washington,Union Station,06:00,1,Philadelphia,30th Street Station,58,True
1597,Value,2019-03-03,Washington,Union Station,07:20,1,Philadelphia,30th Street Station,56,True
1598,Value,2019-03-03,Washington,Union Station,08:00,1,Philadelphia,30th Street Station,50,True
1599,Value,2019-03-03,Washington,Union Station,08:20,1,Philadelphia,30th Street Station,60,True
1600,Value,2019-03-03,Washington,Union Station,08:40,1,Philadelphia,30th Street Station,55,True
1601,Value,2019-03-03,Washington,Union Station,10:20,1,Philadelphia,30th Street Station,56,True
1602,Value,2019-03-03,Washington,Union Station,10:50,1,Philadelphia,30th Street Station,55,True
1603,Value,2019-03-03,Washington,Union Station,17:50,1,Philadelphia,30th Street Station,58,True
1604,Value,2019-03-03,Washington,Union Station,07:20,4,Philadelphia,30th Street Station,187,True
1605,Value,2019-03-03,Washington,Union Station,08:20,4,Philadelphia,30th Street Station,190,True
1606,Value,2019-03-03,Washington,Union Station,08:40,4,Philadelphia,30th Street Station,177,True
1607,Value,2019-03-03,Washington,Union Station,17:50,4,Philadelphia,30th Street Station,188,True
1608,Business,2019-03-01,Anaheim,Anaheim Intermodal Center,06:30,1,Los Angeles,Union Station,76,True
1609,Business,2019-03-01,Anaheim,Anaheim Intermodal Center,06:40,1,Los Angeles,Union Station,78,True
1610,Business,2019-03-01,Anaheim,Anaheim Intermodal Center,06:50,1,Los Angeles,Union Station,74,True
1611,Business,2019-03-01,Anaheim,Anaheim Intermodal Center,08:10,1,Los Angeles,Union Station,77,True
1612,Business,2019-03-01,Anaheim,Anaheim Intermodal Center,11:40,1,Los Angeles,Union Station,78,True
1613,Business,2019-03-01,Anaheim,Anaheim Intermodal Center,12:10,1,Los Angeles,Union Station,72,True
1614,Business,2019-03-01,Anaheim,Anaheim Intermodal Center,13:00,1,Los Angeles,Union Station,75,True
1615,Business,2019-03-01,Anaheim,Anaheim Intermodal Center,13:20,1,Los Angeles,Union Station,73,True
1616,Business,2019-03-01,Anaheim,Anaheim Intermodal Center,13:50,1,Los Angeles,Union Station,79,True
1617,Business,2019-03-01,Anaheim,Anaheim Intermodal Center,16:20,1,Los Angeles,Union Station,77,True
1618,Business,2019-03-08,Anaheim,Anaheim Intermodal Center,06:30,2,Los Angeles,Union Station,137,True
1619,Business,2019-03-08,Anaheim,Anaheim Intermodal Center,06:40,2,Los Angeles,Union Station,135,True
1620,Business,2019-03-08,Anaheim,Anaheim Intermodal Center,06:50,2,Los Angeles,Union Station,134,True
1621,Business,2019-03-08,Anaheim,Anaheim Intermodal Center,08:10,2,Los Angeles,Union Station,134,True
1622,Business,2019-03-08,Anaheim,Anaheim Intermodal Center,11:40,2,Los Angeles,Union Station,136,True
1623,Business,2019-03-08,Anaheim,Anaheim Intermodal Center,12:10,2,Los Angeles,Union Station,133,True
1624,Business,2019-03-08,Anaheim,Anaheim Intermodal Center,13:00,2,Los Angeles,Union Station,139,True
1625,Business,2019-03-08,Anaheim,Anaheim Intermodal Center,13:20,2,Los Angeles,Union Station,140,True
1626,Business,2019-03-08,Anaheim,Anaheim Intermodal Center,13:50,2,Los Angeles,Union Station,131,True
1627,Business,2019-03-08,Anaheim,Anaheim Intermodal Center,16:20,2,Los Angeles,Union Station,129,True
1628,Business,2019-03-08,San Francisco,Salesforce Transit Center,06:20,2,Los Angeles,Union Station,242,True
1629,Business,2019-03-08,San Francisco,Salesforce Transit Center,08:40,2,Los Angeles,Union Station,226,True
1630,Business,2019-03-08,San Francisco,Salesforce Transit Center,11:40,2,Los Angeles,Union Station,233,True
1631,Business,2019-03-08,San Francisco,Salesforce Transit Center,14:00,2,Los Angeles,Union Station,251,True
1632,Business,2019-03-08,San Francisco,Salesforce Transit Center,15:10,2,Los Angeles,Union Station,221,True
