,address,area,furnished,number_of_baths,number_of_beds,pets_allowed,phone_number,property_name,rent,visit_date
1458,1001 Beethoven Common,Fremont,False,3,3,True,510-797-1800,Alborada Apartments,4700,
1459,3500 Pennsylvania Avenue # 101,Fremont,False,3,3,False,510-943-8264,Birchwood Apartments,4700,
1460,36163 Fremont Boulevard,Fremont,False,3,3,False,510-793-1621,Brookvale Chateau,4850,
1461,46703 Crawford Street # 2,Fremont,False,3,3,False,510-651-5292,Crawford Apartments,4750,
1462,41277 Roberts Ave # 32,Fremont,True,3,3,False,510-656-2303,Felson Management Corporation,4300,
1463,34050 Westchester Terrace,,False,3,3,True,510-794-9981,Amber Court,4400,2019-03-13
1464,25221 Cypress Avenue,Hayward,True,3,4,True,510-781-0217,Cypress Point Villas,4900,
1465,27285 Manon Avenue,Hayward,True,3,4,False,510-783-2899,Orange Tree Apartments,4850,
1466,27808 Manon Avenue,Hayward,True,3,4,False,510-782-2555,Town & Country Apartments,5050,
1467,3076 Marlow Road,Santa Rosa,True,1,2,True,707-579-5081,Marlow Apartments,2300,
1468,2002 Pinercrest Drive,Santa Rosa,True,3,2,True,707-579-3424,Orchard West Senior Apartments,4100,
1469,2389 McBride Lane,Santa Rosa,True,3,2,False,707-579-5605,Park Villa Apartments,5050,
1470,1024 Prospect Avenue # 122A,Santa Rosa,True,3,2,False,707-537-7834,Prospect Place Apartments,4400,
1471,3589 Round Barn Boulevard,Santa Rosa,True,3,2,False,707-542-3258,The Meadows At Fountaingrove,4200,
1472,2578 Guerneville Road,Santa Rosa,True,2,2,True,707-578-1899,West Oaks Apartments,2950,
1473,2290 California Street,Mountain View,True,1,2,True,650-965-8290,Arbors At Mountain View,5100,
1474,1265 Montecito Avenue,Mountain View,True,1,2,False,650-940-9349,Brookside Gardens,4250,
1475,302 Easy Street,Mountain View,True,1,2,True,650-968-3830,Chateau Apartments,2800,
1476,200 East Dana Street,Mountain View,True,1,2,False,650-967-3870,Dana Garden Apartments,2800,
1477,111 North Rengstorff Avenue,Mountain View,True,1,2,False,866-654-1645,Madrone Apartments,3900,
1478,1555 West Middlefield Road,Mountain View,True,1,2,False,650-964-8511,Meadowood Apartments,4300,
1479,870 East El Camino Real,Mountain View,True,1,2,True,650-967-1424,Reserve At Mountain View Apartments,5000,
1480,"132, 150 West Dana Street",Mountain View,True,1,2,True,650-968-5695,Sunshine Gardens Apartments,2450,
1481,750 Sylvan Avenue,Mountain View,True,1,2,True,650-961-4697,Sylvan Square Apartments,2300,
1482,2326 California Street,Mountain View,True,1,2,True,650-968-3379,The Californian Apartments,3600,
1483,2290 California Street,Mountain View,True,3,2,True,650-965-8290,Arbors At Mountain View,5100,
1484,1265 Montecito Avenue,Mountain View,True,3,2,False,650-940-9349,Brookside Gardens,4250,
1485,1555 West Middlefield Road,Mountain View,True,3,2,False,650-964-8511,Meadowood Apartments,4300,
1486,870 East El Camino Real,Mountain View,True,3,2,True,650-967-1424,Reserve At Mountain View Apartments,5000,
1487,2225 Sharon Road,Menlo Park,False,3,1,False,650-854-8661,Country Sharon Apartments,4200,
1488,1028 Middle Avenue,Menlo Park,False,2,1,True,650-325-2411,Middle Park Apartments,3600,
1489,3455 Alameda de las Pulgas apt2,Menlo Park,False,2,1,True,650-321-2701,Pines Apartments,3150,
1490,600 Sharon Park Drive,Menlo Park,False,2,1,False,650-854-2651,Seven Oaks Apartments,3050,
1491,350 Sharon Park Drive,Menlo Park,False,2,1,False,650-203-2697,Sharon Green Apartments,3550,
1492,565 Willow Road # 24,Menlo Park,False,2,1,False,650-325-9389,Willow Manor,3700,
1493,2225 Sharon Road,Menlo Park,False,3,2,False,650-854-8661,Country Sharon Apartments,5250,
1494,1028 Middle Avenue,Menlo Park,True,3,2,False,650-325-2411,Middle Park Apartments,4800,
1495,3455 Alameda de las Pulgas apt2,Menlo Park,False,2,2,False,650-321-2701,Pines Apartments,3250,
1496,600 Sharon Park Drive,Menlo Park,False,1,2,False,650-854-2651,Seven Oaks Apartments,2300,
1497,350 Sharon Park Drive,Menlo Park,False,1,2,True,650-203-2697,Sharon Green Apartments,2800,
1498,565 Willow Road # 24,Menlo Park,False,1,2,True,650-325-9389,Willow Manor,2750,
1499,2225 Sharon Road,Menlo Park,False,2,2,False,650-854-8661,Country Sharon Apartments,5250,
1500,1028 Middle Avenue,Menlo Park,True,2,2,False,650-325-2411,Middle Park Apartments,4800,
1501,565 Willow Road # 24,Menlo Park,False,2,2,True,650-325-9389,Willow Manor,4850,
1502,5643 Charlotte Way,Livermore,False,1,1,True,925-371-0905,Acacia Capital Cor-Ironwood Ap,4050,
1503,3998 East Avenue,Livermore,False,1,1,True,925-606-6246,Arbol Verde Apartments,2650,
1504,1300 South Livermore Avenue,Livermore,False,1,1,True,800-545-1833,Arbor Vista Senior Apartments,4100,
1505,1038 Catalina Drive,Livermore,False,1,1,True,925-447-1144,Catalina Crest Apartment Homes,3500,
1506,2991 College Avenue,Livermore,True,1,1,True,925-373-8490,Chardonnay Garden Apts,2650,
1507,5720 East Avenue,Livermore,False,1,1,True,925-271-7358,Livermore Gardens Apartments,2700,
1508,1163 Concannon Boulevard # 99,Livermore,False,1,1,True,925-443-1271,Sunset Gardens Apartments,5250,
1509,3600 Pine Street,Martinez,False,3,4,True,833-255-0983,Mission Pines Apartments,5100,
1510,1580 Clayton Road # 1,Concord,True,3,4,True,925-827-3700,Casa Pino Condos,4800,
1511,1688 Clayton Road,Concord,False,3,4,False,925-671-3845,City Walk Apartment Homes,5200,
1512,1711 Detroit Avenue,Concord,False,3,4,True,925-686-6868,Courtyard Apartments,4700,
1513,4902 Clayton Road,Concord,False,3,4,False,925-405-6881,Diablo Terrace Apartments,4800,
1514,3066 Willow Pass Road,Concord,False,3,4,False,925-691-5974,Kona Kai Village Apartments,4700,
1515,1500 Ellis Street,Concord,False,3,4,False,925-680-5250,Lakeshore Apartment Homes,5000,
1516,1530 Ellis Street,Concord,False,3,4,True,925-521-8333,Lakeshore Apartments,4750,
1517,1897 Oakmead Drive,Concord,True,3,4,False,925-827-2805,Lakeside Apartments,4900,
1518,1741 Detroit Avenue,Concord,False,3,4,True,925-691-4809,Sequoyah Apartments,5250,
1519,4875 Clayton Road,Concord,False,3,4,True,925-691-4776,Sierra Apartments,5250,
1520,141 Donahue Street,Sausalito,False,3,3,True,415-331-0700,Ridgeway Apartments,3900,
1521,150 Sierra Drive,Walnut Creek,False,3,3,False,925-945-1701,Affordable Housing Associates,4150,
1522,1445 Treat Boulevard,Walnut Creek,False,3,3,False,925-943-7977,Archstone Walnut Creek,4150,
1523,1756 Carmel Drive,Walnut Creek,False,3,3,True,925-301-9510,Carmel House,3950,
1524,1435 Creekside Drive,Walnut Creek,False,3,3,True,925-935-4614,Creekside Glen Apartments,3950,
1525,1011 Ygnacio Valley Road,Walnut Creek,False,3,3,False,844-731-9934,Cypress Creek Apartments,4000,
1526,1450 Creekside Drive,Walnut Creek,False,3,3,True,925-930-9625,Diablo Pointe Apartments,4150,
1527,3081 North Main Street # 23,Walnut Creek,False,3,3,False,925-932-0981,Evergreen Apartments,3900,
1528,1357 Creekside Drive,Walnut Creek,True,2,3,False,925-947-0844,Four Seasons Apartments,3500,
1529,3055 North Main Street,Walnut Creek,False,3,3,False,855-388-5520,Kingston Place Apartments,4150,
1530,1200 Newell Hill Place,Walnut Creek,False,2,3,False,925-934-1117,Newell Vista Apartments,3700,
1531,150 Sierra Drive,Walnut Creek,False,3,2,False,925-945-1701,Affordable Housing Associates,4850,
1532,1445 Treat Boulevard,Walnut Creek,False,3,2,True,925-943-7977,Archstone Walnut Creek,4700,
1533,1435 Creekside Drive,Walnut Creek,True,3,2,False,925-935-4614,Creekside Glen Apartments,4350,
1534,1450 Creekside Drive,Walnut Creek,False,3,2,False,925-930-9625,Diablo Pointe Apartments,5250,
1535,3081 North Main Street # 23,Walnut Creek,False,3,2,False,925-932-0981,Evergreen Apartments,5200,
1536,1200 Newell Hill Place,Walnut Creek,False,3,2,True,925-934-1117,Newell Vista Apartments,4350,
1537,2971 North Main Street,Walnut Creek,True,3,2,False,925-939-6667,North Main Apartments,5200,
1538,260 Park Lake Circle B,Walnut Creek,False,3,2,False,925-930-0559,Park Lake At Walnut Creek,5150,
1539,3073 North Main Street,Walnut Creek,False,3,2,False,925-930-8862,The Oaks Apartments,4450,
1540,2150 Tice Valley Boulevard,Walnut Creek,False,3,2,False,925-943-1670,Tice Oaks Apartments,5200,
1541,400 East Remington Drive,Sunnyvale,False,1,2,True,408-738-4862,Apricot Pit Apartments,4150,
1542,555 East El Camino Real,Sunnyvale,False,1,2,False,408-738-0935,Arbor Terrace Apartments,4750,
1543,1059 Reed Avenue,Sunnyvale,False,1,2,True,408-984-1060,Aster Park Apartments,4950,
1544,151 South Bernardo Avenue,Sunnyvale,False,1,2,False,650-961-3333,Balboa Apartments,4900,
1545,660 Gail Avenue,Sunnyvale,False,1,2,True,888-854-9884,Bonnie Terrace Apartments,4450,
1546,732 East Evelyn Avenue,Sunnyvale,False,1,2,False,669-267-1020,Bristol Commons,2900,
1547,1651 Belleville Way,Sunnyvale,False,1,2,True,669-257-9990,Brookside Oaks,4000,
1548,815 East Fremont Avenue,Sunnyvale,False,1,2,True,408-736-5183,Cambria Apartments,3100,
1549,135 Acalanes Drive,Sunnyvale,False,1,2,False,650-965-1671,Casa Del Sol Apartments,2950,
1550,874 East El Camino Real,Sunnyvale,False,1,2,False,866-730-1639,Cascades Apartments,5250,
1551,455 Brahms Way,Sunnyvale,False,1,2,True,408-732-1200,Cezanne Apartments,2800,
1552,678 Bellflower Avenue,Sunnyvale,False,1,2,True,408-735-9030,Charter Palm Town Homes,3900,
1553,250 W El Camino Real,Sunnyvale,False,1,2,True,866-748-9591,Cherry Orchard Apartment Homes,3800,
1554,130 Crescent Avenue,Sunnyvale,False,1,2,True,408-749-1060,Crescent Terrace Senior Apartments,4250,
1555,1055 East Evelyn Avenue,Sunnyvale,True,1,2,True,408-296-8006,Evelyn Gardens,4100,
1556,950 Podva Road,Danville,False,1,2,True,925-314-3003,Sequoia Grove Of Danville,2350,
1557,5317 Creely Avenue,Richmond,False,2,3,False,510-236-4935,Arbors Apartments,3650,
1558,2300 Lancaster Drive,Richmond,False,3,3,True,510-222-2705,Baycliff Apartments,4000,
1559,3400 Richmond Parkway,Richmond,False,2,3,True,510-662-6726,Bella Vista At Hilltop,3950,
1560,298 West Chanslor Avenue,Richmond,False,3,3,False,510-232-8908,Liberty Village Apartments,4050,
1561,680 South 37th Street,Richmond,False,2,3,True,510-215-1926,Monterey Pines,3950,
1562,5005 Montoya Avenue,Richmond,False,3,3,True,510-235-6341,Montoya Garden Apartments,4200,
1563,2801 Pullman Ave,Richmond,False,2,3,False,510-232-3519,Pullman Point Apartments,4050,
1564,121 West Macdonald Avenue,Richmond,False,3,3,False,510-237-6426,St. John'S Apartments,4800,
1565,624 Avalon Avenue,Santa Rosa,True,2,2,True,707-620-5076,Avalon Apartments,3150,
1566,4656 Quigg Drive,Santa Rosa,False,2,2,True,707-537-9866,Behringer Harvard,3050,
1567,6401 Montecito Boulevard # 29,Santa Rosa,True,2,2,True,707-539-6148,Garden Court Apartments,2950,
1568,2315 Lomitas Avenue # 103,Santa Rosa,False,2,2,False,707-528-9077,Marketplace Apartments,3200,
1569,3076 Marlow Road,Santa Rosa,False,2,2,False,707-579-5081,Marlow Apartments,3100,
1570,1421 Range Avenue,Santa Rosa,False,1,2,True,707-569-7488,Monte Vista Apartments,2650,
1571,1814 North Dutton Avenue # 25,Santa Rosa,False,2,2,True,707-542-1310,North Dutton Apartments,2850,
1572,18 Clark Avenue,Cloverdale,True,3,3,True,707-894-3557,Cloverdale Garden Apartments,4050,
1573,100 Kings Circle,Cloverdale,False,3,3,True,707-894-2961,King'S Valley,4100,
1574,19 Clark Avenue,Cloverdale,False,3,3,True,707-894-5426,Vineyard Manor,4100,
1575,22185 Center Street # 59,Castro Valley,True,1,1,True,510-538-3222,Banff Apartments,2700,
1576,22281 Center Street #57,Castro Valley,False,1,1,False,510-538-0995,Continental Apartments,4850,
1577,22160 Center Street,Castro Valley,True,1,1,True,510-581-4280,Creekside Terrace Apartments,2450,
1578,19972 Stanton Avenue,Castro Valley,False,1,1,False,510-538-2000,Mosaic Apartments,1850,
1579,20353 Park Way,Castro Valley,False,1,1,False,510-582-3866,Park Tower Apartments,3950,
1580,20800 Lake Chabot Road,Castro Valley,False,1,1,True,844-423-2122,Quail Hill Apartments,2700,
1581,22281 Center Street,Castro Valley,True,1,1,False,510-889-8771,Redwood Valley Apartment Homes,3650,
1582,22120 Center Street,Castro Valley,False,1,1,True,510-886-3431,Shadow Creek Apartments,4300,
1583,22185 Center Street # 59,Castro Valley,True,2,1,True,510-538-3222,Banff Apartments,4150,
1584,22281 Center Street #57,Castro Valley,False,2,1,False,510-538-0995,Continental Apartments,4850,
1585,19972 Stanton Avenue,Castro Valley,False,2,1,False,510-538-2000,Mosaic Apartments,4800,
1586,20353 Park Way,Castro Valley,False,2,1,False,510-582-3866,Park Tower Apartments,3950,
1587,20800 Lake Chabot Road,Castro Valley,False,2,1,True,844-423-2122,Quail Hill Apartments,2700,
1588,22281 Center Street,Castro Valley,True,2,1,False,510-889-8771,Redwood Valley Apartment Homes,3650,
1589,22120 Center Street,Castro Valley,False,2,1,True,510-886-3431,Shadow Creek Apartments,4300,
1590,4950 Empire Avenue # D2,Oakley,False,3,3,True,925-625-1704,Summer Creek Place,4200,
1591,624 Avalon Avenue,Santa Rosa,False,1,2,True,707-620-5076,Avalon Apartments,3550,
1592,4656 Quigg Drive,Santa Rosa,False,1,2,False,707-537-9866,Behringer Harvard,5200,
1593,825 Russell Avenue,Santa Rosa,False,1,2,True,707-577-0262,Bicentennial Apartments,2800,
1594,3329 Claremont Court,Santa Rosa,True,1,2,True,707-578-1313,Brookside East Apartments,2950,
1595,6221 Montecito Boulevard,Santa Rosa,False,1,2,False,707-888-5505,Brush Creek Apartments,4150,
1596,2807 Yulupa Avenue,Santa Rosa,False,1,2,True,707-527-0128,Country Club Apartments,3250,
1597,850 Russell Avenue,Santa Rosa,False,1,2,True,707-542-2883,Del Nido Apartments,3950,
1598,2322 Maher Drive #5,Santa Rosa,False,1,2,True,707-542-2004,Fairway Arms Apartments,2750,
1599,36163 Fremont Boulevard,Fremont,False,1,1,False,510-793-1621,Brookvale Chateau,1700,
1600,46703 Crawford Street # 2,Fremont,False,1,1,False,510-651-5292,Crawford Apartments,1900,
1601,39438 Stratton Common,Fremont,False,1,1,False,510-490-0371,Crossroads Village Apartments,1900,
1602,41277 Roberts Ave # 32,Fremont,True,1,1,False,510-656-2303,Felson Management Corporation,1800,
1603,37811 Fremont Boulevard,Fremont,False,1,1,True,510-797-4520,Fremont Arms,2000,
1604,4261 Stevenson Boulevard,Fremont,False,1,1,True,510-656-8201,Fremont Manor,1700,
1605,38850 Farwell Drive,Fremont,False,1,1,False,510-793-5100,Glenmoor Green Apartments,1500,
1606,36000 Fremont Boulevard,Fremont,False,1,1,False,510-793-4070,Hacienda Gardens,1650,
1607,4401 Central Avenue,Fremont,False,1,1,True,510-792-5182,Ladera Woods Apartments,1850,
1608,22185 Center Street # 59,Castro Valley,True,3,3,True,510-538-3222,Banff Apartments,4150,
1609,22281 Center Street #57,Castro Valley,False,3,3,False,510-538-0995,Continental Apartments,4850,
1610,19972 Stanton Avenue,Castro Valley,False,3,3,False,510-538-2000,Mosaic Apartments,4800,
1611,20353 Park Way,Castro Valley,False,2,3,False,510-582-3866,Park Tower Apartments,3950,
1612,20800 Lake Chabot Road,Castro Valley,False,3,3,True,844-423-2122,Quail Hill Apartments,5150,
1613,22281 Center Street,Castro Valley,True,2,3,False,510-889-8771,Redwood Valley Apartment Homes,3650,
1614,22120 Center Street,Castro Valley,False,3,3,True,510-886-3431,Shadow Creek Apartments,4300,
1615,1227 Hampshire Street,San Francisco,False,1,2,False,415-285-5966,Betel Apartments,2400,
1616,655 John Muir Drive,San Francisco,False,1,2,True,415-239-4745,Lakewood Access Line,2700,
1617,474 Valencia Street # 280,San Francisco,False,2,2,True,415-864-6432,Mission Housing Development Corporation,2700,
1618,440 Valencia Street,San Francisco,False,1,2,False,415-861-6159,Plaza Del Sol Apartments,2550,
1619,835 Turk Street,San Francisco,False,1,2,False,415-922-0111,Vantaggio Suites,2450,
1620,1150 Webster Street,San Francisco,False,2,3,False,415-563-1885,Buchanan Park,3750,
1621,900 Chestnut Street # 102,San Francisco,False,2,3,True,415-441-5668,Chestnut Place,4000,
1622,420 Berry Street,San Francisco,False,2,3,False,415-371-0012,Crescent Cove,3500,
1623,1820 Post Street,San Francisco,False,2,3,True,415-921-3469,Golden Gate Apartments,3900,
1624,515 John Muir Drive,San Francisco,False,2,3,True,888-536-9891,Lakewood Apartments,3750,
1625,50 Reardon Road # 111,San Francisco,False,2,3,True,415-648-1910,Reardon Heights,3750,
1626,135 Freeway Drive,Napa,True,2,3,False,707-253-8954,Bristol Apartments,3950,
1627,234 Soscol Avenue,Napa,False,3,3,True,707-258-1370,Cadillac Flats Apartments,5200,
1628,3025 Browns Valley Road,Napa,False,3,3,False,707-257-2051,Charter Oaks Apartments,4700,
1629,601 River Glen Drive,Napa,False,2,3,True,707-253-0288,Glen View Apartments,3500,
1630,3663 Solano Avenue,Napa,False,2,3,False,707-266-6934,Hawthorn Village,4000,
1631,613 Cabot Way,Napa,True,3,3,False,707-265-9373,Marina Park Townhomes,5100,
1632,790 Lincoln Avenue,Napa,True,2,3,True,707-255-3119,Napa Park Homes,3900,
1633,2020 Kathleen Drive,Napa,False,3,3,False,707-255-0507,Olive Tree Apartments,4000,
1634,2052 Wilkins Avenue,Napa,False,3,3,True,707-224-4877,Park Sienna Apartments,5150,
1635,1624 Pueblo Avenue,Napa,False,3,3,True,707-251-5687,Rutherford Townhomes,4700,
1636,400 East Remington Drive,Sunnyvale,False,1,1,True,408-738-4862,Apricot Pit Apartments,1600,
1637,555 East El Camino Real,Sunnyvale,True,1,1,False,408-738-0935,Arbor Terrace Apartments,3750,
1638,1059 Reed Avenue,Sunnyvale,False,1,1,False,408-984-1060,Aster Park Apartments,3900,
1639,151 South Bernardo Avenue,Sunnyvale,False,1,1,True,650-961-3333,Balboa Apartments,4050,
1640,660 Gail Avenue,Sunnyvale,False,1,1,True,888-854-9884,Bonnie Terrace Apartments,4750,
1641,732 East Evelyn Avenue,Sunnyvale,False,1,1,False,669-267-1020,Bristol Commons,3250,
1642,1651 Belleville Way,Sunnyvale,False,1,1,False,669-257-9990,Brookside Oaks,5000,
1643,815 East Fremont Avenue,Sunnyvale,False,1,1,True,408-736-5183,Cambria Apartments,2850,
1644,135 Acalanes Drive,Sunnyvale,False,1,1,True,650-965-1671,Casa Del Sol Apartments,1900,
1645,874 East El Camino Real,Sunnyvale,False,1,1,False,866-730-1639,Cascades Apartments,4050,
1646,111 Cleaveland Road,Pleasant Hill,False,1,2,True,925-939-7111,Terrace Apartments,2450,
1647,1450 East Cotati Avenue,Rohnert Park,False,1,2,False,707-793-0123,Cambridge Square Apartments,2500,
1648,6351 Country Club Drive,Rohnert Park,False,1,2,False,707-739-4189,Country Club Village,2400,
1649,5102 Dowdell Avenue,Rohnert Park,False,2,2,True,833-244-8741,Fiori Estates Apartments,3150,
1650,7425 Camino Colegio # 61,Rohnert Park,False,2,2,True,707-792-0669,Park Meadows Apartments,2850,
1651,611 Enterprise Drive,Rohnert Park,False,1,2,False,707-584-3520,Willow Creek Apartments,2300,
1652,1290 San Tomas Aquino Road,San Jose,False,1,2,True,408-984-8888,Aegena,2650,
1653,2415 Rinconada Drive,San Jose,False,1,2,False,408-516-4212,Almaden House,2450,
1654,1543 Ambergrove Drive,San Jose,False,1,2,True,408-453-8011,Amberwood Apartments,2500,
1655,1582 Kooser Road,San Jose,False,1,2,True,408-448-1288,Arbor Apartments,2800,
1656,3801 Blackford Avenue #16,San Jose,False,1,2,True,408-876-3565,Blackford Apartments,2850,
1657,1405 Phelps Avenue,San Jose,False,1,2,False,408-866-6111,Campbell House Apartments,2500,
1658,260 North Capitol Avenue # 109,San Jose,False,1,2,False,408-259-1662,Capitol Avenue Apartments,2700,
1659,220 North White Road,San Jose,True,1,2,True,408-259-0427,Casa Las Palmas,2850,
1660,2580 Fontaine Road,San Jose,False,1,2,False,408-238-0841,Casa Real Apartments,2800,
1661,1 Vista Montana,San Jose,False,1,2,True,844-244-9251,Domain Apartments,2800,
1662,555 East El Camino Real,Sunnyvale,True,2,1,False,408-738-0935,Arbor Terrace Apartments,3750,
1663,1059 Reed Avenue,Sunnyvale,False,2,1,False,408-984-1060,Aster Park Apartments,3900,
1664,151 South Bernardo Avenue,Sunnyvale,False,3,1,True,650-961-3333,Balboa Apartments,4050,
1665,660 Gail Avenue,Sunnyvale,False,3,1,True,888-854-9884,Bonnie Terrace Apartments,4750,
1666,732 East Evelyn Avenue,Sunnyvale,False,2,1,False,669-267-1020,Bristol Commons,3250,
1667,1651 Belleville Way,Sunnyvale,False,3,1,False,669-257-9990,Brookside Oaks,5000,
1668,815 East Fremont Avenue,Sunnyvale,False,2,1,True,408-736-5183,Cambria Apartments,2850,
1669,874 East El Camino Real,Sunnyvale,False,2,1,False,866-730-1639,Cascades Apartments,4050,
1670,1580 Clayton Road # 1,Concord,True,3,3,True,925-827-3700,Casa Pino Condos,4800,
1671,1688 Clayton Road,Concord,False,3,3,False,925-671-3845,City Walk Apartment Homes,5200,
1672,5255 Clayton Road,Concord,False,3,3,False,855-957-1118,Clayton Creek Apartments,4450,
1673,1711 Detroit Avenue,Concord,False,3,3,True,925-686-6868,Courtyard Apartments,4700,
1674,4902 Clayton Road,Concord,False,2,3,False,925-405-6881,Diablo Terrace Apartments,3550,
1675,3620 Clayton Road # 101,Concord,False,3,3,True,925-682-9661,Greentree Terrace Apartments,4300,
1676,1032 Mohr Lane,Concord,False,3,3,True,925-687-8460,Hidden Creek Town Homes,4100,
1677,3066 Willow Pass Road,Concord,False,3,3,False,925-691-5974,Kona Kai Village Apartments,4700,
1678,1500 Ellis Street,Concord,False,3,3,False,925-680-5250,Lakeshore Apartment Homes,5000,
1679,1530 Ellis Street,Concord,False,3,3,True,925-521-8333,Lakeshore Apartments,4750,
1680,1335 Montecito Avenue # 1,Mountain View,False,1,1,True,650-940-1909,Barkley Square Apartments,1600,
1681,1240 Dale Avenue #6,Mountain View,False,1,1,False,650-961-6811,Delmonico Apartments,1800,
1682,375 Oaktree Drive,Mountain View,False,1,1,True,650-390-9450,Ginzton Terrace,1650,
1683,1571 West El Camino Real,Mountain View,False,1,1,False,650-969-9800,Hidden Garden Apartments,1750,
1684,234 Escuela Avenue,Mountain View,False,1,1,False,844-828-9650,Highland Gardens Apartments,1750,
1685,1885 California Street,Mountain View,False,1,1,False,650-964-3882,Maplewood,1550,
1686,1555 West Middlefield Road,Mountain View,True,1,1,False,650-964-8511,Meadowood Apartments,1900,
1687,19608 Pruneridge Avenue,Cupertino,False,1,2,True,408-873-9090,Arioso Apartments,2800,
1688,20667 Forge Way,Cupertino,False,1,2,False,408-739-0870,Forge Homestead Apartments,2800,
1689,10200 Miller Avenue,Cupertino,False,2,2,False,408-446-9898,Gardens Of Fontainbleu Apartments,3200,
1690,19920 Olivewood Street,Cupertino,False,3,2,True,408-457-8106,Pointe At Cupertino,5000,
1691,175 Calvert Drive,Cupertino,False,3,2,True,408-627-8259,Sage At Cupertino,4450,
1692,19500 Pruneridge Avenue,Cupertino,False,3,2,True,866-628-5690,The Hamptons Apartment Homes,4800,
1693,20800 Homestead Road,Cupertino,False,1,2,True,866-495-1855,The Markham Apartments,2550,
1694,19608 Pruneridge Avenue,Cupertino,False,1,1,True,408-873-9090,Arioso Apartments,2800,
1695,20667 Forge Way,Cupertino,False,1,1,False,408-739-0870,Forge Homestead Apartments,2800,
1696,10200 Miller Avenue,Cupertino,False,2,1,False,408-446-9898,Gardens Of Fontainbleu Apartments,3200,
1697,19920 Olivewood Street,Cupertino,False,1,1,True,408-457-8106,Pointe At Cupertino,2050,
1698,175 Calvert Drive,Cupertino,False,3,1,True,408-627-8259,Sage At Cupertino,4450,
1699,20800 Homestead Road,Cupertino,False,1,1,True,866-495-1855,The Markham Apartments,2550,
1700,1546 Maurice Lane,San Jose,False,3,2,False,408-818-0710,888 Golden Saratoga-Cupertino Apartment Homes,4450,
1701,73 North Keeble Avenue,San Jose,False,3,2,False,408-998-7266,Alameda Gardens Apartments,4850,
1702,3801 Blackford Avenue #16,San Jose,True,3,2,False,408-876-3565,Blackford Apartments,4700,
1703,231 Dixon Landing Road,Milpitas,True,3,4,True,408-262-3223,Spinnaker Pointe Apartments,5000,
1704,1500 Vista Club Circle,Santa Clara,False,3,4,False,408-827-1770,Bella Vista Apartments,5100,
1705,3440 Warburton Avenue,Santa Clara,True,3,4,True,408-248-5766,Briarwood Garden Apartments,5250,
1706,1495 Don Avenue,Santa Clara,False,3,4,True,408-713-6428,Civic Plaza Apartments,4700,
1707,2555 Homestead Road,Santa Clara,False,3,4,True,669-444-1717,La Palma Apartments,5100,
1708,3131 Homestead Road,Santa Clara,True,3,4,False,408-244-6715,Laguna Clara Apartments,5250,
1709,440 North Winchester Boulevard,Santa Clara,False,3,4,False,408-498-5769,Le Parc Apartments,4750,
1710,1601 Santa Clara Street,Santa Clara,False,3,4,False,408-615-1016,Lincoln Park Apartments,4750,
1711,3480 Granada Avenue,Santa Clara,True,3,4,True,408-598-2635,Marina Cove,5050,
1712,1050 Benton Street,Santa Clara,False,3,4,True,866-259-2994,Park Central Apartments,4800,
1713,865 Pomeroy Avenue,Santa Clara,True,3,4,False,408-244-0035,Park Terrace Apartments,4800,
1714,330 Canal Street,San Rafael,False,1,2,True,415-456-6619,Canal Apartments,2350,
1715,55 Fairfax Street #27,San Rafael,False,1,2,True,415-453-5531,Casa Vista Apartments,2300,
1716,99 Professional Center Parkway,San Rafael,True,3,2,True,415-472-6644,Deer Park Apartments,4400,
1717,10-90 North Avenue,San Rafael,False,3,2,True,415-491-1125,Mcinnis Park,4400,
1718,1747 Lincoln Avenue,San Rafael,True,3,2,True,415-453-0563,Park Hill Apartments,4950,
1719,99 Professional Center Parkway,San Rafael,True,1,2,True,415-472-6644,Deer Park Apartments,4400,
1720,10-90 North Avenue,San Rafael,False,1,2,True,415-491-1125,Mcinnis Park,4400,
1721,1747 Lincoln Avenue,San Rafael,True,1,2,True,415-453-0563,Park Hill Apartments,4950,
1722,5643 Charlotte Way,Livermore,False,2,3,True,925-371-0905,Acacia Capital Cor-Ironwood Ap,4050,
1723,3998 East Avenue,Livermore,False,2,3,True,925-606-6246,Arbol Verde Apartments,4900,
1724,1300 South Livermore Avenue,Livermore,False,2,3,True,800-545-1833,Arbor Vista Senior Apartments,4100,
1725,3819 East Avenue,Livermore,False,2,3,False,844-412-5121,Briarwood Apartments,4100,
1726,1038 Catalina Drive,Livermore,False,2,3,True,925-447-1144,Catalina Crest Apartment Homes,3500,
1727,2991 College Avenue,Livermore,True,2,3,True,925-373-8490,Chardonnay Garden Apts,4100,
1728,156 North Murrieta Boulevard,Livermore,False,2,3,False,925-455-9025,Meadowbrook Apartments,4250,
1729,1160 Portola Meadows Road,Livermore,False,2,3,False,925-449-6167,Portola Meadows Apartments,4900,
1730,1163 Concannon Boulevard # 99,Livermore,False,2,3,True,925-443-1271,Sunset Gardens Apartments,5250,
1731,403 Junction Avenue,Livermore,False,2,3,False,925-454-0425,Tradewinds Apartments,4950,
1732,624 Avalon Avenue,Santa Rosa,True,3,4,True,707-620-5076,Avalon Apartments,5150,
1733,3329 Claremont Court,Santa Rosa,False,3,4,True,707-578-1313,Brookside East Apartments,4750,
