,airlines,departure_date,destination_airport,destination_city,number_stops,origin_airport,origin_city,outbound_arrival_time,outbound_departure_time,passengers,price,refundable,seating_class,inbound_arrival_time,inbound_departure_time,return_date
3555,Southwest Airlines,2019-03-05,SAN International Airport,San Diego,0,LAX International Airport,Los Angeles,16:19,15:25,1,55,False,Economy,,,
3556,United Airlines,2019-03-05,SAN International Airport,San Diego,0,LAX International Airport,Los Angeles,12:34,11:40,1,70,False,Economy,,,
3557,Alaska Airlines,2019-03-05,SAN International Airport,San Diego,0,LAX International Airport,Los Angeles,08:24,07:30,2,70,True,Economy,,,
3558,American Airlines,2019-03-13,SFO International Airport,San Francisco,0,McCarran International Airport,Las Vegas,12:30,10:55,1,108,True,Economy,,,
3559,Delta Airlines,2019-03-13,SFO International Airport,San Francisco,0,McCarran International Airport,Las Vegas,00:25,22:50,1,120,False,Economy,,,
3560,Southwest Airlines,2019-03-13,SFO International Airport,San Francisco,0,McCarran International Airport,Las Vegas,11:30,09:55,1,104,False,Economy,,,
3561,United Airlines,2019-03-13,SFO International Airport,San Francisco,0,McCarran International Airport,Las Vegas,16:40,15:05,1,100,False,Economy,,,
3562,American Airlines,2019-03-07,SFO International Airport,San Francisco,0,SAN International Airport,San Diego,23:00,21:20,1,100,False,Economy,,,
3563,Delta Airlines,2019-03-07,SFO International Airport,San Francisco,0,SAN International Airport,San Diego,21:35,19:55,1,101,False,Economy,,,
3564,Southwest Airlines,2019-03-07,SFO International Airport,San Francisco,1,SAN International Airport,San Diego,01:57,22:20,1,195,False,Economy,,,
3565,Alaska Airlines,2019-03-07,SFO International Airport,San Francisco,0,SAN International Airport,San Diego,12:50,11:10,4,107,False,Economy,,,
3566,American Airlines,2019-03-07,SFO International Airport,San Francisco,0,SAN International Airport,San Diego,23:00,21:20,4,100,False,Economy,,,
3567,Delta Airlines,2019-03-07,SFO International Airport,San Francisco,0,SAN International Airport,San Diego,21:35,19:55,4,101,False,Economy,,,
3568,Southwest Airlines,2019-03-07,SFO International Airport,San Francisco,1,SAN International Airport,San Diego,01:57,22:20,4,195,False,Economy,,,
3569,American Airlines,2019-03-03,JFK International Airport,New York,0,PHL International Airport,Philadelphia,17:36,16:45,2,55,False,Economy,,,
3570,Delta Airlines,2019-03-03,JFK International Airport,New York,0,PHL International Airport,Philadelphia,17:31,16:40,2,61,False,Economy,,,
3571,Southwest Airlines,2019-03-03,JFK International Airport,New York,0,PHL International Airport,Philadelphia,08:36,07:45,2,54,False,Economy,,,
3572,United Airlines,2019-03-03,JFK International Airport,New York,0,PHL International Airport,Philadelphia,05:36,04:45,2,56,False,Economy,,,
3573,United Airlines,2019-03-06,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,23:30,22:05,1,95,True,Economy,,,
3574,Southwest Airlines,2019-03-01,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,14:15,12:50,3,108,False,Economy,,,
3575,Alaska Airlines,2019-03-08,SAN International Airport,San Diego,0,SFO International Airport,San Francisco,07:50,06:10,1,99,False,Economy,,,
3576,American Airlines,2019-03-08,SAN International Airport,San Diego,1,SFO International Airport,San Francisco,16:19,12:15,1,161,False,Economy,,,
3577,Southwest Airlines,2019-03-08,SAN International Airport,San Diego,0,SFO International Airport,San Francisco,18:50,17:10,1,103,True,Economy,,,
3578,United Airlines,2019-03-08,SAN International Airport,San Diego,0,SFO International Airport,San Francisco,08:20,06:40,1,90,False,Economy,,,
3579,American Airlines,2019-03-04,LAX International Airport,Los Angeles,0,SAN International Airport,San Diego,10:44,09:50,2,63,True,Economy,,,
3580,Delta Airlines,2019-03-04,LAX International Airport,Los Angeles,0,SAN International Airport,San Diego,17:54,17:00,2,82,True,Economy,,,
3581,American Airlines,2019-03-10,SFO International Airport,San Francisco,0,McCarran International Airport,Las Vegas,12:30,10:55,1,99,True,Economy,,,
3582,Delta Airlines,2019-03-10,SFO International Airport,San Francisco,0,McCarran International Airport,Las Vegas,00:25,22:50,1,94,False,Economy,,,
3583,Southwest Airlines,2019-03-10,SFO International Airport,San Francisco,0,McCarran International Airport,Las Vegas,11:30,09:55,1,95,False,Economy,,,
3584,United Airlines,2019-03-10,SFO International Airport,San Francisco,0,McCarran International Airport,Las Vegas,16:40,15:05,1,88,False,Economy,,,
3585,Alaska Airlines,2019-03-06,SFO International Airport,San Francisco,0,SAN International Airport,San Diego,12:50,11:10,1,100,False,Economy,,,
3586,American Airlines,2019-03-06,SFO International Airport,San Francisco,0,SAN International Airport,San Diego,13:45,12:05,1,111,False,Economy,,,
3587,Delta Airlines,2019-03-06,SFO International Airport,San Francisco,0,SAN International Airport,San Diego,21:35,19:55,1,99,False,Economy,,,
3588,Southwest Airlines,2019-03-06,SFO International Airport,San Francisco,0,SAN International Airport,San Diego,08:40,07:00,1,108,False,Economy,,,
3589,United Airlines,2019-03-06,SFO International Airport,San Francisco,0,SAN International Airport,San Diego,09:00,07:20,1,112,False,Economy,,,
3590,American Airlines,2019-03-06,JFK International Airport,New York,0,Dulles International Airport,Washington,07:15,06:05,1,78,False,Economy,,,
3591,Southwest Airlines,2019-03-06,JFK International Airport,New York,0,Dulles International Airport,Washington,10:25,09:15,1,75,False,Economy,,,
3592,American Airlines,2019-03-08,JFK International Airport,New York,0,PHL International Airport,Philadelphia,17:36,16:45,3,57,False,Economy,,,
3593,Delta Airlines,2019-03-08,JFK International Airport,New York,0,PHL International Airport,Philadelphia,20:16,19:25,3,60,True,Economy,,,
3594,Southwest Airlines,2019-03-08,JFK International Airport,New York,0,PHL International Airport,Philadelphia,08:36,07:45,3,58,False,Economy,,,
3595,United Airlines,2019-03-08,JFK International Airport,New York,0,PHL International Airport,Philadelphia,05:36,04:45,3,58,False,Economy,,,
3596,American Airlines,2019-03-13,JFK International Airport,New York,0,PHL International Airport,Philadelphia,17:36,16:45,1,64,False,Economy,,,
3597,Delta Airlines,2019-03-13,JFK International Airport,New York,0,PHL International Airport,Philadelphia,20:16,19:25,1,52,True,Economy,,,
3598,Southwest Airlines,2019-03-13,JFK International Airport,New York,0,PHL International Airport,Philadelphia,08:36,07:45,1,55,False,Economy,,,
3599,United Airlines,2019-03-13,JFK International Airport,New York,0,PHL International Airport,Philadelphia,05:36,04:45,1,65,False,Economy,,,
3600,American Airlines,2019-03-13,JFK International Airport,New York,0,PHL International Airport,Philadelphia,17:36,16:45,3,64,False,Economy,,,
3601,American Airlines,2019-03-08,Dulles International Airport,Washington,1,PHL International Airport,Philadelphia,12:05,09:45,1,146,False,Economy,,,
3602,Delta Airlines,2019-03-08,Dulles International Airport,Washington,1,PHL International Airport,Philadelphia,17:48,12:20,1,244,False,Economy,,,
3603,United Airlines,2019-03-08,Dulles International Airport,Washington,1,PHL International Airport,Philadelphia,07:15,04:45,1,131,False,Economy,,,
3604,Alaska Airlines,2019-03-09,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,20:35,19:10,1,98,False,Economy,,,
3605,American Airlines,2019-03-09,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,17:50,16:25,1,88,False,Economy,,,
3606,Southwest Airlines,2019-03-09,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,14:15,12:50,1,93,False,Economy,,,
3607,Alaska Airlines,2019-03-09,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,20:35,19:10,2,98,False,Economy,,,
3608,Southwest Airlines,2019-03-06,Dulles International Airport,Washington,0,JFK International Airport,New York,15:45,14:35,3,88,True,Economy,,,
3609,American Airlines,2019-03-02,Dulles International Airport,Washington,0,JFK International Airport,New York,12:05,10:55,1,86,False,Economy,,,
3610,Delta Airlines,2019-03-02,Dulles International Airport,Washington,0,JFK International Airport,New York,08:30,07:20,1,84,False,Economy,,,
3611,Southwest Airlines,2019-03-02,Dulles International Airport,Washington,0,JFK International Airport,New York,15:45,14:35,1,79,True,Economy,,,
3612,United Airlines,2019-03-02,Dulles International Airport,Washington,0,JFK International Airport,New York,06:20,05:10,1,82,False,Economy,,,
3613,Southwest Airlines,2019-03-02,Dulles International Airport,Washington,0,JFK International Airport,New York,15:45,14:35,2,79,True,Economy,,,
3614,Alaska Airlines,2019-03-14,SAN International Airport,San Diego,0,LAX International Airport,Los Angeles,08:24,07:30,4,55,True,Economy,,,
3615,American Airlines,2019-03-14,SAN International Airport,San Diego,0,LAX International Airport,Los Angeles,08:34,07:40,4,71,False,Economy,,,
3616,Southwest Airlines,2019-03-14,SAN International Airport,San Diego,0,LAX International Airport,Los Angeles,16:19,15:25,4,63,False,Economy,,,
3617,United Airlines,2019-03-14,SAN International Airport,San Diego,0,LAX International Airport,Los Angeles,12:34,11:40,4,68,False,Economy,,,
3618,American Airlines,2019-03-01,JFK International Airport,New York,0,Dulles International Airport,Washington,07:15,06:05,1,90,False,Economy,,,
3619,Southwest Airlines,2019-03-01,JFK International Airport,New York,0,Dulles International Airport,Washington,18:00,16:50,1,70,False,Economy,,,
3620,American Airlines,2019-03-01,JFK International Airport,New York,0,Dulles International Airport,Washington,07:15,06:05,2,90,False,Economy,,,
3621,Alaska Airlines,2019-03-05,LAX International Airport,Los Angeles,0,SAN International Airport,San Diego,16:14,15:20,1,60,False,Economy,,,
3622,Air Canada,2019-03-01,Seattle-Tacoma International Airport,Seattle,1,YVR International Airport,Vancouver,17:16,08:05,3,245,False,Economy,,,
3623,Delta Airlines,2019-03-01,Seattle-Tacoma International Airport,Seattle,1,YVR International Airport,Vancouver,14:47,03:20,3,275,False,Economy,,,
3624,United Airlines,2019-03-01,Seattle-Tacoma International Airport,Seattle,1,YVR International Airport,Vancouver,22:56,18:05,3,243,False,Economy,,,
3625,Southwest Airlines,2019-03-01,Dulles International Airport,Washington,0,JFK International Airport,New York,15:45,14:35,4,85,True,Economy,,,
3626,United Airlines,2019-03-01,Dulles International Airport,Washington,0,JFK International Airport,New York,14:45,13:35,4,71,True,Economy,,,
3627,Southwest Airlines,2019-03-07,Seattle-Tacoma International Airport,Seattle,0,PDX International Airport,Portland,05:38,04:40,1,74,False,Economy,,,
3628,Alaska Airlines,2019-03-02,McCarran International Airport,Las Vegas,0,SFO International Airport,San Francisco,21:50,20:15,1,105,True,Economy,,,
3629,American Airlines,2019-03-02,McCarran International Airport,Las Vegas,0,SFO International Airport,San Francisco,19:05,17:30,1,104,False,Economy,,,
3630,Delta Airlines,2019-03-02,McCarran International Airport,Las Vegas,0,SFO International Airport,San Francisco,22:40,21:05,1,106,False,Economy,,,
3631,United Airlines,2019-03-02,McCarran International Airport,Las Vegas,0,SFO International Airport,San Francisco,20:50,19:15,1,100,False,Economy,,,
3632,American Airlines,2019-03-09,JFK International Airport,New York,0,PHL International Airport,Philadelphia,18:26,17:35,3,62,True,Economy,,,
3633,Delta Airlines,2019-03-09,JFK International Airport,New York,0,PHL International Airport,Philadelphia,17:31,16:40,3,59,False,Economy,,,
3634,Southwest Airlines,2019-03-09,JFK International Airport,New York,0,PHL International Airport,Philadelphia,08:36,07:45,3,62,False,Economy,,,
3635,United Airlines,2019-03-09,JFK International Airport,New York,0,PHL International Airport,Philadelphia,13:46,12:55,3,61,False,Economy,,,
3636,American Airlines,2019-03-02,SAN International Airport,San Diego,0,McCarran International Airport,Las Vegas,09:34,08:20,1,91,False,Economy,,,
3637,Delta Airlines,2019-03-02,SAN International Airport,San Diego,0,McCarran International Airport,Las Vegas,21:04,19:50,1,79,False,Economy,,,
3638,Southwest Airlines,2019-03-02,SAN International Airport,San Diego,0,McCarran International Airport,Las Vegas,16:24,15:10,1,80,True,Economy,,,
3639,United Airlines,2019-03-02,SAN International Airport,San Diego,0,McCarran International Airport,Las Vegas,10:49,09:35,1,88,False,Economy,,,
3640,American Airlines,2019-03-01,YVR International Airport,Vancouver,1,PDX International Airport,Portland,15:32,10:45,1,227,True,Economy,,,
3641,Southwest Airlines,2019-03-01,YVR International Airport,Vancouver,1,PDX International Airport,Portland,20:12,15:15,1,243,False,Economy,,,
3642,United Airlines,2019-03-01,YVR International Airport,Vancouver,1,PDX International Airport,Portland,20:12,10:35,1,250,False,Economy,,,
3643,Air Canada,2019-03-12,Seattle-Tacoma International Airport,Seattle,1,YVR International Airport,Vancouver,02:32,16:45,1,255,False,Economy,,,
3644,Delta Airlines,2019-03-12,Seattle-Tacoma International Airport,Seattle,1,YVR International Airport,Vancouver,14:47,03:20,1,273,False,Economy,,,
3645,United Airlines,2019-03-12,Seattle-Tacoma International Airport,Seattle,1,YVR International Airport,Vancouver,22:56,18:05,1,217,False,Economy,,,
3646,Air Canada,2019-03-12,Seattle-Tacoma International Airport,Seattle,1,YVR International Airport,Vancouver,02:32,16:45,4,255,False,Economy,,,
3647,United Airlines,2019-03-09,McCarran International Airport,Las Vegas,0,SFO International Airport,San Francisco,20:50,19:15,1,99,False,Economy,,,
3648,Air Canada,2019-03-14,Seattle-Tacoma International Airport,Seattle,1,YVR International Airport,Vancouver,02:32,16:45,1,256,False,Economy,,,
3649,United Airlines,2019-03-14,Seattle-Tacoma International Airport,Seattle,1,YVR International Airport,Vancouver,22:56,18:05,1,260,False,Economy,,,
3650,Alaska Airlines,2019-03-09,SFO International Airport,San Francisco,0,LAX International Airport,Los Angeles,19:15,17:50,1,97,False,Economy,,,
3651,American Airlines,2019-03-09,SFO International Airport,San Francisco,0,LAX International Airport,Los Angeles,07:55,06:30,1,101,False,Economy,,,
3652,Delta Airlines,2019-03-09,SFO International Airport,San Francisco,0,LAX International Airport,Los Angeles,10:40,09:15,1,100,False,Economy,,,
3653,Southwest Airlines,2019-03-09,SFO International Airport,San Francisco,0,LAX International Airport,Los Angeles,23:45,22:20,1,89,False,Economy,,,
3654,United Airlines,2019-03-09,SFO International Airport,San Francisco,1,LAX International Airport,Los Angeles,11:30,08:05,1,165,False,Economy,,,
3655,Alaska Airlines,2019-03-09,SFO International Airport,San Francisco,0,LAX International Airport,Los Angeles,19:15,17:50,2,97,False,Economy,,,
3656,American Airlines,2019-03-09,YVR International Airport,Vancouver,1,Seattle-Tacoma International Airport,Seattle,19:49,08:15,1,267,False,Economy,,,
3657,Delta Airlines,2019-03-09,YVR International Airport,Vancouver,1,Seattle-Tacoma International Airport,Seattle,19:49,08:45,1,259,False,Economy,,,
3658,Southwest Airlines,2019-03-09,YVR International Airport,Vancouver,1,Seattle-Tacoma International Airport,Seattle,13:59,05:25,1,260,False,Economy,,,
3659,American Airlines,2019-03-12,PHL International Airport,Philadelphia,1,Dulles International Airport,Washington,11:36,08:00,1,131,True,Economy,,,
3660,American Airlines,2019-03-11,SAN International Airport,San Diego,0,McCarran International Airport,Las Vegas,09:34,08:20,1,98,False,Economy,,,
3661,Alaska Airlines,2019-03-07,McCarran International Airport,Las Vegas,0,SFO International Airport,San Francisco,21:50,20:15,1,106,True,Economy,,,
3662,Delta Airlines,2019-03-07,McCarran International Airport,Las Vegas,0,SFO International Airport,San Francisco,12:25,10:50,1,114,False,Economy,,,
3663,United Airlines,2019-03-07,McCarran International Airport,Las Vegas,0,SFO International Airport,San Francisco,20:50,19:15,1,115,False,Economy,,,
3664,Alaska Airlines,2019-03-07,McCarran International Airport,Las Vegas,0,SFO International Airport,San Francisco,21:50,20:15,3,106,True,Economy,,,
3665,American Airlines,2019-03-07,McCarran International Airport,Las Vegas,0,SFO International Airport,San Francisco,19:05,17:30,3,112,False,Economy,,,
3666,Delta Airlines,2019-03-07,McCarran International Airport,Las Vegas,0,SFO International Airport,San Francisco,12:25,10:50,3,114,False,Economy,,,
3667,United Airlines,2019-03-07,McCarran International Airport,Las Vegas,0,SFO International Airport,San Francisco,20:50,19:15,3,115,False,Economy,,,
3668,Alaska Airlines,2019-03-13,McCarran International Airport,Las Vegas,0,SAN International Airport,San Diego,07:44,06:30,1,96,False,Economy,,,
3669,American Airlines,2019-03-13,McCarran International Airport,Las Vegas,0,SAN International Airport,San Diego,17:54,16:40,1,91,True,Economy,,,
3670,United Airlines,2019-03-13,McCarran International Airport,Las Vegas,0,SAN International Airport,San Diego,15:34,14:20,1,77,False,Economy,,,
3671,Alaska Airlines,2019-03-11,McCarran International Airport,Las Vegas,0,LAX International Airport,Los Angeles,21:30,20:20,1,133,False,Premium Economy,,,
3672,American Airlines,2019-03-11,McCarran International Airport,Las Vegas,0,LAX International Airport,Los Angeles,21:35,20:25,1,139,False,Premium Economy,,,
3673,Delta Airlines,2019-03-11,McCarran International Airport,Las Vegas,0,LAX International Airport,Los Angeles,23:25,22:15,1,129,True,Premium Economy,,,
3674,United Airlines,2019-03-11,McCarran International Airport,Las Vegas,0,LAX International Airport,Los Angeles,09:15,08:05,1,132,False,Premium Economy,,,
3675,Alaska Airlines,2019-03-11,McCarran International Airport,Las Vegas,0,LAX International Airport,Los Angeles,21:30,20:20,3,133,False,Premium Economy,,,
3676,American Airlines,2019-03-01,Seattle-Tacoma International Airport,Seattle,0,PDX International Airport,Portland,22:13,21:15,1,64,True,Economy,,,
3677,Delta Airlines,2019-03-01,Seattle-Tacoma International Airport,Seattle,0,PDX International Airport,Portland,10:33,09:35,1,62,False,Economy,,,
3678,Southwest Airlines,2019-03-01,Seattle-Tacoma International Airport,Seattle,0,PDX International Airport,Portland,05:38,04:40,1,60,False,Economy,,,
3679,United Airlines,2019-03-01,Seattle-Tacoma International Airport,Seattle,0,PDX International Airport,Portland,23:43,22:45,1,68,False,Economy,,,
3680,Alaska Airlines,2019-03-03,McCarran International Airport,Las Vegas,0,SAN International Airport,San Diego,07:44,06:30,1,86,False,Economy,,,
3681,Southwest Airlines,2019-03-03,McCarran International Airport,Las Vegas,0,SAN International Airport,San Diego,21:39,20:25,1,82,True,Economy,,,
3682,United Airlines,2019-03-03,McCarran International Airport,Las Vegas,0,SAN International Airport,San Diego,15:34,14:20,1,85,False,Economy,,,
3683,Alaska Airlines,2019-03-11,SAN International Airport,San Diego,0,LAX International Airport,Los Angeles,08:24,07:30,1,71,True,Economy,,,
3684,American Airlines,2019-03-11,SAN International Airport,San Diego,0,LAX International Airport,Los Angeles,08:34,07:40,1,71,False,Economy,,,
3685,Southwest Airlines,2019-03-11,SAN International Airport,San Diego,0,LAX International Airport,Los Angeles,16:19,15:25,1,67,False,Economy,,,
3686,United Airlines,2019-03-11,SAN International Airport,San Diego,0,LAX International Airport,Los Angeles,12:34,11:40,1,70,False,Economy,,,
3687,American Airlines,2019-03-13,Dulles International Airport,Washington,1,PHL International Airport,Philadelphia,12:05,09:45,1,136,False,Economy,,,
3688,Delta Airlines,2019-03-13,Dulles International Airport,Washington,1,PHL International Airport,Philadelphia,17:48,12:20,1,244,False,Economy,,,
3689,United Airlines,2019-03-13,Dulles International Airport,Washington,1,PHL International Airport,Philadelphia,07:15,04:45,1,141,False,Economy,,,
3690,Southwest Airlines,2019-03-04,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,14:15,12:50,3,99,False,Economy,,,
3691,Alaska Airlines,2019-03-07,SAN International Airport,San Diego,0,SFO International Airport,San Francisco,07:50,06:10,1,102,False,Economy,,,
3692,American Airlines,2019-03-07,SAN International Airport,San Diego,1,SFO International Airport,San Francisco,16:19,12:15,1,154,False,Economy,,,
3693,Delta Airlines,2019-03-07,SAN International Airport,San Diego,1,SFO International Airport,San Francisco,09:45,05:50,1,200,False,Economy,,,
3694,Southwest Airlines,2019-03-07,SAN International Airport,San Diego,1,SFO International Airport,San Francisco,16:19,12:50,1,159,False,Economy,,,
3695,United Airlines,2019-03-07,SAN International Airport,San Diego,0,SFO International Airport,San Francisco,08:20,06:40,1,93,False,Economy,,,
3696,Air Canada,2019-03-09,Seattle-Tacoma International Airport,Seattle,1,YVR International Airport,Vancouver,02:32,16:45,4,263,False,Economy,,,
3697,American Airlines,2019-03-09,PHL International Airport,Philadelphia,0,JFK International Airport,New York,08:46,07:55,1,67,True,Economy,,,
3698,Delta Airlines,2019-03-09,PHL International Airport,Philadelphia,0,JFK International Airport,New York,16:21,15:30,1,53,True,Economy,,,
3699,Southwest Airlines,2019-03-09,PHL International Airport,Philadelphia,0,JFK International Airport,New York,16:31,15:40,1,56,True,Economy,,,
3700,American Airlines,2019-03-09,PHL International Airport,Philadelphia,0,JFK International Airport,New York,08:46,07:55,1,107,True,Premium Economy,,,
3701,Alaska Airlines,2019-03-14,SAN International Airport,San Diego,0,SFO International Airport,San Francisco,07:50,06:10,1,107,False,Economy,,,
3702,American Airlines,2019-03-14,SAN International Airport,San Diego,1,SFO International Airport,San Francisco,16:19,12:15,1,156,False,Economy,,,
3703,Delta Airlines,2019-03-14,SAN International Airport,San Diego,0,SFO International Airport,San Francisco,23:25,21:45,1,113,False,Economy,,,
3704,Southwest Airlines,2019-03-14,SAN International Airport,San Diego,0,SFO International Airport,San Francisco,18:50,17:10,1,106,True,Economy,,,
3705,United Airlines,2019-03-14,SAN International Airport,San Diego,0,SFO International Airport,San Francisco,08:20,06:40,1,100,False,Economy,,,
3706,American Airlines,2019-03-13,SAN International Airport,San Diego,1,SFO International Airport,San Francisco,16:19,12:15,4,153,False,Economy,,,
3707,American Airlines,2019-03-06,SAN International Airport,San Diego,0,McCarran International Airport,Las Vegas,09:34,08:20,1,136,False,Premium Economy,,,
3708,American Airlines,2019-03-06,SAN International Airport,San Diego,0,McCarran International Airport,Las Vegas,09:34,08:20,2,136,False,Premium Economy,,,
3709,Alaska Airlines,2019-03-04,SAN International Airport,San Diego,0,SFO International Airport,San Francisco,12:25,10:45,1,111,True,Economy,,,
3710,United Airlines,2019-03-04,SAN International Airport,San Diego,0,SFO International Airport,San Francisco,23:15,21:35,1,114,True,Economy,,,
3711,American Airlines,2019-03-10,LAX International Airport,Los Angeles,0,McCarran International Airport,Las Vegas,10:40,09:30,1,80,False,Economy,,,
3712,Delta Airlines,2019-03-10,LAX International Airport,Los Angeles,0,McCarran International Airport,Las Vegas,22:50,21:40,1,87,True,Economy,,,
3713,Southwest Airlines,2019-03-10,LAX International Airport,Los Angeles,0,McCarran International Airport,Las Vegas,15:45,14:35,1,84,False,Economy,,,
3714,United Airlines,2019-03-10,LAX International Airport,Los Angeles,0,McCarran International Airport,Las Vegas,13:15,12:05,1,97,False,Economy,,,
3715,Delta Airlines,2019-03-13,LAX International Airport,Los Angeles,0,McCarran International Airport,Las Vegas,13:30,12:20,1,87,False,Economy,,,
3716,Southwest Airlines,2019-03-13,LAX International Airport,Los Angeles,0,McCarran International Airport,Las Vegas,15:45,14:35,1,86,False,Economy,,,
3717,United Airlines,2019-03-13,LAX International Airport,Los Angeles,0,McCarran International Airport,Las Vegas,13:15,12:05,1,79,False,Economy,,,
3718,Delta Airlines,2019-03-13,LAX International Airport,Los Angeles,0,McCarran International Airport,Las Vegas,13:30,12:20,3,87,False,Economy,,,
3719,Southwest Airlines,2019-03-13,LAX International Airport,Los Angeles,0,McCarran International Airport,Las Vegas,15:45,14:35,3,86,False,Economy,,,
3720,United Airlines,2019-03-13,LAX International Airport,Los Angeles,0,McCarran International Airport,Las Vegas,13:15,12:05,3,79,False,Economy,,,
3721,American Airlines,2019-03-09,YVR International Airport,Vancouver,1,PDX International Airport,Portland,15:32,10:45,1,226,True,Economy,,,
3722,Southwest Airlines,2019-03-09,YVR International Airport,Vancouver,1,PDX International Airport,Portland,20:12,15:15,1,217,False,Economy,,,
3723,United Airlines,2019-03-09,YVR International Airport,Vancouver,1,PDX International Airport,Portland,20:12,10:35,1,228,False,Economy,,,
3724,United Airlines,2019-03-09,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,23:30,22:05,1,107,True,Economy,,,
3725,American Airlines,2019-03-08,PDX International Airport,Portland,0,Seattle-Tacoma International Airport,Seattle,09:03,08:05,1,120,False,Premium Economy,,,
3726,Delta Airlines,2019-03-08,PDX International Airport,Portland,0,Seattle-Tacoma International Airport,Seattle,08:53,07:55,1,109,False,Premium Economy,,,
3727,United Airlines,2019-03-08,PDX International Airport,Portland,0,Seattle-Tacoma International Airport,Seattle,05:13,04:15,1,104,False,Premium Economy,,,
3728,United Airlines,2019-03-08,PDX International Airport,Portland,0,Seattle-Tacoma International Airport,Seattle,05:13,04:15,3,104,False,Premium Economy,,,
3729,American Airlines,2019-03-06,JFK International Airport,New York,0,PHL International Airport,Philadelphia,17:36,16:45,1,62,False,Economy,,,
3730,Air Canada,2019-03-12,Seattle-Tacoma International Airport,Seattle,1,YVR International Airport,Vancouver,02:32,16:45,3,255,False,Economy,,,
3731,Delta Airlines,2019-03-12,Seattle-Tacoma International Airport,Seattle,1,YVR International Airport,Vancouver,14:47,03:20,3,273,False,Economy,,,
3732,United Airlines,2019-03-12,Seattle-Tacoma International Airport,Seattle,1,YVR International Airport,Vancouver,22:56,18:05,3,217,False,Economy,,,
3733,American Airlines,2019-03-07,JFK International Airport,New York,0,Dulles International Airport,Washington,07:15,06:05,1,142,False,Premium Economy,,,
3734,Southwest Airlines,2019-03-07,JFK International Airport,New York,0,Dulles International Airport,Washington,18:00,16:50,1,111,False,Premium Economy,,,
3735,Alaska Airlines,2019-03-12,SAN International Airport,San Diego,0,LAX International Airport,Los Angeles,08:24,07:30,2,65,True,Economy,,,
3736,American Airlines,2019-03-12,SAN International Airport,San Diego,0,LAX International Airport,Los Angeles,08:34,07:40,2,64,False,Economy,,,
3737,Southwest Airlines,2019-03-12,SAN International Airport,San Diego,0,LAX International Airport,Los Angeles,16:19,15:25,2,56,False,Economy,,,
3738,United Airlines,2019-03-12,SAN International Airport,San Diego,0,LAX International Airport,Los Angeles,12:34,11:40,2,77,False,Economy,,,
3739,Alaska Airlines,2019-03-02,SAN International Airport,San Diego,0,LAX International Airport,Los Angeles,08:24,07:30,4,59,True,Economy,,,
3740,American Airlines,2019-03-02,SAN International Airport,San Diego,0,LAX International Airport,Los Angeles,08:34,07:40,4,59,False,Economy,,,
3741,Southwest Airlines,2019-03-02,SAN International Airport,San Diego,0,LAX International Airport,Los Angeles,16:19,15:25,4,66,False,Economy,,,
3742,American Airlines,2019-03-08,JFK International Airport,New York,0,PHL International Airport,Philadelphia,17:36,16:45,1,57,False,Economy,,,
3743,Delta Airlines,2019-03-08,JFK International Airport,New York,0,PHL International Airport,Philadelphia,20:16,19:25,1,60,True,Economy,,,
3744,Southwest Airlines,2019-03-08,JFK International Airport,New York,0,PHL International Airport,Philadelphia,08:36,07:45,1,58,False,Economy,,,
3745,United Airlines,2019-03-08,JFK International Airport,New York,0,PHL International Airport,Philadelphia,05:36,04:45,1,58,False,Economy,,,
3746,American Airlines,2019-03-05,PDX International Airport,Portland,0,Seattle-Tacoma International Airport,Seattle,09:03,08:05,1,69,False,Economy,,,
3747,Delta Airlines,2019-03-05,PDX International Airport,Portland,0,Seattle-Tacoma International Airport,Seattle,08:53,07:55,1,68,False,Economy,,,
3748,United Airlines,2019-03-05,PDX International Airport,Portland,0,Seattle-Tacoma International Airport,Seattle,05:13,04:15,1,65,False,Economy,,,
3749,American Airlines,2019-03-05,Dulles International Airport,Washington,1,PHL International Airport,Philadelphia,12:05,09:45,2,210,False,Premium Economy,,,
3750,United Airlines,2019-03-05,Dulles International Airport,Washington,1,PHL International Airport,Philadelphia,07:15,04:45,2,213,False,Premium Economy,,,
3751,American Airlines,2019-03-14,SFO International Airport,San Francisco,0,McCarran International Airport,Las Vegas,07:05,05:30,1,97,False,Economy,,,
3752,Delta Airlines,2019-03-14,SFO International Airport,San Francisco,1,McCarran International Airport,Las Vegas,23:00,19:50,1,184,False,Economy,,,
3753,Southwest Airlines,2019-03-14,SFO International Airport,San Francisco,0,McCarran International Airport,Las Vegas,11:30,09:55,1,97,False,Economy,,,
3754,United Airlines,2019-03-14,SFO International Airport,San Francisco,0,McCarran International Airport,Las Vegas,16:40,15:05,1,98,False,Economy,,,
3755,Delta Airlines,2019-03-10,Seattle-Tacoma International Airport,Seattle,1,YVR International Airport,Vancouver,12:15,02:50,1,334,False,Economy,,,
