,location,number_of_rooms,phone_number,place_name,price_per_night,smoking_allowed,star_rating,street_address,check_in_date,stay_length
1479,London,3,+44 20 7633 9317,Point A Hotel London - Westminster,84,False,1,118-120 Westminster Bridge Road,,
1480,London,1,+44 20 7229 0000,Smart Hyde Park Inn Hostel,22,False,1,48-50 Inverness Terrace,,
1481,London,3,+44 20 7262 8684,Smart Hyde Park View Hostel,93,False,1,16 Leinster Terrace,,
1482,London,1,+44 20 8563 8692,Abercorn House,70,False,1,28-30 Bute Gardens,,
1483,London,1,+44 20 7581 0103,Astor Hyde Park Hostel,90,False,1,191 Queen's Gate,,
1484,London,1,+44 20 7834 3077,Astor Victoria Hostel,48,False,1,"Victoria Hotel, 71 Belgrave Road",,
1485,London,1,+44 20 7183 9400,Clink261,90,False,1,261-265 Grays Inn Road,,
1486,London,1,+44 20 7834 1379,Easyhotel London Victoria,60,False,1,34-40 Belgrave Road,,
1487,London,1,+44 20 7456 0400,Point A Hotel London - Liverpool Street,102,False,1,13-15 Folgate Street,,
1488,London,1,+44 20 7633 9317,Point A Hotel London - Westminster,84,False,1,118-120 Westminster Bridge Road,,
1489,London,1,+44 20 7262 8684,Smart Hyde Park View Hostel,93,False,1,16 Leinster Terrace,,
1490,London,1,+44 20 7493 4545,45 Park Lane,375,False,5,45 Park Lane,,
1491,London,1,+44 20 7613 9800,Ace Hotel London,296,False,4,100 Shoreditch High Street,,
1492,London,1,+44 20 7523 5052,Amba Hotel Charing Cross,296,False,4,Strand,,
1493,London,1,+44 20 7523 5060,Amba Hotel Marble Arch,264,False,4,Bryanston Street,,
1494,London,1,+44 20 7693 5400,Ambassadors Bloomsbury Hotel,160,False,4,12 Upper Woburn Place,,
1495,Los Angeles,1,+1 323-469-2500,Banana Bungalow Hollywood,21,True,1,"5920 Hollywood Boulevard, Hollywood, California 90028, United States",,
1496,Los Angeles,1,+1 323-851-1800,Best Western Hollywood Plaza Inn,168,False,2,"2011 North Highland Avenue, Hollywood, CA 90068, USA",,
1497,Los Angeles,1,+1 310-834-3400,Best Western Los Angeles Worldport Hotel,210,False,2,"1402 West Pacific Coast Highway, Wilmington, CA 90744, USA",,
1498,Los Angeles,1,+1 323-464-5181,Best Western Plus Hollywood Hills Hotel,80,False,2,"6141 Franklin Avenue, Hollywood, California 90028, United States",,
1499,Los Angeles,1,+1 310-553-6561,Beverly Hills Marriott,152,False,4,1150 South Beverly Drive,,
1500,Los Angeles,1,+1 800-947-7666,Beverly Laurel Motor Hotel,120,True,2,8018 Beverly Boulevard,,
1501,Anaheim,1,+1 714-635-8070,Alamo Inn & Suites,52,False,2,1140 West Katella Avenue,,
1502,Anaheim,3,+1 714-772-5050,Anaheim Desert Inn And Suites,150,False,2,1600 South Harbor Boulevard,,
1503,Anaheim,2,+1 714-774-0950,Anaheim Executive Inn,92,True,2,1800 Lincoln Avenue,,
1504,Anaheim,2,+1 714-778-6565,Anaheim Islander Inn And Suites,156,False,2,424 West Katella Avenue,,
1505,Anaheim,3,+1 714-778-1700,Anaheim Majestic Garden Hotel,207,False,3,900 South Disneyland Drive,,
1506,Anaheim,1,+1 714-782-7600,Anaheim Portofino Inn & Suites,111,False,3,1831 South Harbor Boulevard,,
1507,Anaheim,3,+1 714-634-2106,Ayres Hotel Anaheim,243,True,3,2550 East Katella Avenue,,
1508,Anaheim,3,+1 714-774-1050,Best Western Plus Anaheim Inn,279,False,3,1630 South Harbor Boulevard,,
1509,Anaheim,2,+1 714-776-4800,Best Western Plus Park Place Inn - Mini Suites,132,False,3,1544 South Harbor Boulevard,,
1510,Anaheim,2,+1 714-776-0140,Best Western Plus Pavilions,76,False,1,1176 West Katella Avenue,,
1511,Washington D.C.,2,+1 202-299-1188,"Cambria Hotel Washington, D.C. Convention Center",204,False,3,"899 O Street Northwest, Washington, DC 20001, USA",,
1512,Washington D.C.,2,+1 202-543-6000,Capitol Hill Hotel,261,False,3,"200 C Street Southeast, Washington, DC 20003, USA",,
1513,Washington D.C.,2,+1 202-682-5300,Comfort Inn Downtown Dc/Convention Center,156,False,2,"1201 13th Street Northwest, Washington, District of Columbia 20005, United States",,
1514,Washington D.C.,2,+1 202-479-0027,Courtyard By Marriott Washington Capitol Hill/Navy Yard,189,False,3,"140 L Street Southeast, Washington, DC 20003, USA",,
1515,Washington D.C.,2,+1 202-589-1800,Courtyard By Marriott Washington Downtown/Convention Center,225,False,3,"901 L Street Northwest, Washington, DC 20001, USA",,
1516,Washington D.C.,2,+1 202-332-9300,"Courtyard By Marriott Washington, Dc/Dupont Circle",234,False,3,"1900 Connecticut Avenue Northwest, Washington, DC 20009, USA",,
1517,Washington D.C.,2,+1 202-296-5700,"Courtyard By Marriott Washington, Dc/Foggy Bottom",189,False,3,"515 20th Street Northwest, Washington, DC 20006, USA",,
1518,Washington D.C.,2,+1 202-244-5600,Days Inn By Wyndham Washington Dc/Connecticut Avenue,120,False,2,"4400 Connecticut Avenue Northwest, Washington, District of Columbia 20008, United States",,
1519,Chicago,3,+1 773-929-5380,Chicago Getaway Hostel,105,False,1,616 West Arlington Place,,
1520,Chicago,3,+1 312-521-8000,Soho House Chicago,102,False,1,113-125 North Green Street,,
1521,London,2,+44 20 7523 5060,Amba Hotel Marble Arch,264,False,4,Bryanston Street,,
1522,London,2,+44 20 7702 2020,Apex City Of London Hotel,296,False,4,1 Seething Lane,,
1523,London,2,+44 20 7562 3030,Apex London Wall Hotel,348,False,4,7-9 Copthall Avenue,,
1524,London,2,+44 20 3004 4141,Apex Temple Court Hotel,276,False,4,"1-2, Serjeant's Inn",,
1525,Nairobi,3,+254 719 096000,Crowne Plaza Nairobi,240,False,4,"Kenya Road, Upper Hill",,
1526,Nairobi,3,+254 709 090000,Doubletree By Hilton Nairobi Hurlingham,240,False,4,Ngong Lane Ngong Road,,
1527,Nairobi,1,+254 709 760000,Four Points By Sheraton Nairobi Airport,136,False,4,"9042/1044 Tower Avenue Jomo Kenyatta Intl Airport, Kenya",,
1528,Nairobi,2,+254 20 4075000,Hilton Garden Inn Nairobi Airport,200,False,4,Jomo Kenyatta International Airport Mombasa Road,,
1529,Nairobi,3,+254 709 548000,MoVenpick Hotel & Residences Nairobi,312,True,4,Mkungu Close,,
1530,Nairobi,3,+254 709 498000,Park Inn By Radisson Nairobi Westlands,312,False,4,Waiyaki Way,,
1531,Nairobi,3,+254 709 111000,Sarova Panafric - Hotel In Nairobi,300,True,4,Along Valley Road,,
1532,Nairobi,2,+254 709 240000,Tamarind Tree Hotel,168,True,4,"Nairobi, Kenya",,
1533,Nairobi,3,+254 20 7250000,Trademark Hotel,324,True,4,Limuru Road,,
1534,New York,3,+1 347-696-2500,1 Hotel Brooklyn Bridge,465,True,5,"60 Furman Street, Brooklyn",,
1535,New York,3,+1 212-703-2001,1 Hotel Central Park,510,True,5,1414 6th Avenue,,
1536,New York,2,+1 212-204-3000,6 Columbus - Central Park Hotel,176,True,4,308 West 58th Street,,
1537,New York,3,+1 212-398-2700,Ac Hotel New York Times Square,276,False,4,260 West 40th Street,,
1538,New York,3,+1 212-679-2222,Ace Hotel,396,False,4,20 West 29th Street,,
1539,New York,2,+1 718-631-5900,Adria Hotel & Conference Center,210,True,3,"221-17 Northern Boulevard, Bayside",,
1540,New York,3,+1 646-744-3100,Aka Central Park,324,False,4,42 West 58th Street,,
1541,New York,1,+1 212-752-8888,Aka Sutton Place,104,True,4,330 East 56th Street,,
1542,New York,1,+1 212-764-5700,Aka Times Square,120,False,4,123 West 44th Street,,
1543,Rio de Janeiro,3,+55 21 2548-0011,Atlantico Copacabana Hotel,174,False,2,"Rua Siqueira Campos, 90 - Copacabana",,
1544,Rio de Janeiro,1,+55 21 3609-3500,Best Western Plus Copacabana Design Hotel,120,False,4,"Rua Barata Ribeiro, 173 - Copacabana",,
1545,Rio de Janeiro,3,+55 21 2257-1990,Clh Suites Copacabana Domingos Ferreira,342,True,3,"Rua Domingos Ferreira, 71 - Copacabana",,
1546,Rio de Janeiro,1,+55 21 3202-9450,Copa Sul Hotel,78,False,3,"Avenida Nossa Senhora de Copacabana, 1284 - Copacabana",,
1547,Rio de Janeiro,2,+55 800 600 0995,Everest Rio Hotel,248,True,4,"Rua Prudente de Morais, 1117 - Ipanema",,
1548,Rio de Janeiro,1,+55 21 2526-6600,Granada Hotel,96,True,3,"Avenida Gomes Freire, 530 - Centro",,
1549,Rio de Janeiro,1,+55 21 2153-1800,Grand Mercure Rio De Janeiro Riocentro,145,False,5,"Avenida Salvador Allende, 6555 - Barra da Tijuca",,
1550,Rio de Janeiro,2,+55 21 3348-1000,Hilton Barra Rio De Janeiro,260,True,5,"Avenida Embaixador Abelardo Bueno, 1430",,
1551,Rio de Janeiro,2,+55 21 2042-2730,Hotel Atlantico Tower,210,True,3,"Rua Visconde de Inhauma, 95 - Centro",,
1552,Rio de Janeiro,1,+55 21 2548-6252,Hotel Bandeirantes,108,False,3,"Rua Barata Ribeiro, 548 - Copacabana",,
1553,Rio de Janeiro,1,+55 21 2257-1990,Clh Suites Copacabana Domingos Ferreira,342,True,3,"Rua Domingos Ferreira, 71 - Copacabana",,
1554,Rio de Janeiro,1,+55 21 2042-2730,Hotel Atlantico Tower,210,True,3,"Rua Visconde de Inhauma, 95 - Centro",,
1555,Rio de Janeiro,1,+55 21 3218-1150,Hotel Ibis Copacabana Posto 2,162,False,3,"Rua Ministro Viveiros de Castro, 134 - Copacabana",,
1556,Rio de Janeiro,1,+55 21 3289-9999,Hotel Regina,342,False,3,"Rua Ferreira Viana, 29 - Flamengo",,
1557,Rio de Janeiro,1,+55 21 2125-0200,Hotel Savoy Othon,342,False,3,"Avenida Nossa Senhora de Copacabana, 995 - Copacabana",,
1558,Rio de Janeiro,1,+55 21 3721-2900,Ibis Copacabana Posto 5,105,False,3,"Rua Xavier da Silveira, 82 - Copacabana",,
1559,Rio de Janeiro,1,+55 21 3721-7500,Ibis Rio De Janeiro Barra Da Tijuca,324,False,3,"Avenida Gilberto Amado, 41 - Barra da Tijuca",,
1560,San Diego,2,+1 858-488-0551,Bahia Resort Hotel,144,False,3,998 West Mission Bay Drive,,
1561,San Diego,1,+1 619-275-5700,Best Western Mission Bay,50,False,2,2575 Clairemont Drive,,
1562,San Diego,3,+1 619-233-7500,Best Western Plus Bayside Inn,225,True,3,555 West Ash Street,,
1563,San Diego,2,+1 619-298-4707,Best Western Plus Hacienda Hotel Old Town,144,False,3,4041 Harney Street,,
1564,San Diego,1,+1 619-222-0561,Best Western Plus Island Palms Hotel & Marina,108,False,3,2051 Shelter Island Drive,,
1565,San Diego,2,+1 858-578-6600,Best Western San Diego/Miramar Hotel,88,False,2,9310 Kearny Mesa Road,,
1566,San Diego,3,+1 619-291-1300,Best Western Seven Seas,225,False,3,411 Hotel Circle South,,
1567,San Diego,1,+1 619-224-3254,Best Western Yacht Harbor Hotel,58,False,2,5005 North Harbor Drive,,
1568,San Diego,1,+1 858-488-4700,Blue Sea Beach Hotel,93,False,3,707 Pacific Beach Drive,,
1569,San Diego,2,+1 858-488-1081,Catamaran Resort Hotel And Spa,200,False,4,3999 Mission Boulevard,,
1570,Chicago,1,+1 312-764-1919,Ace Hotel Chicago,96,False,4,311 North Morgan Street,,
1571,Chicago,2,+1 312-787-3700,Ambassador Chicago,176,False,4,1301 North State Parkway,,
1572,Chicago,1,+1 312-787-6000,Cambria Hotel Chicago Magnificent Mile,128,False,4,166 East Superior Street,,
1573,Chicago,1,+1 312-940-3552,Chicago Athletic Association,144,True,4,12 South Michigan Avenue,,
1574,Chicago,3,+1 312-836-0100,Chicago Marriott Downtown Magnificent Mile,444,False,4,540 North Michigan Avenue,,
1575,Chicago,3,+1 312-829-5000,Crowne Plaza Chicago West Loop,468,False,4,25 South Halsted Street,,
1576,Chicago,1,+1 773-686-8000,Hilton Chicago O'Hare Airport,152,False,4,10000 West O'Hare Avenue,,
1577,Chicago,1,+1 312-664-1100,Hilton Chicago/Magnificent Mile Suites,120,False,4,198 East Delaware Place,,
1578,Chicago,1,+1 312-915-0000,"Hotel Emc2, Autograph Collection",92,True,4,228 East Ontario Street,,
1579,Chicago,1,+1 312-447-3440,Hotel Felix,136,True,4,111 West Huron Street,,
1580,Kuala Lumpur,2,+60 3-2268 3888,Alila Bangsar,250,False,5,"East Side, 58, Jalan Ang Seng, Brickfields, 50470",,
1581,Kuala Lumpur,1,+60 3-2723 1188,Aloft Kuala Lumpur Sentral,88,False,4,"No. 5, Jalan Stesen Sentral, 50470 Kuala Lumpur, Wilayah Persekutuan",,
1582,Kuala Lumpur,2,+60 3-2141 2000,Alpha Genesis Hotel,144,True,3,"45, Tengkat Tong Shin, Bukit Bintang, 50200 Kuala Lumpur, Wilayah Persekutuan",,
1583,Kuala Lumpur,1,+60 3-2026 6060,Ancasa Hotel & Spa Kuala Lumpur,81,True,3,"Jalan Tun Tan Cheng Lock, City Centre, 50500 Kuala Lumpur, Wilayah Persekutuan",,
1584,Kuala Lumpur,3,+60 3-2078 0988,Arenaa Star Hotel,180,False,3,"49-51, Jalan Hang Lekiu, 50100",,
1585,Kuala Lumpur,2,+60 3-2113 1888,Banyan Tree Kuala Lumpur,310,True,5,"2, Jalan Conlay, 50450 Kuala Lumpur, Wilayah Persekutuan",,
1586,Kuala Lumpur,1,+60 3-2386 0888,Capri By Fraser Kuala Lumpur,112,True,4,"5, Jalan Kerinchi, Bangsar South, 59200 Kuala Lumpur, Wilayah Persekutuan",,
1587,Kuala Lumpur,2,+60 3-2143 1111,Ceria Hotel Bukit Bintang,132,True,2,"270, Jalan Changkat Thambi Dollah, Pudu, 55100 Wilayah Persekutuan, Wilayah Persekutuan",,
1588,Kuala Lumpur,1,+60 3-2693 2999,Citin Hotel Masjid Jamek,111,True,3,"33, Jalan Melayu, City Centre, 50100 Kuala Lumpur, Wilayah Persekutuan",,
1589,Kuala Lumpur,2,+60 3-2296 1188,Cititel Mid Valley,144,True,3,"Lingkaran Syed Putra, Mid Valley City, 59200",,
1590,Sacramento,1,+1 916-929-7900,Courtyard By Marriott Sacramento Cal Expo,102,False,3,1782 Tribute Road,,
1591,Sacramento,3,+1 916-455-6800,Courtyard By Marriott Sacramento Midtown,180,False,3,4422 Y Street,,
1592,Sacramento,1,+1 916-929-8855,Doubletree By Hilton Hotel Sacramento,90,False,3,2001 Point West Way,,
1593,Sacramento,2,+1 916-326-5000,Embassy Suites By Hilton Sacramento Riverfront Promenade,126,False,3,100 Capitol Mall,,
1594,Sacramento,2,+1 916-263-9000,Four Points By Sheraton Sacramento International Airport,156,False,3,4900 Duckhorn Drive,,
1595,Sacramento,2,+1 916-441-1200,Hawthorn Suites By Wyndham Sacramento,144,False,3,321 Bercut Drive,,
1596,Sacramento,1,+1 916-568-5400,Hilton Garden Inn Sacramento/South Natomas,63,False,3,2540 Venture Oaks Way,,
1597,Sacramento,2,+1 916-922-4700,Hilton Sacramento Arden West,216,False,3,2200 Harvard Street,,
1598,Sacramento,3,+1 916-446-0100,Holiday Inn Sacramento Downtown - Arena,243,False,3,300 J Street,,
1599,Sacramento,2,+1 916-263-9510,Homewood Suites By Hilton Sacramento Airport-Natomas,156,True,3,3001 Advantage Way,,
1600,London,3,+44 20 7402 0281,Abbey Court Hotel (Hyde Park),324,True,3,Sussex Gardens,,
1601,London,3,+44 20 8563 8692,Abercorn House,78,False,1,28-30 Bute Gardens,,
1602,London,3,+44 20 7613 9800,Ace Hotel London,396,False,4,100 Shoreditch High Street,,
1603,London,3,+44 20 7834 0205,Airways Hotel London Victoria,270,True,3,29-31 Saint George's Drive,,
1604,London,3,+44 20 7523 5052,Amba Hotel Charing Cross,324,False,4,Strand,,
1605,London,3,+44 20 7693 5400,Ambassadors Bloomsbury Hotel,408,False,4,12 Upper Woburn Place,,
1606,Los Angeles,3,+1 818-997-7676,Airtel Plaza Hotel,270,False,3,"7277 Valjean Avenue, Van Nuys, California 91406, United States",,
1607,Los Angeles,3,+1 323-851-1800,Best Western Hollywood Plaza Inn,168,False,2,"2011 North Highland Avenue, Hollywood, CA 90068, USA",,
1608,Los Angeles,3,+1 310-834-3400,Best Western Los Angeles Worldport Hotel,210,False,2,"1402 West Pacific Coast Highway, Wilmington, CA 90744, USA",,
1609,Los Angeles,2,+1 323-464-5181,Best Western Plus Hollywood Hills Hotel,80,False,2,"6141 Franklin Avenue, Hollywood, California 90028, United States",,
1610,Los Angeles,2,+1 310-514-1414,Best Western Plus San Pedro Hotel & Suites,198,False,3,"111 South Gaffey Street, San Pedro, CA 90731, USA",,
1611,Los Angeles,2,+1 800-947-7666,Beverly Laurel Motor Hotel,120,True,2,8018 Beverly Boulevard,,
1612,Los Angeles,2,+1 323-852-7000,Ac Hotel By Marriott Beverly Hills,198,False,3,6399 Wilshire Boulevard,,
1613,Los Angeles,2,+1 818-997-7676,Airtel Plaza Hotel,270,False,3,"7277 Valjean Avenue, Van Nuys, California 91406, United States",,
1614,Los Angeles,2,+1 323-469-2500,Banana Bungalow Hollywood,105,True,1,"5920 Hollywood Boulevard, Hollywood, California 90028, United States",,
1615,Los Angeles,2,+1 818-765-2900,Best Western Burbank Airport Inn,243,False,3,"7615 Lankershim Boulevard, North Hollywood, California 91605, United States",,
1616,Los Angeles,2,+1 323-851-1800,Best Western Hollywood Plaza Inn,168,False,2,"2011 North Highland Avenue, Hollywood, CA 90068, USA",,
1617,Los Angeles,2,+1 310-834-3400,Best Western Los Angeles Worldport Hotel,210,False,2,"1402 West Pacific Coast Highway, Wilmington, CA 90744, USA",,
1618,Los Angeles,2,+1 310-553-6561,Beverly Hills Marriott,420,False,4,1150 South Beverly Drive,,
1619,Nairobi,1,+254 709 716000,Azure Hotel Nairobi Westlands,125,True,5,"Lantana Road, Kenya",,
1620,Nairobi,1,+254 20 5147500,Ibis Styles Hotel Westlands Nairobi,102,True,3,"Ibis Styles Hotel Westlands, Kenya",,
1621,Nairobi,2,+254 20 3200000,Intercontinental Nairobi,330,True,5,City-Hall Way,,
1622,Nairobi,1,+254 709 810000,"Radisson Blu Hotel, Nairobi Upper Hill",125,False,5,Elgon Road,,
1623,Paris,1,+33 1 40 04 43 50,Citadines Bastille Gare De Lyon (Apart Hotel Paris),114,True,3,"18 Rue de Chaligny, 75012",,
1624,Paris,2,+33 1 53 90 38 00,Citadines Didot Montparnasse Paris (Apart Hotel Paris),234,True,3,"94 Rue Didot, 75014",,
1625,Paris,2,+33 1 43 13 85 00,Citadines Place D'Italie Paris (Apart Hotel Paris),204,False,3,"18 Place d'Italie, 75013",,
1626,Paris,3,+33 1 55 28 08 20,Citadines RePublique Paris (Apart Hotel Paris),216,True,3,"75 bis Avenue Parmentier, 75011",,
1627,Paris,3,+33 1 56 90 70 00,Citadines TrocadeRo Paris (Apart Hotel Paris),207,True,3,"29 Rue Saint-Didier, 75116",,
1628,Paris,2,+33 1 47 63 65 30,Courcelles Etoile,234,True,3,"184 Rue de Courcelles, 75017",,
1629,Paris,2,+33 1 47 34 07 44,Europe Hotel Paris Eiffel,132,True,3,"103 Boulevard de Grenelle, 75015",,
1630,New York,1,+1 347-696-2500,1 Hotel Brooklyn Bridge,465,True,5,"60 Furman Street, Brooklyn",,
1631,New York,1,+1 212-703-2001,1 Hotel Central Park,510,True,5,1414 6th Avenue,,
1632,New York,1,+1 212-204-3000,6 Columbus - Central Park Hotel,176,True,4,308 West 58th Street,,
1633,New York,1,+1 212-398-2700,Ac Hotel New York Times Square,276,False,4,260 West 40th Street,,
1634,New York,1,+1 212-679-2222,Ace Hotel,396,False,4,20 West 29th Street,,
1635,New York,1,+1 646-744-3100,Aka Central Park,324,False,4,42 West 58th Street,,
1636,San Diego,1,+1 619-881-6200,Comfort Inn & Suites San Diego - Zoo Seaworld Area,78,False,3,2485 Hotel Circle Place,,
1637,San Diego,1,+1 619-221-1900,Courtyard By Marriott San Diego Airport/Liberty Station,108,False,3,2592 Laning Road,,
1638,San Diego,2,+1 858-573-0700,Courtyard By Marriott San Diego Central,138,False,3,8651 Spectrum Center Boulevard,,
1639,San Diego,3,+1 619-446-3000,Courtyard By Marriott San Diego Downtown,297,False,3,530 Broadway,,
1640,Los Angeles,1,+1 323-844-6417,Dream Hollywood,148,True,4,"6417 Selma Avenue, Hollywood, CA 90028, USA",,
1641,Los Angeles,3,+1 213-612-0021,Freehand Los Angeles,372,True,4,416 West 8th Street,,
1642,Los Angeles,3,+1 323-850-0536,Highland Gardens Hotel,192,True,2,7047 Franklin Avenue,,
1643,Los Angeles,1,+1 213-624-0000,Hilton Checkers Los Angeles,140,True,4,535 South Grand Avenue,,
1644,Los Angeles,2,+1 310-410-4000,Hilton Los Angeles Airport,296,True,4,5711 West Century Boulevard,,
1645,Los Angeles,1,+1 323-850-6464,Hollywood Celebrity Hotel,42,True,2,1775 Orchid Avenue,,
1646,Los Angeles,3,+1 310-215-3300,Homewood Suites By Hilton Los Angeles International Airport,225,True,3,6151 West Century Boulevard,,
1647,Los Angeles,3,+1 310-821-2557,Inn At Venice Beach,234,True,3,"327 West Washington Boulevard, Venice, California 90291, United States",,
1648,New York,3,+1 212-252-9090,Aka Wall Street,384,True,4,84 William Street,,
1649,New York,3,+1 212-459-1000,Amsterdam Court Hotel,198,True,3,226 West 50th Street,,
1650,New York,1,+1 212-806-7000,Arlo Nomad,132,True,4,11 East 31st Street,,
1651,New York,1,+1 212-790-8800,Baccarat Hotel,140,True,5,28 West 53rd Street,,
1652,London,2,+44 20 7247 3313,Arbor City Hotel,222,False,3,12-20 Osborn Street,,
1653,London,3,+44 20 7402 5447,Ascot Hyde Park Hotel,198,False,3,11 Craven Road,,
1654,London,3,+44 20 3953 4251,Assembly Hotel London,216,True,3,27 - 31 Charing Cross Road,,
1655,London,3,+44 20 7636 4133,Astor Court Hotel,261,False,3,"20 Hallam Street, Oxford Circus",,
1656,London,2,+44 20 7727 8621,Bayswater Inn Hotel,234,False,3,8-16 Prince's Square,,
1657,Seattle,1,+1 206-464-1980,Crowne Plaza Seattle Downtown,112,False,4,1113 6th Avenue,,
1658,Seattle,3,+1 206-774-1234,Grand Hyatt Seattle,252,False,4,721 Pine Street,,
1659,Seattle,3,+1 206-695-1234,Hyatt At Olive 8,396,False,4,1635 8th Avenue,,
1660,Seattle,3,+1 206-443-3600,Inn At The Market,360,False,4,86 Pine Street,,
1661,Seattle,1,+1 206-624-4844,Kimpton Alexis Hotel,100,False,4,1007 1st Avenue,,
1662,Seattle,3,+1 206-621-1770,Kimpton Hotel Monaco Seattle,348,False,4,1101 4th Avenue,,
1663,Seattle,2,+1 206-624-8000,Kimpton Hotel Vintage Seattle,312,False,4,1100 5th Avenue,,
1664,Seattle,3,+1 206-957-1000,"Loews Hotel 1000, Seattle",336,False,4,1000 1st Avenue,,
1665,Seattle,1,+1 206-971-8000,Motif Seattle,136,False,4,1415 5th Avenue,,
1666,Seattle,2,+1 206-464-1980,Crowne Plaza Seattle Downtown,288,False,4,1113 6th Avenue,,
1667,Seattle,2,+1 206-774-1234,Grand Hyatt Seattle,252,False,4,721 Pine Street,,
1668,Seattle,2,+1 206-448-8600,Hotel Andra,372,False,4,2000 4th Avenue,,
1669,Seattle,2,+1 206-695-1234,Hyatt At Olive 8,396,False,4,1635 8th Avenue,,
1670,Seattle,2,+1 206-443-3600,Inn At The Market,360,False,4,86 Pine Street,,
1671,Seattle,2,+1 206-624-4844,Kimpton Alexis Hotel,444,False,4,1007 1st Avenue,,
1672,Seattle,2,+1 206-621-1770,Kimpton Hotel Monaco Seattle,348,False,4,1101 4th Avenue,,
1673,Seattle,2,+1 206-957-1000,"Loews Hotel 1000, Seattle",336,False,4,1000 1st Avenue,,
1674,Seattle,3,+1 206-448-4721,Ace Hotel Seattle,126,False,2,2423 1st Avenue,,
1675,Seattle,3,+1 206-529-3700,Belltown Inn,174,False,2,2301 3rd Avenue,,
1676,Seattle,1,+1 206-365-8100,Extended Stay America - Seattle - Northgate,70,True,2,13300 Stone Avenue North,,
1677,Seattle,1,+1 206-448-4721,Ace Hotel Seattle,56,False,2,2423 1st Avenue,2019-03-04,5
1678,Seattle,1,+1 206-448-4721,Ace Hotel Seattle,138,False,2,2423 1st Avenue,2019-03-07,7
1679,New York,1,+1 212-226-6400,Crosby Street Hotel,140,False,5,79 Crosby Street,,
1680,New York,1,+1 646-880-1999,Four Seasons Hotel New York Downtown,175,True,5,27 Barclay Street,,
1681,New York,2,+1 212-759-4100,Loews Regency New York,200,True,5,540 Park Avenue,,
1682,New York,3,+1 212-804-8880,Mondrian Park Avenue,555,False,5,444 Park Avenue South,,
1683,New York,3,+1 646-774-1234,Park Hyatt New York,450,False,5,153 West 57th Street,,
1684,New York,3,+1 212-744-1600,"The Carlyle, A Rosewood Hotel",345,False,5,35 East 76th Street,,
1685,New York,3,+1 212-764-6200,"The Chatwal, A Luxury Collection Hotel, New York City",435,False,5,130 West 44th Street,,
1686,New York,1,+1 347-696-2500,1 Hotel Brooklyn Bridge,210,True,5,"60 Furman Street, Brooklyn",2019-03-06,5
1687,London,2,+44 20 7493 4545,45 Park Lane,585,False,5,45 Park Lane,2019-03-03,4
1688,San Diego,1,+1 858-488-0551,Bahia Resort Hotel,114,False,3,998 West Mission Bay Drive,2019-03-05,6
1689,London,3,+44 20 7834 3077,Astor Victoria Hostel,72,False,1,"Victoria Hotel, 71 Belgrave Road",,
1690,London,3,+44 20 7706 9911,Easyhotel London Paddington,99,False,1,10 Norfolk Place,,
1691,London,3,+44 20 7229 0000,Smart Hyde Park Inn Hostel,81,False,1,48-50 Inverness Terrace,,
1692,London,3,+44 20 7581 0103,Astor Hyde Park Hostel,75,False,1,191 Queen's Gate,2019-03-09,4
1693,San Francisco,1,+1 415-673-3277,Amsterdam Hostel San Francisco,54,False,1,749 Taylor Street,,
1694,San Francisco,1,+1 415-563-0800,Argonaut Hotel,208,False,4,495 Jefferson Street,,
1695,San Francisco,1,+1 415-621-8212,Beck'S Motor Lodge,132,False,2,2222 Market Street,,
1696,San Francisco,1,+1 415-626-6103,Bei Hotel San Francisco,198,True,3,50 8th Street,,
1697,San Francisco,1,+1 415-673-2600,Beresford Arms Hotel,207,False,3,701 Post Street,,
1698,San Francisco,1,+1 415-287-3657,Calista Organic Hotel,66,True,3,1485 Bush Street,,
1699,San Francisco,1,+1 415-552-7100,Casa Loma Hotel,52,False,2,610 Fillmore Street,,
1700,San Francisco,1,+1 415-928-5000,Comfort Inn By The Bay,88,False,2,2775 Van Ness Avenue,,
1701,San Francisco,1,+1 415-882-1300,Harbor Court Hotel,104,False,4,165 Steuart Street,,
1702,San Francisco,1,+1 877-828-4478,Hotel G,312,True,4,386 Geary Street,,
1703,San Francisco,1,+1 415-885-2500,Hotel Spero,384,False,4,405 Taylor Street,,
1704,San Francisco,1,+1 415-200-4977,Hotel Via,444,True,4,138 King Street,,
1705,San Francisco,1,+1 415-348-1111,Hotel Zelos San Francisco,144,False,4,12 4th Street,,
1706,San Francisco,1,+1 415-563-0303,Hotel Zeppelin San Francisco,336,False,4,545 Post Street,,
1707,San Francisco,1,+1 415-561-1100,Hotel Zoe Fisherman'S Wharf,312,True,4,425 North Point Street,,
1708,San Francisco,1,+1 415-563-1234,Hyatt Centric Fishermans Wharf San Francisco,192,False,4,555 North Point Street,,
1709,San Francisco,1,+1 415-392-8000,Parc 55 San Francisco - A Hilton Hotel,420,False,4,55 Cyril Magnin Street,,
1710,San Francisco,1,+1 415-563-0800,Argonaut Hotel,296,False,4,495 Jefferson Street,2019-03-08,2
1711,San Francisco,2,+1 415-673-3277,Amsterdam Hostel San Francisco,54,False,1,749 Taylor Street,,
1712,San Francisco,2,+1 415-563-0800,Argonaut Hotel,208,False,4,495 Jefferson Street,,
1713,San Francisco,3,+1 415-621-8212,Beck'S Motor Lodge,132,False,2,2222 Market Street,,
