,departure_date,departure_time,destination,destination_station_name,fare_type,group_size,origin,origin_station_name,price
4104,2019-03-03,17:50,Anaheim,Anaheim Intermodal Center,Economy,4,Las Vegas,Union Plaza,37
4105,2019-03-09,07:40,Long Beach,Downtown Station,Economy extra,1,Sacramento,Sacramento Valley Station,80
4106,2019-03-09,08:30,Long Beach,Downtown Station,Economy extra,1,Sacramento,Sacramento Valley Station,73
4107,2019-03-09,11:00,Long Beach,Downtown Station,Economy extra,1,Sacramento,Sacramento Valley Station,83
4108,2019-03-09,13:00,Long Beach,Downtown Station,Economy extra,1,Sacramento,Sacramento Valley Station,69
4109,2019-03-09,13:20,Long Beach,Downtown Station,Economy extra,1,Sacramento,Sacramento Valley Station,72
4110,2019-03-09,13:30,Long Beach,Downtown Station,Economy extra,1,Sacramento,Sacramento Valley Station,74
4111,2019-03-09,19:50,Long Beach,Downtown Station,Economy extra,1,Sacramento,Sacramento Valley Station,77
4112,2019-03-13,10:50,San Francisco,Salesforce Transit Center,Economy,2,Las Vegas,Union Plaza,45
4113,2019-03-13,12:50,San Francisco,Salesforce Transit Center,Economy,2,Las Vegas,Union Plaza,55
4114,2019-03-13,14:40,San Francisco,Salesforce Transit Center,Economy,2,Las Vegas,Union Plaza,53
4115,2019-03-13,14:50,San Francisco,Salesforce Transit Center,Economy,2,Las Vegas,Union Plaza,50
4116,2019-03-13,15:50,San Francisco,Salesforce Transit Center,Economy,2,Las Vegas,Union Plaza,52
4117,2019-03-13,19:40,San Francisco,Salesforce Transit Center,Economy,2,Las Vegas,Union Plaza,54
4118,2019-03-14,07:00,San Francisco,Salesforce Transit Center,Economy,1,Fresno,Fresno Station,32
4119,2019-03-14,07:50,San Francisco,Salesforce Transit Center,Economy,1,Fresno,Fresno Station,33
4120,2019-03-14,09:00,San Francisco,Salesforce Transit Center,Economy,1,Fresno,Fresno Station,32
4121,2019-03-14,10:20,San Francisco,Salesforce Transit Center,Economy,1,Fresno,Fresno Station,36
4122,2019-03-14,11:20,San Francisco,Salesforce Transit Center,Economy,1,Fresno,Fresno Station,33
4123,2019-03-14,12:20,San Francisco,Salesforce Transit Center,Economy,1,Fresno,Fresno Station,30
4124,2019-03-14,13:10,San Francisco,Salesforce Transit Center,Economy,1,Fresno,Fresno Station,30
4125,2019-03-14,13:30,San Francisco,Salesforce Transit Center,Economy,1,Fresno,Fresno Station,33
4126,2019-03-14,16:50,San Francisco,Salesforce Transit Center,Economy,1,Fresno,Fresno Station,31
4127,2019-03-09,07:00,San Diego,Santa Fe Depot,Economy,2,Long Beach,Downtown Station,20
4128,2019-03-09,08:40,San Diego,Santa Fe Depot,Economy,2,Long Beach,Downtown Station,24
4129,2019-03-09,10:30,San Diego,Santa Fe Depot,Economy,2,Long Beach,Downtown Station,23
4130,2019-03-09,11:30,San Diego,Santa Fe Depot,Economy,2,Long Beach,Downtown Station,23
4131,2019-03-09,11:40,San Diego,Santa Fe Depot,Economy,2,Long Beach,Downtown Station,23
4132,2019-03-09,11:50,San Diego,Santa Fe Depot,Economy,2,Long Beach,Downtown Station,25
4133,2019-03-09,13:00,San Diego,Santa Fe Depot,Economy,2,Long Beach,Downtown Station,27
4134,2019-03-09,15:40,San Diego,Santa Fe Depot,Economy,2,Long Beach,Downtown Station,24
4135,2019-03-09,15:50,San Diego,Santa Fe Depot,Economy,2,Long Beach,Downtown Station,19
4136,2019-03-09,19:40,San Diego,Santa Fe Depot,Economy,2,Long Beach,Downtown Station,26
4137,2019-03-06,07:40,Sacramento,Sacramento Valley Station,Economy,1,San Diego,Santa Fe Depot,81
4138,2019-03-06,08:30,Sacramento,Sacramento Valley Station,Economy,1,San Diego,Santa Fe Depot,72
4139,2019-03-06,09:50,Sacramento,Sacramento Valley Station,Economy,1,San Diego,Santa Fe Depot,67
4140,2019-03-06,10:00,Sacramento,Sacramento Valley Station,Economy,1,San Diego,Santa Fe Depot,66
4141,2019-03-06,11:40,Sacramento,Sacramento Valley Station,Economy,1,San Diego,Santa Fe Depot,70
4142,2019-03-06,14:00,Sacramento,Sacramento Valley Station,Economy,1,San Diego,Santa Fe Depot,77
4143,2019-03-06,06:40,Seattle,King Street Station,Economy,3,Vancouver,Pacific Central Station,28
4144,2019-03-06,08:10,Seattle,King Street Station,Economy,3,Vancouver,Pacific Central Station,30
4145,2019-03-06,08:30,Seattle,King Street Station,Economy,3,Vancouver,Pacific Central Station,25
4146,2019-03-06,08:50,Seattle,King Street Station,Economy,3,Vancouver,Pacific Central Station,24
4147,2019-03-06,10:00,Seattle,King Street Station,Economy,3,Vancouver,Pacific Central Station,30
4148,2019-03-06,12:30,Seattle,King Street Station,Economy,3,Vancouver,Pacific Central Station,27
4149,2019-03-06,17:50,Seattle,King Street Station,Economy,3,Vancouver,Pacific Central Station,29
4150,2019-03-06,18:30,Seattle,King Street Station,Economy,3,Vancouver,Pacific Central Station,29
4151,2019-03-06,18:40,Seattle,King Street Station,Economy,3,Vancouver,Pacific Central Station,26
4152,2019-03-06,19:10,Seattle,King Street Station,Economy,3,Vancouver,Pacific Central Station,28
4153,2019-03-03,09:00,Los Angeles,Union Station,Economy,1,Fresno,Fresno Station,33
4154,2019-03-03,09:50,Los Angeles,Union Station,Economy,1,Fresno,Fresno Station,45
4155,2019-03-03,13:00,Los Angeles,Union Station,Economy,1,Fresno,Fresno Station,39
4156,2019-03-03,13:10,Los Angeles,Union Station,Economy,1,Fresno,Fresno Station,37
4157,2019-03-03,13:30,Los Angeles,Union Station,Economy,1,Fresno,Fresno Station,39
4158,2019-03-03,14:00,Los Angeles,Union Station,Economy,1,Fresno,Fresno Station,36
4159,2019-03-03,15:40,Los Angeles,Union Station,Economy,1,Fresno,Fresno Station,33
4160,2019-03-03,16:00,Los Angeles,Union Station,Economy,1,Fresno,Fresno Station,38
4161,2019-03-03,19:20,Los Angeles,Union Station,Economy,1,Fresno,Fresno Station,37
4162,2019-03-03,09:00,Los Angeles,Union Station,Economy,4,Fresno,Fresno Station,33
4163,2019-03-08,08:30,Sacramento,Sacramento Valley Station,Economy,2,San Diego,Santa Fe Depot,71
4164,2019-03-01,10:20,San Diego,Santa Fe Depot,Economy,1,Sacramento,Sacramento Valley Station,81
4165,2019-03-01,11:00,San Diego,Santa Fe Depot,Economy,1,Sacramento,Sacramento Valley Station,75
4166,2019-03-01,12:50,San Diego,Santa Fe Depot,Economy,1,Sacramento,Sacramento Valley Station,73
4167,2019-03-01,13:00,San Diego,Santa Fe Depot,Economy,1,Sacramento,Sacramento Valley Station,80
4168,2019-03-01,13:20,San Diego,Santa Fe Depot,Economy,1,Sacramento,Sacramento Valley Station,79
4169,2019-03-01,13:30,San Diego,Santa Fe Depot,Economy,1,Sacramento,Sacramento Valley Station,73
4170,2019-03-01,19:50,San Diego,Santa Fe Depot,Economy,1,Sacramento,Sacramento Valley Station,74
4171,2019-03-01,10:50,San Diego,Santa Fe Depot,Economy,3,Sacramento,Sacramento Valley Station,79
4172,2019-03-02,07:40,San Diego,Santa Fe Depot,Economy,4,Los Angeles,Union Station,28
4173,2019-03-07,07:40,San Francisco,Salesforce Transit Center,Economy,2,San Diego,Santa Fe Depot,55
4174,2019-03-07,10:00,San Francisco,Salesforce Transit Center,Economy,2,San Diego,Santa Fe Depot,55
4175,2019-03-07,11:40,San Francisco,Salesforce Transit Center,Economy,2,San Diego,Santa Fe Depot,50
4176,2019-03-07,14:00,San Francisco,Salesforce Transit Center,Economy,2,San Diego,Santa Fe Depot,62
4177,2019-03-07,16:20,San Francisco,Salesforce Transit Center,Economy,2,San Diego,Santa Fe Depot,51
4178,2019-03-07,17:10,San Francisco,Salesforce Transit Center,Economy,2,San Diego,Santa Fe Depot,53
4179,2019-03-06,10:20,San Diego,Santa Fe Depot,Economy,1,Sacramento,Sacramento Valley Station,77
4180,2019-03-06,10:50,San Diego,Santa Fe Depot,Economy,1,Sacramento,Sacramento Valley Station,76
4181,2019-03-06,11:00,San Diego,Santa Fe Depot,Economy,1,Sacramento,Sacramento Valley Station,75
4182,2019-03-06,12:50,San Diego,Santa Fe Depot,Economy,1,Sacramento,Sacramento Valley Station,79
4183,2019-03-06,13:00,San Diego,Santa Fe Depot,Economy,1,Sacramento,Sacramento Valley Station,69
4184,2019-03-06,13:20,San Diego,Santa Fe Depot,Economy,1,Sacramento,Sacramento Valley Station,68
4185,2019-03-06,13:30,San Diego,Santa Fe Depot,Economy,1,Sacramento,Sacramento Valley Station,72
4186,2019-03-06,19:50,San Diego,Santa Fe Depot,Economy,1,Sacramento,Sacramento Valley Station,74
4187,2019-03-06,07:40,Long Beach,Downtown Station,Flexible,1,Sacramento,Sacramento Valley Station,81
4188,2019-03-06,08:30,Long Beach,Downtown Station,Flexible,1,Sacramento,Sacramento Valley Station,90
4189,2019-03-06,11:00,Long Beach,Downtown Station,Flexible,1,Sacramento,Sacramento Valley Station,85
4190,2019-03-06,13:00,Long Beach,Downtown Station,Flexible,1,Sacramento,Sacramento Valley Station,90
4191,2019-03-06,13:20,Long Beach,Downtown Station,Flexible,1,Sacramento,Sacramento Valley Station,89
4192,2019-03-06,13:30,Long Beach,Downtown Station,Flexible,1,Sacramento,Sacramento Valley Station,80
4193,2019-03-06,19:50,Long Beach,Downtown Station,Flexible,1,Sacramento,Sacramento Valley Station,82
4194,2019-03-01,07:40,Anaheim,Anaheim Intermodal Center,Economy,3,Sacramento,Sacramento Valley Station,63
4195,2019-03-03,07:00,San Francisco,Salesforce Transit Center,Economy,1,Fresno,Fresno Station,34
4196,2019-03-03,07:50,San Francisco,Salesforce Transit Center,Economy,1,Fresno,Fresno Station,32
4197,2019-03-03,09:00,San Francisco,Salesforce Transit Center,Economy,1,Fresno,Fresno Station,33
4198,2019-03-03,10:20,San Francisco,Salesforce Transit Center,Economy,1,Fresno,Fresno Station,31
4199,2019-03-03,11:20,San Francisco,Salesforce Transit Center,Economy,1,Fresno,Fresno Station,34
4200,2019-03-03,12:20,San Francisco,Salesforce Transit Center,Economy,1,Fresno,Fresno Station,32
4201,2019-03-03,13:10,San Francisco,Salesforce Transit Center,Economy,1,Fresno,Fresno Station,36
4202,2019-03-03,13:30,San Francisco,Salesforce Transit Center,Economy,1,Fresno,Fresno Station,32
4203,2019-03-03,16:50,San Francisco,Salesforce Transit Center,Economy,1,Fresno,Fresno Station,35
4204,2019-03-03,07:00,San Francisco,Salesforce Transit Center,Economy,3,Fresno,Fresno Station,34
4205,2019-03-03,07:50,San Francisco,Salesforce Transit Center,Economy,3,Fresno,Fresno Station,32
4206,2019-03-03,09:00,San Francisco,Salesforce Transit Center,Economy,3,Fresno,Fresno Station,33
4207,2019-03-03,10:20,San Francisco,Salesforce Transit Center,Economy,3,Fresno,Fresno Station,31
4208,2019-03-03,11:20,San Francisco,Salesforce Transit Center,Economy,3,Fresno,Fresno Station,34
4209,2019-03-03,12:20,San Francisco,Salesforce Transit Center,Economy,3,Fresno,Fresno Station,32
4210,2019-03-03,13:10,San Francisco,Salesforce Transit Center,Economy,3,Fresno,Fresno Station,36
4211,2019-03-03,13:30,San Francisco,Salesforce Transit Center,Economy,3,Fresno,Fresno Station,32
4212,2019-03-03,16:50,San Francisco,Salesforce Transit Center,Economy,3,Fresno,Fresno Station,35
4213,2019-03-02,07:00,San Francisco,Salesforce Transit Center,Flexible,3,Fresno,Fresno Station,55
4214,2019-03-02,07:50,San Francisco,Salesforce Transit Center,Flexible,3,Fresno,Fresno Station,54
4215,2019-03-02,09:00,San Francisco,Salesforce Transit Center,Flexible,3,Fresno,Fresno Station,55
4216,2019-03-02,10:20,San Francisco,Salesforce Transit Center,Flexible,3,Fresno,Fresno Station,57
4217,2019-03-02,11:20,San Francisco,Salesforce Transit Center,Flexible,3,Fresno,Fresno Station,52
4218,2019-03-02,12:20,San Francisco,Salesforce Transit Center,Flexible,3,Fresno,Fresno Station,52
4219,2019-03-02,13:10,San Francisco,Salesforce Transit Center,Flexible,3,Fresno,Fresno Station,52
4220,2019-03-06,08:40,Seattle,King Street Station,Flexible,1,Portland,Portland Bus Station,46
4221,2019-03-06,09:30,Seattle,King Street Station,Flexible,1,Portland,Portland Bus Station,52
4222,2019-03-06,10:10,Seattle,King Street Station,Flexible,1,Portland,Portland Bus Station,50
4223,2019-03-06,11:00,Seattle,King Street Station,Flexible,1,Portland,Portland Bus Station,48
4224,2019-03-06,12:40,Seattle,King Street Station,Flexible,1,Portland,Portland Bus Station,50
4225,2019-03-06,13:30,Seattle,King Street Station,Flexible,1,Portland,Portland Bus Station,51
4226,2019-03-06,17:40,Seattle,King Street Station,Flexible,1,Portland,Portland Bus Station,52
4227,2019-03-06,17:50,Seattle,King Street Station,Flexible,1,Portland,Portland Bus Station,49
4228,2019-03-06,09:30,Seattle,King Street Station,Flexible,4,Portland,Portland Bus Station,52
4229,2019-03-01,15:50,San Francisco,Salesforce Transit Center,Economy,1,Las Vegas,Union Plaza,57
4230,2019-03-01,19:40,San Francisco,Salesforce Transit Center,Economy,1,Las Vegas,Union Plaza,49
4231,2019-03-11,06:10,Los Angeles,Union Station,Economy,1,Anaheim,Anaheim Intermodal Center,12
4232,2019-03-11,08:40,Los Angeles,Union Station,Economy,1,Anaheim,Anaheim Intermodal Center,12
4233,2019-03-11,09:10,Los Angeles,Union Station,Economy,1,Anaheim,Anaheim Intermodal Center,11
4234,2019-03-11,11:20,Los Angeles,Union Station,Economy,1,Anaheim,Anaheim Intermodal Center,15
4235,2019-03-11,12:10,Los Angeles,Union Station,Economy,1,Anaheim,Anaheim Intermodal Center,13
4236,2019-03-11,13:50,Los Angeles,Union Station,Economy,1,Anaheim,Anaheim Intermodal Center,14
4237,2019-03-11,16:10,Los Angeles,Union Station,Economy,1,Anaheim,Anaheim Intermodal Center,12
4238,2019-03-11,17:00,Los Angeles,Union Station,Economy,1,Anaheim,Anaheim Intermodal Center,10
4239,2019-03-11,17:20,Los Angeles,Union Station,Economy,1,Anaheim,Anaheim Intermodal Center,11
4240,2019-03-11,06:10,Los Angeles,Union Station,Economy,3,Anaheim,Anaheim Intermodal Center,12
4241,2019-03-13,08:20,Long Beach,Downtown Station,Economy,1,San Diego,Santa Fe Depot,24
4242,2019-03-13,10:20,Long Beach,Downtown Station,Economy,1,San Diego,Santa Fe Depot,23
4243,2019-03-13,12:00,Long Beach,Downtown Station,Economy,1,San Diego,Santa Fe Depot,25
4244,2019-03-13,13:40,Long Beach,Downtown Station,Economy,1,San Diego,Santa Fe Depot,23
4245,2019-03-13,14:00,Long Beach,Downtown Station,Economy,1,San Diego,Santa Fe Depot,27
4246,2019-03-13,15:10,Long Beach,Downtown Station,Economy,1,San Diego,Santa Fe Depot,27
4247,2019-03-13,15:50,Long Beach,Downtown Station,Economy,1,San Diego,Santa Fe Depot,25
4248,2019-03-13,17:10,Long Beach,Downtown Station,Economy,1,San Diego,Santa Fe Depot,26
4249,2019-03-13,17:40,Long Beach,Downtown Station,Economy,1,San Diego,Santa Fe Depot,27
4250,2019-03-13,19:00,Long Beach,Downtown Station,Economy,1,San Diego,Santa Fe Depot,28
4251,2019-03-13,08:20,Long Beach,Downtown Station,Economy,3,San Diego,Santa Fe Depot,24
4252,2019-03-07,07:40,Long Beach,Downtown Station,Economy,1,Sacramento,Sacramento Valley Station,74
4253,2019-03-07,08:30,Long Beach,Downtown Station,Economy,1,Sacramento,Sacramento Valley Station,60
4254,2019-03-07,11:00,Long Beach,Downtown Station,Economy,1,Sacramento,Sacramento Valley Station,71
4255,2019-03-07,13:00,Long Beach,Downtown Station,Economy,1,Sacramento,Sacramento Valley Station,64
4256,2019-03-07,13:20,Long Beach,Downtown Station,Economy,1,Sacramento,Sacramento Valley Station,61
4257,2019-03-07,13:30,Long Beach,Downtown Station,Economy,1,Sacramento,Sacramento Valley Station,69
4258,2019-03-07,19:50,Long Beach,Downtown Station,Economy,1,Sacramento,Sacramento Valley Station,68
4259,2019-03-07,07:40,Long Beach,Downtown Station,Economy,4,Sacramento,Sacramento Valley Station,74
4260,2019-03-14,06:50,Sacramento,Sacramento Valley Station,Economy,1,Long Beach,Downtown Station,66
4261,2019-03-14,07:00,Sacramento,Sacramento Valley Station,Economy,1,Long Beach,Downtown Station,67
4262,2019-03-14,08:30,Sacramento,Sacramento Valley Station,Economy,1,Long Beach,Downtown Station,73
4263,2019-03-14,10:20,Sacramento,Sacramento Valley Station,Economy,1,Long Beach,Downtown Station,67
4264,2019-03-14,10:30,Sacramento,Sacramento Valley Station,Economy,1,Long Beach,Downtown Station,64
4265,2019-03-14,10:40,Sacramento,Sacramento Valley Station,Economy,1,Long Beach,Downtown Station,59
4266,2019-03-14,13:40,Sacramento,Sacramento Valley Station,Economy,1,Long Beach,Downtown Station,53
4267,2019-03-14,13:50,Sacramento,Sacramento Valley Station,Economy,1,Long Beach,Downtown Station,52
4268,2019-03-14,15:20,Sacramento,Sacramento Valley Station,Economy,1,Long Beach,Downtown Station,51
4269,2019-03-02,06:50,Sacramento,Sacramento Valley Station,Economy,1,Long Beach,Downtown Station,66
4270,2019-03-02,07:00,Sacramento,Sacramento Valley Station,Economy,1,Long Beach,Downtown Station,70
4271,2019-03-02,08:30,Sacramento,Sacramento Valley Station,Economy,1,Long Beach,Downtown Station,66
4272,2019-03-02,10:20,Sacramento,Sacramento Valley Station,Economy,1,Long Beach,Downtown Station,69
4273,2019-03-02,10:30,Sacramento,Sacramento Valley Station,Economy,1,Long Beach,Downtown Station,66
4274,2019-03-02,10:40,Sacramento,Sacramento Valley Station,Economy,1,Long Beach,Downtown Station,58
4275,2019-03-02,13:40,Sacramento,Sacramento Valley Station,Economy,1,Long Beach,Downtown Station,53
4276,2019-03-12,19:00,San Francisco,Salesforce Transit Center,Economy,2,Los Angeles,Union Station,54
4277,2019-03-12,19:40,San Francisco,Salesforce Transit Center,Economy,2,Los Angeles,Union Station,53
4278,2019-03-12,07:00,Anaheim,Anaheim Intermodal Center,Economy,2,Los Angeles,Union Station,10
4279,2019-03-12,11:10,Anaheim,Anaheim Intermodal Center,Economy,2,Los Angeles,Union Station,14
4280,2019-03-12,13:30,Anaheim,Anaheim Intermodal Center,Economy,2,Los Angeles,Union Station,12
4281,2019-03-12,13:50,Anaheim,Anaheim Intermodal Center,Economy,2,Los Angeles,Union Station,14
4282,2019-03-12,15:00,Anaheim,Anaheim Intermodal Center,Economy,2,Los Angeles,Union Station,13
4283,2019-03-12,15:40,Anaheim,Anaheim Intermodal Center,Economy,2,Los Angeles,Union Station,12
4284,2019-03-12,15:50,Anaheim,Anaheim Intermodal Center,Economy,2,Los Angeles,Union Station,13
4285,2019-03-12,17:30,Anaheim,Anaheim Intermodal Center,Economy,2,Los Angeles,Union Station,14
4286,2019-03-12,18:30,Anaheim,Anaheim Intermodal Center,Economy,2,Los Angeles,Union Station,10
4287,2019-03-12,19:10,Anaheim,Anaheim Intermodal Center,Economy,2,Los Angeles,Union Station,12
4288,2019-03-13,06:00,San Diego,Santa Fe Depot,Flexible,1,Fresno,Fresno Station,66
4289,2019-03-13,06:50,San Diego,Santa Fe Depot,Flexible,1,Fresno,Fresno Station,72
4290,2019-03-13,12:00,San Diego,Santa Fe Depot,Flexible,1,Fresno,Fresno Station,62
4291,2019-03-13,13:10,San Diego,Santa Fe Depot,Flexible,1,Fresno,Fresno Station,59
4292,2019-03-13,13:50,San Diego,Santa Fe Depot,Flexible,1,Fresno,Fresno Station,65
4293,2019-03-13,18:30,San Diego,Santa Fe Depot,Flexible,1,Fresno,Fresno Station,63
4294,2019-03-05,06:10,Los Angeles,Union Station,Economy,4,Anaheim,Anaheim Intermodal Center,13
4295,2019-03-05,08:40,Los Angeles,Union Station,Economy,4,Anaheim,Anaheim Intermodal Center,15
4296,2019-03-05,09:10,Los Angeles,Union Station,Economy,4,Anaheim,Anaheim Intermodal Center,14
4297,2019-03-05,11:20,Los Angeles,Union Station,Economy,4,Anaheim,Anaheim Intermodal Center,13
4298,2019-03-05,12:10,Los Angeles,Union Station,Economy,4,Anaheim,Anaheim Intermodal Center,14
4299,2019-03-05,13:30,Los Angeles,Union Station,Economy,4,Anaheim,Anaheim Intermodal Center,15
4300,2019-03-05,13:50,Los Angeles,Union Station,Economy,4,Anaheim,Anaheim Intermodal Center,14
4301,2019-03-05,16:10,Los Angeles,Union Station,Economy,4,Anaheim,Anaheim Intermodal Center,13
4302,2019-03-05,17:00,Los Angeles,Union Station,Economy,4,Anaheim,Anaheim Intermodal Center,13
4303,2019-03-05,17:20,Los Angeles,Union Station,Economy,4,Anaheim,Anaheim Intermodal Center,12
4304,2019-03-02,07:20,Sacramento,Sacramento Valley Station,Economy,3,San Francisco,Salesforce Transit Center,25
4305,2019-03-02,09:40,Sacramento,Sacramento Valley Station,Economy,3,San Francisco,Salesforce Transit Center,26
4306,2019-03-02,10:00,Sacramento,Sacramento Valley Station,Economy,3,San Francisco,Salesforce Transit Center,20
4307,2019-03-02,11:40,Sacramento,Sacramento Valley Station,Economy,3,San Francisco,Salesforce Transit Center,23
4308,2019-03-02,12:30,Sacramento,Sacramento Valley Station,Economy,3,San Francisco,Salesforce Transit Center,26
4309,2019-03-02,13:20,Sacramento,Sacramento Valley Station,Economy,3,San Francisco,Salesforce Transit Center,24
4310,2019-03-02,14:10,Sacramento,Sacramento Valley Station,Economy,3,San Francisco,Salesforce Transit Center,25
4311,2019-03-02,16:40,Sacramento,Sacramento Valley Station,Economy,3,San Francisco,Salesforce Transit Center,20
4312,2019-03-02,17:30,Sacramento,Sacramento Valley Station,Economy,3,San Francisco,Salesforce Transit Center,26
4313,2019-03-02,18:10,Sacramento,Sacramento Valley Station,Economy,3,San Francisco,Salesforce Transit Center,23
4314,2019-03-02,07:20,Sacramento,Sacramento Valley Station,Flexible,4,San Francisco,Salesforce Transit Center,45
4315,2019-03-02,09:40,Sacramento,Sacramento Valley Station,Flexible,4,San Francisco,Salesforce Transit Center,46
4316,2019-03-02,10:00,Sacramento,Sacramento Valley Station,Flexible,4,San Francisco,Salesforce Transit Center,40
4317,2019-03-02,11:40,Sacramento,Sacramento Valley Station,Flexible,4,San Francisco,Salesforce Transit Center,43
4318,2019-03-02,12:30,Sacramento,Sacramento Valley Station,Flexible,4,San Francisco,Salesforce Transit Center,46
4319,2019-03-02,13:20,Sacramento,Sacramento Valley Station,Flexible,4,San Francisco,Salesforce Transit Center,44
4320,2019-03-02,14:10,Sacramento,Sacramento Valley Station,Flexible,4,San Francisco,Salesforce Transit Center,45
4321,2019-03-02,16:40,Sacramento,Sacramento Valley Station,Flexible,4,San Francisco,Salesforce Transit Center,40
4322,2019-03-02,17:30,Sacramento,Sacramento Valley Station,Flexible,4,San Francisco,Salesforce Transit Center,46
4323,2019-03-02,18:10,Sacramento,Sacramento Valley Station,Flexible,4,San Francisco,Salesforce Transit Center,43
4324,2019-03-05,08:20,Long Beach,Downtown Station,Economy extra,1,San Diego,Santa Fe Depot,34
4325,2019-03-05,10:20,Long Beach,Downtown Station,Economy extra,1,San Diego,Santa Fe Depot,37
4326,2019-03-05,12:00,Long Beach,Downtown Station,Economy extra,1,San Diego,Santa Fe Depot,35
4327,2019-03-05,13:40,Long Beach,Downtown Station,Economy extra,1,San Diego,Santa Fe Depot,33
4328,2019-03-05,14:00,Long Beach,Downtown Station,Economy extra,1,San Diego,Santa Fe Depot,32
4329,2019-03-05,15:10,Long Beach,Downtown Station,Economy extra,1,San Diego,Santa Fe Depot,36
4330,2019-03-05,15:50,Long Beach,Downtown Station,Economy extra,1,San Diego,Santa Fe Depot,33
4331,2019-03-05,17:10,Long Beach,Downtown Station,Economy extra,1,San Diego,Santa Fe Depot,34
4332,2019-03-05,17:40,Long Beach,Downtown Station,Economy extra,1,San Diego,Santa Fe Depot,34
4333,2019-03-05,19:00,Long Beach,Downtown Station,Economy extra,1,San Diego,Santa Fe Depot,36
4334,2019-03-05,08:20,Long Beach,Downtown Station,Economy extra,4,San Diego,Santa Fe Depot,34
4335,2019-03-09,07:10,Fresno,Fresno Station,Economy,4,Las Vegas,Union Plaza,45
4336,2019-03-09,07:50,Fresno,Fresno Station,Economy,4,Las Vegas,Union Plaza,38
4337,2019-03-09,11:20,Fresno,Fresno Station,Economy,4,Las Vegas,Union Plaza,36
4338,2019-03-09,12:20,Fresno,Fresno Station,Economy,4,Las Vegas,Union Plaza,42
4339,2019-03-09,14:00,Fresno,Fresno Station,Economy,4,Las Vegas,Union Plaza,37
4340,2019-03-09,14:10,Fresno,Fresno Station,Economy,4,Las Vegas,Union Plaza,44
4341,2019-03-09,14:50,Fresno,Fresno Station,Economy,4,Las Vegas,Union Plaza,40
4342,2019-03-09,15:40,Fresno,Fresno Station,Economy,4,Las Vegas,Union Plaza,49
4343,2019-03-09,16:00,Fresno,Fresno Station,Economy,4,Las Vegas,Union Plaza,40
4344,2019-03-09,16:20,Fresno,Fresno Station,Economy,4,Las Vegas,Union Plaza,38
4345,2019-03-14,08:10,New York,Port Authority Station,Economy,3,Washington,Union Station,34
4346,2019-03-14,08:20,New York,Port Authority Station,Economy,3,Washington,Union Station,39
4347,2019-03-14,11:10,New York,Port Authority Station,Economy,3,Washington,Union Station,28
4348,2019-03-14,12:00,New York,Port Authority Station,Economy,3,Washington,Union Station,34
4349,2019-03-14,12:30,New York,Port Authority Station,Economy,3,Washington,Union Station,39
4350,2019-03-14,13:40,New York,Port Authority Station,Economy,3,Washington,Union Station,33
4351,2019-03-14,14:00,New York,Port Authority Station,Economy,3,Washington,Union Station,33
4352,2019-03-14,19:30,New York,Port Authority Station,Economy,3,Washington,Union Station,36
4353,2019-03-11,07:00,Anaheim,Anaheim Intermodal Center,Economy,1,Los Angeles,Union Station,13
4354,2019-03-11,11:10,Anaheim,Anaheim Intermodal Center,Economy,1,Los Angeles,Union Station,13
4355,2019-03-11,13:30,Anaheim,Anaheim Intermodal Center,Economy,1,Los Angeles,Union Station,13
4356,2019-03-11,13:50,Anaheim,Anaheim Intermodal Center,Economy,1,Los Angeles,Union Station,11
4357,2019-03-11,15:00,Anaheim,Anaheim Intermodal Center,Economy,1,Los Angeles,Union Station,12
4358,2019-03-11,15:40,Anaheim,Anaheim Intermodal Center,Economy,1,Los Angeles,Union Station,12
4359,2019-03-11,15:50,Anaheim,Anaheim Intermodal Center,Economy,1,Los Angeles,Union Station,14
4360,2019-03-11,17:30,Anaheim,Anaheim Intermodal Center,Economy,1,Los Angeles,Union Station,11
4361,2019-03-11,18:30,Anaheim,Anaheim Intermodal Center,Economy,1,Los Angeles,Union Station,13
4362,2019-03-11,19:10,Anaheim,Anaheim Intermodal Center,Economy,1,Los Angeles,Union Station,13
4363,2019-03-04,07:40,Sacramento,Sacramento Valley Station,Economy,1,San Diego,Santa Fe Depot,83
4364,2019-03-04,08:30,Sacramento,Sacramento Valley Station,Economy,1,San Diego,Santa Fe Depot,62
4365,2019-03-04,09:50,Sacramento,Sacramento Valley Station,Economy,1,San Diego,Santa Fe Depot,72
4366,2019-03-04,10:00,Sacramento,Sacramento Valley Station,Economy,1,San Diego,Santa Fe Depot,60
4367,2019-03-04,11:40,Sacramento,Sacramento Valley Station,Economy,1,San Diego,Santa Fe Depot,71
4368,2019-03-04,14:00,Sacramento,Sacramento Valley Station,Economy,1,San Diego,Santa Fe Depot,71
4369,2019-03-09,07:00,San Diego,Santa Fe Depot,Flexible,1,Long Beach,Downtown Station,40
4370,2019-03-09,08:40,San Diego,Santa Fe Depot,Flexible,1,Long Beach,Downtown Station,44
4371,2019-03-09,10:30,San Diego,Santa Fe Depot,Flexible,1,Long Beach,Downtown Station,43
4372,2019-03-09,11:30,San Diego,Santa Fe Depot,Flexible,1,Long Beach,Downtown Station,43
4373,2019-03-09,11:40,San Diego,Santa Fe Depot,Flexible,1,Long Beach,Downtown Station,43
