,city,date,event_name,time,venue,venue_address,number_of_tickets,category,event_type
2110,Philadelphia,2019-03-11,Owls Vs Yellow Jackets,19:00,Lincoln Financial Field,1 Lincoln Financial Field Way,1,,
2111,Vancouver,2019-03-08,Smokey Robinson,17:00,PNE Amphitheatre,2901 East Hastings Street,2,,
2112,Philadelphia,2019-03-12,Girl In Red,17:30,The Foundry,29 East Allen Street 2nd Floor,4,,
2113,Portland,2019-03-14,Bryan Adams,17:30,Theater Of The Clouds,1016-1098 North Center Court Street,4,,
2114,Portland,2019-03-08,Kishi Bashi,19:30,The Old Church Concert Hall,1422 Southwest 11th Avenue,2,,
2115,Chicago,2019-03-13,Billy Currington,18:00,Gallagher Way,3635 North Clark Street,3,,
2116,Sacramento,2019-03-02,Republic Vs Toros,18:30,Papa Murphy's Park,1600 Exposition Boulevard,2,,
2117,Toronto,2019-03-07,Blue Jays Vs Indians,19:00,Rogers Centre,1 Blue Jays Way,1,,
2118,San Francisco,2019-03-09,Thee Oh Sees,19:30,The Chapel,777 Valencia Street,4,,
2119,Atlanta,2019-03-14,Falcons Vs Jaguars,17:30,Mercedes-Benz Stadium,1 AMB Drive Northwest,3,,
2120,Washington D.C.,2019-03-14,Nationals Vs Phillies,17:30,Nationals Park,1500 South Capitol Street Southeast,3,,
2121,New York,2019-03-12,Mets Vs Pirates,17:30,Citi Field,123-01 Roosevelt Avenue,1,,
2122,Philadelphia,2019-03-11,Phillies Vs Cubs,18:00,Citizens Bank Park,1 Citizens Bank Way,2,,
2123,New York,2019-03-12,Russian Circles,19:00,Warsaw,"261 Driggs Avenue, Brooklyn",1,,
2124,Phoenix,2019-03-12,Diamondbacks Vs Brewers,18:00,Chase Field,401 East Jefferson Street,3,,
2125,Los Angeles,2019-03-06,Dodgers Vs Giants,18:30,Dodger Stadium,1000 Vin Scully Ave,3,,
2126,Philadelphia,2019-03-14,Phillies Vs Braves,17:00,Citizens Bank Park,1 Citizens Bank Way,1,,
2127,Seattle,2019-03-01,Mariners Vs Angels,17:30,T-Mobile Park,1250 1st Avenue South,2,,
2128,San Francisco,2019-03-13,Cher,17:00,Chase Center Experience,500 Terry A Francois Boulevard Suite 73,3,,
2129,Philadelphia,2019-03-02,Phillies Vs Braves,18:30,Citizens Bank Park,1 Citizens Bank Way,3,,
2130,Chicago,2019-03-08,Timmy Trumpet,19:30,Concord Music Hall,2047 North Milwaukee Avenue,3,,
2131,Los Angeles,2019-03-11,Jordan Rakei,17:00,Masonic Lodge at Hollywood Forever,5970 Santa Monica Boulevard,2,,
2132,Philadelphia,2019-03-11,Girl In Red,19:30,The Foundry,29 East Allen Street 2nd Floor,1,,
2133,Berkeley,2019-03-08,Jonathan Mcreynolds,19:30,Cornerstone Craft Beer & Live Music,2367 Shattuck Avenue,4,,
2134,New York,2019-03-13,Michael Feinstein,19:30,The Appel Room,10 Columbus Circle,1,,
2135,Toronto,2019-03-06,Blue Jays Vs Yankees,19:30,Rogers Centre,1 Blue Jays Way,2,,
2136,Los Angeles,2019-03-05,Sparks Vs Mystics,18:00,STAPLES Center,1111 South Figueroa Street,2,,
2137,Phoenix,2019-03-09,Anberlin,17:30,The Van Buren,401 West Van Buren Street,1,,
2138,Berkeley,2019-03-02,Golden Bears Vs Trojans,17:00,California Memorial Stadium,2227 Piedmont Avenue,,,
2139,Berkeley,2019-03-04,Golden Bears Vs Trojans,17:30,California Memorial Stadium,2227 Piedmont Avenue,,,
2140,Berkeley,2019-03-05,Golden Bears Vs Trojans,17:30,California Memorial Stadium,2227 Piedmont Avenue,,,
2141,Berkeley,2019-03-06,Golden Bears Vs Trojans,19:00,California Memorial Stadium,2227 Piedmont Avenue,,,
2142,Berkeley,2019-03-11,Golden Bears Vs Trojans,18:00,California Memorial Stadium,2227 Piedmont Avenue,,,
2143,Berkeley,2019-03-13,Golden Bears Vs Trojans,17:30,California Memorial Stadium,2227 Piedmont Avenue,,,
2144,Los Angeles,2019-03-04,Jordan Rakei,18:00,Regent Theater DTLA,448 South Main Street,2,,
2145,San Diego,2019-03-05,The Struts,18:30,The Observatory North Park,2891 University Avenue,,,
2146,San Diego,2019-03-06,The Struts,17:00,The Observatory North Park,2891 University Avenue,,,
2147,San Diego,2019-03-07,The Struts,17:00,The Observatory North Park,2891 University Avenue,,,
2148,San Diego,2019-03-10,The Struts,19:00,The Observatory North Park,2891 University Avenue,,,
2149,San Diego,2019-03-05,The Struts,18:30,The Observatory North Park,2891 University Avenue,4,,
2150,New York,2019-03-06,Ben Harper,19:00,Pier 17,89 South Street,3,,
2151,Portland,2019-03-03,Portland Thorns Vs Houston,18:00,Providence Park,1844 Southwest Morrison Street,1,,
2152,Seattle,2019-03-01,Sounders Vs Timbers,18:30,CenturyLink Field,800 Occidental Avenue South,,,
2153,Seattle,2019-03-02,Sounders Vs Timbers,19:00,CenturyLink Field,800 Occidental Avenue South,,,
2154,Seattle,2019-03-05,Sounders Vs Timbers,17:00,CenturyLink Field,800 Occidental Avenue South,,,
2155,Seattle,2019-03-08,Sounders Vs Timbers,17:00,CenturyLink Field,800 Occidental Avenue South,,,
2156,Seattle,2019-03-13,Sounders Vs Timbers,18:00,CenturyLink Field,800 Occidental Avenue South,,,
2157,Seattle,2019-03-14,Sounders Vs Timbers,18:00,CenturyLink Field,800 Occidental Avenue South,,,
2158,Seattle,2019-03-02,Sounders Vs Timbers,19:00,CenturyLink Field,800 Occidental Avenue South,1,,
2159,Portland,2019-03-06,Timbers Vs Earthquakes,17:00,Providence Park,1844 Southwest Morrison Street,3,,
2160,Anaheim,2019-03-04,Angels Vs Mariners,19:30,Angel Stadium of Anaheim,2000 East Gene Autry Way,,,
2161,Anaheim,2019-03-08,Angels Vs Mariners,17:00,Angel Stadium of Anaheim,2000 East Gene Autry Way,,,
2162,Anaheim,2019-03-11,Angels Vs Mariners,17:00,Angel Stadium of Anaheim,2000 East Gene Autry Way,,,
2163,Anaheim,2019-03-08,Angels Vs Mariners,17:00,Angel Stadium of Anaheim,2000 East Gene Autry Way,4,,
2164,San Diego,2019-03-09,Prettymuch,18:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,4,,
2165,San Francisco,2019-03-02,Giants Vs Nationals,18:30,Oracle Park,24 Willie Mays Plaza,,,
2166,San Francisco,2019-03-03,Giants Vs Nationals,18:00,Oracle Park,24 Willie Mays Plaza,,,
2167,San Francisco,2019-03-10,Giants Vs Nationals,18:30,Oracle Park,24 Willie Mays Plaza,,,
2168,San Francisco,2019-03-11,Giants Vs Nationals,19:30,Oracle Park,24 Willie Mays Plaza,,,
2169,San Francisco,2019-03-12,Giants Vs Nationals,18:30,Oracle Park,24 Willie Mays Plaza,,,
2170,San Francisco,2019-03-13,Giants Vs Nationals,19:00,Oracle Park,24 Willie Mays Plaza,,,
2171,San Francisco,2019-03-14,Giants Vs Nationals,17:30,Oracle Park,24 Willie Mays Plaza,,,
2172,San Francisco,2019-03-03,Giants Vs Nationals,18:00,Oracle Park,24 Willie Mays Plaza,2,,
2173,Philadelphia,2019-03-04,Phillies Vs Diamondbacks,19:30,Citizens Bank Park,1 Citizens Bank Way,1,,
2174,Los Angeles,2019-03-06,Spose,19:00,1720(tm),1720 East 16th Street,3,,
2175,Philadelphia,2019-03-02,Nav With Killy,18:30,The Fillmore Philadelphia,29 East Allen Street,1,,
2176,Vancouver,2019-03-04,Smokey Robinson,19:00,PNE Amphitheatre,2901 East Hastings Street,,,
2177,Vancouver,2019-03-07,Smokey Robinson,19:00,PNE Amphitheatre,2901 East Hastings Street,,,
2178,Vancouver,2019-03-08,Smokey Robinson,17:00,PNE Amphitheatre,2901 East Hastings Street,,,
2179,Vancouver,2019-03-09,Smokey Robinson,17:30,PNE Amphitheatre,2901 East Hastings Street,,,
2180,Vancouver,2019-03-12,Smokey Robinson,17:00,PNE Amphitheatre,2901 East Hastings Street,,,
2181,Vancouver,2019-03-07,Smokey Robinson,19:00,PNE Amphitheatre,2901 East Hastings Street,3,,
2182,Seattle,2019-03-02,Seattle Vs La Angels,19:00,T-Mobile Park,1250 1st Avenue South,1,,
2183,San Francisco,2019-03-02,Carmina Burana,19:30,San Francisco Symphony,201 Van Ness Avenue,,,
2184,San Francisco,2019-03-06,Carmina Burana,17:30,San Francisco Symphony,201 Van Ness Avenue,,,
2185,San Francisco,2019-03-09,Carmina Burana,17:30,San Francisco Symphony,201 Van Ness Avenue,,,
2186,San Francisco,2019-03-14,Carmina Burana,18:00,San Francisco Symphony,201 Van Ness Avenue,,,
2187,San Francisco,2019-03-02,Carmina Burana,19:30,San Francisco Symphony,201 Van Ness Avenue,1,,
2188,New York,2019-03-02,Yankees Vs Rangers,17:30,Yankee Stadium,1 East 161 Street,2,,
2189,Seattle,2019-03-04,Sounders Vs Revolution,17:00,CenturyLink Field,800 Occidental Avenue South,1,,
2190,Phoenix,2019-03-03,Diamondbacks Vs Dodgers,19:00,Chase Field,401 East Jefferson Street,,,
2191,Phoenix,2019-03-05,Diamondbacks Vs Dodgers,18:00,Chase Field,401 East Jefferson Street,,,
2192,Phoenix,2019-03-11,Diamondbacks Vs Dodgers,17:00,Chase Field,401 East Jefferson Street,,,
2193,Phoenix,2019-03-14,Diamondbacks Vs Dodgers,19:00,Chase Field,401 East Jefferson Street,,,
2194,New York,2019-03-02,Madonna Brooklyn,18:30,BAM Howard Gilman Opera House,"Peter Jay Sharp Building, 30 Lafayette Avenue, Brooklyn",,,
2195,New York,2019-03-06,Madonna Brooklyn,19:30,BAM Howard Gilman Opera House,"Peter Jay Sharp Building, 30 Lafayette Avenue, Brooklyn",,,
2196,New York,2019-03-07,Madonna Brooklyn,19:00,BAM Howard Gilman Opera House,"Peter Jay Sharp Building, 30 Lafayette Avenue, Brooklyn",,,
2197,New York,2019-03-08,Madonna Brooklyn,18:00,BAM Howard Gilman Opera House,"Peter Jay Sharp Building, 30 Lafayette Avenue, Brooklyn",,,
2198,New York,2019-03-10,Madonna Brooklyn,18:00,BAM Howard Gilman Opera House,"Peter Jay Sharp Building, 30 Lafayette Avenue, Brooklyn",,,
2199,New York,2019-03-12,Madonna Brooklyn,17:30,BAM Howard Gilman Opera House,"Peter Jay Sharp Building, 30 Lafayette Avenue, Brooklyn",,,
2200,New York,2019-03-14,Madonna Brooklyn,18:30,BAM Howard Gilman Opera House,"Peter Jay Sharp Building, 30 Lafayette Avenue, Brooklyn",,,
2201,New York,2019-03-02,Madonna Brooklyn,18:30,BAM Howard Gilman Opera House,"Peter Jay Sharp Building, 30 Lafayette Avenue, Brooklyn",1,,
2202,New York,2019-03-02,Jojo Siwa,17:30,Forest Hills Stadium,"1 Tennis Place, Forest Hills",,,
2203,New York,2019-03-03,Jojo Siwa,18:00,Forest Hills Stadium,"1 Tennis Place, Forest Hills",,,
2204,New York,2019-03-04,Jojo Siwa,19:30,Forest Hills Stadium,"1 Tennis Place, Forest Hills",,,
2205,New York,2019-03-08,Jojo Siwa,18:00,Forest Hills Stadium,"1 Tennis Place, Forest Hills",,,
2206,New York,2019-03-14,Jojo Siwa,18:00,Forest Hills Stadium,"1 Tennis Place, Forest Hills",,,
2207,New York,2019-03-02,Jojo Siwa,17:30,Forest Hills Stadium,"1 Tennis Place, Forest Hills",2,,
2208,Vancouver,2019-03-02,Whitecaps Vs Earthquakes,17:00,BC Place,777 Pacific Boulevard,4,,
2209,Anaheim,2019-03-04,Angels Vs Orioles,17:30,Angel Stadium of Anaheim,2000 East Gene Autry Way,,,
2210,Anaheim,2019-03-09,Angels Vs Orioles,19:30,Angel Stadium of Anaheim,2000 East Gene Autry Way,,,
2211,Anaheim,2019-03-11,Angels Vs Orioles,17:00,Angel Stadium of Anaheim,2000 East Gene Autry Way,,,
2212,Anaheim,2019-03-14,Angels Vs Orioles,19:30,Angel Stadium of Anaheim,2000 East Gene Autry Way,,,
2213,Anaheim,2019-03-04,Angels Vs Orioles,17:30,Angel Stadium of Anaheim,2000 East Gene Autry Way,4,,
2214,San Francisco,2019-03-02,Carmina Burana,19:30,San Francisco Symphony,201 Van Ness Avenue,4,,
2215,San Diego,2019-03-05,Sara Bareilles,17:30,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,,,
2216,San Diego,2019-03-11,Sara Bareilles,18:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,,,
2217,San Diego,2019-03-12,Sara Bareilles,17:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,,,
2218,San Diego,2019-03-14,Sara Bareilles,18:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,,,
2219,San Diego,2019-03-05,Sara Bareilles,17:30,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,3,,
2220,Los Angeles,2019-03-05,Sparks Vs Lynx,17:00,STAPLES Center,1111 South Figueroa Street,,,
2221,Los Angeles,2019-03-07,Sparks Vs Lynx,18:00,STAPLES Center,1111 South Figueroa Street,,,
2222,Los Angeles,2019-03-08,Sparks Vs Lynx,19:00,STAPLES Center,1111 South Figueroa Street,,,
2223,New York,2019-03-03,Jojo Siwa,18:00,Forest Hills Stadium,"1 Tennis Place, Forest Hills",3,,
2224,San Diego,2019-03-07,Padres Vs Diamondbacks,19:30,Petco Park,100 Park Boulevard,,,
2225,San Diego,2019-03-12,Padres Vs Diamondbacks,19:30,Petco Park,100 Park Boulevard,,,
2226,San Diego,2019-03-14,Padres Vs Diamondbacks,19:00,Petco Park,100 Park Boulevard,,,
2227,New York,2019-03-06,Harlem Gospel Choir,19:00,Sony Hall,235 West 46th Street,,,
2228,New York,2019-03-08,Harlem Gospel Choir,17:00,Sony Hall,235 West 46th Street,,,
2229,New York,2019-03-10,Harlem Gospel Choir,19:30,Sony Hall,235 West 46th Street,,,
2230,New York,2019-03-12,Harlem Gospel Choir,17:30,Sony Hall,235 West 46th Street,,,
2231,New York,2019-03-06,Harlem Gospel Choir,19:00,Sony Hall,235 West 46th Street,2,,
2232,Philadelphia,2019-03-12,The Lemonheads,17:30,The Foundry,29 East Allen Street 2nd Floor,,,
2233,Philadelphia,2019-03-13,The Lemonheads,19:00,The Foundry,29 East Allen Street 2nd Floor,,,
2234,Philadelphia,2019-03-14,The Lemonheads,19:30,The Foundry,29 East Allen Street 2nd Floor,,,
2235,Philadelphia,2019-03-14,The Lemonheads,19:30,The Foundry,29 East Allen Street 2nd Floor,4,,
2236,Toronto,2019-03-06,Toronto Vs Ottawa,18:30,BMO Field,170 Princes' Boulevard,,,
2237,Toronto,2019-03-07,Toronto Vs Ottawa,19:00,BMO Field,170 Princes' Boulevard,,,
2238,Toronto,2019-03-08,Toronto Vs Ottawa,17:00,BMO Field,170 Princes' Boulevard,,,
2239,Toronto,2019-03-10,Toronto Vs Ottawa,18:30,BMO Field,170 Princes' Boulevard,,,
2240,Toronto,2019-03-12,Toronto Vs Ottawa,18:30,BMO Field,170 Princes' Boulevard,,,
2241,New York,2019-03-03,Outlaw Music Festival,18:30,Forest Hills Stadium,"1 Tennis Place, Forest Hills",,,
2242,New York,2019-03-08,Outlaw Music Festival,19:30,Forest Hills Stadium,"1 Tennis Place, Forest Hills",,,
2243,New York,2019-03-09,Outlaw Music Festival,19:30,Forest Hills Stadium,"1 Tennis Place, Forest Hills",,,
2244,New York,2019-03-14,Outlaw Music Festival,17:30,Forest Hills Stadium,"1 Tennis Place, Forest Hills",,,
2245,New York,2019-03-03,Outlaw Music Festival,18:30,Forest Hills Stadium,"1 Tennis Place, Forest Hills",4,,
2246,Los Angeles,2019-03-06,Murder City Devils,19:00,The Teragram Ballroom,1234 West 7th Street,1,,
2247,San Diego,2019-03-06,Tuxedo,17:00,The Observatory North Park,2891 University Avenue,,,
2248,San Diego,2019-03-11,Tuxedo,18:00,The Observatory North Park,2891 University Avenue,,,
2249,San Diego,2019-03-13,Tuxedo,17:00,The Observatory North Park,2891 University Avenue,,,
2250,San Diego,2019-03-14,Tuxedo,17:30,The Observatory North Park,2891 University Avenue,,,
2251,San Diego,2019-03-11,Tuxedo,18:00,The Observatory North Park,2891 University Avenue,1,,
2252,New York,2019-03-05,Yankees Vs Angels,17:00,Yankee Stadium,1 East 161 Street,,,
2253,New York,2019-03-07,Yankees Vs Angels,17:00,Yankee Stadium,1 East 161 Street,,,
2254,New York,2019-03-08,Yankees Vs Angels,18:00,Yankee Stadium,1 East 161 Street,,,
2255,New York,2019-03-05,Yankees Vs Angels,17:00,Yankee Stadium,1 East 161 Street,4,,
2256,San Francisco,2019-03-04,Okkervil River,17:00,The Chapel,777 Valencia Street,,,
2257,San Francisco,2019-03-10,Okkervil River,19:00,The Chapel,777 Valencia Street,,,
2258,San Francisco,2019-03-12,Okkervil River,19:00,The Chapel,777 Valencia Street,,,
2259,San Francisco,2019-03-14,Okkervil River,18:00,The Chapel,777 Valencia Street,,,
2260,San Francisco,2019-03-04,Okkervil River,17:00,The Chapel,777 Valencia Street,4,,
2261,San Francisco,2019-03-01,Remo Drive,17:00,The Chapel,777 Valencia Street,,,
2262,San Francisco,2019-03-02,Remo Drive,18:30,The Chapel,777 Valencia Street,,,
2263,San Francisco,2019-03-09,Remo Drive,19:30,The Chapel,777 Valencia Street,,,
2264,San Francisco,2019-03-10,Remo Drive,18:00,The Chapel,777 Valencia Street,,,
2265,San Francisco,2019-03-02,Remo Drive,18:30,The Chapel,777 Valencia Street,2,,
2266,Seattle,2019-03-02,Seattle Vs La Angels,19:00,T-Mobile Park,1250 1st Avenue South,2,,
2267,New York,2019-03-06,Chemical Brothers,19:00,Forest Hills Stadium,"1 Tennis Place, Forest Hills",1,,
2268,New York,2019-03-03,Westside Gunn,18:00,Sony Hall,235 West 46th Street,,,
2269,New York,2019-03-06,Westside Gunn,19:30,Sony Hall,235 West 46th Street,,,
2270,New York,2019-03-10,Westside Gunn,18:30,Sony Hall,235 West 46th Street,,,
2271,New York,2019-03-14,Westside Gunn,17:00,Sony Hall,235 West 46th Street,,,
2272,New York,2019-03-10,Westside Gunn,18:30,Sony Hall,235 West 46th Street,2,,
2273,Toronto,2019-03-11,Blue Jays Vs Mariners,17:30,Rogers Centre,1 Blue Jays Way,,,
2274,New York,2019-03-10,Michael Feinstein,19:00,The Appel Room,10 Columbus Circle,3,,
2275,Toronto,2019-03-07,Blue Jays Vs Indians,19:00,Rogers Centre,1 Blue Jays Way,,,
2276,Toronto,2019-03-09,Blue Jays Vs Indians,18:00,Rogers Centre,1 Blue Jays Way,,,
2277,San Diego,2019-03-10,Padres Vs Diamondbacks,18:00,Petco Park,100 Park Boulevard,3,,
2278,New York,2019-03-01,Thee Oh Sees,18:00,Warsaw,"261 Driggs Avenue, Brooklyn",,,
2279,New York,2019-03-02,Thee Oh Sees,19:00,Warsaw,"261 Driggs Avenue, Brooklyn",,,
2280,New York,2019-03-04,Thee Oh Sees,17:30,Warsaw,"261 Driggs Avenue, Brooklyn",,,
2281,New York,2019-03-12,Thee Oh Sees,19:30,Warsaw,"261 Driggs Avenue, Brooklyn",,,
2282,New York,2019-03-02,Thee Oh Sees,19:00,Warsaw,"261 Driggs Avenue, Brooklyn",3,,
2283,Atlanta,2019-03-03,Yellow Jackets Vs Wolfpack,17:00,Bobby Dodd Stadium at Historic Grant Field,177 North Avenue Northwest,,,
2284,Atlanta,2019-03-07,Yellow Jackets Vs Wolfpack,18:00,Bobby Dodd Stadium at Historic Grant Field,177 North Avenue Northwest,,,
2285,Atlanta,2019-03-14,Yellow Jackets Vs Wolfpack,17:30,Bobby Dodd Stadium at Historic Grant Field,177 North Avenue Northwest,,,
2286,Los Angeles,2019-03-08,Bill Callahan,19:00,Lodge Room,"104 N. Ave 56, 2nd Floor",4,,
2287,Los Angeles,2019-03-05,Sparks Vs Mystics,18:00,STAPLES Center,1111 South Figueroa Street,,,
2288,Los Angeles,2019-03-06,Sparks Vs Mystics,18:30,STAPLES Center,1111 South Figueroa Street,,,
2289,Los Angeles,2019-03-07,Sparks Vs Mystics,19:30,STAPLES Center,1111 South Figueroa Street,,,
2290,Los Angeles,2019-03-08,Sparks Vs Mystics,18:00,STAPLES Center,1111 South Figueroa Street,,,
2291,Los Angeles,2019-03-09,Sparks Vs Mystics,17:00,STAPLES Center,1111 South Figueroa Street,,,
2292,Los Angeles,2019-03-12,Sparks Vs Mystics,18:00,STAPLES Center,1111 South Figueroa Street,,,
2293,Los Angeles,2019-03-13,Sparks Vs Mystics,19:00,STAPLES Center,1111 South Figueroa Street,,,
2294,Los Angeles,2019-03-14,Sparks Vs Mystics,19:00,STAPLES Center,1111 South Figueroa Street,,,
2295,Los Angeles,2019-03-05,Sparks Vs Mystics,18:00,STAPLES Center,1111 South Figueroa Street,3,,
2296,San Diego,2019-03-04,Greta Van Fleet,19:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,,,
2297,San Diego,2019-03-05,Greta Van Fleet,18:30,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,,,
2298,San Diego,2019-03-10,Greta Van Fleet,19:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,,,
2299,San Diego,2019-03-12,Greta Van Fleet,18:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,,,
2300,San Diego,2019-03-14,Greta Van Fleet,17:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,,,
2301,San Diego,2019-03-02,Fidlar,18:00,The Observatory North Park,2891 University Avenue,,,
2302,San Diego,2019-03-06,Fidlar,18:00,The Observatory North Park,2891 University Avenue,,,
2303,San Diego,2019-03-07,Fidlar,17:30,The Observatory North Park,2891 University Avenue,,,
2304,San Diego,2019-03-11,Fidlar,17:30,The Observatory North Park,2891 University Avenue,,,
2305,San Diego,2019-03-13,Fidlar,18:00,The Observatory North Park,2891 University Avenue,,,
2306,San Diego,2019-03-07,Fidlar,17:30,The Observatory North Park,2891 University Avenue,2,,
2307,Sacramento,2019-03-14,Aftershock Festival,18:30,Discovery Park,1600 Garden Highway,1,,
2308,Chicago,2019-03-01,Timmy Trumpet,18:00,Concord Music Hall,2047 North Milwaukee Avenue,,,
2309,Chicago,2019-03-04,Timmy Trumpet,19:00,Concord Music Hall,2047 North Milwaukee Avenue,,,
2310,Chicago,2019-03-07,Timmy Trumpet,19:30,Concord Music Hall,2047 North Milwaukee Avenue,,,
2311,Chicago,2019-03-08,Timmy Trumpet,19:30,Concord Music Hall,2047 North Milwaukee Avenue,,,
2312,Chicago,2019-03-14,Timmy Trumpet,19:30,Concord Music Hall,2047 North Milwaukee Avenue,,,
2313,Los Angeles,2019-03-06,Sparks Vs Mystics,18:30,STAPLES Center,1111 South Figueroa Street,1,,
2314,New York,2019-03-10,Vivian Green,17:00,Sony Hall,235 West 46th Street,2,,
2315,San Francisco,2019-03-01,Giants Vs Rockies,18:30,Oracle Park,24 Willie Mays Plaza,,,
2316,San Francisco,2019-03-03,Giants Vs Rockies,17:00,Oracle Park,24 Willie Mays Plaza,,,
2317,San Francisco,2019-03-04,Giants Vs Rockies,17:30,Oracle Park,24 Willie Mays Plaza,,,
2318,San Francisco,2019-03-10,Giants Vs Rockies,17:00,Oracle Park,24 Willie Mays Plaza,,,
2319,San Francisco,2019-03-11,Giants Vs Rockies,19:00,Oracle Park,24 Willie Mays Plaza,,,
2320,San Diego,2019-03-08,Pup,19:30,The Irenic,3090 Polk Avenue,,,
2321,San Diego,2019-03-11,Pup,17:30,The Irenic,3090 Polk Avenue,,,
2322,San Diego,2019-03-12,Pup,17:30,The Irenic,3090 Polk Avenue,,,
2323,San Diego,2019-03-13,Pup,19:30,The Irenic,3090 Polk Avenue,,,
2324,San Diego,2019-03-14,Pup,18:00,The Irenic,3090 Polk Avenue,,,
2325,San Diego,2019-03-08,Pup,19:30,The Irenic,3090 Polk Avenue,1,,
2326,London,2019-03-01,Crystal Lake,18:00,Boston Music Room,178 Junction Road,,,
2327,London,2019-03-05,Crystal Lake,17:00,Boston Music Room,178 Junction Road,,,
2328,London,2019-03-13,Crystal Lake,18:00,Boston Music Room,178 Junction Road,,,
2329,London,2019-03-14,Crystal Lake,17:30,Boston Music Room,178 Junction Road,,,
2330,New York,2019-03-04,Shanice,19:00,Sony Hall,235 West 46th Street,2,,
2331,New York,2019-03-02,The Struts,18:30,Pier 17,89 South Street,3,,
2332,Los Angeles,2019-03-02,Dodgers Vs Diamondbacks,19:30,Dodger Stadium,1000 Vin Scully Ave,1,,
2333,New York,2019-03-02,Chris Botti,18:30,Sony Hall,235 West 46th Street,,,
2334,New York,2019-03-06,Chris Botti,18:30,Sony Hall,235 West 46th Street,,,
2335,New York,2019-03-07,Chris Botti,17:00,Sony Hall,235 West 46th Street,,,
2336,New York,2019-03-08,Chris Botti,18:00,Sony Hall,235 West 46th Street,,,
2337,New York,2019-03-10,Chris Botti,18:00,Sony Hall,235 West 46th Street,,,
2338,New York,2019-03-11,Chris Botti,18:00,Sony Hall,235 West 46th Street,,,
2339,New York,2019-03-12,Chris Botti,18:00,Sony Hall,235 West 46th Street,,,
2340,New York,2019-03-06,Chris Botti,18:30,Sony Hall,235 West 46th Street,2,,
2341,New York,2019-03-01,Nycfc Vs Timbers,19:30,Yankee Stadium,1 East 161 Street,,,
2342,New York,2019-03-03,Nycfc Vs Timbers,18:00,Yankee Stadium,1 East 161 Street,,,
2343,New York,2019-03-05,Nycfc Vs Timbers,18:00,Yankee Stadium,1 East 161 Street,,,
2344,New York,2019-03-08,Nycfc Vs Timbers,18:00,Yankee Stadium,1 East 161 Street,,,
2345,New York,2019-03-09,Nycfc Vs Timbers,18:30,Yankee Stadium,1 East 161 Street,,,
2346,New York,2019-03-03,Nycfc Vs Timbers,18:00,Yankee Stadium,1 East 161 Street,3,,
2347,San Francisco,2019-03-04,Giants Vs Phillies,19:00,Oracle Park,24 Willie Mays Plaza,,,
2348,San Francisco,2019-03-05,Giants Vs Phillies,17:00,Oracle Park,24 Willie Mays Plaza,,,
2349,San Francisco,2019-03-06,Giants Vs Phillies,18:00,Oracle Park,24 Willie Mays Plaza,,,
2350,San Francisco,2019-03-08,Giants Vs Phillies,17:30,Oracle Park,24 Willie Mays Plaza,,,
2351,San Francisco,2019-03-09,Giants Vs Phillies,19:00,Oracle Park,24 Willie Mays Plaza,,,
2352,San Francisco,2019-03-04,Giants Vs Phillies,19:00,Oracle Park,24 Willie Mays Plaza,3,,
2353,Los Angeles,2019-03-04,Spose,19:00,1720(tm),1720 East 16th Street,3,,
2354,New York,2019-03-03,Jojo Siwa,18:00,Forest Hills Stadium,"1 Tennis Place, Forest Hills",1,,
2355,Seattle,2019-03-08,Huskies Vs Utes,18:00,Husky Stadium,3800 Montlake Boulevard Northeast,,,
2356,Seattle,2019-03-09,Huskies Vs Utes,19:30,Husky Stadium,3800 Montlake Boulevard Northeast,,,
2357,Seattle,2019-03-08,Huskies Vs Utes,18:00,Husky Stadium,3800 Montlake Boulevard Northeast,2,,
2358,New York,2019-03-01,Jamey Johnson,19:30,Sony Hall,235 West 46th Street,,,
2359,New York,2019-03-03,Jamey Johnson,18:00,Sony Hall,235 West 46th Street,,,
2360,New York,2019-03-05,Jamey Johnson,17:30,Sony Hall,235 West 46th Street,,,
2361,New York,2019-03-03,Jamey Johnson,18:00,Sony Hall,235 West 46th Street,1,,
2362,Anaheim,2019-03-01,Angels Vs White Sox,19:00,Angel Stadium of Anaheim,2000 East Gene Autry Way,,,
2363,Anaheim,2019-03-02,Angels Vs White Sox,18:30,Angel Stadium of Anaheim,2000 East Gene Autry Way,,,
2364,Anaheim,2019-03-10,Angels Vs White Sox,17:00,Angel Stadium of Anaheim,2000 East Gene Autry Way,,,
2365,Anaheim,2019-03-11,Angels Vs White Sox,18:00,Angel Stadium of Anaheim,2000 East Gene Autry Way,,,
2366,Anaheim,2019-03-13,Angels Vs White Sox,18:30,Angel Stadium of Anaheim,2000 East Gene Autry Way,,,
