,car_name,car_type,city,end_date,pickup_location,pickup_time,price_per_day,start_date,add_insurance
2367,SEAT Leon,Hatchback,Kuala Lumpur,2019-03-12,KLIA International Airport,16:30,15.00,2019-03-07,
2368,Suzuki Grand Vitara,SUV,Kuala Lumpur,2019-03-12,KLIA International Airport,16:30,33.00,2019-03-07,
2369,Volvo S90,Sedan,Kuala Lumpur,2019-03-12,KLIA International Airport,16:30,20.00,2019-03-07,
2370,Suzuki Grand Vitara,SUV,,2019-03-12,KLIA International Airport,16:30,33.00,2019-03-07,False
2371,Alfa Romeo Stelvio,SUV,Portland,2019-03-08,Portland Bus Station,15:30,39.00,2019-03-02,
2372,Citroen C5,SUV,Portland,2019-03-08,Union Station,15:30,34.00,2019-03-02,
2373,Jaguar F-Pace,SUV,Portland,2019-03-08,PDX International Airport,15:30,47.00,2019-03-02,
2374,Alfa Romeo Stelvio,SUV,,2019-03-08,Portland Bus Station,15:30,39.00,2019-03-02,False
2375,Alfa Romeo Stelvio,SUV,Concord,2019-03-09,Canterbury Village,17:00,42.00,2019-03-08,
2376,Buick Regal Sportback,Sedan,Concord,2019-03-09,Canterbury Village,17:00,31.00,2019-03-08,
2377,Citroen C5,SUV,Concord,2019-03-09,Clayton Valley,17:00,47.00,2019-03-08,
2378,Dodge Charger,Sedan,Concord,2019-03-09,Clayton Valley,17:00,31.00,2019-03-08,
2379,Fiat Panda,Hatchback,Concord,2019-03-09,Clayton Valley,17:00,23.00,2019-03-08,
2380,GMC Terrain,SUV,Concord,2019-03-09,Clayton Valley,17:00,41.00,2019-03-08,
2381,Lexus GS,Sedan,Concord,2019-03-09,Canterbury Village,17:00,33.00,2019-03-08,
2382,Mazda 3,Hatchback,Concord,2019-03-09,Clayton Valley,17:00,26.00,2019-03-08,
2383,Mazda CX-5,SUV,Concord,2019-03-09,Canterbury Village,17:00,45.00,2019-03-08,
2384,Nissan Qashqai,Hatchback,Concord,2019-03-09,Clayton Valley,17:00,26.00,2019-03-08,
2385,Subaru Impreza,Sedan,,2019-03-09,Canterbury Village,17:00,28.00,2019-03-08,False
2386,Buick Regal Sportback,Sedan,San Jose,2019-03-10,Diridon Station,12:30,34.00,2019-03-09,
2387,Mazda 3,Hatchback,San Jose,2019-03-10,Diridon Station,12:30,24.00,2019-03-09,
2388,Audi A8,Sedan,San Jose,2019-03-10,Norman Y. Mineta Airport,13:00,35.00,2019-03-09,
2389,Citroen C5,SUV,San Jose,2019-03-10,Norman Y. Mineta Airport,13:00,36.00,2019-03-09,
2390,Dacia Duster,SUV,San Jose,2019-03-10,Norman Y. Mineta Airport,13:00,36.00,2019-03-09,
2391,Fiat Panda,Hatchback,San Jose,2019-03-10,Norman Y. Mineta Airport,13:00,27.00,2019-03-09,
2392,GMC Terrain,SUV,San Jose,2019-03-10,Norman Y. Mineta Airport,13:00,45.00,2019-03-09,
2393,Kia Ceed,Hatchback,San Jose,2019-03-10,Norman Y. Mineta Airport,13:00,32.00,2019-03-09,
2394,Renault Clio,Hatchback,San Jose,2019-03-10,Norman Y. Mineta Airport,13:00,31.00,2019-03-09,
2395,SEAT Leon,Hatchback,San Jose,2019-03-10,Norman Y. Mineta Airport,13:00,26.00,2019-03-09,
2396,Buick Regal Sportback,Sedan,,2019-03-10,Diridon Station,12:30,44.00,2019-03-09,True
2397,Kia Ceed,Hatchback,Anaheim,2019-03-11,John Wayne Airport,15:30,22.00,2019-03-07,
2398,Mazda 3,Hatchback,Anaheim,2019-03-11,John Wayne Airport,15:30,32.00,2019-03-07,
2399,Peugeot 208,Hatchback,Anaheim,2019-03-11,John Wayne Airport,15:30,25.00,2019-03-07,
2400,Renault Clio,Hatchback,Anaheim,2019-03-11,John Wayne Airport,15:30,25.00,2019-03-07,
2401,SEAT Leon,Hatchback,Anaheim,2019-03-11,Anaheim Intermodal Center,15:30,25.00,2019-03-07,
2402,Peugeot 208,Hatchback,,2019-03-11,John Wayne Airport,15:30,25.00,2019-03-07,False
2403,Audi A8,Sedan,Cape Town,2019-03-13,Cape Town International Airport,12:00,28.00,2019-03-11,
2404,Lexus GS,Sedan,Cape Town,2019-03-13,Cape Town International Airport,12:00,32.00,2019-03-11,
2405,Mazda 3,Hatchback,Cape Town,2019-03-13,Cape Town International Airport,12:00,27.00,2019-03-11,
2406,Mitsubishi Outlander,SUV,Cape Town,2019-03-13,Cape Town International Airport,12:00,51.00,2019-03-11,
2407,SEAT Leon,Hatchback,Cape Town,2019-03-13,Cape Town International Airport,12:00,32.00,2019-03-11,
2408,Skoda Octavia,Sedan,Cape Town,2019-03-13,Cape Town International Airport,12:00,34.00,2019-03-11,
2409,Suzuki Grand Vitara,SUV,Cape Town,2019-03-13,Cape Town International Airport,12:00,51.00,2019-03-11,
2410,Lexus GS,Sedan,,2019-03-13,Cape Town International Airport,12:00,32.00,2019-03-11,False
2411,Buick Regal Sportback,Sedan,Anaheim,2019-03-14,John Wayne Airport,12:30,35.00,2019-03-13,
2412,Dacia Duster,SUV,Anaheim,2019-03-14,Anaheim Intermodal Center,12:30,36.00,2019-03-13,
2413,Hyundai Ioniq,Sedan,Anaheim,2019-03-14,Anaheim Intermodal Center,12:30,32.00,2019-03-13,
2414,Kia Ceed,Hatchback,Anaheim,2019-03-14,John Wayne Airport,12:30,34.00,2019-03-13,
2415,Mazda 3,Hatchback,Anaheim,2019-03-14,John Wayne Airport,12:30,24.00,2019-03-13,
2416,Peugeot 208,Hatchback,Anaheim,2019-03-14,John Wayne Airport,12:30,25.00,2019-03-13,
2417,Renault Clio,Hatchback,Anaheim,2019-03-14,John Wayne Airport,12:30,24.00,2019-03-13,
2418,SEAT Leon,Hatchback,Anaheim,2019-03-14,Anaheim Intermodal Center,12:30,21.00,2019-03-13,
2419,Skoda Kodiaq,SUV,Anaheim,2019-03-14,John Wayne Airport,12:30,40.00,2019-03-13,
2420,Skoda Octavia,Sedan,Anaheim,2019-03-14,Anaheim Intermodal Center,12:30,27.00,2019-03-13,
2421,Volvo S90,Sedan,,2019-03-14,John Wayne Airport,12:30,46.00,2019-03-13,True
2422,Audi A8,Sedan,Cape Town,2019-03-13,Cape Town International Airport,18:00,37.00,2019-03-09,
2423,Lexus GS,Sedan,Cape Town,2019-03-13,Cape Town International Airport,18:00,36.00,2019-03-09,
2424,Mazda 3,Hatchback,Cape Town,2019-03-13,Cape Town International Airport,18:00,28.00,2019-03-09,
2425,Mitsubishi Outlander,SUV,Cape Town,2019-03-13,Cape Town International Airport,18:00,43.00,2019-03-09,
2426,SEAT Leon,Hatchback,Cape Town,2019-03-13,Cape Town International Airport,18:00,29.00,2019-03-09,
2427,Skoda Octavia,Sedan,Cape Town,2019-03-13,Cape Town International Airport,18:00,39.00,2019-03-09,
2428,Suzuki Grand Vitara,SUV,Cape Town,2019-03-13,Cape Town International Airport,18:00,48.00,2019-03-09,
2429,Lexus GS,Sedan,,2019-03-13,Cape Town International Airport,18:00,52.00,2019-03-09,True
2430,Audi A8,Sedan,London,2019-03-08,Heathrow International Airport,16:30,34.00,2019-03-07,
2431,Buick Regal Sportback,Sedan,London,2019-03-08,Gatwick International Airport,16:30,30.00,2019-03-07,
2432,Citroen C5,SUV,London,2019-03-08,Heathrow International Airport,16:30,40.00,2019-03-07,
2433,Dacia Duster,SUV,London,2019-03-08,Heathrow International Airport,16:30,40.00,2019-03-07,
2434,Fiat Panda,Hatchback,London,2019-03-08,Heathrow International Airport,16:30,32.00,2019-03-07,
2435,Ford Focus,Hatchback,London,2019-03-08,Gatwick International Airport,16:30,23.00,2019-03-07,
2436,GMC Terrain,SUV,London,2019-03-08,Heathrow International Airport,16:30,47.00,2019-03-07,
2437,Hyundai Ioniq,Sedan,London,2019-03-08,Gatwick International Airport,16:30,31.00,2019-03-07,
2438,Lexus GS,Sedan,London,2019-03-08,Heathrow International Airport,16:30,33.00,2019-03-07,
2439,Mazda 3,Hatchback,London,2019-03-08,Gatwick International Airport,16:30,32.00,2019-03-07,
2440,Audi A8,Sedan,London,2019-03-08,Heathrow International Airport,15:00,34.00,2019-03-07,
2441,Buick Regal Sportback,Sedan,London,2019-03-08,Gatwick International Airport,15:00,30.00,2019-03-07,
2442,Citroen C5,SUV,London,2019-03-08,Heathrow International Airport,15:00,40.00,2019-03-07,
2443,Dacia Duster,SUV,London,2019-03-08,Heathrow International Airport,15:00,40.00,2019-03-07,
2444,Fiat Panda,Hatchback,London,2019-03-08,Heathrow International Airport,15:00,32.00,2019-03-07,
2445,Ford Focus,Hatchback,London,2019-03-08,Gatwick International Airport,15:00,23.00,2019-03-07,
2446,GMC Terrain,SUV,London,2019-03-08,Heathrow International Airport,15:00,47.00,2019-03-07,
2447,Hyundai Ioniq,Sedan,London,2019-03-08,Gatwick International Airport,15:00,31.00,2019-03-07,
2448,Lexus GS,Sedan,London,2019-03-08,Heathrow International Airport,15:00,33.00,2019-03-07,
2449,Mazda 3,Hatchback,London,2019-03-08,Gatwick International Airport,15:00,32.00,2019-03-07,
2450,Volvo S90,Sedan,,2019-03-08,Gatwick International Airport,15:00,43.00,2019-03-07,True
2451,Audi A8,Sedan,Vancouver,2019-03-08,Pacific Central Station,12:30,32.00,2019-03-04,
2452,Dodge Charger,Sedan,Vancouver,2019-03-08,Pacific Central Station,12:30,31.00,2019-03-04,
2453,SEAT Cordoba,Sedan,Vancouver,2019-03-08,Pacific Central Station,12:30,27.00,2019-03-04,
2454,Skoda Octavia,Sedan,Vancouver,2019-03-08,YVR International Airport,12:30,33.00,2019-03-04,
2455,Subaru Impreza,Sedan,Vancouver,2019-03-08,Pacific Central Station,12:30,38.00,2019-03-04,
2456,Volvo S90,Sedan,Vancouver,2019-03-08,YVR International Airport,12:30,30.00,2019-03-04,
2457,Subaru Impreza,Sedan,,2019-03-08,Pacific Central Station,12:30,54.00,2019-03-04,True
2458,Buick Regal Sportback,Sedan,Phoenix,2019-03-14,Sky Harbor International Airport,18:30,28.00,2019-03-09,
2459,Dacia Duster,SUV,Phoenix,2019-03-14,Phoenix Union Station,18:30,43.00,2019-03-09,
2460,Fiat Panda,Hatchback,Phoenix,2019-03-14,Sky Harbor International Airport,18:30,30.00,2019-03-09,
2461,Hyundai Ioniq,Sedan,Phoenix,2019-03-14,Sky Harbor International Airport,18:30,32.00,2019-03-09,
2462,Mazda CX-5,SUV,Phoenix,2019-03-14,Sky Harbor International Airport,18:30,49.00,2019-03-09,
2463,Mitsubishi Outlander,SUV,Phoenix,2019-03-14,Sky Harbor International Airport,18:30,49.00,2019-03-09,
2464,Peugeot 208,Hatchback,Phoenix,2019-03-14,Sky Harbor International Airport,18:30,31.00,2019-03-09,
2465,Skoda Octavia,Sedan,Phoenix,2019-03-14,Phoenix Union Station,18:30,27.00,2019-03-09,
2466,Subaru Impreza,Sedan,Phoenix,2019-03-14,Sky Harbor International Airport,18:30,36.00,2019-03-09,
2467,Buick Regal Sportback,Sedan,,2019-03-14,Sky Harbor International Airport,18:30,28.00,2019-03-09,False
2468,Audi A8,Sedan,Delhi,2019-03-11,Indira Gandhi International Airport,18:30,29.00,2019-03-07,
2469,Fiat Panda,Hatchback,Delhi,2019-03-11,Indira Gandhi International Airport,18:30,26.00,2019-03-07,
2470,Ford Focus,Hatchback,Delhi,2019-03-11,Indira Gandhi International Airport,18:30,29.00,2019-03-07,
2471,Renault Clio,Hatchback,Delhi,2019-03-11,Indira Gandhi International Airport,18:30,30.00,2019-03-07,
2472,SEAT Cordoba,Sedan,Delhi,2019-03-11,Indira Gandhi International Airport,18:30,39.00,2019-03-07,
2473,SEAT Leon,Hatchback,Delhi,2019-03-11,Indira Gandhi International Airport,18:30,27.00,2019-03-07,
2474,Suzuki Grand Vitara,SUV,Delhi,2019-03-11,Indira Gandhi International Airport,18:30,45.00,2019-03-07,
2475,Volvo S90,Sedan,Delhi,2019-03-11,Indira Gandhi International Airport,18:30,32.00,2019-03-07,
2476,Volvo S90,Sedan,,2019-03-11,Indira Gandhi International Airport,18:30,32.00,2019-03-07,False
2477,Fiat Panda,Hatchback,Los Angeles,2019-03-05,LAX International Airport,15:30,29.00,2019-03-04,
2478,Ford Focus,Hatchback,Los Angeles,2019-03-05,Union Station,15:30,27.00,2019-03-04,
2479,Nissan Qashqai,Hatchback,Los Angeles,2019-03-05,LAX International Airport,15:30,24.00,2019-03-04,
2480,Renault Clio,Hatchback,Los Angeles,2019-03-05,LAX International Airport,15:30,26.00,2019-03-04,
2481,Fiat Panda,Hatchback,,2019-03-05,LAX International Airport,15:30,39.00,2019-03-04,True
2482,Dacia Duster,SUV,Los Angeles,2019-03-14,LAX International Airport,18:00,45.00,2019-03-11,
2483,Fiat Panda,Hatchback,Los Angeles,2019-03-14,LAX International Airport,18:00,30.00,2019-03-11,
2484,Ford Focus,Hatchback,Los Angeles,2019-03-14,Union Station,18:00,25.00,2019-03-11,
2485,GMC Terrain,SUV,Los Angeles,2019-03-14,Union Station,18:00,44.00,2019-03-11,
2486,Hyundai Ioniq,Sedan,Los Angeles,2019-03-14,LAX International Airport,18:00,31.00,2019-03-11,
2487,Lexus GS,Sedan,Los Angeles,2019-03-14,Union Station,18:00,36.00,2019-03-11,
2488,Mitsubishi Outlander,SUV,Los Angeles,2019-03-14,Union Station,18:00,42.00,2019-03-11,
2489,Nissan Qashqai,Hatchback,Los Angeles,2019-03-14,LAX International Airport,18:00,32.00,2019-03-11,
2490,Renault Clio,Hatchback,Los Angeles,2019-03-14,LAX International Airport,18:00,29.00,2019-03-11,
2491,SEAT Cordoba,Sedan,Los Angeles,2019-03-14,Union Station,18:00,32.00,2019-03-11,
2492,Skoda Kodiaq,SUV,,2019-03-14,LAX International Airport,18:00,48.00,2019-03-11,False
2493,Fiat Panda,Hatchback,Sydney,2019-03-12,Kingsford Smith International Airport,18:00,24.00,2019-03-11,
2494,Mazda 3,Hatchback,Sydney,2019-03-12,Kingsford Smith International Airport,18:00,29.00,2019-03-11,
2495,Peugeot 208,Hatchback,Sydney,2019-03-12,Kingsford Smith International Airport,18:00,34.00,2019-03-11,
2496,Vauxhaull Astra,Hatchback,Sydney,2019-03-12,Kingsford Smith International Airport,18:00,28.00,2019-03-11,
2497,Peugeot 208,Hatchback,,2019-03-12,Kingsford Smith International Airport,18:00,34.00,2019-03-11,False
2498,Alfa Romeo Stelvio,SUV,Long Beach,2019-03-10,LGB Airport,10:30,44.00,2019-03-09,
2499,Audi A8,Sedan,Long Beach,2019-03-10,LGB Airport,10:30,36.00,2019-03-09,
2500,Citroen C5,SUV,Long Beach,2019-03-10,LGB Airport,10:30,39.00,2019-03-09,
2501,Fiat Panda,Hatchback,Long Beach,2019-03-10,LGB Airport,10:30,31.00,2019-03-09,
2502,Hyundai Ioniq,Sedan,Long Beach,2019-03-10,LGB Airport,10:30,34.00,2019-03-09,
2503,Mazda 3,Hatchback,Long Beach,2019-03-10,LGB Airport,10:30,24.00,2019-03-09,
2504,Vauxhaull Astra,Hatchback,Long Beach,2019-03-10,LGB Airport,10:30,25.00,2019-03-09,
2505,Alfa Romeo Stelvio,SUV,Long Beach,2019-03-11,LGB Airport,10:30,36.00,2019-03-09,
2506,Audi A8,Sedan,Long Beach,2019-03-11,LGB Airport,10:30,27.00,2019-03-09,
2507,Citroen C5,SUV,Long Beach,2019-03-11,LGB Airport,10:30,42.00,2019-03-09,
2508,Fiat Panda,Hatchback,Long Beach,2019-03-11,LGB Airport,10:30,32.00,2019-03-09,
2509,Hyundai Ioniq,Sedan,Long Beach,2019-03-11,LGB Airport,10:30,28.00,2019-03-09,
2510,Mazda 3,Hatchback,Long Beach,2019-03-11,LGB Airport,10:30,32.00,2019-03-09,
2511,Citroen C5,SUV,,2019-03-11,LGB Airport,10:30,54.00,2019-03-09,True
2512,Fiat Panda,Hatchback,Chicago,2019-03-04,O'Hare International Airport,11:00,22.00,2019-03-02,
2513,Nissan Qashqai,Hatchback,Chicago,2019-03-04,Chicago Union Station,11:00,22.00,2019-03-02,
2514,Peugeot 208,Hatchback,Chicago,2019-03-04,Chicago Union Station,11:00,26.00,2019-03-02,
2515,SEAT Leon,Hatchback,Chicago,2019-03-04,O'Hare International Airport,11:00,30.00,2019-03-02,
2516,Vauxhaull Astra,Hatchback,Chicago,2019-03-04,Chicago Union Station,11:00,26.00,2019-03-02,
2517,SEAT Leon,Hatchback,,2019-03-04,O'Hare International Airport,11:00,42.00,2019-03-02,True
2518,Audi A8,Sedan,London,2019-03-10,Heathrow International Airport,15:00,31.00,2019-03-06,
2519,Buick Regal Sportback,Sedan,London,2019-03-10,Gatwick International Airport,15:00,33.00,2019-03-06,
2520,Hyundai Ioniq,Sedan,London,2019-03-10,Gatwick International Airport,15:00,34.00,2019-03-06,
2521,Lexus GS,Sedan,London,2019-03-10,Heathrow International Airport,15:00,31.00,2019-03-06,
2522,SEAT Cordoba,Sedan,London,2019-03-10,Heathrow International Airport,15:00,33.00,2019-03-06,
2523,Volvo S90,Sedan,London,2019-03-10,Heathrow International Airport,15:00,31.00,2019-03-06,
2524,Volvo S90,Sedan,,2019-03-10,Heathrow International Airport,15:00,47.00,2019-03-06,True
2525,Buick Regal Sportback,Sedan,Paris,2019-03-12,Charles de Gaulle International Airport,18:30,40.00,2019-03-11,
2526,Subaru Impreza,Sedan,Paris,2019-03-12,Charles de Gaulle International Airport,18:30,34.00,2019-03-11,
2527,Volvo S90,Sedan,Paris,2019-03-12,Charles de Gaulle International Airport,18:30,30.00,2019-03-11,
2528,Volvo S90,Sedan,,2019-03-12,Charles de Gaulle International Airport,18:30,30.00,2019-03-11,False
2529,Dacia Duster,SUV,Los Angeles,2019-03-12,LAX International Airport,18:30,47.00,2019-03-11,
2530,Fiat Panda,Hatchback,Los Angeles,2019-03-12,LAX International Airport,18:30,29.00,2019-03-11,
2531,Hyundai Ioniq,Sedan,Los Angeles,2019-03-12,LAX International Airport,18:30,31.00,2019-03-11,
2532,Nissan Qashqai,Hatchback,Los Angeles,2019-03-12,LAX International Airport,18:30,33.00,2019-03-11,
2533,Renault Clio,Hatchback,Los Angeles,2019-03-12,LAX International Airport,18:30,24.00,2019-03-11,
2534,Skoda Kodiaq,SUV,Los Angeles,2019-03-12,LAX International Airport,18:30,42.00,2019-03-11,
2535,Suzuki Grand Vitara,SUV,Los Angeles,2019-03-12,LAX International Airport,18:30,44.00,2019-03-11,
2536,Volvo S90,Sedan,Los Angeles,2019-03-12,LAX International Airport,18:30,33.00,2019-03-11,
2537,Volvo S90,Sedan,,2019-03-12,LAX International Airport,18:30,43.00,2019-03-11,True
2538,Hyundai Ioniq,Sedan,Los Angeles,2019-03-06,LAX International Airport,15:30,36.00,2019-03-02,
2539,Lexus GS,Sedan,Los Angeles,2019-03-06,Union Station,15:30,29.00,2019-03-02,
2540,SEAT Cordoba,Sedan,Los Angeles,2019-03-06,Union Station,15:30,28.00,2019-03-02,
2541,Volvo S90,Sedan,Los Angeles,2019-03-06,LAX International Airport,15:30,34.00,2019-03-02,
2542,Lexus GS,Sedan,,2019-03-06,Union Station,15:30,29.00,2019-03-02,False
2543,Audi A8,Sedan,San Francisco,2019-03-10,Salesforce Transit Center,12:00,31.00,2019-03-09,
2544,Buick Regal Sportback,Sedan,San Francisco,2019-03-10,Salesforce Transit Center,12:00,32.00,2019-03-09,
2545,Fiat Panda,Hatchback,San Francisco,2019-03-10,SFO International Airport,12:00,24.00,2019-03-09,
2546,GMC Terrain,SUV,San Francisco,2019-03-10,SFO International Airport,12:00,42.00,2019-03-09,
2547,Hyundai Ioniq,Sedan,San Francisco,2019-03-10,SFO International Airport,12:00,35.00,2019-03-09,
2548,Jaguar F-Pace,SUV,San Francisco,2019-03-10,Salesforce Transit Center,12:00,41.00,2019-03-09,
2549,Kia Ceed,Hatchback,San Francisco,2019-03-10,SFO International Airport,12:00,28.00,2019-03-09,
2550,Lexus GS,Sedan,San Francisco,2019-03-10,Salesforce Transit Center,12:00,30.00,2019-03-09,
2551,Mazda 3,Hatchback,San Francisco,2019-03-10,Salesforce Transit Center,12:00,31.00,2019-03-09,
2552,Mitsubishi Outlander,SUV,San Francisco,2019-03-10,SFO International Airport,12:00,47.00,2019-03-09,
2553,Buick Regal Sportback,Sedan,,2019-03-10,Salesforce Transit Center,12:00,42.00,2019-03-09,True
2554,Audi A8,Sedan,London,2019-03-07,Heathrow International Airport,09:30,30.00,2019-03-05,
2555,Buick Regal Sportback,Sedan,London,2019-03-07,Gatwick International Airport,09:30,31.00,2019-03-05,
2556,Citroen C5,SUV,London,2019-03-07,Heathrow International Airport,09:30,46.00,2019-03-05,
2557,Dacia Duster,SUV,London,2019-03-07,Heathrow International Airport,09:30,46.00,2019-03-05,
2558,Fiat Panda,Hatchback,London,2019-03-07,Heathrow International Airport,09:30,28.00,2019-03-05,
2559,Ford Focus,Hatchback,London,2019-03-07,Gatwick International Airport,09:30,27.00,2019-03-05,
2560,GMC Terrain,SUV,London,2019-03-07,Heathrow International Airport,09:30,48.00,2019-03-05,
2561,Hyundai Ioniq,Sedan,London,2019-03-07,Gatwick International Airport,09:30,32.00,2019-03-05,
2562,Lexus GS,Sedan,London,2019-03-07,Heathrow International Airport,09:30,40.00,2019-03-05,
2563,Mazda 3,Hatchback,London,2019-03-07,Gatwick International Airport,09:30,29.00,2019-03-05,
2564,Volvo S90,Sedan,,2019-03-07,Heathrow International Airport,09:30,32.00,2019-03-05,False
2565,GMC Terrain,SUV,San Francisco,2019-03-14,SFO International Airport,14:00,45.00,2019-03-11,
2566,Jaguar F-Pace,SUV,San Francisco,2019-03-14,Salesforce Transit Center,14:00,38.00,2019-03-11,
2567,Mitsubishi Outlander,SUV,San Francisco,2019-03-14,SFO International Airport,14:00,49.00,2019-03-11,
2568,Skoda Kodiaq,SUV,San Francisco,2019-03-14,SFO International Airport,14:00,34.00,2019-03-11,
2569,Mitsubishi Outlander,SUV,,2019-03-14,SFO International Airport,14:00,63.00,2019-03-11,True
2570,Audi A8,Sedan,London,2019-03-12,Heathrow International Airport,16:30,35.00,2019-03-09,
2571,Buick Regal Sportback,Sedan,London,2019-03-12,Gatwick International Airport,16:30,36.00,2019-03-09,
2572,Citroen C5,SUV,London,2019-03-12,Heathrow International Airport,16:30,43.00,2019-03-09,
2573,Dacia Duster,SUV,London,2019-03-12,Heathrow International Airport,16:30,50.00,2019-03-09,
2574,Fiat Panda,Hatchback,London,2019-03-12,Heathrow International Airport,16:30,31.00,2019-03-09,
2575,Ford Focus,Hatchback,London,2019-03-12,Gatwick International Airport,16:30,24.00,2019-03-09,
2576,GMC Terrain,SUV,London,2019-03-12,Heathrow International Airport,16:30,46.00,2019-03-09,
2577,Hyundai Ioniq,Sedan,London,2019-03-12,Gatwick International Airport,16:30,35.00,2019-03-09,
2578,Lexus GS,Sedan,London,2019-03-12,Heathrow International Airport,16:30,35.00,2019-03-09,
2579,Mazda 3,Hatchback,London,2019-03-12,Gatwick International Airport,16:30,29.00,2019-03-09,
2580,Fiat Panda,Hatchback,London,2019-03-10,Heathrow International Airport,16:30,30.00,2019-03-09,
2581,Ford Focus,Hatchback,London,2019-03-10,Gatwick International Airport,16:30,29.00,2019-03-09,
2582,Mazda 3,Hatchback,London,2019-03-10,Gatwick International Airport,16:30,27.00,2019-03-09,
2583,Nissan Qashqai,Hatchback,London,2019-03-10,Heathrow International Airport,16:30,26.00,2019-03-09,
2584,Renault Clio,Hatchback,London,2019-03-10,Gatwick International Airport,16:30,22.00,2019-03-09,
2585,SEAT Leon,Hatchback,London,2019-03-10,Gatwick International Airport,16:30,28.00,2019-03-09,
2586,Mazda 3,Hatchback,,2019-03-10,Gatwick International Airport,16:30,27.00,2019-03-09,False
2587,Alfa Romeo Stelvio,SUV,Paris,2019-03-10,Orly International Airport,17:00,37.00,2019-03-05,
2588,Buick Regal Sportback,Sedan,Paris,2019-03-10,Charles de Gaulle International Airport,17:00,33.00,2019-03-05,
2589,Ford Focus,Hatchback,Paris,2019-03-10,Charles de Gaulle International Airport,17:00,26.00,2019-03-05,
2590,Kia Ceed,Hatchback,Paris,2019-03-10,Charles de Gaulle International Airport,17:00,28.00,2019-03-05,
2591,Mitsubishi Outlander,SUV,Paris,2019-03-10,Charles de Gaulle International Airport,17:00,44.00,2019-03-05,
2592,Peugeot 208,Hatchback,Paris,2019-03-10,Orly International Airport,17:00,27.00,2019-03-05,
2593,Renault Clio,Hatchback,Paris,2019-03-10,Charles de Gaulle International Airport,17:00,29.00,2019-03-05,
2594,SEAT Leon,Hatchback,Paris,2019-03-10,Orly International Airport,17:00,30.00,2019-03-05,
2595,Subaru Impreza,Sedan,Paris,2019-03-10,Charles de Gaulle International Airport,17:00,34.00,2019-03-05,
2596,Suzuki Grand Vitara,SUV,Paris,2019-03-10,Charles de Gaulle International Airport,17:00,43.00,2019-03-05,
2597,Alfa Romeo Stelvio,SUV,,2019-03-10,Orly International Airport,17:00,37.00,2019-03-05,False
2598,Alfa Romeo Stelvio,SUV,New York,2019-03-12,Port Authority Station,13:30,45.00,2019-03-10,
2599,Audi A8,Sedan,New York,2019-03-12,JFK International Airport,13:30,35.00,2019-03-10,
2600,Buick Regal Sportback,Sedan,New York,2019-03-12,JFK International Airport,13:30,29.00,2019-03-10,
2601,Dodge Charger,Sedan,New York,2019-03-12,Grand Central Station,13:30,32.00,2019-03-10,
2602,Hyundai Ioniq,Sedan,New York,2019-03-12,Port Authority Station,13:30,29.00,2019-03-10,
2603,Jaguar F-Pace,SUV,New York,2019-03-12,JFK International Airport,13:30,41.00,2019-03-10,
2604,Kia Ceed,Hatchback,New York,2019-03-12,Port Authority Station,13:30,24.00,2019-03-10,
2605,Lexus GS,Sedan,New York,2019-03-12,Port Authority Station,13:30,28.00,2019-03-10,
2606,Peugeot 208,Hatchback,New York,2019-03-12,JFK International Airport,13:30,26.00,2019-03-10,
2607,Renault Clio,Hatchback,New York,2019-03-12,Grand Central Station,13:30,24.00,2019-03-10,
2608,Suzuki Grand Vitara,SUV,,2019-03-12,Port Authority Station,13:30,36.00,2019-03-10,False
2609,Audi A8,Sedan,London,2019-03-13,Heathrow International Airport,16:30,40.00,2019-03-07,
2610,Buick Regal Sportback,Sedan,London,2019-03-13,Gatwick International Airport,16:30,33.00,2019-03-07,
2611,Fiat Panda,Hatchback,London,2019-03-13,Heathrow International Airport,16:30,24.00,2019-03-07,
2612,Ford Focus,Hatchback,London,2019-03-13,Gatwick International Airport,16:30,29.00,2019-03-07,
2613,Nissan Qashqai,Hatchback,London,2019-03-13,Heathrow International Airport,16:30,32.00,2019-03-07,
2614,Renault Clio,Hatchback,London,2019-03-13,Gatwick International Airport,16:30,28.00,2019-03-07,
2615,SEAT Cordoba,Sedan,London,2019-03-13,Heathrow International Airport,16:30,33.00,2019-03-07,
2616,SEAT Leon,Hatchback,London,2019-03-13,Gatwick International Airport,16:30,31.00,2019-03-07,
2617,Skoda Kodiaq,SUV,London,2019-03-13,Gatwick International Airport,16:30,46.00,2019-03-07,
2618,Volvo S90,Sedan,London,2019-03-13,Heathrow International Airport,16:30,35.00,2019-03-07,
2619,Volvo S90,Sedan,,2019-03-13,Heathrow International Airport,16:30,55.00,2019-03-07,True
2620,Buick Regal Sportback,Sedan,Paris,2019-03-09,Charles de Gaulle International Airport,15:00,32.00,2019-03-03,
2621,Ford Focus,Hatchback,Paris,2019-03-09,Charles de Gaulle International Airport,15:00,24.00,2019-03-03,
2622,SEAT Leon,Hatchback,Paris,2019-03-09,Orly International Airport,15:00,30.00,2019-03-03,
2623,Suzuki Grand Vitara,SUV,Paris,2019-03-09,Charles de Gaulle International Airport,15:00,44.00,2019-03-03,
2624,Volvo S90,Sedan,Paris,2019-03-09,Charles de Gaulle International Airport,15:00,37.00,2019-03-03,
2625,Volvo S90,Sedan,,2019-03-09,Charles de Gaulle International Airport,15:00,37.00,2019-03-03,False
