,fare,from_location,from_station,leaving_date,leaving_time,to_location,to_station,transfers,travelers
3273,45,Los Angeles,Union Station,2019-03-09,13:30,San Francisco,Salesforce Transit Center,0,3
3274,50,Los Angeles,Union Station,2019-03-09,14:20,San Francisco,Salesforce Transit Center,0,3
3275,51,Los Angeles,Union Station,2019-03-09,14:40,San Francisco,Salesforce Transit Center,0,3
3276,48,Los Angeles,Union Station,2019-03-09,16:10,San Francisco,Salesforce Transit Center,0,3
3277,51,Los Angeles,Union Station,2019-03-09,19:00,San Francisco,Salesforce Transit Center,0,3
3278,45,Los Angeles,Union Station,2019-03-09,19:40,San Francisco,Salesforce Transit Center,0,3
3279,24,Los Angeles,Union Station,2019-03-13,07:40,San Diego,Santa Fe Depot,0,1
3280,26,Los Angeles,Union Station,2019-03-13,07:50,San Diego,Santa Fe Depot,0,1
3281,24,Los Angeles,Union Station,2019-03-13,09:20,San Diego,Santa Fe Depot,0,1
3282,28,Los Angeles,Union Station,2019-03-13,10:50,San Diego,Santa Fe Depot,0,1
3283,26,Los Angeles,Union Station,2019-03-13,11:20,San Diego,Santa Fe Depot,0,1
3284,25,Los Angeles,Union Station,2019-03-13,14:20,San Diego,Santa Fe Depot,0,1
3285,25,Los Angeles,Union Station,2019-03-13,15:00,San Diego,Santa Fe Depot,0,1
3286,31,Los Angeles,Union Station,2019-03-13,16:40,San Diego,Santa Fe Depot,0,1
3287,24,Los Angeles,Union Station,2019-03-13,16:50,San Diego,Santa Fe Depot,0,1
3288,27,Los Angeles,Union Station,2019-03-13,18:10,San Diego,Santa Fe Depot,0,1
3289,39,Fresno,Fresno Station,2019-03-03,12:40,Anaheim,Anaheim Intermodal Center,0,1
3290,40,Fresno,Fresno Station,2019-03-03,16:00,Anaheim,Anaheim Intermodal Center,0,1
3291,36,Fresno,Fresno Station,2019-03-03,18:00,Anaheim,Anaheim Intermodal Center,0,1
3292,41,Fresno,Fresno Station,2019-03-03,18:40,Anaheim,Anaheim Intermodal Center,0,1
3293,39,Portland,Portland Bus Station,2019-03-05,06:50,Vancouver,Pacific Central Station,0,1
3294,38,Portland,Portland Bus Station,2019-03-05,08:10,Vancouver,Pacific Central Station,0,1
3295,40,Portland,Portland Bus Station,2019-03-05,10:20,Vancouver,Pacific Central Station,0,1
3296,36,Portland,Portland Bus Station,2019-03-05,10:50,Vancouver,Pacific Central Station,0,1
3297,46,Portland,Portland Bus Station,2019-03-05,16:30,Vancouver,Pacific Central Station,0,1
3298,37,Portland,Portland Bus Station,2019-03-05,18:00,Vancouver,Pacific Central Station,0,1
3299,38,Portland,Portland Bus Station,2019-03-05,18:20,Vancouver,Pacific Central Station,0,1
3300,39,Portland,Portland Bus Station,2019-03-05,19:20,Vancouver,Pacific Central Station,0,1
3301,38,Fresno,Fresno Station,2019-03-09,12:40,Anaheim,Anaheim Intermodal Center,0,1
3302,43,Fresno,Fresno Station,2019-03-09,16:00,Anaheim,Anaheim Intermodal Center,0,1
3303,45,Fresno,Fresno Station,2019-03-09,18:00,Anaheim,Anaheim Intermodal Center,0,1
3304,41,Fresno,Fresno Station,2019-03-09,18:40,Anaheim,Anaheim Intermodal Center,0,1
3305,25,San Diego,Santa Fe Depot,2019-03-10,08:20,Long Beach,Downtown Station,0,1
3306,24,San Diego,Santa Fe Depot,2019-03-10,10:20,Long Beach,Downtown Station,0,1
3307,24,San Diego,Santa Fe Depot,2019-03-10,12:00,Long Beach,Downtown Station,0,1
3308,24,San Diego,Santa Fe Depot,2019-03-10,13:40,Long Beach,Downtown Station,0,1
3309,26,San Diego,Santa Fe Depot,2019-03-10,14:00,Long Beach,Downtown Station,0,1
3310,28,San Diego,Santa Fe Depot,2019-03-10,15:10,Long Beach,Downtown Station,0,1
3311,24,San Diego,Santa Fe Depot,2019-03-10,15:50,Long Beach,Downtown Station,0,1
3312,22,San Diego,Santa Fe Depot,2019-03-10,17:10,Long Beach,Downtown Station,0,1
3313,27,San Diego,Santa Fe Depot,2019-03-10,17:40,Long Beach,Downtown Station,0,1
3314,26,San Diego,Santa Fe Depot,2019-03-10,19:00,Long Beach,Downtown Station,0,1
3315,25,San Diego,Santa Fe Depot,2019-03-11,08:20,Long Beach,Downtown Station,0,1
3316,26,San Diego,Santa Fe Depot,2019-03-11,10:20,Long Beach,Downtown Station,0,1
3317,23,San Diego,Santa Fe Depot,2019-03-11,12:00,Long Beach,Downtown Station,0,1
3318,26,San Diego,Santa Fe Depot,2019-03-11,13:40,Long Beach,Downtown Station,0,1
3319,24,San Diego,Santa Fe Depot,2019-03-11,14:00,Long Beach,Downtown Station,0,1
3320,24,San Diego,Santa Fe Depot,2019-03-11,15:10,Long Beach,Downtown Station,0,1
3321,20,San Diego,Santa Fe Depot,2019-03-11,15:50,Long Beach,Downtown Station,0,1
3322,23,San Diego,Santa Fe Depot,2019-03-11,17:10,Long Beach,Downtown Station,0,1
3323,22,San Diego,Santa Fe Depot,2019-03-11,17:40,Long Beach,Downtown Station,0,1
3324,24,San Diego,Santa Fe Depot,2019-03-11,19:00,Long Beach,Downtown Station,0,1
3325,23,San Diego,Santa Fe Depot,2019-03-11,10:10,Anaheim,Anaheim Intermodal Center,0,1
3326,23,San Diego,Santa Fe Depot,2019-03-11,10:40,Anaheim,Anaheim Intermodal Center,0,1
3327,26,San Diego,Santa Fe Depot,2019-03-11,13:20,Anaheim,Anaheim Intermodal Center,0,1
3328,25,San Diego,Santa Fe Depot,2019-03-11,14:00,Anaheim,Anaheim Intermodal Center,0,1
3329,24,San Diego,Santa Fe Depot,2019-03-11,14:10,Anaheim,Anaheim Intermodal Center,0,1
3330,24,San Diego,Santa Fe Depot,2019-03-11,16:50,Anaheim,Anaheim Intermodal Center,0,1
3331,22,San Diego,Santa Fe Depot,2019-03-11,18:00,Anaheim,Anaheim Intermodal Center,0,1
3332,27,San Diego,Santa Fe Depot,2019-03-11,18:10,Anaheim,Anaheim Intermodal Center,0,1
3333,23,San Diego,Santa Fe Depot,2019-03-11,18:40,Anaheim,Anaheim Intermodal Center,0,1
3334,21,New York,Port Authority Station,2019-03-01,07:40,Philadelphia,Intercity Terminal,0,4
3335,26,New York,Port Authority Station,2019-03-01,08:00,Philadelphia,Intercity Terminal,0,4
3336,20,New York,Port Authority Station,2019-03-01,11:30,Philadelphia,Intercity Terminal,0,4
3337,20,New York,Port Authority Station,2019-03-01,14:10,Philadelphia,Intercity Terminal,0,4
3338,22,New York,Port Authority Station,2019-03-01,16:30,Philadelphia,Intercity Terminal,0,4
3339,26,New York,Port Authority Station,2019-03-01,18:30,Philadelphia,Intercity Terminal,0,4
3340,53,Los Angeles,Union Station,2019-03-12,11:20,Sacramento,Sacramento Valley Station,0,2
3341,54,Los Angeles,Union Station,2019-03-12,12:20,Sacramento,Sacramento Valley Station,0,2
3342,53,Los Angeles,Union Station,2019-03-12,15:30,Sacramento,Sacramento Valley Station,0,2
3343,34,Portland,Portland Bus Station,2019-03-01,08:40,Seattle,King Street Station,0,4
3344,31,Portland,Portland Bus Station,2019-03-01,09:30,Seattle,King Street Station,0,4
3345,28,Portland,Portland Bus Station,2019-03-01,10:10,Seattle,King Street Station,0,4
3346,32,Portland,Portland Bus Station,2019-03-01,11:00,Seattle,King Street Station,0,4
3347,32,Portland,Portland Bus Station,2019-03-01,12:40,Seattle,King Street Station,0,4
3348,28,Portland,Portland Bus Station,2019-03-01,13:30,Seattle,King Street Station,0,4
3349,28,Portland,Portland Bus Station,2019-03-01,17:40,Seattle,King Street Station,0,4
3350,34,Portland,Portland Bus Station,2019-03-01,17:50,Seattle,King Street Station,0,4
3351,24,San Diego,Santa Fe Depot,2019-03-01,06:10,Los Angeles,Union Station,0,4
3352,25,San Diego,Santa Fe Depot,2019-03-01,06:50,Los Angeles,Union Station,0,4
3353,27,San Diego,Santa Fe Depot,2019-03-01,08:30,Los Angeles,Union Station,0,4
3354,28,San Diego,Santa Fe Depot,2019-03-01,09:50,Los Angeles,Union Station,0,4
3355,24,San Diego,Santa Fe Depot,2019-03-01,10:00,Los Angeles,Union Station,0,4
3356,25,San Diego,Santa Fe Depot,2019-03-01,12:40,Los Angeles,Union Station,0,4
3357,26,San Diego,Santa Fe Depot,2019-03-01,12:50,Los Angeles,Union Station,0,4
3358,25,San Diego,Santa Fe Depot,2019-03-01,13:30,Los Angeles,Union Station,0,4
3359,28,San Diego,Santa Fe Depot,2019-03-01,14:10,Los Angeles,Union Station,0,4
3360,26,San Diego,Santa Fe Depot,2019-03-01,16:30,Los Angeles,Union Station,0,4
3361,24,San Diego,Santa Fe Depot,2019-03-11,06:10,Los Angeles,Union Station,0,4
3362,24,San Diego,Santa Fe Depot,2019-03-11,06:50,Los Angeles,Union Station,0,4
3363,27,San Diego,Santa Fe Depot,2019-03-11,08:30,Los Angeles,Union Station,0,4
3364,27,San Diego,Santa Fe Depot,2019-03-11,09:50,Los Angeles,Union Station,0,4
3365,26,San Diego,Santa Fe Depot,2019-03-11,10:00,Los Angeles,Union Station,0,4
3366,28,San Diego,Santa Fe Depot,2019-03-11,12:40,Los Angeles,Union Station,0,4
3367,26,San Diego,Santa Fe Depot,2019-03-11,12:50,Los Angeles,Union Station,0,4
3368,27,San Diego,Santa Fe Depot,2019-03-11,13:30,Los Angeles,Union Station,0,4
3369,22,San Diego,Santa Fe Depot,2019-03-11,14:10,Los Angeles,Union Station,0,4
3370,66,Anaheim,Anaheim Intermodal Center,2019-03-08,06:40,Sacramento,Sacramento Valley Station,1,2
3371,63,Anaheim,Anaheim Intermodal Center,2019-03-08,08:00,Sacramento,Sacramento Valley Station,1,2
3372,65,Anaheim,Anaheim Intermodal Center,2019-03-08,08:40,Sacramento,Sacramento Valley Station,1,2
3373,72,Anaheim,Anaheim Intermodal Center,2019-03-08,10:10,Sacramento,Sacramento Valley Station,1,2
3374,69,Anaheim,Anaheim Intermodal Center,2019-03-08,11:40,Sacramento,Sacramento Valley Station,1,2
3375,63,Anaheim,Anaheim Intermodal Center,2019-03-08,11:50,Sacramento,Sacramento Valley Station,1,2
3376,58,Anaheim,Anaheim Intermodal Center,2019-03-08,12:10,Sacramento,Sacramento Valley Station,1,2
3377,56,Anaheim,Anaheim Intermodal Center,2019-03-08,13:30,Sacramento,Sacramento Valley Station,1,2
3378,54,Anaheim,Anaheim Intermodal Center,2019-03-08,13:50,Sacramento,Sacramento Valley Station,1,2
3379,67,Anaheim,Anaheim Intermodal Center,2019-03-08,14:00,Sacramento,Sacramento Valley Station,1,2
3380,46,San Francisco,Salesforce Transit Center,2019-03-08,07:00,Los Angeles,Union Station,0,1
3381,45,San Francisco,Salesforce Transit Center,2019-03-08,07:40,Los Angeles,Union Station,0,1
3382,43,San Francisco,Salesforce Transit Center,2019-03-08,08:40,Los Angeles,Union Station,0,1
3383,43,San Francisco,Salesforce Transit Center,2019-03-08,08:50,Los Angeles,Union Station,0,1
3384,47,San Francisco,Salesforce Transit Center,2019-03-08,10:40,Los Angeles,Union Station,0,1
3385,41,San Francisco,Salesforce Transit Center,2019-03-08,11:10,Los Angeles,Union Station,0,1
3386,39,San Francisco,Salesforce Transit Center,2019-03-08,13:10,Los Angeles,Union Station,0,1
3387,45,San Francisco,Salesforce Transit Center,2019-03-08,14:10,Los Angeles,Union Station,0,1
3388,50,San Francisco,Salesforce Transit Center,2019-03-08,16:20,Los Angeles,Union Station,0,1
3389,52,San Francisco,Salesforce Transit Center,2019-03-08,17:50,Los Angeles,Union Station,0,1
3390,21,Sacramento,Sacramento Valley Station,2019-03-03,07:40,San Francisco,Salesforce Transit Center,0,4
3391,21,Sacramento,Sacramento Valley Station,2019-03-03,08:30,San Francisco,Salesforce Transit Center,0,4
3392,22,Sacramento,Sacramento Valley Station,2019-03-03,10:20,San Francisco,Salesforce Transit Center,0,4
3393,24,Sacramento,Sacramento Valley Station,2019-03-03,10:50,San Francisco,Salesforce Transit Center,0,4
3394,22,Sacramento,Sacramento Valley Station,2019-03-03,11:00,San Francisco,Salesforce Transit Center,0,4
3395,23,Sacramento,Sacramento Valley Station,2019-03-03,12:50,San Francisco,Salesforce Transit Center,0,4
3396,23,Sacramento,Sacramento Valley Station,2019-03-03,13:00,San Francisco,Salesforce Transit Center,0,4
3397,24,Sacramento,Sacramento Valley Station,2019-03-03,13:20,San Francisco,Salesforce Transit Center,0,4
3398,23,Sacramento,Sacramento Valley Station,2019-03-03,17:50,San Francisco,Salesforce Transit Center,0,4
3399,22,Sacramento,Sacramento Valley Station,2019-03-03,18:00,San Francisco,Salesforce Transit Center,0,4
3400,67,Long Beach,Downtown Station,2019-03-10,06:50,Sacramento,Sacramento Valley Station,1,1
3401,71,Long Beach,Downtown Station,2019-03-10,07:00,Sacramento,Sacramento Valley Station,1,1
3402,62,Long Beach,Downtown Station,2019-03-10,08:30,Sacramento,Sacramento Valley Station,1,1
3403,70,Long Beach,Downtown Station,2019-03-10,10:20,Sacramento,Sacramento Valley Station,1,1
3404,70,Long Beach,Downtown Station,2019-03-10,10:30,Sacramento,Sacramento Valley Station,1,1
3405,62,Long Beach,Downtown Station,2019-03-10,10:40,Sacramento,Sacramento Valley Station,1,1
3406,59,Long Beach,Downtown Station,2019-03-10,13:40,Sacramento,Sacramento Valley Station,1,1
3407,59,Long Beach,Downtown Station,2019-03-10,13:50,Sacramento,Sacramento Valley Station,1,1
3408,57,Long Beach,Downtown Station,2019-03-10,15:20,Sacramento,Sacramento Valley Station,1,1
3409,34,Vancouver,Pacific Central Station,2019-03-04,09:20,Portland,Portland Bus Station,0,3
3410,39,Vancouver,Pacific Central Station,2019-03-04,09:30,Portland,Portland Bus Station,0,3
3411,39,Vancouver,Pacific Central Station,2019-03-04,15:10,Portland,Portland Bus Station,0,3
3412,42,Vancouver,Pacific Central Station,2019-03-04,16:10,Portland,Portland Bus Station,0,3
3413,40,Vancouver,Pacific Central Station,2019-03-04,16:50,Portland,Portland Bus Station,0,3
3414,43,Vancouver,Pacific Central Station,2019-03-04,17:10,Portland,Portland Bus Station,0,3
3415,41,Vancouver,Pacific Central Station,2019-03-04,18:20,Portland,Portland Bus Station,0,3
3416,37,Vancouver,Pacific Central Station,2019-03-04,19:20,Portland,Portland Bus Station,0,3
3417,49,San Francisco,Salesforce Transit Center,2019-03-05,07:50,Long Beach,Downtown Station,0,1
3418,46,San Francisco,Salesforce Transit Center,2019-03-05,08:50,Long Beach,Downtown Station,0,1
3419,48,San Francisco,Salesforce Transit Center,2019-03-05,09:10,Long Beach,Downtown Station,0,1
3420,49,San Francisco,Salesforce Transit Center,2019-03-05,10:30,Long Beach,Downtown Station,0,1
3421,49,San Francisco,Salesforce Transit Center,2019-03-05,15:20,Long Beach,Downtown Station,0,1
3422,48,San Francisco,Salesforce Transit Center,2019-03-05,16:30,Long Beach,Downtown Station,0,1
3423,43,San Francisco,Salesforce Transit Center,2019-03-05,17:00,Long Beach,Downtown Station,0,1
3424,33,Fresno,Fresno Station,2019-03-11,07:00,San Francisco,Salesforce Transit Center,0,2
3425,33,Fresno,Fresno Station,2019-03-11,07:50,San Francisco,Salesforce Transit Center,0,2
3426,37,Fresno,Fresno Station,2019-03-11,09:00,San Francisco,Salesforce Transit Center,0,2
3427,32,Fresno,Fresno Station,2019-03-11,10:20,San Francisco,Salesforce Transit Center,0,2
3428,29,Fresno,Fresno Station,2019-03-11,11:20,San Francisco,Salesforce Transit Center,0,2
3429,32,Fresno,Fresno Station,2019-03-11,12:20,San Francisco,Salesforce Transit Center,0,2
3430,33,Fresno,Fresno Station,2019-03-11,13:10,San Francisco,Salesforce Transit Center,0,2
3431,35,Fresno,Fresno Station,2019-03-11,13:30,San Francisco,Salesforce Transit Center,0,2
3432,30,Fresno,Fresno Station,2019-03-11,16:50,San Francisco,Salesforce Transit Center,0,2
3433,21,Sacramento,Sacramento Valley Station,2019-03-12,07:40,San Francisco,Salesforce Transit Center,0,1
3434,21,Sacramento,Sacramento Valley Station,2019-03-12,08:30,San Francisco,Salesforce Transit Center,0,1
3435,21,Sacramento,Sacramento Valley Station,2019-03-12,10:20,San Francisco,Salesforce Transit Center,0,1
3436,25,Sacramento,Sacramento Valley Station,2019-03-12,10:50,San Francisco,Salesforce Transit Center,0,1
3437,22,Sacramento,Sacramento Valley Station,2019-03-12,11:00,San Francisco,Salesforce Transit Center,0,1
3438,22,Sacramento,Sacramento Valley Station,2019-03-12,12:50,San Francisco,Salesforce Transit Center,0,1
3439,22,Sacramento,Sacramento Valley Station,2019-03-12,13:00,San Francisco,Salesforce Transit Center,0,1
3440,22,Sacramento,Sacramento Valley Station,2019-03-12,13:20,San Francisco,Salesforce Transit Center,0,1
3441,24,Sacramento,Sacramento Valley Station,2019-03-12,17:50,San Francisco,Salesforce Transit Center,0,1
3442,20,Sacramento,Sacramento Valley Station,2019-03-12,18:00,San Francisco,Salesforce Transit Center,0,1
3443,49,Los Angeles,Union Station,2019-03-09,06:20,San Francisco,Salesforce Transit Center,0,1
3444,40,Los Angeles,Union Station,2019-03-09,08:20,San Francisco,Salesforce Transit Center,0,1
3445,51,Los Angeles,Union Station,2019-03-09,08:30,San Francisco,Salesforce Transit Center,0,1
3446,48,Los Angeles,Union Station,2019-03-09,09:50,San Francisco,Salesforce Transit Center,0,1
3447,45,Los Angeles,Union Station,2019-03-09,13:30,San Francisco,Salesforce Transit Center,0,1
3448,50,Los Angeles,Union Station,2019-03-09,14:20,San Francisco,Salesforce Transit Center,0,1
3449,51,Los Angeles,Union Station,2019-03-09,14:40,San Francisco,Salesforce Transit Center,0,1
3450,48,Los Angeles,Union Station,2019-03-09,16:10,San Francisco,Salesforce Transit Center,0,1
3451,51,Los Angeles,Union Station,2019-03-09,19:00,San Francisco,Salesforce Transit Center,0,1
3452,45,Los Angeles,Union Station,2019-03-09,19:40,San Francisco,Salesforce Transit Center,0,1
3453,49,Los Angeles,Union Station,2019-03-09,06:20,San Francisco,Salesforce Transit Center,0,2
3454,40,Los Angeles,Union Station,2019-03-09,08:20,San Francisco,Salesforce Transit Center,0,2
3455,51,Los Angeles,Union Station,2019-03-09,08:30,San Francisco,Salesforce Transit Center,0,2
3456,48,Los Angeles,Union Station,2019-03-09,09:50,San Francisco,Salesforce Transit Center,0,2
3457,45,Los Angeles,Union Station,2019-03-09,13:30,San Francisco,Salesforce Transit Center,0,2
3458,50,Los Angeles,Union Station,2019-03-09,14:20,San Francisco,Salesforce Transit Center,0,2
3459,51,Los Angeles,Union Station,2019-03-09,14:40,San Francisco,Salesforce Transit Center,0,2
3460,48,Los Angeles,Union Station,2019-03-09,16:10,San Francisco,Salesforce Transit Center,0,2
3461,51,Los Angeles,Union Station,2019-03-09,19:00,San Francisco,Salesforce Transit Center,0,2
3462,66,Long Beach,Downtown Station,2019-03-05,06:50,Sacramento,Sacramento Valley Station,1,4
3463,70,Long Beach,Downtown Station,2019-03-05,07:00,Sacramento,Sacramento Valley Station,1,4
3464,67,Long Beach,Downtown Station,2019-03-05,08:30,Sacramento,Sacramento Valley Station,1,4
3465,70,Long Beach,Downtown Station,2019-03-05,10:20,Sacramento,Sacramento Valley Station,1,4
3466,63,Long Beach,Downtown Station,2019-03-05,10:30,Sacramento,Sacramento Valley Station,1,4
3467,56,Long Beach,Downtown Station,2019-03-05,10:40,Sacramento,Sacramento Valley Station,1,4
3468,52,Long Beach,Downtown Station,2019-03-05,13:40,Sacramento,Sacramento Valley Station,1,4
3469,52,Long Beach,Downtown Station,2019-03-05,13:50,Sacramento,Sacramento Valley Station,1,4
3470,52,Long Beach,Downtown Station,2019-03-05,15:20,Sacramento,Sacramento Valley Station,1,4
3471,11,Long Beach,Downtown Station,2019-03-08,06:40,Los Angeles,Union Station,0,3
3472,12,Long Beach,Downtown Station,2019-03-08,07:40,Los Angeles,Union Station,0,3
3473,10,Long Beach,Downtown Station,2019-03-08,10:40,Los Angeles,Union Station,0,3
3474,12,Long Beach,Downtown Station,2019-03-08,11:30,Los Angeles,Union Station,0,3
3475,11,Long Beach,Downtown Station,2019-03-08,12:50,Los Angeles,Union Station,0,3
3476,9,Long Beach,Downtown Station,2019-03-08,13:40,Los Angeles,Union Station,0,3
3477,11,Long Beach,Downtown Station,2019-03-08,13:50,Los Angeles,Union Station,0,3
3478,11,Long Beach,Downtown Station,2019-03-08,15:20,Los Angeles,Union Station,0,3
3479,11,Long Beach,Downtown Station,2019-03-08,16:00,Los Angeles,Union Station,0,3
3480,12,Long Beach,Downtown Station,2019-03-08,16:30,Los Angeles,Union Station,0,3
3481,22,New York,Port Authority Station,2019-03-04,19:40,Philadelphia,Intercity Terminal,0,2
3482,71,Long Beach,Downtown Station,2019-03-04,06:50,Sacramento,Sacramento Valley Station,1,1
3483,72,Long Beach,Downtown Station,2019-03-04,07:00,Sacramento,Sacramento Valley Station,1,1
3484,72,Long Beach,Downtown Station,2019-03-04,08:30,Sacramento,Sacramento Valley Station,1,1
3485,68,Long Beach,Downtown Station,2019-03-04,10:20,Sacramento,Sacramento Valley Station,1,1
3486,64,Long Beach,Downtown Station,2019-03-04,10:30,Sacramento,Sacramento Valley Station,1,1
3487,48,Long Beach,Downtown Station,2019-03-04,10:40,Sacramento,Sacramento Valley Station,1,1
3488,59,Long Beach,Downtown Station,2019-03-04,13:40,Sacramento,Sacramento Valley Station,1,1
3489,59,Long Beach,Downtown Station,2019-03-04,13:50,Sacramento,Sacramento Valley Station,1,1
3490,59,Long Beach,Downtown Station,2019-03-04,15:20,Sacramento,Sacramento Valley Station,1,1
3491,27,Seattle,King Street Station,2019-03-12,06:40,Vancouver,Pacific Central Station,0,1
3492,31,Seattle,King Street Station,2019-03-12,07:40,Vancouver,Pacific Central Station,0,1
3493,26,Seattle,King Street Station,2019-03-12,08:40,Vancouver,Pacific Central Station,0,1
3494,23,Seattle,King Street Station,2019-03-12,08:50,Vancouver,Pacific Central Station,0,1
3495,24,Seattle,King Street Station,2019-03-12,10:10,Vancouver,Pacific Central Station,0,1
3496,26,Seattle,King Street Station,2019-03-12,12:30,Vancouver,Pacific Central Station,0,1
3497,26,Seattle,King Street Station,2019-03-12,14:00,Vancouver,Pacific Central Station,0,1
3498,26,Seattle,King Street Station,2019-03-12,16:20,Vancouver,Pacific Central Station,0,1
3499,31,Seattle,King Street Station,2019-03-12,19:10,Vancouver,Pacific Central Station,0,1
3500,11,Long Beach,Downtown Station,2019-03-01,06:40,Los Angeles,Union Station,0,4
3501,10,Long Beach,Downtown Station,2019-03-01,07:40,Los Angeles,Union Station,0,4
3502,10,Long Beach,Downtown Station,2019-03-01,10:40,Los Angeles,Union Station,0,4
3503,13,Long Beach,Downtown Station,2019-03-01,11:30,Los Angeles,Union Station,0,4
3504,11,Long Beach,Downtown Station,2019-03-01,12:50,Los Angeles,Union Station,0,4
3505,11,Long Beach,Downtown Station,2019-03-01,13:40,Los Angeles,Union Station,0,4
3506,11,Long Beach,Downtown Station,2019-03-01,13:50,Los Angeles,Union Station,0,4
3507,12,Long Beach,Downtown Station,2019-03-01,15:20,Los Angeles,Union Station,0,4
3508,13,Long Beach,Downtown Station,2019-03-01,16:00,Los Angeles,Union Station,0,4
3509,54,Anaheim,Anaheim Intermodal Center,2019-03-11,08:00,San Francisco,Salesforce Transit Center,0,1
3510,46,Anaheim,Anaheim Intermodal Center,2019-03-11,10:10,San Francisco,Salesforce Transit Center,0,1
3511,48,Anaheim,Anaheim Intermodal Center,2019-03-11,11:40,San Francisco,Salesforce Transit Center,0,1
3512,49,Anaheim,Anaheim Intermodal Center,2019-03-11,11:50,San Francisco,Salesforce Transit Center,0,1
3513,46,Anaheim,Anaheim Intermodal Center,2019-03-11,14:00,San Francisco,Salesforce Transit Center,0,1
3514,54,Anaheim,Anaheim Intermodal Center,2019-03-11,16:40,San Francisco,Salesforce Transit Center,0,1
3515,36,Fresno,Fresno Station,2019-03-03,09:50,Long Beach,Downtown Station,0,1
3516,38,Fresno,Fresno Station,2019-03-03,12:30,Long Beach,Downtown Station,0,1
3517,40,Fresno,Fresno Station,2019-03-03,13:40,Long Beach,Downtown Station,0,1
3518,39,Fresno,Fresno Station,2019-03-03,17:10,Long Beach,Downtown Station,0,1
3519,42,Fresno,Fresno Station,2019-03-03,18:40,Long Beach,Downtown Station,0,1
3520,34,Fresno,Fresno Station,2019-03-03,19:00,Long Beach,Downtown Station,0,1
3521,23,San Diego,Santa Fe Depot,2019-03-08,06:10,Los Angeles,Union Station,0,2
3522,26,San Diego,Santa Fe Depot,2019-03-08,06:50,Los Angeles,Union Station,0,2
3523,28,San Diego,Santa Fe Depot,2019-03-08,08:30,Los Angeles,Union Station,0,2
3524,25,San Diego,Santa Fe Depot,2019-03-08,09:50,Los Angeles,Union Station,0,2
3525,27,San Diego,Santa Fe Depot,2019-03-08,10:00,Los Angeles,Union Station,0,2
3526,28,San Diego,Santa Fe Depot,2019-03-08,12:40,Los Angeles,Union Station,0,2
3527,24,San Diego,Santa Fe Depot,2019-03-08,12:50,Los Angeles,Union Station,0,2
3528,26,San Diego,Santa Fe Depot,2019-03-08,13:30,Los Angeles,Union Station,0,2
3529,23,San Diego,Santa Fe Depot,2019-03-08,14:10,Los Angeles,Union Station,0,2
3530,23,San Diego,Santa Fe Depot,2019-03-08,16:30,Los Angeles,Union Station,0,2
3531,13,Los Angeles,Union Station,2019-03-02,07:00,Anaheim,Anaheim Intermodal Center,0,1
3532,13,Los Angeles,Union Station,2019-03-02,11:10,Anaheim,Anaheim Intermodal Center,0,1
3533,11,Los Angeles,Union Station,2019-03-02,13:30,Anaheim,Anaheim Intermodal Center,0,1
3534,11,Los Angeles,Union Station,2019-03-02,13:50,Anaheim,Anaheim Intermodal Center,0,1
3535,11,Los Angeles,Union Station,2019-03-02,15:00,Anaheim,Anaheim Intermodal Center,0,1
3536,13,Los Angeles,Union Station,2019-03-02,15:40,Anaheim,Anaheim Intermodal Center,0,1
3537,12,Los Angeles,Union Station,2019-03-02,15:50,Anaheim,Anaheim Intermodal Center,0,1
3538,12,Los Angeles,Union Station,2019-03-02,17:30,Anaheim,Anaheim Intermodal Center,0,1
3539,12,Los Angeles,Union Station,2019-03-02,18:30,Anaheim,Anaheim Intermodal Center,0,1
3540,12,Los Angeles,Union Station,2019-03-02,19:10,Anaheim,Anaheim Intermodal Center,0,1
3541,23,Seattle,King Street Station,2019-03-03,06:40,Vancouver,Pacific Central Station,0,1
3542,21,Seattle,King Street Station,2019-03-03,07:40,Vancouver,Pacific Central Station,0,1
3543,27,Seattle,King Street Station,2019-03-03,08:40,Vancouver,Pacific Central Station,0,1
3544,31,Seattle,King Street Station,2019-03-03,08:50,Vancouver,Pacific Central Station,0,1
3545,31,Seattle,King Street Station,2019-03-03,10:10,Vancouver,Pacific Central Station,0,1
3546,24,Seattle,King Street Station,2019-03-03,12:30,Vancouver,Pacific Central Station,0,1
3547,25,Seattle,King Street Station,2019-03-03,14:00,Vancouver,Pacific Central Station,0,1
3548,28,Seattle,King Street Station,2019-03-03,16:20,Vancouver,Pacific Central Station,0,1
3549,27,Seattle,King Street Station,2019-03-03,19:10,Vancouver,Pacific Central Station,0,1
3550,66,Long Beach,Downtown Station,2019-03-02,06:50,Sacramento,Sacramento Valley Station,1,1
3551,70,Long Beach,Downtown Station,2019-03-02,07:00,Sacramento,Sacramento Valley Station,1,1
3552,66,Long Beach,Downtown Station,2019-03-02,08:30,Sacramento,Sacramento Valley Station,1,1
3553,69,Long Beach,Downtown Station,2019-03-02,10:20,Sacramento,Sacramento Valley Station,1,1
3554,66,Long Beach,Downtown Station,2019-03-02,10:30,Sacramento,Sacramento Valley Station,1,1
3555,58,Long Beach,Downtown Station,2019-03-02,10:40,Sacramento,Sacramento Valley Station,1,1
3556,53,Long Beach,Downtown Station,2019-03-02,13:40,Sacramento,Sacramento Valley Station,1,1
