,airlines,departure_date,destination,destination_airport,fare,is_redeye,number_stops,origin,origin_airport,outbound_arrival_time,outbound_departure_time,passengers,seating_class,inbound_arrival_time,inbound_departure_time,return_date
1037,American Airlines,2019-03-06,Seattle,Seattle-Tacoma International Airport,59,False,0,Portland,PDX International Airport,22:13,21:15,1,Economy,,,
1038,Southwest Airlines,2019-03-06,Seattle,Seattle-Tacoma International Airport,70,False,0,Portland,PDX International Airport,05:38,04:40,1,Economy,,,
1039,United Airlines,2019-03-06,Seattle,Seattle-Tacoma International Airport,83,False,0,Portland,PDX International Airport,08:13,07:15,1,Economy,,,
1040,American Airlines,2019-03-07,Washington,Dulles International Airport,87,False,0,New York,JFK International Airport,12:05,10:55,1,Economy,,,
1041,Southwest Airlines,2019-03-07,Washington,Dulles International Airport,88,False,0,New York,JFK International Airport,19:05,17:55,1,Economy,,,
1042,United Airlines,2019-03-07,Washington,Dulles International Airport,84,False,0,New York,JFK International Airport,06:20,05:10,1,Economy,,,
1043,American Airlines,2019-03-07,Philadelphia,PHL International Airport,136,False,1,Washington,Dulles International Airport,19:46,17:10,1,Economy,,,
1044,Southwest Airlines,2019-03-07,Philadelphia,PHL International Airport,131,False,1,Washington,Dulles International Airport,20:31,17:45,1,Economy,,,
1045,United Airlines,2019-03-07,Philadelphia,PHL International Airport,233,True,1,Washington,Dulles International Airport,00:51,20:40,1,Economy,,,
1046,American Airlines,2019-03-02,New York,JFK International Airport,88,False,0,Washington,Dulles International Airport,07:15,06:05,1,Economy,,,
1047,Southwest Airlines,2019-03-02,New York,JFK International Airport,83,False,0,Washington,Dulles International Airport,18:00,16:50,1,Economy,,,
1048,Air France,2019-03-03,Los Angeles,LAX International Airport,226,True,0,Paris,Charles de Gaulle International Airport,01:33,21:15,3,Economy,,,
1049,American Airlines,2019-03-03,Los Angeles,LAX International Airport,444,False,1,Paris,Charles de Gaulle International Airport,11:50,04:05,3,Economy,,,
1050,Delta Airlines,2019-03-03,Los Angeles,LAX International Airport,278,False,0,Paris,Charles de Gaulle International Airport,23:58,19:40,3,Economy,,,
1051,Alaska Airlines,2019-03-03,Los Angeles,LAX International Airport,119,False,0,San Diego,SAN International Airport,16:14,15:20,3,Premium Economy,,,
1052,American Airlines,2019-03-03,Los Angeles,LAX International Airport,107,False,0,San Diego,SAN International Airport,20:24,19:30,3,Premium Economy,,,
1053,Delta Airlines,2019-03-03,Los Angeles,LAX International Airport,114,False,0,San Diego,SAN International Airport,17:54,17:00,3,Premium Economy,,,
1054,Alaska Airlines,2019-03-03,San Francisco,SFO International Airport,176,False,0,San Diego,SAN International Airport,12:50,11:10,3,Premium Economy,,,
1055,Delta Airlines,2019-03-03,San Francisco,SFO International Airport,150,False,0,San Diego,SAN International Airport,21:35,19:55,3,Premium Economy,,,
1056,Southwest Airlines,2019-03-03,San Francisco,SFO International Airport,152,False,0,San Diego,SAN International Airport,08:40,07:00,3,Premium Economy,,,
1057,American Airlines,2019-03-06,Washington,Dulles International Airport,80,False,0,New York,JFK International Airport,07:15,06:05,1,Economy,,,
1058,Delta Airlines,2019-03-06,Washington,Dulles International Airport,76,False,0,New York,JFK International Airport,08:30,07:20,1,Economy,,,
1059,Southwest Airlines,2019-03-06,Washington,Dulles International Airport,88,False,0,New York,JFK International Airport,15:45,14:35,1,Economy,,,
1060,United Airlines,2019-03-06,Washington,Dulles International Airport,72,False,0,New York,JFK International Airport,06:20,05:10,1,Economy,,,
1061,Alaska Airlines,2019-03-01,Vancouver,YVR International Airport,275,False,1,Seattle,Seattle-Tacoma International Airport,23:44,15:45,1,Economy,,,
1062,American Airlines,2019-03-01,Vancouver,YVR International Airport,233,False,1,Seattle,Seattle-Tacoma International Airport,19:49,08:15,1,Economy,,,
1063,Delta Airlines,2019-03-01,Vancouver,YVR International Airport,243,False,1,Seattle,Seattle-Tacoma International Airport,19:49,08:45,1,Economy,,,
1064,Southwest Airlines,2019-03-01,Vancouver,YVR International Airport,284,False,1,Seattle,Seattle-Tacoma International Airport,13:59,05:25,1,Economy,,,
1065,United Airlines,2019-03-01,Vancouver,YVR International Airport,253,False,1,Seattle,Seattle-Tacoma International Airport,19:49,12:30,1,Economy,,,
1066,Alaska Airlines,2019-03-04,Los Angeles,LAX International Airport,93,False,0,San Francisco,SFO International Airport,20:35,19:10,1,Economy,,,
1067,American Airlines,2019-03-04,Los Angeles,LAX International Airport,76,False,0,San Francisco,SFO International Airport,17:15,15:50,1,Economy,,,
1068,Southwest Airlines,2019-03-04,Los Angeles,LAX International Airport,99,False,0,San Francisco,SFO International Airport,14:15,12:50,1,Economy,,,
1069,United Airlines,2019-03-04,Los Angeles,LAX International Airport,98,False,0,San Francisco,SFO International Airport,10:40,09:15,1,Economy,,,
1070,Alaska Airlines,2019-03-14,Las Vegas,McCarran International Airport,88,False,0,Los Angeles,LAX International Airport,21:30,20:20,1,Economy,,,
1071,American Airlines,2019-03-14,Las Vegas,McCarran International Airport,92,False,0,Los Angeles,LAX International Airport,21:35,20:25,1,Economy,,,
1072,Delta Airlines,2019-03-14,Las Vegas,McCarran International Airport,82,False,0,Los Angeles,LAX International Airport,23:25,22:15,1,Economy,,,
1073,Southwest Airlines,2019-03-14,Las Vegas,McCarran International Airport,156,False,1,Los Angeles,LAX International Airport,15:34,13:00,1,Economy,,,
1074,United Airlines,2019-03-14,Las Vegas,McCarran International Airport,68,False,0,Los Angeles,LAX International Airport,09:15,08:05,1,Economy,,,
1075,American Airlines,2019-03-09,New York,JFK International Airport,100,False,0,Washington,Dulles International Airport,07:15,06:05,2,Economy,,,
1076,Southwest Airlines,2019-03-09,New York,JFK International Airport,80,False,0,Washington,Dulles International Airport,18:55,17:45,2,Economy,,,
1077,Alaska Airlines,2019-03-07,San Diego,SAN International Airport,66,False,0,Los Angeles,LAX International Airport,08:24,07:30,1,Economy,,,
1078,American Airlines,2019-03-07,San Diego,SAN International Airport,67,False,0,Los Angeles,LAX International Airport,08:34,07:40,1,Economy,,,
1079,Southwest Airlines,2019-03-07,San Diego,SAN International Airport,76,False,0,Los Angeles,LAX International Airport,16:19,15:25,1,Economy,,,
1080,United Airlines,2019-03-07,San Diego,SAN International Airport,57,False,0,Los Angeles,LAX International Airport,12:34,11:40,1,Economy,,,
1081,Delta Airlines,2019-03-04,Portland,PDX International Airport,277,False,1,Vancouver,YVR International Airport,19:00,12:20,1,Economy,,,
1082,Alaska Airlines,2019-03-03,San Francisco,SFO International Airport,101,False,0,San Diego,SAN International Airport,18:50,17:10,4,Economy,,,
1083,American Airlines,2019-03-03,San Francisco,SFO International Airport,113,False,0,San Diego,SAN International Airport,23:00,21:20,4,Economy,,,
1084,Delta Airlines,2019-03-03,San Francisco,SFO International Airport,102,False,0,San Diego,SAN International Airport,21:35,19:55,4,Economy,,,
1085,Southwest Airlines,2019-03-03,San Francisco,SFO International Airport,111,False,0,San Diego,SAN International Airport,08:40,07:00,4,Economy,,,
1086,United Airlines,2019-03-03,San Francisco,SFO International Airport,113,False,0,San Diego,SAN International Airport,09:00,07:20,4,Economy,,,
1087,American Airlines,2019-03-01,San Francisco,SFO International Airport,117,False,0,Las Vegas,McCarran International Airport,12:30,10:55,1,Economy,,,
1088,Delta Airlines,2019-03-01,San Francisco,SFO International Airport,106,True,0,Las Vegas,McCarran International Airport,00:25,22:50,1,Economy,,,
1089,Southwest Airlines,2019-03-01,San Francisco,SFO International Airport,163,False,1,Las Vegas,McCarran International Airport,18:15,14:35,1,Economy,,,
1090,United Airlines,2019-03-01,San Francisco,SFO International Airport,97,False,0,Las Vegas,McCarran International Airport,16:40,15:05,1,Economy,,,
1091,American Airlines,2019-03-05,Seattle,Seattle-Tacoma International Airport,74,False,0,Portland,PDX International Airport,06:58,06:00,1,Economy,,,
1092,Delta Airlines,2019-03-05,Seattle,Seattle-Tacoma International Airport,73,False,0,Portland,PDX International Airport,10:33,09:35,1,Economy,,,
1093,Southwest Airlines,2019-03-05,Seattle,Seattle-Tacoma International Airport,72,False,0,Portland,PDX International Airport,05:38,04:40,1,Economy,,,
1094,United Airlines,2019-03-05,Seattle,Seattle-Tacoma International Airport,74,False,0,Portland,PDX International Airport,08:13,07:15,1,Economy,,,
1095,Southwest Airlines,2019-03-04,Vancouver,YVR International Airport,250,False,1,Seattle,Seattle-Tacoma International Airport,13:59,05:25,1,Economy,,,
1096,American Airlines,2019-03-01,Vancouver,YVR International Airport,227,False,1,Portland,PDX International Airport,15:32,10:45,1,Economy,,,
1097,Southwest Airlines,2019-03-01,Vancouver,YVR International Airport,243,False,1,Portland,PDX International Airport,20:12,15:15,1,Economy,,,
1098,United Airlines,2019-03-01,Vancouver,YVR International Airport,250,False,1,Portland,PDX International Airport,20:12,10:35,1,Economy,,,
1099,American Airlines,2019-03-10,Washington,Dulles International Airport,81,False,0,New York,JFK International Airport,07:15,06:05,1,Economy,,,
1100,Delta Airlines,2019-03-10,Washington,Dulles International Airport,79,False,0,New York,JFK International Airport,08:30,07:20,1,Economy,,,
1101,Southwest Airlines,2019-03-10,Washington,Dulles International Airport,97,False,0,New York,JFK International Airport,19:05,17:55,1,Economy,,,
1102,United Airlines,2019-03-10,Washington,Dulles International Airport,80,False,0,New York,JFK International Airport,06:20,05:10,1,Economy,,,
1103,American Airlines,2019-03-05,Philadelphia,PHL International Airport,55,False,0,New York,JFK International Airport,08:46,07:55,1,Economy,,,
1104,Delta Airlines,2019-03-05,Philadelphia,PHL International Airport,62,False,0,New York,JFK International Airport,12:01,11:10,1,Economy,,,
1105,Southwest Airlines,2019-03-05,Philadelphia,PHL International Airport,57,False,0,New York,JFK International Airport,05:46,04:55,1,Economy,,,
1106,United Airlines,2019-03-05,Philadelphia,PHL International Airport,55,False,0,New York,JFK International Airport,11:36,10:45,1,Economy,,,
1107,United Airlines,2019-03-01,Philadelphia,PHL International Airport,186,False,1,Atlanta,Hartsfield-Jackson International Airport,16:36,12:50,4,Economy,09:42,04:45,2019-03-06
1108,Delta Airlines,2019-03-02,Philadelphia,PHL International Airport,378,True,1,London,Heathrow International Airport,21:06,08:00,1,Economy,10:14,14:20,2019-03-13
1109,United Airlines,2019-03-02,Philadelphia,PHL International Airport,290,True,1,London,Heathrow International Airport,10:56,00:25,1,Economy,06:37,12:55,2019-03-13
1110,Delta Airlines,2019-03-10,Chicago,O'Hare International Airport,246,False,1,Vancouver,YVR International Airport,09:26,02:50,1,Economy,18:01,11:55,2019-03-12
1111,United Airlines,2019-03-10,Chicago,O'Hare International Airport,317,True,1,Vancouver,YVR International Airport,04:57,18:05,1,Economy,19:49,12:45,2019-03-12
1112,Alaska Airlines,2019-03-03,Portland,PDX International Airport,129,False,0,Los Angeles,LAX International Airport,07:45,05:15,4,Economy,12:40,10:10,2019-03-12
1113,American Airlines,2019-03-03,Portland,PDX International Airport,202,False,1,Los Angeles,LAX International Airport,09:33,05:20,4,Economy,11:02,06:00,2019-03-12
1114,Delta Airlines,2019-03-03,Portland,PDX International Airport,208,False,1,Los Angeles,LAX International Airport,14:03,09:15,4,Economy,15:17,09:35,2019-03-12
1115,Southwest Airlines,2019-03-03,Portland,PDX International Airport,131,False,0,Los Angeles,LAX International Airport,19:00,16:30,4,Economy,19:25,16:55,2019-03-12
1116,United Airlines,2019-03-03,Portland,PDX International Airport,164,True,1,Los Angeles,LAX International Airport,16:04,11:40,4,Economy,02:20,23:50,2019-03-12
1117,American Airlines,2019-03-04,New York,JFK International Airport,233,True,1,Los Angeles,LAX International Airport,03:30,18:20,1,Economy,19:57,15:40,2019-03-10
1118,Delta Airlines,2019-03-04,New York,JFK International Airport,251,True,1,Los Angeles,LAX International Airport,00:19,13:40,1,Economy,10:40,07:30,2019-03-10
1119,Southwest Airlines,2019-03-04,New York,JFK International Airport,240,False,1,Los Angeles,LAX International Airport,18:34,07:20,1,Economy,10:00,06:50,2019-03-10
1120,United Airlines,2019-03-04,New York,JFK International Airport,251,True,1,Los Angeles,LAX International Airport,05:25,20:15,1,Economy,19:57,14:40,2019-03-10
1121,Delta Airlines,2019-03-10,Philadelphia,PHL International Airport,144,True,0,Chicago,O'Hare International Airport,00:51,21:40,2,Economy,13:31,12:20,2019-03-13
1122,Delta Airlines,2019-03-03,New York,JFK International Airport,320,False,1,Vancouver,YVR International Airport,18:34,02:50,2,Economy,11:11,06:00,2019-03-14
1123,Delta Airlines,2019-03-01,Phoenix,Sky Harbor International Airport,328,True,1,Sydney,Kingsford Smith International Airport,13:38,17:50,4,Economy,16:01,11:55,2019-03-05
1124,United Airlines,2019-03-01,Phoenix,Sky Harbor International Airport,317,True,1,Sydney,Kingsford Smith International Airport,13:38,22:05,4,Economy,13:32,07:15,2019-03-05
1125,American Airlines,2019-03-04,San Diego,SAN International Airport,136,False,1,Phoenix,Sky Harbor International Airport,09:34,06:25,3,Economy,16:35,15:15,2019-03-06
1126,Delta Airlines,2019-03-04,San Diego,SAN International Airport,100,True,0,Phoenix,Sky Harbor International Airport,00:05,22:45,3,Economy,18:25,17:05,2019-03-06
1127,Southwest Airlines,2019-03-04,San Diego,SAN International Airport,104,False,0,Phoenix,Sky Harbor International Airport,22:55,21:35,3,Economy,14:40,13:20,2019-03-06
1128,Southwest Airlines,2019-03-02,Los Angeles,LAX International Airport,106,False,0,San Francisco,SFO International Airport,08:10,06:45,1,Economy,23:45,22:20,2019-03-10
1129,Alaska Airlines,2019-03-03,San Diego,SAN International Airport,106,False,0,San Francisco,SFO International Airport,07:50,06:10,4,Economy,12:50,11:10,2019-03-14
1130,American Airlines,2019-03-05,Phoenix,Sky Harbor International Airport,387,True,1,London,Heathrow International Airport,01:18,15:05,3,Economy,06:04,07:35,2019-03-08
1131,American Airlines,2019-03-01,Los Angeles,LAX International Airport,355,True,1,Paris,Charles de Gaulle International Airport,14:15,04:05,4,Economy,07:58,09:40,2019-03-13
1132,Delta Airlines,2019-03-01,Los Angeles,LAX International Airport,361,True,1,Paris,Charles de Gaulle International Airport,00:32,17:35,4,Economy,06:43,08:25,2019-03-13
1133,Alaska Airlines,2019-03-01,San Francisco,SFO International Airport,129,False,0,Seattle,Seattle-Tacoma International Airport,14:11,12:00,3,Economy,17:06,14:55,2019-03-12
1134,American Airlines,2019-03-01,San Francisco,SFO International Airport,148,True,0,Seattle,Seattle-Tacoma International Airport,00:36,22:25,3,Economy,16:26,14:15,2019-03-12
1135,Delta Airlines,2019-03-01,San Francisco,SFO International Airport,136,False,0,Seattle,Seattle-Tacoma International Airport,08:21,06:10,3,Economy,10:11,08:00,2019-03-12
1136,Southwest Airlines,2019-03-01,San Francisco,SFO International Airport,141,True,0,Seattle,Seattle-Tacoma International Airport,00:01,21:50,3,Economy,10:36,08:25,2019-03-12
1137,United Airlines,2019-03-01,San Francisco,SFO International Airport,136,False,0,Seattle,Seattle-Tacoma International Airport,22:41,20:30,3,Economy,15:21,13:10,2019-03-12
1138,American Airlines,2019-03-01,San Francisco,SFO International Airport,198,True,0,New York,JFK International Airport,20:11,16:45,1,Economy,05:56,20:30,2019-03-09
1139,Delta Airlines,2019-03-01,San Francisco,SFO International Airport,215,False,0,New York,JFK International Airport,18:01,14:35,1,Economy,20:21,10:55,2019-03-09
1140,Southwest Airlines,2019-03-01,San Francisco,SFO International Airport,225,True,0,New York,JFK International Airport,16:56,13:30,1,Economy,05:36,20:10,2019-03-09
1141,United Airlines,2019-03-01,San Francisco,SFO International Airport,212,False,0,New York,JFK International Airport,09:31,06:05,1,Economy,15:16,05:50,2019-03-09
1142,American Airlines,2019-03-04,Atlanta,Hartsfield-Jackson International Airport,209,True,0,Seattle,Seattle-Tacoma International Airport,06:17,21:45,2,Economy,00:07,21:35,2019-03-09
1143,Delta Airlines,2019-03-04,Atlanta,Hartsfield-Jackson International Airport,189,True,0,Seattle,Seattle-Tacoma International Airport,08:22,23:50,2,Economy,18:52,16:20,2019-03-09
1144,Southwest Airlines,2019-03-04,Atlanta,Hartsfield-Jackson International Airport,336,False,1,Seattle,Seattle-Tacoma International Airport,17:19,05:25,2,Economy,18:05,13:35,2019-03-09
1145,United Airlines,2019-03-04,Atlanta,Hartsfield-Jackson International Airport,195,True,0,Seattle,Seattle-Tacoma International Airport,01:27,16:55,2,Economy,13:27,10:55,2019-03-09
1146,American Airlines,2019-03-01,New York,JFK International Airport,311,True,1,Seattle,Seattle-Tacoma International Airport,02:14,16:00,1,Economy,20:45,15:40,2019-03-07
1147,Delta Airlines,2019-03-01,New York,JFK International Airport,308,True,1,Seattle,Seattle-Tacoma International Airport,01:09,15:15,1,Economy,11:45,06:00,2019-03-07
1148,Southwest Airlines,2019-03-01,New York,JFK International Airport,343,False,1,Seattle,Seattle-Tacoma International Airport,18:40,05:25,1,Economy,14:47,08:40,2019-03-07
1149,United Airlines,2019-03-01,New York,JFK International Airport,314,False,1,Seattle,Seattle-Tacoma International Airport,23:20,10:10,1,Economy,10:48,05:10,2019-03-07
1150,American Airlines,2019-03-01,New York,JFK International Airport,203,True,0,San Francisco,SFO International Airport,05:56,20:30,1,Economy,20:11,16:45,2019-03-12
1151,American Airlines,2019-03-01,Chicago,O'Hare International Airport,297,True,1,Mexico City,Benito Juarez International Airport,20:12,08:05,4,Economy,00:44,17:20,2019-03-06
1152,Delta Airlines,2019-03-01,Chicago,O'Hare International Airport,279,False,1,Mexico City,Benito Juarez International Airport,21:04,15:00,4,Economy,14:04,08:30,2019-03-06
1153,United Airlines,2019-03-01,Chicago,O'Hare International Airport,267,False,1,Mexico City,Benito Juarez International Airport,05:36,00:20,4,Economy,20:05,10:35,2019-03-06
1154,Delta Airlines,2019-03-01,New York,JFK International Airport,215,True,0,Los Angeles,LAX International Airport,08:05,22:55,3,Economy,10:40,07:30,2019-03-05
1155,Delta Airlines,2019-03-06,New York,JFK International Airport,311,False,1,Vancouver,YVR International Airport,14:24,02:50,2,Economy,11:11,06:00,2019-03-10
1156,Southwest Airlines,2019-03-04,Los Angeles,LAX International Airport,235,False,1,Atlanta,Hartsfield-Jackson International Airport,15:29,13:30,1,Economy,23:41,13:40,2019-03-14
1157,American Airlines,2019-03-01,San Francisco,SFO International Airport,259,False,1,Chicago,O'Hare International Airport,20:11,12:30,3,Economy,22:07,15:20,2019-03-14
1158,Delta Airlines,2019-03-01,San Francisco,SFO International Airport,186,True,0,Chicago,O'Hare International Airport,13:27,10:40,3,Economy,04:52,22:05,2019-03-14
1159,Southwest Airlines,2019-03-01,San Francisco,SFO International Airport,195,True,0,Chicago,O'Hare International Airport,07:22,04:35,3,Economy,00:37,17:50,2019-03-14
1160,United Airlines,2019-03-01,San Francisco,SFO International Airport,183,True,0,Chicago,O'Hare International Airport,06:47,04:00,3,Economy,04:57,22:10,2019-03-14
1161,Delta Airlines,2019-03-01,Seattle,Seattle-Tacoma International Airport,163,False,0,Los Angeles,LAX International Airport,09:37,06:50,4,Economy,11:32,08:45,2019-03-11
1162,American Airlines,2019-03-01,Seattle,Seattle-Tacoma International Airport,153,True,0,Los Angeles,LAX International Airport,02:32,23:45,4,Economy,11:02,08:15,2019-03-14
1163,American Airlines,2019-03-05,New York,JFK International Airport,124,False,0,Chicago,O'Hare International Airport,15:49,12:30,3,Economy,06:44,05:25,2019-03-12
1164,Delta Airlines,2019-03-05,New York,JFK International Airport,131,False,0,Chicago,O'Hare International Airport,12:34,09:15,3,Economy,07:19,06:00,2019-03-12
1165,Southwest Airlines,2019-03-05,New York,JFK International Airport,140,True,0,Chicago,O'Hare International Airport,01:09,21:50,3,Economy,05:39,04:20,2019-03-12
1166,United Airlines,2019-03-05,New York,JFK International Airport,141,True,0,Chicago,O'Hare International Airport,00:19,21:00,3,Economy,15:59,14:40,2019-03-12
1167,American Airlines,2019-03-01,Chicago,O'Hare International Airport,127,False,0,Philadelphia,PHL International Airport,11:21,10:10,2,Economy,21:51,18:40,2019-03-08
1168,Delta Airlines,2019-03-01,Chicago,O'Hare International Airport,144,True,0,Philadelphia,PHL International Airport,13:31,12:20,2,Economy,00:51,21:40,2019-03-08
1169,Southwest Airlines,2019-03-01,Chicago,O'Hare International Airport,123,True,0,Philadelphia,PHL International Airport,21:46,20:35,2,Economy,00:16,21:05,2019-03-08
1170,United Airlines,2019-03-01,Chicago,O'Hare International Airport,152,False,1,Philadelphia,PHL International Airport,12:41,11:30,2,Economy,19:46,15:15,2019-03-08
1171,Delta Airlines,2019-03-02,London,Heathrow International Airport,344,True,1,Philadelphia,PHL International Airport,10:14,14:20,3,Economy,21:06,08:00,2019-03-12
1172,American Airlines,2019-03-01,Toronto,Toronto Pearson International Airport,228,False,1,Atlanta,Hartsfield-Jackson International Airport,20:28,15:25,2,Economy,14:56,10:05,2019-03-13
1173,Delta Airlines,2019-03-01,Toronto,Toronto Pearson International Airport,224,False,1,Atlanta,Hartsfield-Jackson International Airport,17:08,07:50,2,Economy,14:56,07:15,2019-03-13
1174,American Airlines,2019-03-01,Seattle,Seattle-Tacoma International Airport,150,True,0,Los Angeles,LAX International Airport,02:32,23:45,4,Economy,11:02,08:15,2019-03-10
1175,American Airlines,2019-03-01,Las Vegas,McCarran International Airport,224,False,1,Portland,PDX International Airport,09:45,05:00,2,Economy,21:05,16:40,2019-03-08
1176,Delta Airlines,2019-03-01,Las Vegas,McCarran International Airport,221,True,1,Portland,PDX International Airport,22:09,16:40,2,Economy,00:04,19:50,2019-03-08
1177,Southwest Airlines,2019-03-01,Las Vegas,McCarran International Airport,225,False,1,Portland,PDX International Airport,21:35,16:55,2,Economy,14:13,09:55,2019-03-08
1178,American Airlines,2019-03-07,San Diego,SAN International Airport,203,False,1,Seattle,Seattle-Tacoma International Airport,12:34,08:15,1,Economy,08:13,04:10,2019-03-13
1179,Delta Airlines,2019-03-07,San Diego,SAN International Airport,238,False,1,Seattle,Seattle-Tacoma International Airport,12:00,06:10,1,Economy,16:21,11:05,2019-03-13
1180,American Airlines,2019-03-02,Los Angeles,LAX International Airport,276,True,1,New York,JFK International Airport,19:57,15:40,3,Economy,03:30,18:20,2019-03-10
1181,Delta Airlines,2019-03-02,Los Angeles,LAX International Airport,196,True,0,New York,JFK International Airport,10:40,07:30,3,Economy,08:05,22:55,2019-03-10
1182,Southwest Airlines,2019-03-02,Los Angeles,LAX International Airport,265,False,1,New York,JFK International Airport,11:50,08:40,3,Economy,18:34,07:05,2019-03-10
1183,United Airlines,2019-03-02,Los Angeles,LAX International Airport,249,True,1,New York,JFK International Airport,11:40,06:05,3,Economy,05:25,20:15,2019-03-10
1184,American Airlines,2019-03-03,New York,JFK International Airport,221,False,1,Mexico City,Benito Juarez International Airport,16:36,12:05,4,Economy,16:14,11:20,2019-03-11
1185,Delta Airlines,2019-03-03,New York,JFK International Airport,190,False,0,Mexico City,Benito Juarez International Airport,19:31,15:00,4,Economy,23:16,20:45,2019-03-11
1186,United Airlines,2019-03-03,New York,JFK International Airport,173,False,0,Mexico City,Benito Juarez International Airport,12:56,08:25,4,Economy,19:31,17:00,2019-03-11
1187,Delta Airlines,2019-03-01,New York,JFK International Airport,321,True,0,Nairobi,Jomo Kenyatta International Airport,07:57,21:50,1,Economy,17:57,17:50,2019-03-13
1188,American Airlines,2019-03-02,New York,JFK International Airport,66,False,0,Philadelphia,PHL International Airport,17:36,16:45,1,Economy,16:36,15:45,2019-03-05
1189,Delta Airlines,2019-03-02,New York,JFK International Airport,66,False,0,Philadelphia,PHL International Airport,17:31,16:40,1,Economy,19:46,18:55,2019-03-05
1190,Southwest Airlines,2019-03-02,New York,JFK International Airport,66,False,0,Philadelphia,PHL International Airport,08:36,07:45,1,Economy,05:46,04:55,2019-03-05
1191,United Airlines,2019-03-02,New York,JFK International Airport,58,False,0,Philadelphia,PHL International Airport,05:36,04:45,1,Economy,10:56,10:05,2019-03-05
1192,American Airlines,2019-03-07,New York,JFK International Airport,218,True,0,San Francisco,SFO International Airport,05:56,20:30,4,Economy,20:11,16:45,2019-03-14
1193,Delta Airlines,2019-03-07,New York,JFK International Airport,199,False,0,San Francisco,SFO International Airport,20:21,10:55,4,Economy,18:01,14:35,2019-03-14
1194,Southwest Airlines,2019-03-07,New York,JFK International Airport,227,True,0,San Francisco,SFO International Airport,06:46,21:20,4,Economy,21:21,17:55,2019-03-14
1195,United Airlines,2019-03-07,New York,JFK International Airport,210,False,0,San Francisco,SFO International Airport,15:16,05:50,4,Economy,09:31,06:05,2019-03-14
1196,Delta Airlines,2019-03-08,Atlanta,Hartsfield-Jackson International Airport,350,True,1,Paris,Charles de Gaulle International Airport,23:41,17:35,2,Economy,06:17,09:20,2019-03-13
1197,American Airlines,2019-03-05,Phoenix,Sky Harbor International Airport,108,False,0,Los Angeles,LAX International Airport,09:18,07:50,4,Economy,09:03,07:35,2019-03-08
1198,Southwest Airlines,2019-03-05,Phoenix,Sky Harbor International Airport,101,False,0,Los Angeles,LAX International Airport,13:38,12:10,4,Economy,08:33,07:05,2019-03-08
1199,United Airlines,2019-03-05,Phoenix,Sky Harbor International Airport,106,False,0,Los Angeles,LAX International Airport,12:33,11:05,4,Economy,08:43,07:15,2019-03-08
1200,American Airlines,2019-03-02,Phoenix,Sky Harbor International Airport,160,False,1,San Francisco,SFO International Airport,12:49,08:10,2,Economy,08:22,06:15,2019-03-04
1201,Delta Airlines,2019-03-02,Phoenix,Sky Harbor International Airport,119,False,0,San Francisco,SFO International Airport,07:57,05:50,2,Economy,14:02,11:55,2019-03-04
1202,Southwest Airlines,2019-03-02,Phoenix,Sky Harbor International Airport,132,True,0,San Francisco,SFO International Airport,01:17,23:10,2,Economy,08:07,06:00,2019-03-04
1203,United Airlines,2019-03-02,Phoenix,Sky Harbor International Airport,138,True,0,San Francisco,SFO International Airport,15:47,13:40,2,Economy,01:57,23:50,2019-03-04
1204,Delta Airlines,2019-03-07,Atlanta,Hartsfield-Jackson International Airport,264,False,1,Vancouver,YVR International Airport,17:19,03:20,3,Economy,18:01,15:20,2019-03-09
1205,United Airlines,2019-03-07,Atlanta,Hartsfield-Jackson International Airport,207,False,0,Vancouver,YVR International Airport,11:56,03:15,3,Economy,14:56,12:15,2019-03-09
1206,American Airlines,2019-03-03,Atlanta,Hartsfield-Jackson International Airport,133,False,0,New York,JFK International Airport,13:42,11:20,1,Economy,08:47,06:25,2019-03-14
1207,Delta Airlines,2019-03-03,Atlanta,Hartsfield-Jackson International Airport,138,False,0,New York,JFK International Airport,13:47,11:25,1,Economy,18:02,15:40,2019-03-14
1208,Southwest Airlines,2019-03-03,Atlanta,Hartsfield-Jackson International Airport,176,True,1,New York,JFK International Airport,01:11,21:50,1,Economy,11:42,09:20,2019-03-14
1209,United Airlines,2019-03-03,Atlanta,Hartsfield-Jackson International Airport,143,False,0,New York,JFK International Airport,10:42,08:20,1,Economy,15:12,12:50,2019-03-14
1210,United Airlines,2019-03-06,Chicago,O'Hare International Airport,183,True,0,Seattle,Seattle-Tacoma International Airport,00:25,17:55,2,Economy,18:20,15:50,2019-03-10
1211,American Airlines,2019-03-01,Philadelphia,PHL International Airport,373,True,1,London,Heathrow International Airport,00:16,14:05,4,Economy,03:14,10:10,2019-03-12
1212,American Airlines,2019-03-11,San Francisco,SFO International Airport,171,False,0,Mexico City,Benito Juarez International Airport,16:38,14:55,4,Economy,19:03,13:20,2019-03-13
1213,United Airlines,2019-03-11,San Francisco,SFO International Airport,261,False,1,Mexico City,Benito Juarez International Airport,23:45,20:45,4,Economy,20:05,09:15,2019-03-13
1214,Delta Airlines,2019-03-03,New York,JFK International Airport,302,False,1,Vancouver,YVR International Airport,18:34,02:50,2,Economy,11:11,06:00,2019-03-10
1215,United Airlines,2019-03-03,New York,JFK International Airport,322,False,1,Vancouver,YVR International Airport,15:12,03:15,2,Economy,18:01,08:20,2019-03-10
1216,American Airlines,2019-03-09,New York,JFK International Airport,266,True,1,Los Angeles,LAX International Airport,03:30,18:20,1,Economy,19:57,15:40,2019-03-13
