,check_in_date,destination,has_wifi,hotel_name,number_of_days,number_of_rooms,phone_number,price_per_night,star_rating,street_address
1570,2019-03-02,Toronto,False,Town Inn Suites,1,1,+1 416-964-3311,96,3,620 Church Street
1571,2019-03-01,Phoenix,True,The Westin Phoenix Downtown,1,1,+1 602-429-3500,132,4,333 North Central Avenue
1572,2019-03-04,London,False,Abc Hyde Park Hotel,2,1,+44 20 7706 4660,186,3,121 Sussex Gardens
1573,2019-03-11,Los Angeles,True,Intercontinental Los Angeles Downtown,1,1,+1 213-688-7777,456,4,900 Wilshire Boulevard
1574,2019-03-06,London,False,Holiday Inn Express London - Swiss Cottage,1,2,+44 20 7433 6666,210,3,152-156 Finchley Road
1575,2019-03-09,Los Angeles,True,Best Western Plus San Pedro Hotel & Suites,2,1,+1 310-514-1414,60,3,"111 South Gaffey Street, San Pedro, California 90731, United States"
1576,2019-03-08,San Francisco,True,Parc 55 San Francisco - A Hilton Hotel,1,2,+1 415-392-8000,240,4,55 Cyril Magnin Street
1577,2019-03-09,New York,True,The Local Nyc,4,1,+1 347-738-5251,52,2,"1302 44th Avenue, Long Island City"
1578,2019-03-04,San Diego,True,Blue Sea Beach Hotel,2,1,+1 858-488-4700,96,3,707 Pacific Beach Drive
1579,2019-03-01,London,False,Me London,1,1,+44 20 7395 3400,160,5,Strand
1580,2019-03-06,Los Angeles,True,Inn At Venice Beach,2,1,+1 310-821-2557,84,3,"327 West Washington Boulevard, Venice, California 90291, United States"
1581,2019-03-07,Sydney,False,Qt Bondi,2,1,+61 2 8362 3900,128,4,"6 Beach Road, Bondi Beach New South Wales 2026, Australia"
1582,2019-03-02,London,False,Hotel Indigo London - Paddington,4,1,+44 20 7706 4444,432,4,12 to 20 London Street
1583,2019-03-06,Delhi,False,Andaz Delhi - A Concept By Hyatt,3,1,+91 11 4903 1234,320,5,"Asset, Street Number 1, New Delhi"
1584,2019-03-03,New York,True,Hyatt Place Long Island City/New York City,3,1,+1 929-208-3100,204,3,"27-03 43rd Avenue, Long Island City"
1585,2019-03-03,Phoenix,True,Embassy Suites By Hilton Phoenix Downtown North,2,1,+1 602-222-1111,96,3,10 East Thomas Road
1586,2019-03-08,Portland,True,Residence Inn By Marriott Portland Downtown/Pearl District,4,1,+1 503-220-1339,198,3,1150 Northwest 9th Avenue
1587,2019-03-05,New York,True,Adria Hotel & Conference Center,2,2,+1 718-631-5900,126,3,"221-17 Northern Boulevard, Bayside"
1588,2019-03-07,Paris,False,La Clef Louvre Paris,3,1,+33 1 55 35 28 00,310,5,"8 Rue de Richelieu, 75001"
1589,2019-03-08,Portland,True,Courtyard By Marriott Portland Airport,3,2,+1 503-252-3200,243,3,11550 Northeast Airport Way
1590,2019-03-02,San Diego,True,San Diego Marriott La Jolla,1,1,+1 858-587-1414,264,4,"4240 La Jolla Village Drive, La Jolla, California 92037, United States"
1591,2019-03-06,New York,True,The Kimberly Hotel,1,1,+1 800-683-0400,136,4,145 East 50th Street
1592,2019-03-11,New York,True,Seton Hotel,1,1,+1 866-697-3866,144,3,144 East 40th Street
1593,2019-03-07,Philadelphia,True,Sofitel Philadelphia At Rittenhouse Square,1,1,+1 215-569-8300,300,4,120 South 17th Street
1594,2019-03-06,San Francisco,True,Hotel Zeppelin San Francisco,1,3,+1 415-563-0303,336,4,545 Post Street
1595,2019-03-02,Seattle,True,Kimpton Hotel Monaco Seattle,1,1,+1 206-621-1770,208,4,1101 4th Avenue
1596,2019-03-01,Los Angeles,True,Doubletree By Hilton Hotel San Pedro - Port Of Los Angeles,2,1,+1 310-514-3344,84,3,"2800 Via Cabrillo-Marina, San Pedro, California 90731, United States"
1597,2019-03-06,Sydney,False,Mantra 2 Bond Street,3,1,+61 131517,360,4,"Mantra 2 Bond Street Cnr George Street &, Bond Street"
1598,2019-03-11,Atlanta,True,The American Hotel Atlanta Downtown - A Doubletree By Hilton,3,1,+1 404-688-8600,288,3,160 Ted Turner Drive Northwest
1599,2019-03-01,New York,True,Hyatt Place New York/Midtown -South,4,2,+1 212-239-9100,192,3,52 West 36th Street
1600,2019-03-06,New York,True,World Center Hotel,1,1,+1 212-577-2933,240,4,144 Washington Street
1601,2019-03-06,Portland,True,"Country Inn & Suites By Radisson, Portland International Airport, Or",1,1,+1 503-255-2700,78,3,7025 Northeast Alderwood Road
1602,2019-03-02,Delhi,False,"Vivanta New Delhi, Dwarka",3,2,+91 11 6600 3000,192,4,"Metro Station Road, Sector 21, New Delhi"
1603,2019-03-08,Toronto,False,Templar Hotel,2,1,+1 416-479-0847,108,3,348 Adelaide Street West
1604,2019-03-09,London,False,St Christopher'S Inn Village | Hostel In London Bridge,1,1,+44 20 7939 9710,102,1,165 Borough High Street
1605,2019-03-03,New York,True,Refinery Hotel,3,1,+1 646-664-0310,84,4,63 West 38th Street
1606,2019-03-02,Delhi,False,Holiday Inn New Delhi International Airport,1,1,+91 11 4222 2000,152,4,"Aerocity Access Road, Aerocity, Hospitality District, Asset Area 12, New Delhi"
1607,2019-03-02,London,False,Hotel Mercure London Paddington,3,1,+44 20 7706 8888,140,4,144 Praed Street
1608,2019-03-13,London,False,Point A Hotel London - Shoreditch,1,1,+44 20 7655 1720,243,3,8-10 Paul Street
1609,2019-03-03,New York,True,Days Inn By Wyndham Hotel New York City-Broadway,1,1,+1 800-615-3107,132,2,215 West 94th Street
1610,2019-03-05,Toronto,False,Hotel Carlingview Toronto Airport,1,1,+1 416-675-3303,297,3,"221 Carlingview Drive, Etobicoke, Ontario M9W 5E8, Canada"
1611,2019-03-01,London,False,Novotel London Canary Wharf,2,1,+44 20 3530 0500,296,4,40 Marsh Wall
1612,2019-03-05,Sydney,False,Oaks On Castlereagh,4,1,+61 1300 080 292,304,4,"317 Castlereagh Street, Haymarket New South Wales 2000, Australia"
1613,2019-03-08,Chicago,True,The Westin Chicago River North,1,2,+1 312-744-1900,396,4,320 North Dearborn Street
1614,2019-03-02,San Diego,True,Towneplace Suites By Marriott San Diego Downtown,3,1,+1 619-782-6400,81,3,1445 Sixth Avenue
1615,2019-03-01,London,False,Antoinette Hotel Wimbledon,1,1,+44 20 8543 4222,87,3,"The Broadway SW19 1SD, United Kingdom"
1616,2019-03-03,Seattle,True,Quality Inn & Suites Seattle Center,4,1,+1 206-728-7666,46,2,618 John Street
1617,2019-03-10,London,False,Doubletree By Hilton Hotel London - Westminster,4,1,+44 20 7630 1000,248,4,30 John Islip Street
1618,,Chicago,True,Ac Hotel By Marriott Chicago Downtown,,1,+1 312-981-6600,192,3,630 North Rush Street
1619,,Chicago,True,Ace Hotel Chicago,,1,+1 312-764-1919,216,3,311 North Morgan Street
1620,,Chicago,True,Acme Hotel Company Chicago,,1,+1 312-894-0800,207,3,15 East Ohio Street
1621,,Chicago,True,Ambassador Chicago,,1,+1 888-506-3471,372,3,1301 North State Parkway
1622,,Chicago,True,Best Western River North Hotel,,1,+1 312-467-0800,210,3,125 West Ohio Street
1623,,Chicago,True,Cambria Hotel Chicago Magnificent Mile,,1,+1 312-787-6000,160,3,166 East Superior Street
1624,,Chicago,True,Chicago Athletic Association,,1,+1 312-940-3552,372,3,12 South Michigan Avenue
1625,,Chicago,True,Chicago Lake Shore Hotel,,1,+1 773-288-5800,117,3,"3250, 4900B South Lake Shore Drive"
1626,,Los Angeles,True,Ac Hotel By Marriott Beverly Hills,,1,+1 323-852-7000,156,1,6399 Wilshire Boulevard
1627,,Los Angeles,True,Banana Bungalow - Hollywood Hostel,,1,+1 323-469-2500,40,1,"5920 Hollywood Boulevard, Hollywood, CA 90028, USA"
1628,,Los Angeles,True,Best Western Burbank Airport Inn,,1,+1 818-765-2900,261,1,"7615 Lankershim Boulevard, North Hollywood, California 91605, United States"
1629,,Los Angeles,True,Best Western Hollywood Plaza Inn,,1,+1 323-851-1800,168,1,"2011 North Highland Avenue, Hollywood, California 90068, United States"
1630,,Los Angeles,True,Best Western Plus Hollywood Hills Hotel,,1,+1 323-464-5181,156,1,"6141 Franklin Avenue, Hollywood, California 90028, United States"
1631,,Los Angeles,True,Best Western Plus San Pedro Hotel & Suites,,1,+1 310-514-1414,198,1,"111 South Gaffey Street, San Pedro, California 90731, United States"
1632,,Los Angeles,True,Beverly Hills Marriott,,1,+1 310-553-6561,384,1,1150 South Beverly Drive
1633,,San Francisco,True,Argonaut Hotel,,2,+1 415-563-0800,264,3,495 Jefferson Street
1634,,San Francisco,True,Courtyard By Marriott San Francisco Downtown,,2,+1 415-947-0700,126,3,299 2nd Street
1635,,San Francisco,True,Courtyard By Marriott San Francisco Union Square,,2,+1 415-346-3800,210,3,761 Post Street
1636,,San Francisco,True,Cova Hotel,,2,+1 415-771-3000,204,3,655 Ellis Street
1637,,San Francisco,True,Hampton Inn San Francisco Downtown/Convention Center,,3,+1 415-546-3110,180,3,942 Mission Street
1638,,San Francisco,True,Argonaut Hotel,,1,+1 415-563-0800,264,2,495 Jefferson Street
1639,,San Francisco,True,Bei Hotel San Francisco,,1,+1 415-626-6103,156,2,50 8th Street
1640,,San Francisco,True,Beresford Arms Hotel,,1,+1 415-673-2600,78,2,701 Post Street
1641,,San Francisco,True,Casa Loma Hotel,,1,+1 415-552-7100,132,2,610 Fillmore Street
1642,,San Francisco,True,Chancellor Hotel On Union Square,,1,+1 415-362-2004,315,2,433 Powell Street
1643,,San Francisco,True,Chelsea,,1,+1 415-563-5600,132,2,2095 Lombard Street
1644,,San Francisco,True,Cornell Hotel De France,,1,+1 415-421-3154,324,2,715 Bush Street
1645,,San Francisco,True,Courtyard By Marriott San Francisco Downtown,,1,+1 415-947-0700,126,2,299 2nd Street
1646,,Los Angeles,True,Airtel Plaza Hotel,,1,+1 800-224-7835,75,2,"7277 Valjean Avenue, Van Nuys, California 91406, United States"
1647,,Los Angeles,True,Best Western Burbank Airport Inn,,3,+1 818-765-2900,261,2,"7615 Lankershim Boulevard, North Hollywood, California 91605, United States"
1648,,Los Angeles,True,Best Western Plus San Pedro Hotel & Suites,,2,+1 310-514-1414,198,2,"111 South Gaffey Street, San Pedro, California 90731, United States"
1649,,Los Angeles,True,Beverly Hills Marriott,,3,+1 310-553-6561,384,2,1150 South Beverly Drive
1650,,Los Angeles,True,Beverly Laurel Motor Hotel,,3,+1 800-947-7666,204,2,8018 Beverly Boulevard
1651,,San Diego,True,Bahia Resort Hotel,,1,+1 858-539-8666,96,2,998 West Mission Bay Drive
1652,,San Diego,True,Best Western Plus Bayside Inn,,3,+1 619-233-7500,270,2,555 West Ash Street
1653,,San Diego,True,Blue Sea Beach Hotel,,3,+1 858-488-4700,180,2,707 Pacific Beach Drive
1654,,San Diego,True,Capri By The Sea By All Seasons Resort Lodging,,3,+1 858-483-6110,315,2,4767 Ocean Boulevard
1655,,Atlanta,True,Ac Hotel By Marriott Atlanta Buckhead At Phipps Plaza,,1,+1 470-231-3030,108,1,3600 Wieuca Road Northeast
1656,,Atlanta,True,Ac Hotel By Marriott Atlanta Downtown,,2,+1 404-524-5555,192,1,101 Andrew Young International Boulevard Northwest
1657,,Atlanta,True,Aloft Atlanta Downtown,,1,+1 678-515-0300,87,1,300 Ted Turner Drive Northwest
1658,,Atlanta,True,Atlanta Marriott Suites Midtown,,2,+1 404-876-8888,210,1,35 14th Street Northeast
1659,,Atlanta,True,Barclay Hotel Atlanta Downtown,,3,+1 404-524-7991,126,1,89 Luckie Street Northwest
1660,,Atlanta,True,Canopy By Hilton Atlanta Midtown,,2,+1 404-685-1677,280,1,1414 West Peachtree Street Northwest
1661,,Atlanta,True,Clarion Inn & Suites Atlanta Downtown,,2,+1 404-893-4663,112,1,186 Northside Drive Southwest
1662,,Atlanta,True,"Country Inn & Suites By Radisson, Atlanta Downtown South At Turner Field, Ga",,3,+1 404-658-1961,261,1,759 Pollard Boulevard Southwest
1663,,Atlanta,True,Courtyard By Marriott Atlanta Buckhead,,3,+1 404-869-0818,225,1,3332 Peachtree Road Northeast
1664,,Atlanta,True,Crowne Plaza Atlanta - Midtown,,2,+1 404-877-9000,150,1,590 West Peachtree Street Northwest
1665,,San Francisco,True,Argonaut Hotel,,2,+1 415-563-0800,264,1,495 Jefferson Street
1666,,San Francisco,True,Bei Hotel San Francisco,,2,+1 415-626-6103,156,1,50 8th Street
1667,,San Francisco,True,Casa Loma Hotel,,3,+1 415-552-7100,132,1,610 Fillmore Street
1668,,San Francisco,True,Chancellor Hotel On Union Square,,3,+1 415-362-2004,315,1,433 Powell Street
1669,,San Francisco,True,Chelsea,,2,+1 415-563-5600,132,1,2095 Lombard Street
1670,,San Francisco,True,Cornell Hotel De France,,3,+1 415-421-3154,324,1,715 Bush Street
1671,,New York,True,1 Hotel Central Park,,2,+1 212-703-2001,340,4,1414 6th Avenue
1672,,New York,True,Aliz Hotel Times Square,,3,+1 646-609-5122,264,4,310 West 40th Street
1673,,New York,True,Andaz 5Th Avenue - A Concept By Hyatt,,1,+1 212-601-1234,144,4,485 5th Avenue
1674,,Phoenix,True,Aloft Phoenix-Airport,,1,+1 602-275-6300,99,1,4450 East Washington Street
1675,,Phoenix,True,Arizona Grand Resort & Spa,,1,+1 602-426-2638,264,1,8000 Arizona Grand Parkway
1676,,Phoenix,True,Cambria Hotel North Scottsdale Desert Ridge,,1,+1 480-585-6644,228,1,4425 E Irma Ln&nbsp
1677,,Phoenix,True,Comfort Suites Phoenix North,,1,+1 602-861-3900,74,1,10210 North 26th Drive
1678,,Phoenix,True,Courtyard By Marriott Phoenix Downtown,,1,+1 602-603-2001,81,1,132 South Central Avenue
1679,,Phoenix,True,Crowne Plaza Phoenix Airport,,1,+1 602-273-7778,351,1,4300 East Washington Street
1680,,Phoenix,True,Days Inn By Wyndham Airport - Phoenix,,1,+1 800-615-3107,72,1,2900 East Van Buren Street
1681,,Phoenix,True,Doubletree Suites By Hilton Hotel Phoenix,,1,+1 602-225-0500,99,1,320 North 44th Street
1682,,Seattle,True,Crowne Plaza Seattle Downtown,,1,+1 206-464-1980,192,3,1113 6th Avenue
1683,,Seattle,True,Grand Hyatt Seattle,,1,+1 206-774-1234,280,3,721 Pine Street
1684,,Seattle,True,Hampton Inn & Suites Seattle-Downtown,,1,+1 206-282-7700,207,3,700 5th Avenue North
1685,,Seattle,True,Hilton Garden Inn Seattle Downtown,,1,+1 206-467-7770,333,3,1821 Boren Avenue
1686,,Portland,True,Best Western Plus Portland Airport Hotel & Suites,,1,+1 503-251-9991,88,1,11938 Northeast Airport Way
1687,,Portland,True,Comfort Inn & Suites Portland Airport,,1,+1 503-252-6397,216,1,5019 Northeast 102nd Avenue
1688,,Portland,True,Courtyard By Marriott Portland Airport,,1,+1 503-252-3200,243,1,11550 Northeast Airport Way
1689,,Portland,True,Courtyard By Marriott Portland City Center,,1,+1 503-505-5000,216,1,550 Southwest Oak Street
1690,,Portland,True,Courtyard By Marriott Portland Downtown/Convention Center,,1,+1 503-234-3200,126,1,435 Northeast Wasco Street
1691,,Portland,True,Crowne Plaza Portland-Downtown Conv Ctr,,1,+1 503-233-2401,342,1,1441 Northeast 2nd Avenue
1692,,Portland,True,Dossier,,1,+1 877-628-4408,276,1,750 Southwest Alder Street
1693,,Los Angeles,True,Ac Hotel By Marriott Beverly Hills,,3,+1 323-852-7000,234,1,6399 Wilshire Boulevard
1694,,Los Angeles,True,Airtel Plaza Hotel,,3,+1 800-224-7835,306,1,"7277 Valjean Avenue, Van Nuys, California 91406, United States"
1695,,Los Angeles,True,Banana Bungalow - Hollywood Hostel,,3,+1 323-469-2500,78,1,"5920 Hollywood Boulevard, Hollywood, CA 90028, USA"
1696,,Los Angeles,True,Best Western Los Angeles Worldport Hotel,,3,+1 310-834-3400,132,1,"1402 West Pacific Coast Highway, Wilmington, California 90744, United States"
1697,,Los Angeles,True,Best Western Plus Dragon Gate Inn,,3,+1 213-617-3077,126,1,818 North Hill Street
1698,,Los Angeles,True,Best Western Plus San Pedro Hotel & Suites,,3,+1 310-514-1414,261,1,"111 South Gaffey Street, San Pedro, California 90731, United States"
1699,,New York,True,1 Hotel Brooklyn Bridge,,1,+1 833-625-6111,240,1,"60 Furman Street, Brooklyn"
1700,,New York,True,1 Hotel Central Park,,1,+1 212-703-2001,340,1,1414 6th Avenue
1701,,New York,True,11 Howard,,1,+1 212-235-1111,342,1,11 Howard Street
1702,,New York,True,6 Columbus Hotel,,1,+1 212-204-3000,252,1,308 West 58th Street
1703,,New York,True,Aka Central Park,,1,+1 646-744-3100,168,1,42 West 58th Street
1704,,New York,True,Aka Times Square,,1,+1 212-764-5700,276,1,123 West 44th Street
1705,,New York,True,Aka Wall Street,,1,+1 212-252-9090,176,1,84 William Street
1706,,London,False,45 Park Lane,,1,+44 20 7493 4545,230,4,45 Park Lane
1707,,London,False,Apex City Of London Hotel,,1,+44 20 7702 2020,272,4,1 Seething Lane
1708,,London,False,Apex London Wall Hotel,,1,+44 20 7562 3030,240,4,7-9 Copthall Avenue
1709,,London,False,Apex Temple Court Hotel,,1,+44 20 3004 4141,252,4,"1-2, Serjeant's Inn"
1710,,London,False,Artist Residence London,,1,+44 20 3019 8610,288,4,52 Cambridge Street
1711,,London,False,Batty Langley'S Hotel,,1,+44 20 7377 4390,390,4,12 Folgate Street
1712,,Atlanta,True,Ac Hotel By Marriott Atlanta Buckhead At Phipps Plaza,,2,+1 470-231-3030,176,1,3600 Wieuca Road Northeast
1713,,Atlanta,True,Aloft Atlanta Downtown,,2,+1 678-515-0300,279,1,300 Ted Turner Drive Northwest
1714,,Atlanta,True,Barclay Hotel Atlanta Downtown,,2,+1 404-524-7991,126,1,89 Luckie Street Northwest
1715,,Atlanta,True,"Country Inn & Suites By Radisson, Atlanta Downtown South At Turner Field, Ga",,2,+1 404-658-1961,261,1,759 Pollard Boulevard Southwest
1716,,Atlanta,True,Courtyard By Marriott Atlanta Buckhead,,2,+1 404-869-0818,225,1,3332 Peachtree Road Northeast
1717,,Toronto,False,Doubletree By Hilton Hotel Toronto Downtown,,3,+1 416-977-5000,276,4,108 Chestnut Street
1718,,Toronto,False,Executive Hotel Cosmopolitan Toronto,,3,+1 855-958-3488,360,4,8 Colborne Street
1719,,Toronto,False,Intercontinental Toronto Yorkville,,3,+1 416-960-5200,276,4,220 Bloor Street West
1720,,Toronto,False,Radisson Admiral Hotel Toronto-Harbourfront,,3,+1 416-203-3333,372,4,249 Queens Quay West
1721,,San Francisco,True,Amsterdam Hostel San Francisco,,2,+1 415-673-3277,40,1,749 Taylor Street
1722,,San Francisco,True,Beck'S Motor Lodge,,2,+1 415-621-8212,108,2,2222 Market Street
1723,,San Francisco,True,Beresford Arms Hotel,,2,+1 415-673-2600,315,3,701 Post Street
1724,,San Francisco,True,Casa Loma Hotel,,2,+1 415-552-7100,132,2,610 Fillmore Street
1725,,San Francisco,True,Chancellor Hotel On Union Square,,2,+1 415-362-2004,315,3,433 Powell Street
1726,,San Francisco,True,Comfort Inn By The Bay,,2,+1 415-928-5000,138,2,2775 Van Ness Avenue
1727,,San Francisco,True,Cornell Hotel De France,,2,+1 415-421-3154,324,3,715 Bush Street
1728,,Portland,True,Best Western Plus Portland Airport Hotel & Suites,,1,+1 503-251-9991,88,2,11938 Northeast Airport Way
1729,,Portland,True,Comfort Inn & Suites Portland Airport,,1,+1 503-252-6397,216,2,5019 Northeast 102nd Avenue
1730,,Portland,True,Dossier,,1,+1 877-628-4408,276,4,750 Southwest Alder Street
1731,,Chicago,True,Ac Hotel By Marriott Chicago Downtown,,3,+1 312-981-6600,252,3,630 North Rush Street
1732,,Chicago,True,Ace Hotel Chicago,,3,+1 312-764-1919,384,4,311 North Morgan Street
1733,,Chicago,True,Aloft Chicago Downtown River North,,3,+1 312-661-1000,333,3,515 North Clark Street
1734,,Chicago,True,Aloft Chicago Mag Mile,,3,+1 312-429-6600,324,3,243 East Ontario Street
1735,,Chicago,True,Best Western Grant Park Hotel,,3,+1 312-922-2900,132,2,1100 South Michigan Avenue
1736,,Chicago,True,Best Western River North Hotel,,3,+1 312-467-0800,351,3,125 West Ohio Street
1737,,Chicago,True,Cambria Hotel Chicago Magnificent Mile,,3,+1 312-787-6000,408,4,166 East Superior Street
1738,,Las Vegas,True,Budget Suites Of America,,2,+1 702-638-1800,105,1,2219 North Rancho Drive
1739,,Las Vegas,True,La Quinta Inn & Suites By Wyndham Las Vegas Summerlin Tech,,2,+1 702-360-1200,138,2,7101 Cascade Valley Court
1740,,Las Vegas,True,Oasis At Gold Spike,,2,+1 702-768-9823,297,3,217 Las Vegas Boulevard North
1741,,Las Vegas,True,Thunderbird Boutique Hotel,,2,+1 702-489-7500,168,2,1215 South Las Vegas Boulevard
1742,,Seattle,True,Best Western Plus Pioneer Square Hotel Downtown,,3,+1 206-340-1234,234,2,77 Yesler Way
1743,,Seattle,True,Courtyard By Marriott Seattle Downtown/Lake Union,,3,+1 206-213-0100,324,2,925 Westlake Avenue North
1744,,Seattle,True,Crowne Plaza Seattle Downtown,,2,+1 206-464-1980,192,2,1113 6th Avenue
1745,,Seattle,True,Embassy Suites By Hilton Seattle Downtown Pioneer Square,,2,+1 206-859-4400,150,2,255 South King Street
1746,,Seattle,True,Even Hotel Seattle Downtown - Lake Union,,1,+1 206-596-2302,72,2,527 Fairview Avenue North
1747,,Seattle,True,Four Points By Sheraton Downtown Seattle Center,,3,+1 206-282-2600,351,2,601 Roy Street
1748,,Chicago,True,Ace Hotel Chicago,,2,+1 312-764-1919,216,3,311 North Morgan Street
1749,,Chicago,True,Ambassador Chicago,,3,+1 888-506-3471,372,3,1301 North State Parkway
1750,,Chicago,True,Cambria Hotel Chicago Magnificent Mile,,2,+1 312-787-6000,160,3,166 East Superior Street
1751,,Chicago,True,Chicago Athletic Association,,3,+1 312-940-3552,372,3,12 South Michigan Avenue
1752,,Las Vegas,True,Best Western Plus Las Vegas West,,2,+1 702-256-3766,174,1,8669 West Sahara Avenue
1753,,Las Vegas,True,Hampton Inn Las Vegas/Summerlin,,2,+1 702-360-5700,192,1,7100 Cascade Valley Court
1754,,Las Vegas,True,La Quinta Inn & Suites By Wyndham Las Vegas Summerlin Tech,,2,+1 702-360-1200,138,1,7101 Cascade Valley Court
1755,,Las Vegas,True,Oasis At Gold Spike,,2,+1 702-768-9823,297,1,217 Las Vegas Boulevard North
1756,,Las Vegas,True,Thunderbird Boutique Hotel,,2,+1 702-489-7500,168,1,1215 South Las Vegas Boulevard
1757,,San Francisco,True,Argonaut Hotel,,2,+1 415-563-0800,264,2,495 Jefferson Street
1758,,San Francisco,True,Bei Hotel San Francisco,,2,+1 415-626-6103,156,2,50 8th Street
1759,,San Francisco,True,Chancellor Hotel On Union Square,,3,+1 415-362-2004,315,2,433 Powell Street
1760,,San Francisco,True,Cornell Hotel De France,,3,+1 415-421-3154,324,2,715 Bush Street
1761,,San Francisco,True,Courtyard By Marriott San Francisco Downtown,,2,+1 415-947-0700,126,2,299 2nd Street
1762,,New York,True,Aka Wall Street,,1,+1 212-252-9090,176,2,84 William Street
1763,,New York,True,1 Hotel Central Park,,3,+1 212-703-2001,315,1,1414 6th Avenue
1764,,New York,True,Ac Hotel New York Times Square,,3,+1 212-398-2700,432,1,260 West 40th Street
1765,,New York,True,Ace Hotel,,3,+1 212-991-0551,348,1,20 West 29th Street
1766,,New York,True,Adria Hotel & Conference Center,,3,+1 718-631-5900,261,1,"221-17 Northern Boulevard, Bayside"
1767,,New York,True,Aka Central Park,,3,+1 646-744-3100,384,1,42 West 58th Street
1768,,New York,True,Aka Wall Street,,3,+1 212-252-9090,432,1,84 William Street
1769,,San Francisco,True,Executive Hotel Vintage Court San Francisco,,2,+1 800-654-1100,168,3,650 Bush Street
1770,,San Francisco,True,Hampton Inn San Francisco Downtown/Convention Center,,2,+1 415-546-3110,180,3,942 Mission Street
1771,,Philadelphia,True,Aka University City,,3,+1 215-372-9000,261,2,"Cira Centre South, 2929 Walnut Street"
1772,,Philadelphia,True,Aloft Philadelphia Airport,,3,+1 267-298-1700,270,2,4301 Island Avenue
1773,,Philadelphia,True,Aloft Philadelphia Downtown,,3,+1 215-607-2020,333,2,101 North Broad Street
1774,,Philadelphia,True,Best Western Plus Philadelphia Convention Center Hotel,,3,+1 215-398-3080,333,2,1225 Vine Street
1775,,Philadelphia,True,"Club Quarters Hotel, Philadelphia",,3,+1 215-282-5000,180,2,1628 Chestnut Street
1776,,Philadelphia,True,Courtyard By Marriott Philadelphia City Avenue,,3,+1 215-477-0200,315,2,4100 Presidential Boulevard
1777,,Philadelphia,True,Courtyard By Marriott Philadelphia South At The Navy Yard,,3,+1 215-644-9200,315,2,1001 Intrepid Avenue
1778,,Philadelphia,True,Doubletree By Hilton Hotel Philadelphia Airport,,3,+1 215-365-4150,252,2,4509 Island Avenue
1779,,Philadelphia,True,Embassy Suites By Hilton Philadelphia Airport,,3,+1 215-365-4500,288,2,9000 Bartram Avenue
1780,,Philadelphia,True,Fairfield Inn & Suites By Marriott Philadelphia Downtown/Center City,,3,+1 800-228-2800,126,2,261 South 13th Street
1781,,Philadelphia,True,Aka University City,,1,+1 215-372-9000,261,2,"Cira Centre South, 2929 Walnut Street"
1782,,Philadelphia,True,Aloft Philadelphia Airport,,1,+1 267-298-1700,270,2,4301 Island Avenue
1783,,Philadelphia,True,Aloft Philadelphia Downtown,,1,+1 215-607-2020,333,2,101 North Broad Street
1784,,Philadelphia,True,Best Western Plus Philadelphia Convention Center Hotel,,1,+1 215-398-3080,192,2,1225 Vine Street
1785,,Philadelphia,True,"Club Quarters Hotel, Philadelphia",,1,+1 215-282-5000,105,2,1628 Chestnut Street
1786,,Philadelphia,True,Courtyard By Marriott Philadelphia City Avenue,,1,+1 215-477-0200,150,2,4100 Presidential Boulevard
1787,,Philadelphia,True,Courtyard By Marriott Philadelphia South At The Navy Yard,,1,+1 215-644-9200,168,2,1001 Intrepid Avenue
1788,,Philadelphia,True,Doubletree By Hilton Hotel Philadelphia Airport,,1,+1 215-365-4150,252,2,4509 Island Avenue
1789,,Philadelphia,True,Embassy Suites By Hilton Philadelphia Airport,,1,+1 215-365-4500,111,2,9000 Bartram Avenue
1790,,San Francisco,True,Argonaut Hotel,,3,+1 415-563-0800,252,1,495 Jefferson Street
1791,,San Francisco,True,Beck'S Motor Lodge,,3,+1 415-621-8212,222,1,2222 Market Street
1792,,San Francisco,True,Bei Hotel San Francisco,,3,+1 415-626-6103,342,1,50 8th Street
1793,,San Francisco,True,Beresford Arms Hotel,,3,+1 415-673-2600,315,1,701 Post Street
1794,,San Francisco,True,Chelsea,,3,+1 415-563-5600,210,1,2095 Lombard Street
1795,,San Francisco,True,Comfort Inn By The Bay,,3,+1 415-928-5000,138,1,2775 Van Ness Avenue
1796,,New York,True,1 Hotel Central Park,,2,+1 212-703-2001,340,2,1414 6th Avenue
1797,,New York,True,Aka Central Park,,2,+1 646-744-3100,168,2,42 West 58th Street
1798,,New York,True,Aka Wall Street,,2,+1 212-252-9090,176,2,84 William Street
1799,,Philadelphia,True,Four Points By Sheraton Philadelphia Airport,,2,+1 215-492-0400,207,3,4101A Island Avenue
1800,,San Diego,True,Capri By The Sea By All Seasons Resort Lodging,,1,+1 858-483-6110,315,3,4767 Ocean Boulevard
1801,,San Diego,True,Bahia Resort Hotel,,2,+1 858-539-8666,324,1,998 West Mission Bay Drive
1802,,San Diego,True,Best Western Mission Bay,,2,+1 619-275-5700,100,1,2575 Clairemont Drive
1803,,San Diego,True,Best Western Plus Bayside Inn,,2,+1 619-233-7500,270,1,555 West Ash Street
1804,,San Diego,True,Best Western Plus Hacienda Hotel Old Town,,2,+1 619-298-4707,162,1,4041 Harney Street
1805,,San Diego,True,Best Western Plus Island Palms Hotel & Marina,,2,+1 619-222-0561,174,1,2051 Shelter Island Drive
1806,,San Diego,True,Best Western San Diego/Miramar Hotel,,2,+1 858-578-6600,104,1,9310 Kearny Mesa Road
