,average_rating,check_in_date,check_out_date,hotel_name,location,number_of_rooms,pets_welcome,phone_number,price,street_address
1131,3.40,,,Budget Suites Of America,Las Vegas,2,True,+1 702-638-1800,540,2219 North Rancho Drive
1132,4.10,,,Hampton Inn Las Vegas/Summerlin,Las Vegas,2,False,+1 702-360-5700,1848,7100 Cascade Valley Court
1133,4.20,,,La Quinta Inn & Suites By Wyndham Las Vegas Summerlin Tech,Las Vegas,2,True,+1 702-360-1200,792,7101 Cascade Valley Court
1134,3.50,,,Oasis At Gold Spike,Las Vegas,2,True,+1 702-768-9823,1554,217 Las Vegas Boulevard North
1135,3.70,,,Thunderbird Boutique Hotel,Las Vegas,2,False,+1 702-489-7500,2394,1215 South Las Vegas Boulevard
1136,4.30,2019-03-02,2019-03-08,Best Western Plus Las Vegas West,Las Vegas,2,True,+1 702-256-3766,960,8669 West Sahara Avenue
1137,4.30,2019-03-02,2019-03-09,Ac Hotel By Marriott Paris Porte Maillot,Paris,1,True,+33 1 84 82 49 09,2072,"6 Rue Gustave Charpentier, 75017"
1138,4.30,2019-03-04,2019-03-11,Aloft Portland Airport At Cascade Station,Portland,2,True,+1 503-200-5678,2604,9920 Northeast Cascades Parkway
1139,4.10,2019-03-02,2019-03-08,Anaheim Desert Inn And Suites,Anaheim,1,False,+1 714-772-5050,1248,1600 South Harbor Boulevard
1140,3.90,,,Best Western Of Long Beach,Long Beach,1,False,+1 562-599-5555,216,1725 Long Beach Boulevard
1141,4.40,,,Courtyard By Marriott Long Beach Airport,Long Beach,1,False,+1 562-429-5803,928,3841 North Lakewood Boulevard
1142,4.20,,,Courtyard By Marriott Long Beach Downtown,Long Beach,1,False,+1 562-435-8511,1920,500 East First Street
1143,4.40,,,Hampton Inn Long Beach Airport,Long Beach,1,False,+1 562-425-0012,608,3771 North Lakewood Boulevard
1144,4.00,,,Holiday Inn Long Beach Downtown Area,Long Beach,1,False,+1 562-590-8858,200,1133 Atlantic Avenue
1145,4.50,,,Homewood Suites By Hilton Long Beach Airport,Long Beach,1,False,+1 562-425-0010,208,3771 North Lakewood Boulevard
1146,4.30,,,Hotel Current Long Beach,Long Beach,1,False,+1 562-597-5171,400,5325 Pacific Coast Highway
1147,4.50,,,Hyatt Centric The Pike Long Beach,Long Beach,1,False,+1 562-432-1234,216,285 Bay Street
1148,4.40,,,Hyatt Regency Long Beach,Long Beach,1,False,+1 562-491-1234,640,200 South Pine Avenue
1149,4.30,,,Long Beach Marriott,Long Beach,1,False,+1 800-228-9290,560,4700 Airport Plaza Drive
1150,4.40,2019-03-10,2019-03-13,Courtyard By Marriott Long Beach Airport,Long Beach,1,False,+1 562-429-5803,372,3841 North Lakewood Boulevard
1151,4.60,2019-03-01,2019-03-05,Aka University City,Philadelphia,1,False,+1 215-372-9000,1200,"Cira Centre South, 2929 Walnut Street"
1152,4.50,2019-03-07,2019-03-14,Ace Hotel Seattle,Seattle,1,True,+1 206-448-4721,672,2423 1st Avenue
1153,4.00,,,Best Western Plus Sands,Vancouver,1,True,+1 604-682-1831,408,1755 Davie Street
1154,4.30,,,Coast Coal Harbour Vancouver Hotel By Apa,Vancouver,1,True,+1 604-697-0202,1248,1180 West Hastings Street
1155,4.50,,,Delta Hotels By Marriott Vancouver Downtown Suites,Vancouver,1,True,+1 844-254-5048,1200,550 West Hastings Street
1156,4.40,,,Georgian Court Hotel,Vancouver,1,True,+1 800-663-1155,512,773 Beatty Street
1157,4.40,,,Hampton Inn & Suites,Vancouver,1,True,+1 604-602-1008,1932,111 Robson Street
1158,4.40,,,Hotel Blu Vancouver,Vancouver,1,True,+1 604-620-6200,576,177 Robson Street
1159,4.70,,,L'Hermitage Vancouver,Vancouver,1,True,+1 888-855-1050,1800,788 Richards Street
1160,4.70,,,Loden Hotel,Vancouver,1,True,+1 604-669-5060,1056,1177 Melville Street
1161,4.10,2019-03-05,2019-03-12,Best Western Plus Chateau Granville Hotel & Suites & Conference Ctr.,Vancouver,1,True,+1 604-669-7070,924,1100 Granville Street
1162,4.50,2019-03-01,2019-03-06,1 Hotel Brooklyn Bridge,New York,1,True,+1 833-625-6111,840,"60 Furman Street, Brooklyn"
1163,4.10,,,Auberge Vancouver Hotel,Vancouver,1,False,+1 604-678-8899,2160,837 West Hastings Street
1164,3.50,,,Coast Vancouver Airport Hotel,Vancouver,1,False,+1 604-263-1555,279,1041 Southwest Marine Drive
1165,3.20,,,Days Inn By Wyndham Vancouver Downtown,Vancouver,1,False,+1 604-681-4335,1053,921 West Pender Street
1166,4.40,,,Exchange Hotel Vancouver,Vancouver,1,False,+1 604-563-4693,1260,475 Howe Street
1167,4.40,2019-03-01,2019-03-08,Best Western Plus Portland Airport Hotel & Suites,Portland,1,False,+1 503-251-9991,2184,11938 Northeast Airport Way
1168,3.70,2019-03-06,2019-03-13,La Quinta Inn By Wyndham Fresno Yosemite,Fresno,2,True,+1 559-442-1110,1050,2926 Tulare Street
1169,4.20,,,Aloft Phoenix-Airport,Phoenix,3,True,+1 602-275-6300,336,4450 East Washington Street
1170,3.80,,,Comfort Suites Phoenix North,Phoenix,3,True,+1 602-861-3900,1053,10210 North 26th Drive
1171,4.10,,,Crowne Plaza Phoenix Airport,Phoenix,3,True,+1 602-273-7778,1728,4300 East Washington Street
1172,4.10,,,Doubletree Suites By Hilton Hotel Phoenix,Phoenix,3,True,+1 602-225-0500,1800,320 North 44th Street
1173,3.90,,,Embassy Suites By Hilton Phoenix Airport,Phoenix,3,True,+1 602-957-1910,315,2333 East Thomas Road
1174,4.10,,,Embassy Suites By Hilton Phoenix Biltmore,Phoenix,3,True,+1 602-955-3992,768,2630 East Camelback Road
1175,4.60,,,Embassy Suites By Hilton Phoenix Downtown North,Phoenix,3,True,+1 602-222-1111,2736,10 East Thomas Road
1176,4.10,,,Four Points By Sheraton Phoenix North,Phoenix,3,True,+1 602-943-2341,3024,2532 West Peoria Avenue
1177,4.20,2019-03-03,2019-03-09,Aloft Phoenix-Airport,Phoenix,3,True,+1 602-275-6300,2736,4450 East Washington Street
1178,4.40,2019-03-03,2019-03-10,Aloft Philadelphia Downtown,Philadelphia,1,True,+1 215-607-2020,1680,101 North Broad Street
1179,4.60,2019-03-08,2019-03-14,Andaz Delhi - A Concept By Hyatt,Delhi,1,True,+91 11 4903 1234,1632,"Asset, Street Number 1, New Delhi"
1180,3.90,2019-03-07,2019-03-11,Airtel Plaza Hotel,Los Angeles,1,True,+1 800-224-7835,624,"7277 Valjean Avenue, Van Nuys, California 91406, United States"
1181,4.30,,,Best Western Plus Sutter House,Sacramento,3,False,+1 916-441-1314,1260,1100 H Street
1182,4.10,,,Courtyard By Marriott Sacramento Midtown,Sacramento,3,False,+1 916-455-6800,324,4422 Y Street
1183,4.10,,,Doubletree By Hilton Hotel Sacramento,Sacramento,3,True,+1 916-929-8855,432,2001 Point West Way
1184,4.40,,,Embassy Suites By Hilton Sacramento Riverfront Promenade,Sacramento,3,False,+1 916-326-5000,264,100 Capitol Mall
1185,4.10,,,Fairfield Inn By Marriott Sacramento Cal Expo,Sacramento,3,False,+1 916-920-5300,336,1780 Tribute Road
1186,3.50,,,Four Points By Sheraton Sacramento International Airport,Sacramento,3,False,+1 916-263-9000,648,4900 Duckhorn Drive
1187,4.30,,,Hilton Garden Inn Sacramento/South Natomas,Sacramento,3,False,+1 916-568-5400,396,2540 Venture Oaks Way
1188,4.20,,,Hilton Sacramento Arden West,Sacramento,3,True,+1 916-922-4700,2268,2200 Harvard Street
1189,3.80,,,Holiday Inn Express Sacramento Convention Center,Sacramento,3,True,+1 916-444-4436,1710,728 16th Street
1190,4.10,,,Holiday Inn Sacramento Downtown - Arena,Sacramento,3,False,+1 916-446-0100,624,300 J Street
1191,4.30,2019-03-08,2019-03-14,Best Western Plus Sutter House,Sacramento,3,False,+1 916-441-1314,2160,1100 H Street
1192,4.30,2019-03-09,2019-03-14,Ac Hotel By Marriott Paris Porte Maillot,Paris,1,True,+33 1 84 82 49 09,1360,"6 Rue Gustave Charpentier, 75017"
1193,4.30,2019-03-04,2019-03-09,Doubletree By Hilton Hotel Fresno Convention Center,Fresno,1,False,+1 559-268-1000,1040,2233 Ventura Street
1194,4.40,2019-03-03,2019-03-10,Argonaut Hotel,San Francisco,1,True,+1 415-563-0800,896,495 Jefferson Street
1195,4.50,2019-03-04,2019-03-10,1 Hotel Central Park,New York,1,True,+1 212-703-2001,504,1414 6th Avenue
1196,4.10,2019-03-04,2019-03-11,Banana Bungalow - Hollywood Hostel,Los Angeles,1,False,+1 323-469-2500,1064,"5920 Hollywood Boulevard, Hollywood, CA 90028, USA"
1197,3.90,2019-03-07,2019-03-14,Anaheim Portofino Inn & Suites,Anaheim,2,False,+1 800-341-6301,1449,1831 South Harbor Boulevard
1198,4.20,,,Azure Hotel Nairobi Westlands,Nairobi,1,False,+254 709 716000,600,Lantana Road
1199,4.40,,,Crowne Plaza Nairobi,Nairobi,2,False,+254 719 096000,864,"Kenya Road, Upper Hill"
1200,4.40,,,Crowne Plaza Nairobi Airport,Nairobi,1,False,+254 709 222444,544,First Freight Lane Jomo Kenyatta International Airport
1201,4.40,,,Doubletree By Hilton Nairobi Hurlingham,Nairobi,1,False,+254 709 090000,500,Ngong Lane Ngong Road
1202,4.40,,,Eka Hotel Nairobi,Nairobi,2,False,+254 719 045000,272,"Eka Hotel, Along Mombasa Road"
1203,4.50,,,Four Points By Sheraton Nairobi Airport,Nairobi,2,False,+254 709 760000,800,9042/1044 Tower Avenue Jomo Kenyatta Intl Airport
1204,4.70,,,Hemingways Nairobi,Nairobi,2,False,+254 711 032000,200,Mbagathi Ridge
1205,4.50,,,Hilton Garden Inn Nairobi Airport,Nairobi,1,False,+254 20 4075000,288,Jomo Kenyatta International Airport Mombasa Road
1206,4.20,,,Ibis Styles Hotel Westlands Nairobi,Nairobi,2,False,+254 20 7757000,184,"Ibis Styles Hotel Westlands, Kenya"
1207,4.40,,,Crowne Plaza Nairobi,Nairobi,1,False,+254 719 096000,864,"Kenya Road, Upper Hill"
1208,4.50,,,Dusitd2 Nairobi,Nairobi,1,False,+254 787 657000,336,14 Riverside Westlands
1209,4.40,,,Eka Hotel Nairobi,Nairobi,1,False,+254 719 045000,272,"Eka Hotel, Along Mombasa Road"
1210,4.50,,,Four Points By Sheraton Nairobi Airport,Nairobi,1,False,+254 709 760000,800,9042/1044 Tower Avenue Jomo Kenyatta Intl Airport
1211,4.70,,,Hemingways Nairobi,Nairobi,1,False,+254 711 032000,200,Mbagathi Ridge
1212,4.20,,,Ibis Styles Hotel Westlands Nairobi,Nairobi,1,False,+254 20 7757000,184,"Ibis Styles Hotel Westlands, Kenya"
1213,4.40,2019-03-03,2019-03-10,Crowne Plaza Nairobi,Nairobi,1,False,+254 719 096000,1848,"Kenya Road, Upper Hill"
1214,4.10,2019-03-07,2019-03-14,Anaheim Desert Inn And Suites,Anaheim,2,False,+1 714-772-5050,1848,1600 South Harbor Boulevard
1215,4.70,2019-03-01,2019-03-05,45 Park Lane,London,2,True,+44 20 7493 4545,1248,45 Park Lane
1216,4.10,2019-03-05,2019-03-11,Auberge Vancouver Hotel,Vancouver,1,False,+1 604-678-8899,2160,837 West Hastings Street
1217,3.30,2019-03-07,2019-03-14,"Country Inn & Suites By Radisson, Atlanta Downtown South At Turner Field, Ga",Atlanta,1,True,+1 404-658-1961,2394,759 Pollard Boulevard Southwest
1218,3.70,2019-03-02,2019-03-09,Atrium Inn Vancouver,Vancouver,3,True,+1 604-254-1000,1764,2889 East Hastings Street
1219,4.10,2019-03-02,2019-03-09,Ibis New Delhi Aerocity,Delhi,1,True,+91 11 4302 0202,1344,Asset no 9 Indira Gandhi International Airport Aerocity Hospitality District
1220,3.60,2019-03-01,2019-03-02,Oaks On Castlereagh,Sydney,1,False,+61 1300 080 292,333,"317 Castlereagh Street, Haymarket New South Wales 2000, Australia"
1221,4.50,2019-03-08,2019-03-13,The Lalit New Delhi,Delhi,1,False,+91 11 4444 7777,1740,"Near, Barakhamba Road, Police Station, Connaught Place, New Delhi"
1222,4.50,2019-03-01,2019-03-06,Wombat'S City Hostel,London,1,False,+44 20 7680 7600,2100,7 Dock Street
1223,3.60,2019-03-07,2019-03-14,"Seraphine Hammersmith, Sure Hotel Collection By Best Western",London,2,False,+44 20 8600 0555,1008,84 King Street
1224,4.30,2019-03-03,2019-03-10,Radisson Hotel Portland Airport,Portland,2,False,+1 503-251-2000,3108,6233 Northeast 78th Court
1225,4.20,2019-03-06,2019-03-11,North Sydney Harbourview Hotel,Sydney,1,False,+61 1300 785 453,2160,"17 Blue Street, North"
1226,4.30,2019-03-05,2019-03-11,Hotel Opera Cadet,Paris,1,False,+33 1 53 34 50 50,1536,"24 Rue Cadet, 75009"
1227,4.50,2019-03-08,2019-03-10,Ham Yard Hotel,London,1,False,+44 20 3642 2000,352,1 Ham Yard
1228,4.60,2019-03-09,2019-03-11,Four Seasons Hotel Seattle,Seattle,2,True,+1 206-749-7000,576,99 Union Street
1229,4.00,2019-03-07,2019-03-09,Jamison Hotel,Sydney,1,False,+61 2 4721 5764,576,"186 Smith Street, Penrith New South Wales 2750, Australia"
1230,3.80,2019-03-06,2019-03-13,Hotel Ibis Paris Opera La Fayette,Paris,1,True,+33 1 42 80 27 27,1323,"19 Rue Buffault, 75009"
1231,4.50,2019-03-02,2019-03-08,Aloft Chicago Downtown River North,Chicago,1,True,+1 312-661-1000,1824,515 North Clark Street
1232,3.70,2019-03-04,2019-03-08,La Quinta Inn & Suites By Wyndham Lax,Los Angeles,1,True,+1 310-645-2200,936,5249 West Century Boulevard
1233,4.00,2019-03-10,2019-03-11,Days Inn By Wyndham San Francisco Downtown/Civic Cntr Area,San Francisco,1,False,+1 800-615-3107,168,465 Grove Street
1234,4.00,2019-03-12,2019-03-14,Grange Strathmore Hotel,London,1,False,+44 20 7233 7888,216,41 Queen's Gate Gardens
1235,4.10,2019-03-10,2019-03-12,Parc 55 San Francisco - A Hilton Hotel,San Francisco,2,False,+1 415-392-8000,400,55 Cyril Magnin Street
1236,4.30,2019-03-01,2019-03-03,Ac Hotel By Marriott Atlanta Downtown,Atlanta,1,False,+1 404-524-5555,240,101 Andrew Young International Boulevard Northwest
1237,4.60,2019-03-07,2019-03-14,Four Seasons Hotel Seattle,Seattle,3,True,+1 206-749-7000,2184,99 Union Street
1238,3.80,2019-03-04,2019-03-11,Quest North Ryde,Sydney,1,False,+61 2 8899 8888,2394,"58-62 Delhi Road, North Ryde New South Wales 2113, Australia"
1239,4.20,2019-03-10,2019-03-11,Hotel Novotel London Paddington,London,1,True,+44 20 7266 6000,96,3 Kingdom Street
1240,4.00,2019-03-05,2019-03-09,Le Apple Boutique Hotel Klcc,Kuala Lumpur,1,False,+60 3-2179 3777,320,"160, Jalan Ampang, Kampung Baru, 50450 Kuala Lumpur, Wilayah Persekutuan"
1241,4.00,2019-03-08,2019-03-13,The Sebel Sydney Chatswood,Sydney,1,False,+61 2 9414 1600,1500,"37 Victor Street, Chatswood New South Wales 2067, Australia"
1242,4.30,2019-03-01,2019-03-02,Homewood Suites By Hilton San Diego-Del Mar,San Diego,1,False,+1 858-523-0500,140,11025 Vista Sorrento Parkway
1243,4.60,2019-03-07,2019-03-11,Trademark Hotel,Nairobi,1,False,+254 730 886000,896,Limuru Road
1244,3.40,2019-03-02,2019-03-09,Hotel Iris,San Diego,1,True,+1 619-297-1691,420,625 Hotel Circle South
1245,3.90,2019-03-05,2019-03-09,Hotel Spero,San Francisco,1,True,+1 415-885-2500,504,405 Taylor Street
1246,4.20,2019-03-09,2019-03-11,Hotel Novotel London Paddington,London,1,True,+44 20 7266 6000,792,3 Kingdom Street
1247,4.20,2019-03-03,2019-03-09,Premier Inn London Hackney,London,1,False,+44 871 527 9582,1296,25 Dalston Lane
1248,4.10,2019-03-01,2019-03-06,Mapple Emerald,Delhi,1,False,+91 11 2566 1661,1260,"NH8, Rajokri, New Delhi"
1249,3.70,2019-03-01,2019-03-08,Embassy Suites By Hilton Atlanta Buckhead,Atlanta,1,False,+1 404-261-7733,630,3285 Peachtree Road Northeast
1250,3.20,2019-03-07,2019-03-13,Ibis Budget Sydney Airport,Sydney,1,False,+61 2 8339 1840,432,"5 Ross Smith Avenue, Mascot New South Wales 2020, Australia"
1251,4.50,2019-03-03,2019-03-06,Hub By Premier Inn London King'S Cross,London,1,False,+44 333 321 3104,408,50 Wharfdale Road
1252,4.00,2019-03-06,2019-03-07,Four Points By Sheraton Manhattan Soho Village,New York,1,False,+1 212-229-9988,200,66 Charlton Street
1253,4.30,2019-03-08,2019-03-12,Mama Shelter,Los Angeles,1,False,+1 323-785-6600,528,6500 Selma Avenue
1254,4.30,2019-03-02,2019-03-04,Hotel Zeppelin San Francisco,San Francisco,3,True,+1 415-563-0303,888,545 Post Street
1255,4.30,2019-03-05,2019-03-07,Courtyard By Marriott San Diego Central,San Diego,1,False,+1 858-573-0700,864,8651 Spectrum Center Boulevard
1256,4.00,2019-03-08,2019-03-10,Carlton Arms Hotel,New York,1,False,+1 212-679-0680,216,160 East 25th Street
1257,4.00,2019-03-07,2019-03-08,Grange Strathmore Hotel,London,1,False,+44 20 7233 7888,264,41 Queen's Gate Gardens
1258,4.00,2019-03-09,2019-03-14,Best Western Bowery Hanbee Hotel,New York,1,False,+1 212-925-1177,1620,231 Grand Street
1259,4.40,2019-03-05,2019-03-11,Washington Square Hotel,New York,3,False,+1 800-222-0418,2304,103 Waverly Place
1260,4.40,2019-03-03,2019-03-07,"The Westbury Mayfair, A Luxury Collection Hotel, London",London,1,False,+44 20 7629 7755,368,37 Conduit Street
1261,4.10,2019-03-02,2019-03-08,Hilton Garden Inn New York Central Park South-Midtown West,New York,1,False,+1 212-253-6000,1872,237 West 54th Street
1262,4.30,2019-03-07,2019-03-13,Fairfield Inn & Suites Chicago Downtown/Magnificent Mile,Chicago,1,False,+1 312-787-3777,888,216 East Ontario Street
1263,4.10,2019-03-11,2019-03-14,Palihotel Melrose,Los Angeles,1,True,+1 323-327-9702,1044,7950 Melrose Avenue
1264,4.20,2019-03-04,2019-03-05,Gold3 Boutique Hotel,Kuala Lumpur,1,False,+60 3-2141 7753,256,"B5, Fahrenheit88, 179, Jalan Bukit Bintang, 55100 Kuala Lumpur, Wilayah Persekutuan"
1265,3.70,2019-03-06,2019-03-10,Ibis Sydney Airport,Sydney,1,False,+61 2 8339 8500,624,"205 O'Riordan Street, Mascot New South Wales 2020, Australia"
1266,4.00,2019-03-07,2019-03-08,Premier Inn London Beckton,London,1,False,+44 871 527 8644,120,1 Woolwich Manor Way
1267,4.10,2019-03-01,2019-03-05,Holiday Inn Vancouver-Centre (Broadway),Vancouver,1,False,+1 604-879-0511,496,"711 W. Broadway @, Heather Street"
1268,4.00,2019-03-01,2019-03-05,"Club Quarters Hotel, Opposite Rockefeller Center",New York,1,False,+1 212-262-3200,800,25 West 51st Street
1269,4.20,2019-03-06,2019-03-07,Doubletree By Hilton Hotel San Diego - Mission Valley,San Diego,1,True,+1 619-297-5466,280,7450 Hazard Center Drive
1270,3.80,2019-03-04,2019-03-09,Mystic Hotel,San Francisco,1,True,+1 415-362-8063,1170,417 Stockton Street
1271,4.60,2019-03-02,2019-03-06,New Road Hotel,London,3,False,+44 20 3019 8710,1056,103-107 New Road
1272,3.70,2019-03-01,2019-03-07,Hilton London Olympia,London,3,True,+44 20 7603 3333,1404,380 Kensington High Street
1273,4.00,2019-03-04,2019-03-08,Grange Strathmore Hotel,London,1,False,+44 20 7233 7888,1632,41 Queen's Gate Gardens
1274,4.00,2019-03-06,2019-03-12,Holiday Inn Chicago O'Hare Area,Chicago,1,True,+1 773-693-5800,1536,5615 North Cumberland Avenue
1275,4.20,2019-03-10,2019-03-13,The Old Clare Hotel,Sydney,1,False,+61 2 8277 8277,252,"1 Kensington Street, Chippendale New South Wales 2008, Australia"
1276,4.40,2019-03-04,2019-03-11,Embassy Suites By Hilton Portland Downtown,Portland,1,False,+1 503-279-9000,1092,319 Southwest Pine Street
1277,3.60,2019-03-08,2019-03-11,Salisbury Hotel,New York,1,False,+1 888-692-5757,594,123 West 57th Street
1278,4.00,2019-03-02,2019-03-09,Karma Sanctum Soho London,London,1,True,+44 20 7292 6100,616,20 Warwick Street
1279,4.10,2019-03-06,2019-03-10,Parc 55 San Francisco - A Hilton Hotel,San Francisco,1,False,+1 415-392-8000,432,55 Cyril Magnin Street
1280,3.90,2019-03-07,2019-03-12,Citadines Place D'Italie Paris (Apart Hotel Paris),Paris,1,True,+33 1 43 13 85 00,585,"18 Place d'Italie, 75013"
1281,3.60,2019-03-03,2019-03-09,Park Grand London Hyde Park,London,1,False,+44 20 7262 4521,936,78-82 Westbourne Terrace
1282,3.00,2019-03-03,2019-03-05,The Queens Park Hotel,London,2,False,+44 20 7229 8080,456,48 Queensborough Terrace
1283,4.00,2019-03-03,2019-03-04,Holiday Inn Parramatta,Sydney,1,False,+61 2 9891 1277,144,"18-40 Anderson Street, Parramatta New South Wales 2150, Australia"
1284,3.90,2019-03-05,2019-03-07,Premier Inn London Eltham,London,1,False,+44 871 527 9604,234,738 Sidcup Road
1285,4.60,2019-03-11,2019-03-12,The Anndore House,Toronto,3,True,+1 416-924-1222,276,15 Charles Street East
1286,4.50,2019-03-05,2019-03-11,Hampton Inn Brooklyn/Downtown,New York,1,False,+1 718-875-8800,1440,"125 Flatbush Avenue Extension, Brooklyn"
1287,3.00,2019-03-02,2019-03-07,Sure Hotel By Best Western Paris Gare Du Nord,Paris,1,True,+33 1 46 07 99 56,495,"224 Rue du Faubourg Saint-Denis, 75010"
1288,4.50,2019-03-01,2019-03-02,The Pelham London - Starhotels Collezione,London,1,False,+44 20 7589 8288,240,15 Cromwell Place
1289,4.00,2019-03-02,2019-03-05,The Gregory Hotel New York,New York,3,True,+1 212-947-0200,1044,42 West 35th Street
1290,4.30,2019-03-07,2019-03-12,Ac Hotel By Marriott Paris Porte Maillot,Paris,1,True,+33 1 84 82 49 09,660,"6 Rue Gustave Charpentier, 75017"
1291,4.20,2019-03-08,2019-03-11,Hampton Inn & Suites Seattle-Downtown,Seattle,1,False,+1 206-282-7700,1188,700 5th Avenue North
1292,3.80,2019-03-05,2019-03-12,Travelodge London Excel,London,1,True,+44 871 984 6298,2331,1016 Dockside Road
1293,4.20,2019-03-04,2019-03-11,Pinnacle Hotel Harbourfront,Vancouver,1,True,+1 604-689-9211,1232,1133 West Hastings Street
1294,4.40,2019-03-05,2019-03-11,Aka Times Square,New York,1,True,+1 212-764-5700,1656,123 West 44th Street
1295,4.20,2019-03-05,2019-03-10,Belltown Inn,Seattle,1,True,+1 866-525-4704,1920,2301 3rd Avenue
1296,4.50,2019-03-04,2019-03-10,Holiday Inn Sydney St Marys,Sydney,3,False,+61 2 9208 5678,2592,Corner of Forrester & Boronia Rd St. Marys
1297,4.10,2019-03-03,2019-03-08,Fairfield Inn & Suites By Marriott Atlanta Buckhead,Atlanta,1,False,+1 404-846-0900,1440,3092 Piedmont Road Northeast
1298,4.00,2019-03-09,2019-03-13,Renaissance New York Hotel 57,New York,1,True,+1 212-753-8841,672,130 East 57th Street
1299,4.60,,,Aka University City,Philadelphia,3,False,+1 215-372-9000,624,"Cira Centre South, 2929 Walnut Street"
1300,4.00,,,Aloft Philadelphia Airport,Philadelphia,3,True,+1 267-298-1700,396,4301 Island Avenue
1301,3.90,,,Best Western Plus Philadelphia Convention Center Hotel,Philadelphia,3,False,+1 215-398-3080,999,1225 Vine Street
1302,4.30,,,Courtyard By Marriott Philadelphia City Avenue,Philadelphia,3,False,+1 215-477-0200,2520,4100 Presidential Boulevard
1303,3.90,,,Doubletree By Hilton Hotel Philadelphia Airport,Philadelphia,3,False,+1 215-365-4150,1152,4509 Island Avenue
1304,4.00,,,Embassy Suites By Hilton Philadelphia Airport,Philadelphia,3,False,+1 215-365-4500,336,9000 Bartram Avenue
1305,3.40,,,Budget Suites Of America,Las Vegas,3,True,+1 702-638-1800,540,2219 North Rancho Drive
1306,3.70,,,Thunderbird Boutique Hotel,Las Vegas,3,False,+1 702-489-7500,2394,1215 South Las Vegas Boulevard
1307,4.40,,,Argonaut Hotel,San Francisco,2,True,+1 415-563-0800,1200,495 Jefferson Street
1308,4.00,,,Beresford Arms Hotel,San Francisco,2,True,+1 415-673-2600,1860,701 Post Street
1309,3.70,,,Cova Hotel,San Francisco,2,True,+1 415-771-3000,540,655 Ellis Street
1310,3.90,,,Executive Hotel Vintage Court San Francisco,San Francisco,2,True,+1 800-654-1100,468,650 Bush Street
1311,3.50,,,Hotel Beresford,San Francisco,2,True,+1 415-673-9900,864,635 Sutter Street
1312,3.60,,,Hotel Bijou,San Francisco,2,True,+1 415-771-1200,1242,111 Mason Street
1313,3.80,,,Hotel Diva,San Francisco,2,True,+1 844-592-4559,2142,440 Geary Street
1314,3.90,,,Hotel Spero,San Francisco,2,True,+1 415-885-2500,576,405 Taylor Street
1315,3.80,,,Hotel Triton,San Francisco,2,True,+1 415-394-0500,1827,342 Grant Avenue
1316,4.40,,,Beck'S Motor Lodge,San Francisco,2,False,+1 415-621-8212,2184,2222 Market Street
1317,3.90,,,Comfort Inn By The Bay,San Francisco,2,False,+1 415-928-5000,828,2775 Van Ness Avenue
1318,4.60,,,Four Seasons Hotel Seattle,Seattle,1,True,+1 206-749-7000,608,99 Union Street
1319,4.40,,,Homewood Suites By Hilton Seattle Downtown,Seattle,1,True,+1 206-281-9393,936,206 Western Avenue West
1320,4.20,,,Homewood Suites By Hilton Seattle-Conv Ctr-Pike Street,Seattle,1,True,+1 206-682-8282,400,1011 Pike Street
1321,4.20,,,Hotel Max,Seattle,1,True,+1 206-728-6299,128,620 Stewart Street
1322,4.20,,,Hotel Theodore,Seattle,1,True,+1 206-621-1200,1380,1531 7th Avenue
1323,4.40,,,Hyatt House Seattle/Downtown,Seattle,1,True,+1 206-727-1234,760,201 5th Avenue North
1324,3.70,,,Cova Hotel,San Francisco,3,True,+1 415-771-3000,540,655 Ellis Street
1325,3.90,,,Executive Hotel Vintage Court San Francisco,San Francisco,3,True,+1 800-654-1100,468,650 Bush Street
1326,3.50,,,Hotel Beresford,San Francisco,1,True,+1 415-673-9900,252,635 Sutter Street
1327,3.60,,,Hotel Bijou,San Francisco,3,True,+1 415-771-1200,1242,111 Mason Street
1328,3.80,,,Hotel Diva,San Francisco,3,True,+1 844-592-4559,2142,440 Geary Street
1329,3.80,,,Hotel Triton,San Francisco,3,True,+1 415-394-0500,1827,342 Grant Avenue
1330,4.30,,,Bahia Resort Hotel,San Diego,3,True,+1 858-539-8666,1008,998 West Mission Bay Drive
1331,4.30,,,Best Western Plus Bayside Inn,San Diego,3,False,+1 619-233-7500,900,555 West Ash Street
1332,4.20,,,Best Western Plus Hacienda Hotel Old Town,San Diego,3,False,+1 619-298-4707,2100,4041 Harney Street
1333,4.50,,,Best Western Plus Island Palms Hotel & Marina,San Diego,3,False,+1 619-222-0561,696,2051 Shelter Island Drive
1334,3.90,,,Best Western San Diego/Miramar Hotel,San Diego,3,False,+1 858-578-6600,1890,9310 Kearny Mesa Road
1335,3.70,,,Best Western Seven Seas,San Diego,3,False,+1 619-291-1300,216,411 Hotel Circle South
1336,4.00,,,Best Western Yacht Harbor Hotel,San Diego,3,False,+1 619-224-3254,420,5005 North Harbor Drive
1337,4.40,,,Blue Sea Beach Hotel,San Diego,3,False,+1 858-488-4700,936,707 Pacific Beach Drive
1338,4.30,,,Capri By The Sea By All Seasons Resort Lodging,San Diego,3,False,+1 858-483-6110,720,4767 Ocean Boulevard
1339,4.10,,,Fairfield Inn & Suites By Marriott Philadelphia Downtown/Center City,Philadelphia,2,False,+1 800-228-2800,720,261 South 13th Street
